AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
350402031,3502031,35,4,2,31,North Plantagenet,102,33,23,3,4,0,9,11,2,12,2,0,3
350402037,3502037,35,4,2,37,Clarence,138,42,38,1,6,1,6,11,3,20,5,3,2
350402042,3502042,35,4,2,42,Cambridge,134,62,16,1,2,0,22,3,0,22,2,0,4
350402048,3502048,35,4,2,48,Russell,153,57,20,1,0,1,30,13,4,18,4,4,1
350406000,3506000,35,4,6,0,Ottawa-Carleton Regional Municipality,"1,226",274,323,10,7,4,117,108,25,261,28,40,29
350406001,3506001,35,4,6,1,Osgoode,250,67,59,4,2,0,28,20,6,45,5,6,8
350406004,3506004,35,4,6,4,Cumberland,163,57,25,3,3,0,8,12,2,32,1,13,7
350406006,3506006,35,4,6,6,Gloucester,73,7,18,0,0,0,7,9,2,18,4,6,2
350406012,3506012,35,4,6,12,Nepean,60,15,11,0,0,1,14,1,2,9,2,2,3
350406018,3506018,35,4,6,18,Rideau,181,37,35,1,2,3,21,14,6,45,7,6,4
350406027,3506027,35,4,6,27,Goulbourn,127,21,40,0,0,0,12,17,2,31,2,1,1
350406030,3506030,35,4,6,30,Kanata,31,2,17,0,0,0,0,5,1,5,1,0,0
350406042,3506042,35,4,6,42,West Carleton,341,68,118,2,0,0,27,30,4,76,6,6,4
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,204",290,417,14,11,0,51,133,14,211,27,7,29
350407001,3507001,35,4,7,1,Edwardsburgh,127,24,45,3,3,0,9,9,1,25,3,0,5
350407006,3507006,35,4,7,6,Augusta,114,19,48,2,1,0,7,11,2,22,0,1,1
350407012,3507012,35,4,7,12,Elizabethtown,128,37,41,3,1,0,2,11,3,22,4,1,3
350407017,3507017,35,4,7,17,Front of Yonge,40,14,12,1,0,0,2,7,0,4,0,0,0
350407020,3507020,35,4,7,20,Front of Escott,46,10,22,2,0,0,0,6,0,5,1,0,0
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,112,39,37,0,1,0,6,11,1,13,0,1,3
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,68,22,26,0,2,0,2,4,0,10,0,0,2
350407029,3507029,35,4,7,29,South Crosby,55,16,21,0,0,0,0,6,0,7,2,0,3
350407031,3507031,35,4,7,31,North Crosby,46,12,23,0,0,0,0,5,0,3,2,0,1
350407039,3507039,35,4,7,39,Bastard and South Burgess,100,30,37,0,0,0,2,11,1,12,4,1,2
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,42,15,8,0,0,0,2,4,0,8,3,0,2
350407046,3507046,35,4,7,46,Kitley,76,15,28,0,0,0,0,16,0,13,2,1,1
350407049,3507049,35,4,7,49,South Elmsley,35,11,15,0,0,0,0,3,0,6,0,0,0
350407051,3507051,35,4,7,51,Wolford,46,9,10,0,0,0,4,3,4,9,4,0,3
350407056,3507056,35,4,7,56,Oxford-on-Rideau,113,10,35,0,1,0,7,20,2,33,1,2,2
350407061,3507061,35,4,7,61,South Gower,56,7,9,3,2,0,8,6,0,19,1,0,1
350409000,3509000,35,4,9,0,Lanark County,832,130,364,2,2,0,19,101,8,151,28,7,20
350409001,3509001,35,4,9,1,Montague,74,5,32,0,0,0,2,10,1,18,4,0,2
350409008,3509008,35,4,9,8,North Elmsley,44,11,17,0,0,0,0,9,0,6,1,0,0
350409011,3509011,35,4,9,11,North Burgess,30,8,13,0,0,0,0,0,0,4,0,2,3
350409014,3509014,35,4,9,14,South Sherbrooke,11,1,4,0,0,0,0,1,0,3,1,1,0
350409016,3509016,35,4,9,16,Bathurst,104,18,50,2,0,0,1,14,1,15,1,2,0
350409019,3509019,35,4,9,19,Drummond,115,19,59,0,1,0,2,19,1,11,1,0,2
350409024,3509024,35,4,9,24,Beckwith,75,10,39,0,0,0,1,8,1,14,1,0,1
350409029,3509029,35,4,9,29,Ramsay,151,28,54,0,0,0,8,19,2,28,8,1,3
350409034,3509034,35,4,9,34,Lanark,71,13,34,0,0,0,0,7,0,12,2,0,3
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",62,2,19,0,1,0,0,5,1,26,6,1,1
350409046,3509046,35,4,9,46,Pakenham,95,15,43,0,0,0,5,9,1,14,3,0,5
350410000,3510000,35,4,10,0,Frontenac County,656,140,256,1,2,1,6,90,6,109,24,7,14
350410001,3510001,35,4,10,1,Wolfe Island,76,23,28,0,0,0,3,8,1,7,4,1,1
350410006,3510006,35,4,10,6,Pittsburgh,108,32,38,0,0,0,1,12,2,19,1,2,1
350410009,3510009,35,4,10,9,Kingston,76,12,22,0,0,0,1,12,1,20,5,1,2
350410014,3510014,35,4,10,14,Storrington,87,30,29,0,0,0,1,11,1,10,3,1,1
350410018,3510018,35,4,10,18,Loughborough,64,11,27,0,0,0,0,7,1,15,0,1,2
350410022,3510022,35,4,10,22,Portland,94,21,37,0,2,0,0,15,0,11,5,0,3
350410026,3510026,35,4,10,26,Hinchinbrooke,53,3,26,0,0,0,0,15,0,4,5,0,0
350410029,3510029,35,4,10,29,Bedford,35,6,19,0,0,0,0,5,0,4,0,0,1
350410032,3510032,35,4,10,32,Oso,19,1,6,0,0,0,0,3,0,5,1,0,3
350410036,3510036,35,4,10,36,Olden,25,1,16,0,0,0,0,1,0,7,0,0,0
350410046,3510046,35,4,10,46,Clarendon and Miller,19,0,8,1,0,1,0,1,0,7,0,1,0
350411000,3511000,35,4,11,0,Lennox and Addington County,599,120,244,4,11,0,21,84,6,70,13,9,17
350411001,3511001,35,4,11,1,Amherst Island,23,6,9,0,0,0,0,3,0,5,0,0,0
350411004,3511004,35,4,11,4,Ernestown,118,16,47,0,1,0,5,18,2,18,4,2,5
350411011,3511011,35,4,11,11,South Fredericksburgh,51,21,9,1,2,0,4,7,0,4,1,1,1
350411014,3511014,35,4,11,14,Adolphustown,18,5,4,1,1,0,2,1,1,2,1,0,0
350411016,3511016,35,4,11,16,North Fredericksburgh,46,15,13,0,0,0,1,6,1,5,0,1,4
350411019,3511019,35,4,11,19,Richmond,103,25,44,0,1,0,5,15,0,7,1,3,2
350411024,3511024,35,4,11,24,Camden East,164,27,74,1,5,0,3,21,2,20,4,2,5
350411031,3511031,35,4,11,31,Sheffield,57,5,37,1,0,0,1,9,0,3,1,0,0
350411034,3511034,35,4,11,34,"Kaladar, Anglesea and Effingham",19,0,7,0,1,0,0,4,0,6,1,0,0
350447000,3547000,35,4,47,0,Renfrew County,"1,273",187,707,13,4,0,9,146,6,142,29,4,26
350447001,3547001,35,4,47,1,McNab,141,9,82,0,0,0,2,16,1,23,3,1,4
350447006,3547006,35,4,47,6,Bagot and Blythfield,20,2,10,0,0,0,0,2,0,4,1,0,1
350447016,3547016,35,4,47,16,Sebastopol,30,1,14,1,0,0,0,7,0,5,0,1,1
350447019,3547019,35,4,47,19,Brudenell and Lyndoch,35,1,21,0,0,0,0,5,0,7,0,0,1
350447022,3547022,35,4,47,22,Raglan,29,2,15,1,0,0,0,6,0,5,0,0,0
350447026,3547026,35,4,47,26,"Sherwood, Jones and Burns",28,3,13,0,0,0,0,4,0,3,3,1,1
350447031,3547031,35,4,47,31,Hagarty and Richards,47,1,30,0,1,0,0,4,0,8,1,0,2
350447036,3547036,35,4,47,36,South Algona,36,1,26,1,2,0,0,1,1,3,0,0,1
350447038,3547038,35,4,47,38,Grattan,76,9,49,1,0,0,0,7,0,7,2,0,1
350447042,3547042,35,4,47,42,Admaston,102,24,48,0,0,0,3,16,0,10,0,0,1
350447046,3547046,35,4,47,46,Horton,64,5,32,0,0,0,0,15,1,7,2,0,2
350447049,3547049,35,4,47,49,Ross,120,18,74,2,0,0,1,11,0,9,5,0,0
350447054,3547054,35,4,47,54,Bromley,104,31,48,2,0,0,1,12,0,5,3,0,2
350447058,3547058,35,4,47,58,Westmeath,183,48,94,3,0,0,2,16,0,14,3,0,3
350447062,3547062,35,4,47,62,Pembroke,20,5,8,0,1,0,0,1,1,3,0,0,1
350447066,3547066,35,4,47,66,Stafford,63,12,38,0,0,0,0,3,0,6,3,0,1
350447069,3547069,35,4,47,69,Wilberforce,80,4,58,2,0,0,0,4,0,8,1,0,3
350447074,3547074,35,4,47,74,Alice and Fraser,76,11,43,0,0,0,0,11,2,7,1,1,0
350447092,3547092,35,4,47,92,"Rolph, Buchanan, Wylie and McKay",19,0,4,0,0,0,0,5,0,8,1,0,1
350500000,3500000,35,5,0,0,Northern Ontario Region - RÇgion du Nord de l'Ontario,"2,379",362,828,15,22,3,56,454,23,459,82,28,47
350548000,3548000,35,5,48,0,Nipissing District,254,56,82,2,1,0,5,51,2,38,8,4,5
350548013,3548013,35,5,48,13,Papineau-Cameron,17,3,5,0,0,0,0,3,0,5,1,0,0
350548022,3548022,35,5,48,22,Calvin,19,2,7,0,0,0,0,5,0,5,0,0,0
350548027,3548027,35,5,48,27,Bonfield,35,2,18,0,1,0,0,5,0,6,0,1,2
350548031,3548031,35,5,48,31,Chisholm,44,7,18,1,0,0,0,8,0,7,3,0,0
350548051,3548051,35,5,48,51,Springer,24,7,5,0,0,0,1,6,1,1,0,1,2
350548058,3548058,35,5,48,58,Caldwell,47,18,8,0,0,0,4,10,0,3,2,1,1
350548094,3548094,35,5,48,94,"Nipissing, Unorganized, North Part",68,17,21,1,0,0,0,14,1,11,2,1,0
350551000,3551000,35,5,51,0,Manitoulin District,274,28,175,0,0,0,1,33,0,28,6,2,1
350551001,3551001,35,5,51,1,Tehkummah,22,1,17,0,0,0,0,2,0,2,0,0,0
350551004,3551004,35,5,51,4,Carnarvon,32,5,12,0,0,0,0,7,0,6,1,1,0
350551011,3551011,35,5,51,11,Assiginack,43,3,33,0,0,0,0,2,0,4,0,0,1
350551016,3551016,35,5,51,16,Howland,43,4,22,0,0,0,0,4,0,8,4,1,0
350551021,3551021,35,5,51,21,Billings,22,1,12,0,0,0,0,5,0,3,1,0,0
350551024,3551024,35,5,51,24,Gordon,35,3,27,0,0,0,0,3,0,2,0,0,0
350551028,3551028,35,5,51,28,Burpee,29,3,19,0,0,0,1,6,0,0,0,0,0
350551092,3551092,35,5,51,92,"Manitoulin, Unorganized, Centre Part",48,8,33,0,0,0,0,4,0,3,0,0,0
350552000,3552000,35,5,52,0,Sudbury District,151,24,47,0,3,0,0,31,2,38,1,3,2
350552001,3552001,35,5,52,1,"Cosby, Mason and Martland",23,6,9,0,0,0,0,4,1,3,0,0,0
350552004,3552004,35,5,52,4,"Casimir, Jennings and Appleby",33,6,9,0,0,0,0,6,0,10,0,2,0
350552008,3552008,35,5,52,8,Ratter and Dunnet,29,7,7,0,1,0,0,5,0,7,1,0,1
350552020,3552020,35,5,52,20,The Spanish River,42,4,16,0,1,0,0,13,0,6,0,1,1
350552093,3552093,35,5,52,93,"Sudbury, Unorganized, North Part",24,1,6,0,1,0,0,3,1,12,0,0,0
350553000,3553000,35,5,53,0,Sudbury Regional Municipality,123,3,21,1,2,0,2,33,3,44,4,3,7
350553012,3553012,35,5,53,12,Walden,27,2,4,0,1,0,0,5,0,9,2,1,3
350553024,3553024,35,5,53,24,Rayside-Balfour,60,0,13,0,0,0,2,16,2,23,1,2,1
350553028,3553028,35,5,53,28,Valley East,36,1,4,1,1,0,0,12,1,12,1,0,3
350554000,3554000,35,5,54,0,Timiskaming District,502,98,147,5,4,3,38,97,1,82,18,1,8
350554012,3554012,35,5,54,12,Haileybury,18,1,3,0,0,0,1,4,1,7,1,0,0
350554014,3554014,35,5,54,14,Harris,22,1,7,0,0,0,2,6,0,5,1,0,0
350554016,3554016,35,5,54,16,Dymond,33,7,5,0,0,2,0,3,0,14,2,0,0
350554021,3554021,35,5,54,21,Hudson,27,4,9,0,0,0,0,9,0,3,1,0,1
350554024,3554024,35,5,54,24,Kerns,51,10,13,1,0,0,11,5,0,6,2,0,3
350554026,3554026,35,5,54,26,Harley,36,2,14,0,1,0,4,9,0,5,1,0,0
350554029,3554029,35,5,54,29,Casey,31,11,6,0,1,0,5,3,0,4,1,0,0
350554032,3554032,35,5,54,32,Brethour,20,4,6,0,0,0,2,6,0,2,0,0,0
350554034,3554034,35,5,54,34,Hilliard,28,7,10,1,0,0,3,3,0,2,1,0,1
350554036,3554036,35,5,54,36,Armstrong,46,27,8,0,0,0,2,4,0,5,0,0,0
350554046,3554046,35,5,54,46,Dack,27,3,11,1,0,0,0,5,0,5,2,0,0
350554049,3554049,35,5,54,49,Evanturel,28,9,7,1,0,1,2,4,0,4,0,0,0
350554054,3554054,35,5,54,54,Chamberlain,19,3,8,0,0,0,0,2,0,4,2,0,0
350554094,3554094,35,5,54,94,"Timiskaming, Unorganized, West Part",116,9,40,1,2,0,6,34,0,16,4,1,3
350556000,3556000,35,5,56,0,Cochrane District,175,23,43,0,4,0,1,59,3,27,6,5,4
350556014,3556014,35,5,56,14,Black River-Matheson,47,5,14,0,1,0,1,18,0,3,3,1,1
350556027,3556027,35,5,56,27,Timmins,29,3,4,0,1,0,0,8,0,8,1,3,1
350556031,3556031,35,5,56,31,Iroquois Falls,17,1,8,0,0,0,0,5,0,3,0,0,0
350556092,3556092,35,5,56,92,"Cochrane, Unorganized, North Part",82,14,17,0,2,0,0,28,3,13,2,1,2
350557000,3557000,35,5,57,0,Algoma District,301,29,118,1,3,0,1,45,4,70,15,8,7
350557008,3557008,35,5,57,8,St. Joseph,47,5,12,0,1,0,0,5,0,14,4,3,3
350557011,3557011,35,5,57,11,Laird,27,8,11,0,0,0,0,1,0,6,0,0,1
350557016,3557016,35,5,57,16,Johnson,34,6,16,0,0,0,0,4,0,6,2,0,0
350557019,3557019,35,5,57,19,Plummer Additional,33,2,12,0,0,0,0,8,0,9,2,0,0
350557024,3557024,35,5,57,24,Thessalon,28,2,14,0,0,0,0,2,1,7,2,0,0
350557029,3557029,35,5,57,29,Day and Bright Additional,30,2,12,0,2,0,1,6,1,3,1,1,1
350557051,3557051,35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",22,2,6,1,0,0,0,7,0,3,2,1,0
350557061,3557061,35,5,57,61,Sault Ste. Marie,22,0,5,0,0,0,0,4,1,10,1,1,0
350557095,3557095,35,5,57,95,"Algoma, Unorganized, North Part",58,2,30,0,0,0,0,8,1,12,1,2,2
350558000,3558000,35,5,58,0,Thunder Bay District,227,60,39,3,4,0,2,32,4,69,5,1,8
350558001,3558001,35,5,58,1,Neebing,19,7,4,1,0,0,0,3,0,3,0,0,1
350558004,3558004,35,5,58,4,Thunder Bay,22,2,2,1,0,0,0,2,0,13,1,0,1
350558008,3558008,35,5,58,8,Paipoonge,76,30,13,0,1,0,0,11,2,13,3,0,3
350558016,3558016,35,5,58,16,O'Connor,24,2,6,0,0,0,0,6,0,8,0,0,2
350558024,3558024,35,5,58,24,Oliver,25,8,2,0,1,0,0,3,0,10,0,0,1
350558090,3558090,35,5,58,90,"Thunder Bay, Unorganized",61,11,12,1,2,0,2,7,2,22,1,1,0
350559000,3559000,35,5,59,0,Rainy River District,288,34,137,2,1,0,5,57,2,33,15,0,2
350559011,3559011,35,5,59,11,Alberton,18,1,7,0,1,0,1,4,0,2,2,0,0
350559016,3559016,35,5,59,16,La Vallee,36,4,17,0,0,0,1,5,0,8,1,0,0
350559019,3559019,35,5,59,19,Emo,37,1,15,0,0,0,0,11,0,5,5,0,0
350559024,3559024,35,5,59,24,Chapple,61,11,29,2,0,0,2,7,0,6,3,0,1
350559031,3559031,35,5,59,31,Morley,41,9,22,0,0,0,0,5,1,2,1,0,1
350559039,3559039,35,5,59,39,Blue,28,5,10,0,0,0,0,10,0,1,2,0,0
350559041,3559041,35,5,59,41,Atwood,19,2,9,0,0,0,1,4,0,3,0,0,0
350559090,3559090,35,5,59,90,"Rainy River, Unorganized",48,1,28,0,0,0,0,11,1,6,1,0,0
350560000,3560000,35,5,60,0,Kenora District,84,7,19,1,0,0,1,16,2,30,4,1,3
350560090,3560090,35,5,60,90,"Kenora, Unorganized",84,7,19,1,0,0,1,16,2,30,4,1,3
460000000,4600000,46,0,0,0,Manitoba,"22,456",946,"7,018",946,401,"3,407","6,110","1,248",85,"1,334",489,65,407
460100000,4600000,46,1,0,0,Agricultural Region  1 - RÇgion agricole  1,"1,683",33,556,21,5,450,474,36,0,51,37,0,20
460105000,4605000,46,1,5,0,Division No.  5,"1,683",33,556,21,5,450,474,36,0,51,37,0,20
460105024,4605024,46,1,5,24,Turtle Mountain,233,8,72,5,0,51,73,6,0,9,8,0,1
460105031,4605031,46,1,5,31,Morton,201,4,83,1,0,49,47,6,0,8,2,0,1
460105037,4605037,46,1,5,37,Winchester,162,5,53,0,1,45,37,5,0,12,3,0,1
460105043,4605043,46,1,5,43,Brenda,173,1,35,1,1,75,48,1,0,7,3,0,1
460105050,4605050,46,1,5,50,Arthur,157,2,45,0,0,58,38,2,0,5,5,0,2
460105055,4605055,46,1,5,55,Edward,141,3,57,1,2,28,40,4,0,0,3,0,3
460105058,4605058,46,1,5,58,Albert,136,2,56,3,0,29,35,4,0,1,3,0,3
460105061,4605061,46,1,5,61,Cameron,135,3,57,0,1,25,38,5,0,3,0,0,3
460105067,4605067,46,1,5,67,Whitewater,115,1,22,3,0,36,48,2,0,2,1,0,0
460105070,4605070,46,1,5,70,Riverside,108,3,31,3,0,33,34,0,0,0,2,0,2
460105076,4605076,46,1,5,76,Strathcona,122,1,45,4,0,21,36,1,0,4,7,0,3
460200000,4600000,46,2,0,0,Agricultural Region  2 - RÇgion agricole  2,"2,320",82,802,48,31,365,564,126,4,199,56,0,43
460206000,4606000,46,2,6,0,Division No.  6,929,30,394,11,3,163,190,28,0,79,25,0,6
460206015,4606015,46,2,6,15,Sifton,174,9,117,1,0,6,11,12,0,16,2,0,0
460206023,4606023,46,2,6,23,Pipestone,246,6,73,4,1,69,68,4,0,14,6,0,1
460206028,4606028,46,2,6,28,Wallace,298,7,112,5,1,68,64,4,0,26,10,0,1
460206037,4606037,46,2,6,37,Woodworth,211,8,92,1,1,20,47,8,0,23,7,0,4
460207000,4607000,46,2,7,0,Division No.  7,"1,391",52,408,37,28,202,374,98,4,120,31,0,37
460207038,4607038,46,2,7,38,South Cypress,131,7,57,7,2,6,29,5,0,11,3,0,4
460207045,4607045,46,2,7,45,Oakland,171,2,49,3,5,39,55,3,0,6,5,0,4
460207051,4607051,46,2,7,51,Glenwood,145,5,46,2,2,16,52,7,1,8,3,0,3
460207057,4607057,46,2,7,57,Whitehead,148,7,43,1,4,29,48,3,0,6,4,0,3
460207065,4607065,46,2,7,65,North Cypress,268,6,94,12,4,13,49,54,1,25,4,0,6
460207071,4607071,46,2,7,71,Elton,387,18,79,8,8,71,99,22,2,58,7,0,15
460207075,4607075,46,2,7,75,Daly,141,7,40,4,3,28,42,4,0,6,5,0,2
460300000,4600000,46,3,0,0,Agricultural Region  3 - RÇgion agricole  3,"2,130",54,596,38,10,435,699,98,3,112,39,3,43
460315000,4615000,46,3,15,0,Division No. 15,"2,130",54,596,38,10,435,699,98,3,112,39,3,43
460315018,4615018,46,3,15,18,Langford,130,2,42,2,2,21,43,2,1,10,2,0,3
460315023,4615023,46,3,15,23,Odanah,100,2,20,2,0,30,35,3,0,7,0,0,1
460315027,4615027,46,3,15,27,Saskatchewan,160,1,44,2,0,24,69,5,0,11,0,1,3
460315033,4615033,46,3,15,33,Blanshard,131,3,11,0,0,41,66,0,0,2,5,0,3
460315036,4615036,46,3,15,36,Hamiota,155,2,18,3,0,54,70,2,0,3,2,0,1
460315041,4615041,46,3,15,41,Miniota,181,4,51,4,0,39,52,12,0,12,5,0,2
460315046,4615046,46,3,15,46,Archie,97,3,34,1,0,15,32,2,0,8,2,0,0
460315048,4615048,46,3,15,48,Ellice,85,6,25,2,0,10,27,3,0,9,3,0,0
460315055,4615055,46,3,15,55,Birtle,191,3,51,4,0,36,68,6,0,15,1,0,7
460315060,4615060,46,3,15,60,Shoal Lake,110,2,37,0,1,22,38,1,0,4,2,0,3
460315064,4615064,46,3,15,64,Strathclair,137,1,29,0,1,38,51,7,1,6,1,0,2
460315069,4615069,46,3,15,69,Harrison,117,2,19,2,0,32,43,6,0,2,8,0,3
460315073,4615073,46,3,15,73,Minto,114,6,29,1,0,19,43,7,0,5,0,1,3
460315078,4615078,46,3,15,78,Rosedale,233,8,105,15,4,30,32,22,0,6,6,0,5
460315091,4615091,46,3,15,91,Clanwilliam,90,4,41,0,0,7,18,10,0,6,1,0,3
460315095,4615095,46,3,15,95,Park (South),99,5,40,0,2,17,12,10,1,6,1,1,4
460400000,4600000,46,4,0,0,Agricultural Region  4 - RÇgion agricole  4,"1,027",23,376,8,5,196,248,59,2,56,27,0,27
460416000,4616000,46,4,16,0,Division No. 16,"1,027",23,376,8,5,196,248,59,2,56,27,0,27
460416002,4616002,46,4,16,2,Rossburn,167,4,68,0,0,34,28,23,0,3,3,0,4
460416019,4616019,46,4,16,19,Silver Creek,120,1,15,0,0,38,49,2,0,12,2,0,1
460416024,4616024,46,4,16,24,Russell,118,4,29,1,2,26,38,3,0,12,2,0,1
460416040,4616040,46,4,16,40,Shellmouth,125,4,39,0,0,22,36,5,1,8,4,0,6
460416042,4616042,46,4,16,42,Boulton,112,1,52,0,0,22,24,7,0,3,2,0,1
460416045,4616045,46,4,16,45,Hillsburg,131,3,71,4,1,9,23,5,0,4,6,0,5
460416049,4616049,46,4,16,49,Shell River,215,3,82,3,2,44,45,12,1,9,6,0,8
460416063,4616063,46,4,16,63,Park (North),39,3,20,0,0,1,5,2,0,5,2,0,1
460500000,4600000,46,5,0,0,Agricultural Region  5 - RÇgion agricole  5,957,26,255,23,3,225,267,53,2,66,20,3,14
460520000,4620000,46,5,20,0,Division No. 20,957,26,255,23,3,225,267,53,2,66,20,3,14
460520032,4620032,46,5,20,32,Mountain (South),128,2,69,2,0,9,20,8,1,10,3,1,3
460520037,4620037,46,5,20,37,Minitonas,247,11,57,5,1,67,65,11,0,20,7,0,3
460520041,4620041,46,5,20,41,Swan River,479,9,89,12,2,132,157,29,1,34,7,2,5
460520055,4620055,46,5,20,55,Mountain (North),103,4,40,4,0,17,25,5,0,2,3,0,3
460600000,4600000,46,6,0,0,Agricultural Region  6 - RÇgion agricole  6,"1,971",62,826,17,6,287,520,105,3,73,35,0,37
460617000,4617000,46,6,17,0,Division No. 17,"1,971",62,826,17,6,287,520,105,3,73,35,0,37
460617026,4617026,46,6,17,26,Alonsa,262,8,196,0,0,9,12,28,0,6,1,0,2
460617034,4617034,46,6,17,34,McCreary,143,3,68,4,0,18,26,8,0,9,6,0,1
460617040,4617040,46,6,17,40,Ste. Rose,123,2,65,0,2,10,30,4,0,5,2,0,3
460617045,4617045,46,6,17,45,Ochre River,139,12,75,1,0,14,15,8,0,3,8,0,3
460617048,4617048,46,6,17,48,Dauphin,383,11,110,2,1,56,143,22,1,24,3,0,10
460617053,4617053,46,6,17,53,Gilbert Plains,254,7,36,2,2,63,116,5,0,16,4,0,3
460617057,4617057,46,6,17,57,Grandview,238,3,35,8,0,80,89,9,0,4,4,0,6
460617063,4617063,46,6,17,63,Ethelbert,142,4,63,0,0,23,31,6,1,4,4,0,6
460617071,4617071,46,6,17,71,Mossey River,153,7,89,0,0,9,34,7,0,2,2,0,3
460617076,4617076,46,6,17,76,Lawrence,134,5,89,0,1,5,24,8,1,0,1,0,0
460700000,4600000,46,7,0,0,Agricultural Region  7 - RÇgion agricole  7,"2,633",109,816,80,22,316,871,124,18,142,72,12,51
460708000,4608000,46,7,8,0,Division No.  8,"1,372",54,584,47,4,113,376,58,4,53,49,0,30
460708031,4608031,46,7,8,31,South Norfolk,204,9,63,11,0,25,74,8,0,7,4,0,3
460708042,4608042,46,7,8,42,Victoria,148,10,45,5,0,10,47,7,1,13,5,0,5
460708045,4608045,46,7,8,45,North Norfolk,365,20,161,10,3,20,90,23,2,15,15,0,6
460708054,4608054,46,7,8,54,Lansdowne,153,3,76,8,0,12,31,3,1,7,8,0,4
460708059,4608059,46,7,8,59,Westbourne,315,9,138,9,1,33,92,8,0,9,8,0,8
460708066,4608066,46,7,8,66,Lakeview,78,1,44,0,0,4,20,5,0,1,1,0,2
460708072,4608072,46,7,8,72,Glenella,109,2,57,4,0,9,22,4,0,1,8,0,2
460709000,4609000,46,7,9,0,Division No.  9,764,50,212,17,9,76,239,59,7,56,15,8,16
460709017,4609017,46,7,9,17,Grey,273,38,87,6,3,15,84,15,0,17,6,0,2
460709024,4609024,46,7,9,24,Portage la Prairie,491,12,125,11,6,61,155,44,7,39,9,8,14
460710000,4610000,46,7,10,0,Division No. 10,497,5,20,16,9,127,256,7,7,33,8,4,5
460710035,4610035,46,7,10,35,Macdonald,334,5,16,10,7,86,182,3,3,15,3,2,2
460710043,4610043,46,7,10,43,Cartier,115,0,4,5,1,31,52,3,2,11,5,0,1
460710052,4610052,46,7,10,52,St. Francois Xavier,48,0,0,1,1,10,22,1,2,7,0,2,2
460800000,4600000,46,8,0,0,Agricultural Region  8 - RÇgion agricole  8,"3,261",101,670,258,62,391,"1,384",119,15,101,92,7,61
460803000,4603000,46,8,3,0,Division No.  3,"1,979",46,348,155,54,218,898,86,14,64,48,7,41
460803030,4603030,46,8,3,30,Montcalm,142,4,6,14,0,18,83,10,0,2,1,0,4
460803036,4603036,46,8,3,36,Rhineland,452,10,35,60,22,42,203,35,2,8,15,1,19
460803047,4603047,46,8,3,47,Stanley,444,21,132,19,15,39,144,26,5,14,15,2,12
460803058,4603058,46,8,3,58,Thompson,152,3,48,4,0,23,62,0,0,9,1,0,2
460803062,4603062,46,8,3,62,Roland,143,0,13,8,0,20,95,0,1,5,1,0,0
460803065,4603065,46,8,3,65,Morris,319,0,10,28,14,56,191,3,2,8,2,2,3
460803072,4603072,46,8,3,72,Dufferin,327,8,104,22,3,20,120,12,4,18,13,2,1
460804000,4604000,46,8,4,0,Division No.  4,"1,282",55,322,103,8,173,486,33,1,37,44,0,20
460804033,4604033,46,8,4,33,Pembina,306,9,70,20,5,43,122,9,0,16,8,0,4
460804039,4604039,46,8,4,39,Louise,255,4,69,4,1,26,136,6,0,4,3,0,2
460804051,4604051,46,8,4,51,Roblin,192,3,54,16,1,38,69,3,0,1,5,0,2
460804057,4604057,46,8,4,57,Argyle,211,6,78,13,1,34,51,5,0,4,12,0,7
460804063,4604063,46,8,4,63,Lorne,318,33,51,50,0,32,108,10,1,12,16,0,5
460900000,4600000,46,9,0,0,Agricultural Region  9 - RÇgion agricole  9,"2,577",248,540,305,185,307,464,131,22,266,42,24,43
460902000,4602000,46,9,2,0,Division No.  2,"1,716",221,375,283,166,134,257,82,12,125,25,13,23
460902025,4602025,46,9,2,25,Franklin,229,14,101,9,1,14,63,11,2,8,2,1,3
460902032,4602032,46,9,2,32,De Salaberry,195,30,43,23,10,14,53,6,1,7,6,1,1
460902041,4602041,46,9,2,41,Hanover,572,92,119,142,69,16,33,31,2,50,5,3,10
460902053,4602053,46,9,2,53,La Broquerie,147,32,53,23,9,1,3,8,1,12,3,0,2
460902057,4602057,46,9,2,57,Ste. Anne,192,24,28,42,41,12,16,8,0,15,4,0,2
460902069,4602069,46,9,2,69,Tache,228,22,25,30,23,36,53,12,4,19,1,1,2
460902075,4602075,46,9,2,75,Ritchot,153,7,6,14,13,41,36,6,2,14,4,7,3
460911000,4611000,46,9,11,0,Division No. 11,144,1,9,3,4,19,28,8,5,52,1,8,6
460911040,4611040,46,9,11,40,Winnipeg,97,1,6,3,3,14,13,8,4,34,1,7,3
460911042,4611042,46,9,11,42,Headingley,47,0,3,0,1,5,15,0,1,18,0,1,3
