AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,NIRRIG,IRRIG,EIRRIG,NFERTIL,FERTIL,EFERTIL,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NMSOLID,MSOLID,EMSOLID,NMIRRIG,MIRRIG,EMIRRIG,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQINJ,MLIQINJ,EMLIQINJ,NCROPROT,NPRMGRAS,NCOVCROP,NCONTOUR,NSTRIPCR,NGRASWAT,NWINDYES,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF
350222008,3522008,35,2,22,8,Amaranth,219,"40,820","16,519",206,"24,310","9,838",82,"16,510","6,681",3,82,33,81,"16,428","6,648",219,"40,820","16,519",189,"26,360","10,668",8,235,95,78,"2,823","1,142",113,"5,346","2,163",196,"6,056","2,451",1,x,x,122,"15,947","6,454",87,"10,936","4,426",18,"1,947",788,6,960,388,136,"4,681","1,894",1,x,x,7,735,297,4,x,x,114,68,9,15,2,13,19,135,"15,301","6,192",118,"9,650","3,905",31,"5,468","2,213",3,183,74,0,0,0,5,150,61,3,85,34
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,"23,369","9,457",105,"15,499","6,272",51,"7,870","3,185",3,x,x,50,x,x,115,"23,369","9,457",101,"16,386","6,631",8,343,139,40,"1,419",574,53,"2,101",850,102,"3,120","1,263",1,x,x,73,"10,025","4,057",55,"6,729","2,723",14,"1,218",493,6,401,162,72,"2,764","1,119",0,0,0,6,"1,060",429,0,0,0,72,41,6,8,3,11,6,81,"9,247","3,742",67,"6,457","2,613",20,"2,057",832,6,733,297,2,x,x,4,48,19,2,x,x
350222012,3522012,35,2,22,12,Mono,218,"30,051","12,161",205,"19,544","7,909",58,"10,507","4,252",5,557,225,58,"9,950","4,027",218,"30,051","12,161",159,"14,912","6,035",4,65,26,56,"2,676","1,083",113,"5,864","2,373",193,"6,534","2,644",7,92,37,79,"5,806","2,350",55,"3,993","1,616",20,761,308,5,163,66,86,"2,623","1,061",1,x,x,1,x,x,0,0,0,69,88,11,8,5,16,37,78,"6,346","2,568",66,"4,702","1,903",18,"1,510",611,5,134,54,0,0,0,2,x,x,2,x,x
350222016,3522016,35,2,22,16,Mulmur,165,"45,506","18,416",156,"35,159","14,228",59,"10,347","4,187",6,575,233,57,"9,772","3,955",165,"45,506","18,416",136,"13,618","5,511",7,164,66,55,"2,704","1,094",90,"4,098","1,658",148,"24,922","10,086",3,43,17,78,"7,108","2,877",57,"4,720","1,910",16,738,299,11,755,306,105,"3,556","1,439",0,0,0,0,0,0,0,0,0,74,68,10,13,8,13,25,86,"6,798","2,751",75,"5,058","2,047",20,"1,407",569,5,333,135,0,0,0,6,x,x,1,x,x
350222019,3522019,35,2,22,19,Melancthon,195,"48,301","19,547",178,"30,308","12,265",81,"17,993","7,282",2,x,x,81,x,x,195,"48,301","19,547",173,"29,517","11,945",7,154,62,72,"4,601","1,862",105,"6,197","2,508",171,"7,832","3,169",4,219,89,110,"16,823","6,808",79,"12,550","5,079",35,"5,899","2,387",22,"4,761","1,927",140,"5,943","2,405",0,0,0,6,x,x,1,x,x,107,75,18,15,6,10,23,124,"16,420","6,645",106,"12,285","4,972",24,"3,755","1,520",7,380,154,0,0,0,5,106,43,3,48,19
350223000,3523000,35,2,23,0,Wellington County,"2,810","484,516","196,077","2,680","330,908","133,914",944,"153,608","62,163",75,"6,268","2,537",918,"147,340","59,626","2,810","484,516","196,077","2,495","360,548","145,909",58,"1,403",568,981,"27,406","11,091","1,043","27,685","11,204","2,522","67,474","27,306",48,734,297,"1,843","249,619","101,017","1,480","192,667","77,970",315,"24,822","10,045",161,"15,942","6,451","1,878","79,526","32,183",59,"4,023","1,628",369,"30,112","12,186",10,676,274,"1,825",862,154,214,88,425,398,"2,009","253,896","102,748","1,763","178,488","72,232",444,"59,336","24,012",185,"16,072","6,504",6,214,87,40,844,342,13,345,140
350223001,3523001,35,2,23,1,Puslinch,179,"22,705","9,188",163,"14,011","5,670",55,"8,694","3,518",6,403,163,54,"8,291","3,355",179,"22,705","9,188",138,"13,123","5,311",8,80,32,57,"2,461",996,73,"1,567",634,155,"5,474","2,215",6,58,23,89,"8,714","3,526",61,"6,049","2,448",12,677,274,5,485,196,92,"3,586","1,451",1,x,x,8,967,391,0,0,0,73,74,10,7,2,8,17,78,"7,927","3,208",67,"5,634","2,280",23,"1,707",691,14,586,237,1,x,x,7,x,x,0,0,0
350223006,3523006,35,2,23,6,Guelph,116,"25,712","10,405",110,"13,901","5,626",45,"11,811","4,780",9,885,358,40,"10,926","4,422",116,"25,712","10,405",99,"19,117","7,736",2,x,x,31,831,336,37,728,295,106,x,x,7,38,15,71,"17,736","7,178",59,"14,587","5,903",16,"1,658",671,11,632,256,54,"2,570","1,040",1,x,x,5,392,159,0,0,0,67,36,7,11,6,18,18,76,"15,491","6,269",59,"5,382","2,178",27,"5,889","2,383",18,"4,220","1,708",2,x,x,1,x,x,0,0,0
350223011,3523011,35,2,23,11,Eramosa,211,"34,164","13,826",200,"20,595","8,334",67,"13,569","5,491",6,558,226,66,"13,011","5,265",211,"34,164","13,826",180,"25,464","10,305",6,135,55,89,"1,859",752,70,"1,247",505,200,"5,459","2,209",4,156,63,126,"18,807","7,611",102,"12,049","4,876",19,"1,625",658,12,503,204,134,"3,892","1,575",0,0,0,14,"1,474",597,0,0,0,125,79,19,18,7,31,32,129,"19,208","7,773",100,"11,298","4,572",42,"4,879","1,974",29,"3,031","1,227",1,x,x,3,15,6,2,x,x
350223016,3523016,35,2,23,16,Erin,276,"39,300","15,904",257,"23,827","9,642",97,"15,473","6,262",6,572,231,97,"14,901","6,030",276,"39,300","15,904",217,"22,617","9,153",7,128,52,97,"3,197","1,294",124,"4,803","1,944",251,"8,555","3,462",6,159,64,115,"13,823","5,594",89,"10,795","4,369",24,"1,515",613,15,"1,488",602,168,"5,211","2,109",1,x,x,9,435,176,1,x,x,113,116,14,19,10,39,56,130,"12,074","4,886",111,"6,728","2,723",36,"4,533","1,834",14,813,329,0,0,0,3,32,13,4,96,39
350223021,3523021,35,2,23,21,West Garafraxa,185,"38,623","15,630",180,"24,341","9,850",60,"14,282","5,780",3,75,30,58,"14,207","5,749",185,"38,623","15,630",167,"29,788","12,055",5,96,39,68,"2,244",908,54,"2,460",996,168,"4,035","1,633",4,5,2,118,"21,562","8,726",99,"19,859","8,037",26,"4,503","1,822",9,"3,085","1,248",106,"4,229","1,711",4,327,132,27,"2,534","1,025",1,x,x,118,46,6,21,7,29,33,129,"24,079","9,744",104,"14,744","5,967",36,"8,506","3,442",11,829,335,0,0,0,4,x,x,1,x,x
350223024,3523024,35,2,23,24,Nichol,131,"25,047","10,136",121,"15,069","6,098",50,"9,978","4,038",2,x,x,50,x,x,131,"25,047","10,136",116,"19,241","7,787",5,83,34,44,"1,122",454,43,"1,422",575,116,"3,179","1,286",4,68,28,96,"15,531","6,285",83,"13,797","5,583",19,"1,065",431,12,923,374,78,"3,298","1,335",2,x,x,28,"1,991",806,1,x,x,93,40,9,9,11,30,27,101,"14,771","5,978",84,"8,839","3,577",34,"5,262","2,129",15,670,271,0,0,0,3,x,x,2,x,x
350223029,3523029,35,2,23,29,Pilkington,141,"27,137","10,982",134,"18,211","7,370",58,"8,926","3,612",3,x,x,56,x,x,141,"27,137","10,982",131,"22,577","9,137",2,x,x,39,680,275,50,942,381,134,x,x,5,106,43,96,"16,525","6,687",87,"13,762","5,569",14,"1,401",567,3,76,31,96,"5,390","2,181",6,870,352,33,"2,292",928,0,0,0,96,43,15,16,9,24,15,114,"18,509","7,490",100,"12,605","5,101",27,"5,676","2,297",8,228,92,1,x,x,0,0,0,1,x,x
350223032,3523032,35,2,23,32,Peel,492,"72,158","29,201",469,"57,895","23,429",144,"14,263","5,772",11,415,168,138,"13,848","5,604",492,"72,158","29,201",455,"58,966","23,863",3,214,87,155,"3,286","1,330",182,"3,417","1,383",414,"6,275","2,539",5,94,38,359,"39,065","15,809",294,"27,109","10,971",72,"3,590","1,453",38,"2,111",854,362,"15,328","6,203",20,"1,173",475,103,"6,514","2,636",4,250,101,376,118,19,32,14,102,57,404,"41,098","16,632",361,"32,799","13,273",85,"6,860","2,776",24,"1,439",582,0,0,0,3,214,87,0,0,0
350223036,3523036,35,2,23,36,Maryborough,304,"55,418","22,427",294,"39,386","15,939",106,"16,032","6,488",8,574,232,105,"15,458","6,256",304,"55,418","22,427",279,"44,871","18,159",1,x,x,103,"2,102",851,88,"2,794","1,131",281,x,x,2,x,x,213,"27,905","11,293",175,"22,845","9,245",42,"4,634","1,875",21,"3,474","1,406",209,"9,287","3,758",13,721,292,66,"7,875","3,187",0,0,0,222,73,16,21,5,58,43,244,"31,763","12,854",226,"23,444","9,487",45,"7,009","2,836",24,"1,310",530,0,0,0,1,x,x,0,0,0
350223041,3523041,35,2,23,41,Minto,313,"62,267","25,199",302,"43,112","17,447",97,"19,155","7,752",6,601,243,94,"18,554","7,509",313,"62,267","25,199",283,"45,276","18,323",7,137,55,126,"3,933","1,592",125,"3,155","1,277",290,"9,766","3,952",0,0,0,219,"32,225","13,041",177,"25,777","10,432",26,"1,663",673,16,"1,908",772,230,"10,085","4,081",5,212,86,39,"3,389","1,371",2,x,x,222,100,15,25,4,30,38,238,"33,626","13,608",223,"27,120","10,975",34,"4,235","1,714",17,"2,271",919,1,x,x,6,x,x,0,0,0
350223048,3523048,35,2,23,48,Arthur,308,"52,636","21,301",304,"40,780","16,503",106,"11,856","4,798",4,599,242,106,"11,257","4,556",308,"52,636","21,301",285,"37,815","15,303",6,228,92,119,"3,803","1,539",146,"3,725","1,507",274,"7,065","2,859",4,42,17,230,"23,661","9,575",174,"16,781","6,791",31,"1,388",562,14,437,177,236,"11,955","4,838",5,249,101,28,"1,839",744,1,x,x,220,93,18,24,10,45,48,247,"23,289","9,425",220,"19,230","7,782",42,"3,568","1,444",7,491,199,0,0,0,4,x,x,2,x,x
350223054,3523054,35,2,23,54,West Luther,154,"29,349","11,877",146,"19,780","8,005",59,"9,569","3,872",11,"1,190",482,54,"8,379","3,391",154,"29,349","11,877",145,"21,693","8,779",6,166,67,53,"1,888",764,51,"1,425",577,133,"4,177","1,690",1,x,x,111,"14,065","5,692",80,"9,257","3,746",14,"1,103",446,5,820,332,113,"4,695","1,900",1,x,x,9,410,166,0,0,0,100,44,6,11,3,11,14,119,"12,061","4,881",108,"10,665","4,316",13,"1,212",490,4,184,74,0,0,0,5,x,x,1,x,x
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,"109,187","44,186",626,"48,987","19,824",283,"60,200","24,362",34,"3,027","1,225",271,"57,173","23,137",720,"109,187","44,186",564,"77,379","31,314",27,801,324,188,"5,523","2,235",293,"8,093","3,275",623,"17,391","7,038",78,"1,218",493,331,"46,965","19,006",256,"44,625","18,059",124,"7,908","3,200",71,"4,405","1,783",298,"8,262","3,344",1,x,x,18,"1,254",507,9,654,265,282,271,30,29,10,86,72,335,"54,294","21,972",275,"19,461","7,876",95,"16,361","6,621",69,"18,472","7,475",3,200,81,15,400,162,9,201,81
350224001,3524001,35,2,24,1,Oakville,42,"9,559","3,868",34,"1,625",658,20,"7,934","3,211",5,677,274,19,"7,257","2,937",42,"9,559","3,868",34,"6,986","2,827",2,x,x,5,150,61,14,677,274,33,x,x,8,45,18,19,"5,113","2,069",16,"5,577","2,257",9,207,84,5,167,68,6,108,44,0,0,0,0,0,0,2,x,x,16,12,0,0,1,2,4,18,"5,948","2,407",13,"1,067",432,6,"1,052",426,7,"3,829","1,550",0,0,0,1,x,x,1,x,x
350224002,3524002,35,2,24,2,Burlington,113,"12,469","5,046",104,"7,557","3,058",37,"4,912","1,988",5,311,126,36,"4,601","1,862",113,"12,469","5,046",90,"8,943","3,619",8,x,x,28,740,299,40,897,363,93,x,x,18,193,78,53,"5,935","2,402",40,"5,888","2,383",26,"2,108",853,14,"1,814",734,48,"1,060",429,1,x,x,2,x,x,1,x,x,46,32,2,2,1,16,9,52,"6,310","2,554",47,"2,847","1,152",13,"1,419",574,12,"2,044",827,2,x,x,5,43,17,1,x,x
350224009,3524009,35,2,24,9,Milton,309,"37,229","15,066",262,"16,881","6,831",113,"20,348","8,235",14,"1,097",444,108,"19,251","7,791",309,"37,229","15,066",230,"23,301","9,430",12,368,149,84,"2,437",986,133,"4,110","1,663",267,"7,013","2,838",34,473,191,128,"13,122","5,310",96,"12,761","5,164",54,"2,630","1,064",28,"1,075",435,117,"3,139","1,270",0,0,0,5,x,x,1,x,x,100,134,16,12,3,31,32,122,"15,292","6,188",94,"5,492","2,223",34,"4,584","1,855",26,"5,216","2,111",1,x,x,6,248,100,5,x,x
350224015,3524015,35,2,24,15,Halton Hills,256,"49,930","20,206",226,"22,924","9,277",113,"27,006","10,929",10,942,381,108,"26,064","10,548",256,"49,930","20,206",210,"38,149","15,438",5,85,34,71,"2,196",889,106,"2,409",975,230,"7,091","2,870",18,507,205,131,"22,795","9,225",104,"20,399","8,255",35,"2,963","1,199",24,"1,349",546,127,"3,955","1,601",0,0,0,11,922,373,5,154,62,120,93,12,15,5,37,27,143,"26,744","10,823",121,"10,055","4,069",42,"9,306","3,766",24,"7,383","2,988",0,0,0,3,x,x,2,x,x
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590","234,406","94,861","1,485","161,305","65,278",530,"73,101","29,583",49,"3,827","1,549",502,"69,274","28,034","1,590","234,406","94,861","1,418","182,881","74,009",12,506,205,497,"10,409","4,212",593,"11,487","4,649","1,445","29,123","11,786",30,287,116,"1,084","126,127","51,042",975,"104,108","42,131",282,"9,890","4,002",173,"3,706","1,500","1,141","49,842","20,170",100,"3,797","1,537",306,"14,574","5,898",7,218,88,"1,186",447,113,132,50,295,173,"1,270","138,277","55,959","1,104","95,004","38,447",280,"32,193","13,028",100,"11,080","4,484",1,x,x,11,x,x,0,0,0
350230004,3530004,35,2,30,4,North Dumfries,134,"28,706","11,617",127,"17,512","7,087",55,"11,194","4,530",3,x,x,53,x,x,134,"28,706","11,617",120,"21,690","8,778",1,x,x,40,"1,714",694,57,"1,793",726,118,x,x,3,x,x,87,"18,513","7,492",68,"14,740","5,965",16,"1,791",725,7,"1,228",497,79,"3,699","1,497",2,x,x,18,"1,880",761,0,0,0,76,55,10,9,5,26,17,85,"17,043","6,897",57,"5,802","2,348",44,"8,780","3,553",16,"2,461",996,0,0,0,1,x,x,0,0,0
350230010,3530010,35,2,30,10,Cambridge,42,"5,816","2,354",33,"2,359",955,22,"3,457","1,399",10,"1,155",467,14,"2,302",932,42,"5,816","2,354",31,"4,316","1,747",0,0,0,10,131,53,12,390,158,36,979,396,2,x,x,24,"3,111","1,259",20,"2,262",915,3,68,28,3,68,28,19,878,355,1,x,x,1,x,x,0,0,0,23,9,4,6,1,4,3,26,"3,411","1,380",20,"2,562","1,037",7,578,234,3,271,110,0,0,0,0,0,0,0,0,0
350230013,3530013,35,2,30,13,Kitchener,43,"5,638","2,282",32,"3,687","1,492",22,"1,951",790,1,x,x,21,x,x,43,"5,638","2,282",34,"3,869","1,566",0,0,0,6,167,68,13,437,177,37,"1,165",471,4,19,8,24,"3,379","1,367",21,"2,796","1,132",11,740,299,8,248,100,21,935,378,0,0,0,2,x,x,0,0,0,27,13,5,4,1,6,6,30,"3,452","1,397",20,"1,336",541,10,"1,737",703,4,379,153,0,0,0,0,0,0,0,0,0
350230020,3530020,35,2,30,20,Wilmot,307,"52,784","21,361",290,"32,719","13,241",106,"20,065","8,120",11,590,239,103,"19,475","7,881",307,"52,784","21,361",262,"42,509","17,203",3,47,19,80,"1,872",758,103,"2,005",811,271,"6,351","2,570",7,85,34,192,"29,306","11,860",154,"23,087","9,343",42,"1,826",739,20,776,314,191,"9,576","3,875",18,"1,145",463,49,"3,904","1,580",2,x,x,200,98,24,28,9,83,41,225,"32,626","13,203",180,"18,140","7,341",82,"9,614","3,891",44,"4,872","1,972",0,0,0,3,47,19,0,0,0
350230027,3530027,35,2,30,27,Wellesley,522,"61,867","25,037",497,"52,565","21,272",134,"9,302","3,764",8,304,123,128,"8,998","3,641",522,"61,867","25,037",476,"45,595","18,452",1,x,x,221,"4,777","1,933",220,"4,369","1,768",485,x,x,4,46,19,352,"24,635","9,969",336,"20,935","8,472",81,"2,485","1,006",38,347,140,439,"18,024","7,294",57,"1,514",613,105,"2,882","1,166",1,x,x,436,148,19,31,21,117,55,451,"30,154","12,203",406,"26,426","10,694",73,"3,124","1,264",15,604,244,0,0,0,1,x,x,0,0,0
350230035,3530035,35,2,30,35,Woolwich,542,"79,595","32,211",506,"52,463","21,231",191,"27,132","10,980",16,"1,446",585,183,"25,686","10,395",542,"79,595","32,211",495,"64,902","26,265",7,x,x,140,"1,748",707,188,"2,493","1,009",498,x,x,10,87,35,405,"47,183","19,094",376,"40,288","16,304",129,"2,980","1,206",97,"1,039",420,392,"16,730","6,770",22,707,286,131,"5,792","2,344",4,80,32,424,124,51,54,13,59,51,453,"51,591","20,878",421,"40,738","16,486",64,"8,360","3,383",18,"2,493","1,009",1,x,x,6,x,x,0,0,0
350231000,3531000,35,2,31,0,Perth County,"2,832","510,327","206,522","2,708","377,355","152,710",959,"132,972","53,812",55,"4,206","1,702",930,"128,766","52,110","2,832","510,327","206,522","2,628","427,117","172,848",12,167,68,872,"18,602","7,528",797,"18,671","7,556","2,535","45,770","18,522",27,942,381,"2,220","330,631","133,802","1,951","283,044","114,544",525,"46,654","18,880",196,"19,650","7,952","1,755","75,442","30,530",124,"10,169","4,115",580,"43,805","17,727",11,943,382,"2,323",593,132,182,69,349,435,"2,449","357,973","144,867","2,100","246,938","99,932",569,"58,788","23,791",502,"52,247","21,144",1,x,x,10,x,x,1,x,x
350231001,3531001,35,2,31,1,South Easthope,146,"22,967","9,294",136,"16,535","6,691",58,"6,432","2,603",3,175,71,55,"6,257","2,532",146,"22,967","9,294",135,"19,426","7,861",0,0,0,44,595,241,44,713,289,134,"2,233",904,2,x,x,110,"14,158","5,730",100,"10,676","4,320",31,"1,806",731,8,641,259,92,"3,803","1,539",4,490,198,23,"1,855",751,0,0,0,120,29,9,13,9,23,20,125,"15,308","6,195",115,"12,119","4,904",23,"1,654",669,23,"1,535",621,0,0,0,0,0,0,0,0,0
350231006,3531006,35,2,31,6,North Easthope,243,"40,177","16,259",235,"28,888","11,691",90,"11,289","4,568",4,257,104,88,"11,032","4,464",243,"40,177","16,259",228,"31,991","12,946",2,x,x,82,"1,539",623,76,"2,092",847,226,x,x,4,43,17,181,"21,247","8,598",159,"17,560","7,106",43,"2,464",997,10,"1,682",681,170,"6,862","2,777",15,"1,086",439,39,"2,047",828,0,0,0,202,60,12,16,11,54,44,212,"24,572","9,944",182,"17,904","7,245",44,"2,916","1,180",31,"3,752","1,518",1,x,x,1,x,x,0,0,0
350231009,3531009,35,2,31,9,Downie,229,"50,298","20,355",217,"31,857","12,892",95,"18,441","7,463",10,398,161,92,"18,043","7,302",229,"50,298","20,355",212,"43,670","17,673",1,x,x,63,"1,309",530,67,"1,311",531,202,x,x,5,211,85,179,"35,395","14,324",153,"30,675","12,414",71,"12,535","5,073",19,"3,570","1,445",125,"5,774","2,337",10,"1,036",419,59,"5,332","2,158",4,542,219,182,62,13,23,6,44,54,197,"38,151","15,439",167,"23,098","9,347",48,"6,388","2,585",66,"8,665","3,507",0,0,0,1,x,x,0,0,0
350231014,3531014,35,2,31,14,Blanshard,230,"37,402","15,136",214,"28,996","11,734",83,"8,406","3,402",4,186,75,81,"8,220","3,327",230,"37,402","15,136",203,"31,465","12,733",1,x,x,72,"1,228",497,56,"1,032",418,209,x,x,2,x,x,188,"26,308","10,646",164,"24,644","9,973",46,"2,345",949,13,989,400,109,"3,487","1,411",6,x,x,40,"2,482","1,004",1,x,x,184,53,10,22,5,52,61,188,"28,580","11,566",133,"15,763","6,379",63,"5,444","2,203",75,"7,373","2,984",0,0,0,1,x,x,0,0,0
350231018,3531018,35,2,31,18,Fullarton,200,"40,180","16,260",194,"29,510","11,942",71,"10,670","4,318",2,x,x,70,x,x,200,"40,180","16,260",190,"34,170","13,828",0,0,0,52,"1,013",410,46,"1,027",416,183,"3,970","1,607",3,17,7,162,"26,743","10,823",154,"25,208","10,201",44,"4,330","1,752",19,"1,539",623,94,"4,104","1,661",13,"1,095",443,49,"3,120","1,263",1,x,x,175,37,14,12,3,32,37,182,"31,462","12,732",149,"20,522","8,305",46,"6,349","2,569",59,"4,591","1,858",0,0,0,0,0,0,0,0,0
350231021,3531021,35,2,31,21,Hibbert,163,"41,753","16,897",156,"27,928","11,302",64,"13,825","5,595",3,388,157,63,"13,437","5,438",163,"41,753","16,897",158,"35,352","14,306",0,0,0,39,821,332,35,"1,635",662,145,"3,945","1,596",2,x,x,144,"29,704","12,021",132,"29,270","11,845",36,"3,908","1,582",18,"2,099",849,69,"2,847","1,152",10,"1,061",429,30,"1,799",728,1,x,x,150,17,2,5,2,28,38,153,"33,866","13,705",126,"20,032","8,107",43,"5,393","2,182",49,"8,441","3,416",0,0,0,0,0,0,0,0,0
350231024,3531024,35,2,31,24,Logan,300,"62,730","25,386",287,"46,277","18,728",89,"16,453","6,658",8,320,129,85,"16,133","6,529",300,"62,730","25,386",283,"55,357","22,402",1,x,x,76,"1,839",744,59,"1,553",628,267,x,x,2,x,x,260,"48,747","19,727",229,"41,226","16,684",63,"5,225","2,114",25,"2,087",845,155,"6,308","2,553",14,"1,019",412,76,"6,274","2,539",1,x,x,263,40,12,20,4,13,25,270,"50,196","20,314",235,"34,168","13,827",77,"10,606","4,292",50,"5,422","2,194",0,0,0,1,x,x,0,0,0
350231028,3531028,35,2,31,28,Ellice,311,"50,523","20,446",299,"36,304","14,692",110,"14,219","5,754",5,966,391,106,"13,253","5,363",311,"50,523","20,446",282,"42,710","17,284",1,x,x,85,"2,112",855,63,"1,459",590,270,x,x,2,x,x,231,"33,454","13,538",216,"29,867","12,087",68,"5,168","2,091",22,"1,741",705,165,"6,091","2,465",17,"1,540",623,94,"8,644","3,498",1,x,x,249,53,11,11,4,18,51,262,"36,727","14,863",225,"26,594","10,762",57,"4,352","1,761",60,"5,781","2,339",0,0,0,1,x,x,0,0,0
350231032,3531032,35,2,31,32,Mornington,360,"50,204","20,317",341,"40,549","16,410",116,"9,655","3,907",8,926,375,111,"8,729","3,533",360,"50,204","20,317",337,"41,783","16,909",1,x,x,112,"2,229",902,126,"2,375",961,314,x,x,2,x,x,274,"28,123","11,381",215,"19,773","8,002",39,"1,890",765,14,562,227,279,"12,270","4,965",19,861,348,58,"2,760","1,117",1,x,x,279,71,14,21,10,30,32,316,"29,031","11,748",271,"23,091","9,345",67,"3,862","1,563",30,"2,078",841,0,0,0,1,x,x,0,0,0
350231036,3531036,35,2,31,36,Elma,361,"67,171","27,183",349,"52,599","21,286",94,"14,572","5,897",5,474,192,91,"14,098","5,705",361,"67,171","27,183",332,"55,315","22,385",4,80,32,127,"3,013","1,219",116,"3,106","1,257",320,"5,657","2,289",3,298,121,278,"40,242","16,285",237,"33,544","13,575",54,"4,929","1,995",29,"2,667","1,079",264,"13,172","5,331",15,"1,421",575,65,"6,337","2,564",0,0,0,295,88,14,20,10,29,47,308,"43,764","17,711",282,"32,117","12,997",58,"7,872","3,186",41,"3,775","1,528",0,0,0,3,x,x,1,x,x
350231041,3531041,35,2,31,41,Wallace,289,"46,922","18,989",280,"37,912","15,342",89,"9,010","3,646",3,x,x,88,x,x,289,"46,922","18,989",268,"35,878","14,519",1,x,x,120,"2,904","1,175",109,"2,368",958,265,x,x,0,0,0,213,"26,510","10,728",192,"20,601","8,337",30,"2,054",831,19,"2,073",839,233,"10,724","4,340",1,x,x,47,"3,155","1,277",1,x,x,224,83,21,19,5,26,26,236,"26,316","10,650",215,"21,530","8,713",43,"3,952","1,599",18,834,338,0,0,0,1,x,x,0,0,0
350240000,3540000,35,2,40,0,Huron County,"3,150","733,924","297,008","2,998","513,868","207,955","1,220","220,056","89,053",61,"8,143","3,295","1,194","211,913","85,758","3,150","733,924","297,008","2,848","580,317","234,846",19,288,117,"1,053","35,205","14,247",875,"26,167","10,589","2,855","91,947","37,210",34,"1,799",728,"2,446","467,448","189,169","2,110","423,220","171,271",627,"65,717","26,595",216,"22,791","9,223","1,801","79,371","32,120",151,"12,052","4,877",358,"29,109","11,780",15,"1,641",664,"2,457",775,165,228,66,550,540,"2,607","516,799","209,141","2,149","322,392","130,467",688,"86,287","34,919",751,"108,120","43,755",1,x,x,16,196,79,2,x,x
350240001,3540001,35,2,40,1,Usborne,172,"44,439","17,984",168,"31,800","12,869",74,"12,639","5,115",1,x,x,73,x,x,172,"44,439","17,984",162,"38,372","15,529",1,x,x,41,968,392,33,"1,230",498,157,x,x,0,0,0,153,"34,348","13,900",146,"32,904","13,316",64,"6,117","2,475",13,"1,227",497,81,"3,995","1,617",8,456,185,35,"2,166",877,2,x,x,152,43,2,8,1,44,42,156,"36,767","14,879",124,"22,921","9,276",51,"5,908","2,391",62,"7,938","3,212",0,0,0,0,0,0,1,x,x
350240004,3540004,35,2,40,4,Stephen,213,"57,782","23,384",193,"33,944","13,737",88,"23,838","9,647",8,"1,494",605,85,"22,344","9,042",213,"57,782","23,384",194,"49,612","20,077",0,0,0,53,"1,521",616,44,"1,652",669,190,"4,997","2,022",6,"1,118",452,164,"38,466","15,567",146,"40,889","16,547",43,"6,600","2,671",14,"3,693","1,495",91,"3,624","1,467",9,719,291,17,"1,315",532,2,x,x,164,31,9,15,1,43,37,180,"47,684","19,297",160,"37,928","15,349",36,"3,496","1,415",45,"6,260","2,533",0,0,0,0,0,0,0,0,0
350240009,3540009,35,2,40,9,Hay,165,"47,715","19,310",157,"27,861","11,275",70,"19,854","8,035",5,152,62,68,"19,702","7,973",165,"47,715","19,310",149,"41,647","16,854",1,x,x,33,699,283,39,"1,340",542,140,x,x,1,x,x,134,"34,550","13,982",114,"31,653","12,810",30,"2,479","1,003",7,x,x,78,"2,403",972,4,327,132,24,"1,714",694,2,x,x,131,33,10,16,2,43,31,144,"39,648","16,045",109,"24,938","10,092",46,"7,085","2,867",48,"7,625","3,086",0,0,0,1,x,x,0,0,0
350240016,3540016,35,2,40,16,Tuckersmith,173,"40,642","16,447",162,"30,511","12,347",69,"10,131","4,100",4,197,80,65,"9,934","4,020",173,"40,642","16,447",150,"35,221","14,253",1,x,x,48,"1,121",454,29,609,246,156,x,x,2,x,x,140,"31,808","12,872",120,"26,691","10,801",35,"3,265","1,321",7,647,262,63,"2,672","1,081",11,500,202,32,"3,362","1,361",0,0,0,135,39,9,14,3,25,36,143,"33,311","13,480",117,"21,650","8,761",34,"2,958","1,197",47,"8,703","3,522",0,0,0,1,x,x,0,0,0
