AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTFCAP,TOTFCAP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NCAPITAL,CAPITAL,NCAPBLDG,CAPBLDG,NCAPQUOT,CAPQUOT,NCAPLAND,CAPLAND,NCAPLDIM,CAPLDIM,NNEWCAR,NEWCAR,NNEWTRUK,NEWTRUK,NNEWMACH,NEWMACH,NUSEDVEH,USEDVEH
350406006,3506006,35,4,6,6,Gloucester,88,"77,385,091",88,"63,360,475",65,"47,539,353",42,"15,821,122",88,"11,550,111",55,"2,474,505",21,"3,669,592",9,x,1,x,1,x,0,0,1,x,3,x,6,"808,462",13,x
350406012,3506012,35,4,6,12,Nepean,70,"110,738,076",70,"97,884,535",58,"62,987,244",40,"34,897,291",70,"8,873,747",43,"3,979,794",26,"1,379,376",11,x,4,x,1,x,2,x,4,"69,500",4,x,14,"374,002",9,x
350406018,3506018,35,4,6,18,Rideau,211,"120,061,075",211,"93,424,826",209,"76,294,934",73,"17,129,892",210,"17,809,079",164,"8,827,170",88,"4,080,520",45,"475,845",8,"319,510",2,x,28,"238,980",6,x,9,"397,435",29,"1,919,412",36,"440,738"
350406027,3506027,35,4,6,27,Goulbourn,164,"89,957,054",164,"74,100,094",158,"63,057,371",53,"11,042,723",163,"10,831,503",124,"5,025,457",60,"1,896,183",24,"262,248",6,"254,522",2,x,13,x,4,x,8,"226,451",22,"346,954",21,"270,479"
350406030,3506030,35,4,6,30,Kanata,45,"21,929,078",45,"18,486,229",45,"14,617,638",19,"3,868,591",45,"1,973,201",36,"1,469,648",12,"284,234",4,x,0,0,0,0,1,x,1,x,2,x,5,"185,953",5,"19,399"
350406042,3506042,35,4,6,42,West Carleton,400,"194,893,510",400,"152,385,885",393,"129,050,324",138,"23,335,561",397,"27,749,010",334,"14,758,615",170,"5,965,474",89,"1,164,318",11,"865,964",5,"682,300",27,"126,745",13,"219,928",15,"337,118",61,"1,572,425",81,"996,676"
350407000,3507000,35,4,7,0,Leeds and Grenville United Counties,"1,493","576,931,481","1,493","436,107,865","1,464","384,766,416",465,"51,341,449","1,470","88,625,170","1,261","52,198,446",569,"16,958,674",290,"4,219,392",52,"2,235,797",20,"1,572,281",94,"530,902",35,"545,475",61,"1,429,484",195,"3,773,429",264,"2,651,914"
350407001,3507001,35,4,7,1,Edwardsburgh,158,"56,155,491",158,"41,825,712",152,"38,089,763",42,"3,735,949",156,"9,424,853",130,"4,904,926",70,"2,895,039",37,"931,123",8,"236,855",3,x,7,x,8,"102,794",7,"182,660",24,"628,351",34,"446,375"
350407006,3507006,35,4,7,6,Augusta,142,"50,806,535",142,"37,853,711",141,"33,780,265",46,"4,073,446",141,"8,535,474",115,"4,417,350",50,"1,457,215",25,"152,720",4,"226,025",0,0,12,x,1,x,5,"80,600",17,"488,735",27,"425,970"
350407012,3507012,35,4,7,12,Elizabethtown,159,"69,184,391",159,"49,771,071",158,"45,632,501",51,"4,138,570",156,"11,369,047",142,"8,044,273",56,"2,215,861",32,"767,783",4,"177,187",3,"395,000",7,x,1,x,9,"158,866",19,"356,244",30,"282,799"
350407017,3507017,35,4,7,17,Front of Yonge,53,"22,111,389",53,"17,405,542",52,"15,480,601",21,"1,924,941",53,"3,069,302",43,"1,636,545",22,"755,698",8,"20,652",5,"330,058",1,x,4,"7,478",2,x,2,x,6,"154,160",11,"63,150"
350407020,3507020,35,4,7,20,Front of Escott,54,"14,220,002",54,"10,460,997",53,"9,591,275",15,"869,722",54,"2,318,749",46,"1,440,256",18,"251,530",10,"25,069",1,x,0,0,6,x,0,0,1,x,8,"138,100",8,"29,100"
350407022,3507022,35,4,7,22,Front of Leeds and Lansdowne,125,"55,573,909",125,"41,187,309",123,"34,655,809",52,"6,531,500",122,"9,000,528",110,"5,386,072",59,"1,715,863",28,"596,411",5,"144,873",4,"239,850",17,"134,854",2,x,3,x,23,"314,797",25,"179,701"
350407027,3507027,35,4,7,27,Rear of Leeds and Lansdowne,83,"31,083,348",83,"22,620,977",82,"18,996,977",35,"3,624,000",82,"5,066,684",71,"3,395,687",34,"1,479,537",19,"398,092",5,"430,700",1,x,8,"57,299",2,x,5,"129,075",12,"228,604",19,"198,791"
350407029,3507029,35,4,7,29,South Crosby,62,"26,079,717",62,"20,478,385",60,"17,060,735",22,"3,417,650",61,"3,313,605",55,"2,287,727",26,"589,953",9,"71,187",5,"122,238",2,x,7,x,1,x,1,x,10,"161,387",7,x
350407031,3507031,35,4,7,31,North Crosby,53,"27,591,009",53,"22,722,360",53,"19,618,158",19,"3,104,202",51,"2,851,066",47,"2,017,583",16,"501,004",9,"256,650",2,x,0,0,1,x,0,0,2,x,6,"114,704",5,"56,784"
350407039,3507039,35,4,7,39,Bastard and South Burgess,121,"42,978,197",121,"31,101,618",119,"26,147,830",39,"4,953,788",120,"7,497,841",104,"4,378,738",51,"1,413,574",26,"143,434",2,x,2,x,7,"32,523",6,"85,851",8,"261,251",16,"212,976",26,"428,439"
350407041,3507041,35,4,7,41,Rear of Yonge and Escott,57,"21,716,580",57,"15,933,746",56,"14,389,437",19,"1,544,309",55,"3,445,250",49,"2,337,584",23,"464,370",11,"76,935",3,"116,500",0,0,3,"10,500",1,x,2,x,8,"118,785",13,"88,650"
350407046,3507046,35,4,7,46,Kitley,95,"33,229,262",95,"25,939,110",92,"20,339,360",27,"5,599,750",94,"4,570,864",81,"2,719,288",36,"964,743",21,"307,537",4,x,2,x,5,"13,882",2,x,5,"101,000",9,"165,128",19,"146,680"
350407049,3507049,35,4,7,49,South Elmsley,42,"12,612,862",42,"9,036,461",41,"8,122,461",11,"914,000",41,"2,116,101",39,"1,460,300",14,"205,800",7,"26,440",1,x,0,0,2,x,2,x,0,0,6,"97,560",3,x
350407051,3507051,35,4,7,51,Wolford,62,"26,684,700",62,"21,029,719",62,"19,445,219",18,"1,584,500",61,"3,588,029",54,"2,066,952",19,"564,949",9,"105,358",1,x,1,x,2,x,1,x,1,x,10,"227,712",10,"92,660"
350407056,3507056,35,4,7,56,Oxford-on-Rideau,156,"62,064,926",156,"48,342,277",151,"45,191,991",29,"3,150,286",155,"9,167,741",120,"4,554,908",53,"1,104,234",31,"293,730",1,x,1,x,4,x,2,x,9,"256,631",15,"274,562",17,"54,780"
350407061,3507061,35,4,7,61,South Gower,71,"24,839,160",71,"20,398,870",69,"18,224,034",19,"2,174,836",68,"3,290,036",55,"1,150,254",22,"379,304",8,"46,271",1,x,0,0,2,x,4,x,1,x,6,"91,624",10,"126,903"
350409000,3509000,35,4,9,0,Lanark County,"1,065","390,665,332","1,065","304,335,141","1,036","256,635,744",330,"47,699,397","1,054","55,994,366",884,"30,335,825",411,"8,448,085",191,"1,850,226",20,"465,304",13,"971,500",77,"197,982",30,"457,485",35,"702,678",147,"2,399,888",192,"1,403,022"
350409001,3509001,35,4,9,1,Montague,101,"29,204,757",101,"22,758,861",99,"19,977,961",19,"2,780,900",100,"4,198,226",81,"2,247,670",33,"481,428",20,"229,708",2,x,0,0,7,"9,126",1,x,3,"56,000",6,"48,894",14,"57,700"
350409008,3509008,35,4,9,8,North Elmsley,55,"21,206,351",55,"15,538,660",55,"13,420,413",19,"2,118,247",55,"3,674,972",50,"1,992,719",24,"452,700",12,x,2,x,0,0,4,x,3,"35,840",3,x,15,"161,658",12,"99,144"
350409011,3509011,35,4,9,11,North Burgess,34,"14,062,849",34,"11,209,929",33,"10,254,358",10,"955,571",34,"1,475,664",30,"1,377,256",11,"194,429",4,x,1,x,0,0,2,x,2,x,0,0,4,"45,427",6,x
350409014,3509014,35,4,9,14,South Sherbrooke,17,"4,406,239",17,"3,384,527",17,"2,737,727",9,"646,800",17,"656,428",11,"365,284",5,"287,535",1,x,0,0,2,x,2,x,1,x,1,x,4,"111,527",3,x
350409016,3509016,35,4,9,16,Bathurst,125,"44,514,704",125,"33,920,581",121,"26,205,495",42,"7,715,086",123,"7,088,624",106,"3,505,499",56,"1,092,076",21,"239,720",3,"17,678",1,x,14,"51,135",3,x,4,"98,507",15,"287,864",28,"317,222"
350409019,3509019,35,4,9,19,Drummond,144,"53,219,285",144,"40,617,279",140,"33,869,211",49,"6,748,068",142,"7,991,212",123,"4,610,794",56,"900,317",27,"160,837",2,x,1,x,8,"8,761",4,"64,190",6,"137,882",23,"323,645",23,"118,843"
350409024,3509024,35,4,9,24,Beckwith,101,"47,157,489",101,"38,862,247",96,"34,679,967",29,"4,182,280",99,"5,116,711",88,"3,178,531",35,"953,361",19,"317,279",2,x,1,x,6,"6,115",5,"90,500",3,x,12,"168,592",15,"76,147"
350409029,3509029,35,4,9,29,Ramsay,185,"76,229,196",185,"60,643,226",182,"52,694,768",54,"7,948,458",185,"10,252,161",159,"5,333,809",77,"1,101,868",36,"196,290",6,"85,598",1,x,13,"33,998",3,"34,000",3,x,27,"424,065",38,"242,417"
350409034,3509034,35,4,9,34,Lanark,95,"32,092,527",95,"25,433,381",92,"20,582,710",32,"4,850,671",94,"4,274,051",74,"2,385,095",29,"525,683",12,"101,909",0,0,1,x,2,x,1,x,3,x,13,"256,171",10,"62,185"
350409040,3509040,35,4,9,40,"Lavant, Dalhousie, and North Sherbrooke",92,"23,212,215",92,"18,825,550",90,"16,491,742",25,"2,333,808",91,"3,208,351",66,"1,178,314",29,"668,334",16,"200,519",0,0,2,x,4,"14,586",4,x,3,"75,000",8,"137,884",11,"68,270"
350409046,3509046,35,4,9,46,Pakenham,116,"45,359,720",116,"33,140,900",111,"25,721,392",42,"7,419,508",114,"8,057,966",96,"4,160,854",56,"1,790,354",23,"325,741",2,x,4,"454,000",15,x,3,"59,800",6,"91,684",20,"434,161",32,"276,194"
350410000,3510000,35,4,10,0,Frontenac County,823,"333,147,327",823,"260,798,966",797,"209,782,404",309,"51,016,562",813,"42,340,945",715,"30,007,416",332,"6,800,173",151,"1,104,884",13,"591,675",13,"910,501",41,"117,512",21,"344,532",47,"899,995",106,"1,749,827",139,"1,081,247"
350410001,3510001,35,4,10,1,Wolfe Island,88,"37,605,390",88,"28,215,147",84,"19,907,953",47,"8,307,194",86,"4,926,458",79,"4,463,785",34,"615,193",14,"66,991",2,x,3,"93,000",4,"9,690",2,x,5,"67,316",8,"112,878",17,"127,704"
350410006,3510006,35,4,10,6,Pittsburgh,138,"70,129,599",138,"55,584,190",133,"45,696,530",58,"9,887,660",135,"8,869,127",112,"5,676,282",52,"1,230,893",23,"90,875",4,"75,104",1,x,6,x,5,"103,517",11,"279,450",18,"415,273",18,"193,915"
350410009,3510009,35,4,10,9,Kingston,99,"38,526,182",99,"31,257,404",96,"26,430,769",37,"4,826,635",98,"4,356,250",80,"2,912,528",47,"1,180,148",26,"431,298",2,x,1,x,4,x,2,x,3,x,15,"307,642",17,"138,642"
350410014,3510014,35,4,10,14,Storrington,104,"52,026,738",104,"38,078,217",99,"31,352,241",37,"6,725,976",103,"6,935,932",96,"7,012,589",44,"864,567",24,"162,621",0,0,1,x,10,x,3,"45,000",5,"59,096",17,"317,055",20,"214,348"
350410018,3510018,35,4,10,18,Loughborough,86,"29,503,680",86,"23,579,694",84,"19,416,142",32,"4,163,552",86,"3,785,446",74,"2,138,540",34,"756,113",13,"91,926",2,x,2,x,2,x,1,x,7,"148,146",13,"166,138",11,"44,565"
350410022,3510022,35,4,10,22,Portland,127,"44,690,338",127,"34,475,055",126,"28,159,372",42,"6,315,683",127,"6,522,800",118,"3,692,483",52,"874,632",24,"132,822",3,x,2,x,5,"4,482",4,"44,832",8,"164,991",17,"180,932",25,"141,073"
350410026,3510026,35,4,10,26,Hinchinbrooke,58,"19,076,398",58,"15,811,584",57,"13,512,343",16,"2,299,241",57,"1,958,001",52,"1,306,813",21,"201,172",9,"14,466",0,0,1,x,3,"1,770",2,x,0,0,6,"15,562",11,"49,574"
350410029,3510029,35,4,10,29,Bedford,42,"13,726,188",42,"10,333,734",41,"8,103,484",16,"2,230,250",42,"2,147,000",39,"1,245,454",20,"846,891",9,"88,733",0,0,2,x,3,"2,208",0,0,4,x,5,"135,547",12,"133,408"
350410032,3510032,35,4,10,32,Oso,24,"7,652,226",24,"6,272,667",23,"4,962,000",7,"1,310,667",24,"969,550",18,"410,009",11,"94,243",1,x,0,0,0,0,1,x,1,x,3,"41,000",2,x,5,x
350410036,3510036,35,4,10,36,Olden,31,"13,160,659",31,"11,215,254",31,"7,859,206",10,"3,356,048",31,"1,152,300",29,"793,105",10,"92,546",5,"13,377",0,0,0,0,2,x,1,x,0,0,3,"62,800",2,x
350410046,3510046,35,4,10,46,Clarendon and Miller,26,"7,049,928",26,"5,976,020",23,"4,382,364",7,"1,593,656",24,"718,081",18,"355,827",7,"43,775",3,x,0,0,0,0,1,x,0,0,1,x,2,x,1,x
350411000,3511000,35,4,11,0,Lennox and Addington County,753,"308,901,488",753,"234,953,496",736,"196,645,229",280,"38,308,267",745,"45,234,165",638,"28,713,827",302,"7,793,389",154,"1,726,755",18,"787,431",12,"889,157",66,"350,099",21,"399,840",35,"731,230",96,"1,954,815",142,"954,062"
350411001,3511001,35,4,11,1,Amherst Island,25,"12,710,888",25,"8,984,221",25,"7,183,782",10,"1,800,439",25,"2,043,194",24,"1,683,473",10,"175,170",6,"28,191",0,0,0,0,2,x,0,0,0,0,5,x,3,x
350411004,3511004,35,4,11,4,Ernestown,158,"58,207,248",158,"46,924,473",155,"39,449,049",56,"7,475,424",155,"7,565,308",131,"3,717,467",65,"1,330,047",27,"209,567",3,x,2,x,14,"54,717",4,x,10,"197,886",15,"317,045",35,"168,879"
350411011,3511011,35,4,11,11,South Fredericksburgh,63,"25,983,582",63,"18,056,099",58,"14,747,362",30,"3,308,737",62,"5,400,179",50,"2,527,304",35,"1,130,639",20,"195,372",4,"54,719",3,"203,414",14,"167,566",1,x,4,"72,736",12,"277,887",17,x
350411014,3511014,35,4,11,14,Adolphustown,20,"16,081,132",20,"11,450,200",19,"9,216,200",10,"2,234,000",20,"2,268,650",14,"2,362,282",10,"644,584",3,x,0,0,1,x,4,"31,134",0,0,1,x,3,"126,800",5,"99,700"
350411016,3511016,35,4,11,16,North Fredericksburgh,56,"25,868,044",56,"19,010,734",56,"16,788,668",27,"2,222,066",56,"3,999,277",47,"2,858,033",17,"582,153",6,x,1,x,0,0,3,"16,765",4,"96,000",1,x,7,"143,308",8,"51,127"
350411019,3511019,35,4,11,19,Richmond,121,"44,651,077",121,"32,605,209",117,"27,021,172",46,"5,584,037",121,"7,718,088",102,"4,327,780",41,"903,106",21,"167,216",5,"146,703",2,x,7,"14,667",3,"51,082",3,x,14,"238,102",23,"137,336"
350411024,3511024,35,4,11,24,Camden East,213,"92,698,653",213,"71,997,557",211,"60,574,541",68,"11,423,016",210,"12,318,728",189,"8,382,368",92,"2,523,833",49,"503,889",4,"457,719",3,x,17,"51,408",8,"170,013",13,x,26,"574,785",40,"210,336"
350411031,3511031,35,4,11,31,Sheffield,67,"25,381,356",67,"20,066,486",66,"16,214,486",30,"3,852,000",66,"2,889,550",60,"2,425,320",18,"376,767",12,x,1,x,1,x,3,x,0,0,3,"69,668",10,"122,221",7,"76,450"
350411034,3511034,35,4,11,34,"Kaladar, Anglesea and Effingham",30,"7,319,509",30,"5,858,517",29,"5,449,969",3,"408,548",30,"1,031,191",21,"429,801",14,"127,090",10,"28,031",0,0,0,0,2,x,1,x,0,0,4,x,4,x
350447000,3547000,35,4,47,0,Renfrew County,"1,532","496,158,648","1,532","352,928,102","1,492","308,934,566",426,"43,993,536","1,515","86,336,438","1,331","56,894,108",691,"15,000,159",326,"2,380,948",42,"1,054,706",39,"2,853,000",114,"501,241",28,"454,175",52,"1,032,885",247,"4,324,953",301,"2,398,251"
350447001,3547001,35,4,47,1,McNab,172,"50,965,762",172,"37,478,076",169,"32,987,756",38,"4,490,320",169,"8,780,846",140,"4,706,840",82,"1,450,289",39,"179,805",4,"49,823",6,"374,500",9,x,1,x,7,"149,286",30,"472,155",25,"208,505"
350447006,3547006,35,4,47,6,Bagot and Blythfield,28,"6,449,909",28,"5,127,808",26,x,3,x,28,"832,227",22,"489,874",13,"132,939",6,"27,604",0,0,0,0,0,0,1,x,2,x,4,x,8,"42,475"
350447016,3547016,35,4,47,16,Sebastopol,37,"9,315,637",37,"6,996,607",36,x,2,x,37,"1,639,850",25,"679,180",7,"120,526",7,"30,260",0,0,0,0,0,0,2,x,0,0,3,"37,194",4,x
350447019,3547019,35,4,47,19,Brudenell and Lyndoch,41,"13,923,960",41,"10,969,264",41,"9,774,941",7,"1,194,323",41,"1,618,770",36,"1,335,926",13,"240,348",4,x,0,0,1,x,0,0,1,x,2,x,2,x,7,"107,000"
350447022,3547022,35,4,47,22,Raglan,38,"7,957,128",38,"5,271,750",35,"4,643,750",12,"628,000",38,"2,164,682",33,"520,696",14,"424,265",7,x,0,0,1,x,0,0,1,x,3,"52,265",7,"263,985",4,"39,600"
350447026,3547026,35,4,47,26,"Sherwood, Jones and Burns",43,"9,950,912",43,"8,230,074",41,"7,533,074",6,"697,000",43,"1,181,933",39,"538,905",16,"133,177",6,"4,187",0,0,1,x,2,x,1,x,2,x,6,"37,725",6,"47,300"
350447031,3547031,35,4,47,31,Hagarty and Richards,60,"12,438,485",60,"9,459,530",59,"7,966,030",17,"1,493,500",57,"1,978,898",49,"1,000,057",26,"238,640",14,"16,755",0,0,0,0,2,x,1,x,2,x,9,"106,964",10,"51,621"
350447036,3547036,35,4,47,36,South Algona,45,"17,978,256",45,"13,630,890",45,"10,300,890",16,"3,330,000",45,"2,460,275",38,"1,887,091",17,"566,090",8,"48,386",1,x,2,x,1,x,1,x,1,x,7,"179,956",5,"105,412"
350447038,3547038,35,4,47,38,Grattan,90,"26,232,610",90,"20,142,115",88,"15,913,239",29,"4,228,876",90,"3,617,652",84,"2,472,843",40,"500,738",20,"28,717",1,x,2,x,7,"22,021",1,x,5,"104,186",14,"155,960",14,"83,010"
350447042,3547042,35,4,47,42,Admaston,120,"44,251,263",120,"29,982,890",115,"25,774,066",37,"4,208,824",119,"8,805,959",107,"5,462,414",55,"1,187,015",23,"165,010",8,"177,736",2,x,12,x,0,0,4,"71,500",24,"441,710",26,"198,799"
350447046,3547046,35,4,47,46,Horton,88,"24,769,788",88,"18,003,322",87,"15,215,522",28,"2,787,800",88,"4,333,828",66,"2,432,638",41,"504,162",26,"77,141",0,0,1,x,5,x,1,x,2,x,11,"178,419",16,"80,845"
350447049,3547049,35,4,47,49,Ross,135,"46,857,235",135,"31,629,014",131,"26,929,814",43,"4,699,200",135,"8,337,083",125,"6,891,138",58,"1,630,170",27,"114,184",5,"268,205",6,"482,000",14,"97,282",2,x,1,x,17,"270,639",31,"319,360"
350447054,3547054,35,4,47,54,Bromley,113,"56,577,445",113,"37,336,058",110,"31,906,109",42,"5,429,949",111,"10,379,421",101,"8,861,966",61,"2,897,666",33,"804,275",10,"265,858",5,"665,700",14,"117,944",2,x,2,x,26,"681,808",28,"272,928"
350447058,3547058,35,4,47,58,Westmeath,208,"72,555,963",208,"48,437,618",201,"44,372,825",56,"4,064,793",205,"14,292,958",193,"9,825,387",112,"3,248,646",48,"576,679",10,"254,879",9,"772,000",25,"110,095",5,"65,997",10,"209,360",39,"878,488",55,"381,148"
350447062,3547062,35,4,47,62,Pembroke,26,"8,672,140",26,"6,389,429",25,"5,429,429",8,"960,000",25,"1,456,301",21,"826,410",8,"63,728",4,"5,410",1,x,0,0,2,x,1,x,0,0,4,"29,550",3,"11,068"
350447066,3547066,35,4,47,66,Stafford,69,"27,548,064",69,"19,201,377",69,"18,174,993",17,"1,026,384",68,"4,781,647",64,"3,565,040",35,"469,498",18,"112,221",1,x,0,0,7,"29,620",1,x,1,x,15,"210,284",13,"89,998"
350447069,3547069,35,4,47,69,Wilberforce,95,"23,150,596",95,"17,686,772",94,"16,153,105",22,"1,533,667",94,"3,432,853",87,"2,030,971",41,"474,177",17,"61,684",0,0,2,x,6,"10,900",4,"50,536",2,x,12,"98,782",23,"147,775"
350447074,3547074,35,4,47,74,Alice and Fraser,98,"29,008,797",98,"20,923,564",94,"18,204,964",39,"2,718,600",96,"5,141,155",85,"2,944,078",42,"618,886",14,"66,902",0,0,1,x,6,x,1,x,4,"77,001",14,"197,656",20,"191,530"
350447092,3547092,35,4,47,92,"Rolph, Buchanan, Wylie and McKay",26,"7,554,697",26,"6,031,944",26,"5,839,944",4,"192,000",26,"1,100,100",16,"422,653",10,"99,199",5,"16,806",1,x,0,0,2,x,1,x,2,x,3,x,3,x
350500000,3500000,35,5,0,0,Northern Ontario Region - RÇgion du Nord de l'Ontario,"2,915","1,022,746,952","2,915","743,334,579","2,861","643,290,142",909,"100,044,437","2,880","176,841,343","2,362","102,571,030","1,211","32,640,353",612,"9,697,669",49,"2,095,650",75,"3,053,272",227,"1,220,441",81,"1,449,918",116,"2,756,278",362,"7,159,245",558,"5,207,880"
350548000,3548000,35,5,48,0,Nipissing District,299,"96,886,077",299,"70,667,963",296,"61,884,398",78,"8,783,565",294,"17,507,894",250,"8,710,220",124,"3,253,959",69,"723,007",9,"176,054",8,"526,140",22,"59,490",10,"133,361",15,"365,998",40,"629,180",56,"640,729"
350548013,3548013,35,5,48,13,Papineau-Cameron,22,"7,081,450",22,"5,677,308",22,x,2,x,22,"984,050",17,"420,092",10,"214,001",8,"12,020",0,0,3,"161,000",2,x,0,0,0,0,2,x,4,"35,400"
350548022,3548022,35,5,48,22,Calvin,28,"7,607,412",28,"6,145,222",28,"5,570,022",7,"575,200",28,"995,884",25,"466,306",15,"342,149",8,"50,095",1,x,0,0,2,x,2,x,2,x,7,"62,335",9,"58,020"
350548027,3548027,35,5,48,27,Bonfield,45,"11,775,372",45,"8,876,601",45,"7,738,275",13,"1,138,326",43,"1,791,852",41,"1,106,919",14,"162,871",8,"15,570",0,0,0,0,2,x,1,x,4,"79,000",2,x,8,x
350548031,3548031,35,5,48,31,Chisholm,52,"21,471,162",52,"16,596,051",52,"13,393,451",9,"3,202,600",52,"3,153,354",47,"1,721,757",24,"741,407",14,"146,164",0,0,1,x,5,"11,751",5,x,3,"72,000",10,"194,913",15,"142,578"
350548051,3548051,35,5,48,51,Springer,27,"8,705,492",27,"5,862,406",26,x,8,x,26,"2,029,906",20,"813,180",9,"109,331",4,"12,335",1,x,0,0,2,x,1,x,0,0,3,"53,028",2,x
350548058,3548058,35,5,48,58,Caldwell,49,"16,782,021",49,"10,652,899",49,"9,420,366",19,"1,232,533",48,"4,021,647",38,"2,107,475",27,"1,299,102",14,"401,136",6,x,1,x,4,x,0,0,4,"111,098",8,"190,520",10,"271,688"
350548094,3548094,35,5,48,94,"Nipissing, Unorganized, North Part",76,"23,463,169",76,"16,857,476",74,"15,130,198",20,"1,727,278",75,"4,531,201",62,"2,074,492",25,"385,098",13,"85,687",1,x,3,x,5,"12,776",1,x,2,x,8,"121,734",8,"88,361"
350551000,3551000,35,5,51,0,Manitoulin District,316,"121,302,277",316,"91,113,744",311,"69,340,817",118,"21,772,927",315,"15,833,614",280,"14,354,919",126,"1,896,587",67,"383,457",2,x,8,"234,975",30,"113,474",6,x,9,"198,198",37,"486,571",45,"384,984"
350551001,3551001,35,5,51,1,Tehkummah,27,"9,841,019",27,"7,120,235",27,"5,420,175",9,"1,700,060",27,"1,660,097",24,"1,060,687",12,"391,625",5,"111,274",1,x,0,0,2,x,0,0,0,0,3,x,7,"185,700"
350551004,3551004,35,5,51,4,Carnarvon,36,"12,557,920",36,"9,210,351",35,"7,914,651",10,"1,295,700",36,"2,090,001",28,"1,257,568",14,"303,545",7,"31,307",0,0,1,x,3,x,0,0,2,x,7,x,7,"44,325"
350551011,3551011,35,5,51,11,Assiginack,47,"20,568,917",47,"15,504,371",46,"9,444,371",21,"6,060,000",47,"2,508,267",46,"2,556,279",24,"327,287",12,"58,970",1,x,1,x,5,"12,514",2,x,1,x,10,"144,107",6,"23,887"
350551016,3551016,35,5,51,16,Howland,54,"20,695,155",54,"16,894,958",53,"14,382,958",19,"2,512,000",53,"1,997,376",46,"1,802,821",20,"192,993",14,"29,412",0,0,1,x,6,x,0,0,4,"66,259",6,"45,500",5,"14,862"
350551021,3551021,35,5,51,21,Billings,29,"9,298,686",29,"7,407,187",28,"5,942,162",12,"1,465,025",29,"1,033,007",24,"858,492",10,"203,211",6,"99,085",0,0,1,x,4,x,2,x,0,0,2,x,3,"5,025"
350551024,3551024,35,5,51,24,Gordon,41,"16,077,328",41,"11,965,438",41,"8,217,238",19,"3,748,200",41,"2,102,497",38,"2,009,393",15,"175,603",5,"25,000",0,0,2,x,5,"24,880",1,x,0,0,2,x,4,"20,460"
350551028,3551028,35,5,51,28,Burpee,31,"13,829,611",31,"9,970,229",31,"7,413,029",11,"2,557,200",31,"1,710,279",25,"2,149,103",11,"159,213",7,"13,724",0,0,1,x,1,x,1,x,1,x,4,x,5,"44,500"
350551092,3551092,35,5,51,92,"Manitoulin, Unorganized, Centre Part",51,"18,433,641",51,"13,040,975",50,"10,606,233",17,"2,434,742",51,"2,732,090",49,"2,660,576",20,"143,110",11,"14,685",0,0,1,x,4,"17,818",0,0,1,x,3,x,8,"46,225"
350552000,3552000,35,5,52,0,Sudbury District,193,"54,153,914",193,"38,912,826",186,"33,088,976",55,"5,823,850",192,"9,601,628",171,"5,639,460",88,"1,706,610",47,"474,651",6,"172,524",3,"23,000",18,"91,730",4,"75,996",5,"104,979",24,"453,735",52,"309,995"
350552001,3552001,35,5,52,1,"Cosby, Mason and Martland",29,"8,826,925",29,"6,102,822",28,"5,223,822",12,"879,000",28,"1,560,752",26,"1,163,351",18,"397,236",11,"201,274",0,0,0,0,3,x,0,0,2,x,6,"94,074",12,"55,624"
350552004,3552004,35,5,52,4,"Casimir, Jennings and Appleby",41,"10,053,295",41,"6,852,955",40,"5,627,205",11,"1,225,750",41,"1,940,100",37,"1,260,240",19,"194,062",11,"14,649",2,x,0,0,3,x,1,x,1,x,5,x,10,"77,886"
350552008,3552008,35,5,52,8,Ratter and Dunnet,32,"8,897,714",32,"5,731,792",32,"5,297,792",7,"434,000",32,"2,166,437",30,"999,485",15,"266,679",6,"20,077",0,0,0,0,2,x,1,x,2,x,4,"102,669",10,"52,072"
