AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NXMSAREA,XMSAREA,EXMSAREA,NXMASTRE,XMASTRE,NMAPLET,MAPLET,NVFTPROD,VFTPROD
460105076,4605076,46,1,5,76,Strathcona,126,0,0,0,0,0,0,0,0,0
460200000,4600000,46,2,0,0,Agricultural Region  2 - RÇgion agricole  2,"2,461",16,93,38,1,x,1,x,8,"32,423"
460206000,4606000,46,2,6,0,Division No.  6,971,2,x,x,0,0,0,0,4,x
460206015,4606015,46,2,6,15,Sifton,186,1,x,x,0,0,0,0,1,x
460206023,4606023,46,2,6,23,Pipestone,252,1,x,x,0,0,0,0,2,x
460206028,4606028,46,2,6,28,Wallace,313,0,0,0,0,0,0,0,1,x
460206037,4606037,46,2,6,37,Woodworth,220,0,0,0,0,0,0,0,0,0
460207000,4607000,46,2,7,0,Division No.  7,"1,490",14,x,x,1,x,1,x,4,x
460207038,4607038,46,2,7,38,South Cypress,137,3,12,5,0,0,0,0,1,x
460207045,4607045,46,2,7,45,Oakland,193,0,0,0,0,0,0,0,1,x
460207051,4607051,46,2,7,51,Glenwood,151,0,0,0,0,0,0,0,0,0
460207057,4607057,46,2,7,57,Whitehead,157,0,0,0,0,0,0,0,0,0
460207065,4607065,46,2,7,65,North Cypress,278,3,23,9,0,0,0,0,2,x
460207071,4607071,46,2,7,71,Elton,430,7,44,18,1,x,1,x,0,0
460207075,4607075,46,2,7,75,Daly,144,1,x,x,0,0,0,0,0,0
460300000,4600000,46,3,0,0,Agricultural Region  3 - RÇgion agricole  3,"2,244",2,x,x,2,x,0,0,16,"48,105"
460315000,4615000,46,3,15,0,Division No. 15,"2,244",2,x,x,2,x,0,0,16,"48,105"
460315018,4615018,46,3,15,18,Langford,135,1,x,x,1,x,0,0,0,0
460315023,4615023,46,3,15,23,Odanah,107,0,0,0,0,0,0,0,1,x
460315027,4615027,46,3,15,27,Saskatchewan,172,0,0,0,0,0,0,0,2,x
460315033,4615033,46,3,15,33,Blanshard,131,0,0,0,0,0,0,0,0,0
460315036,4615036,46,3,15,36,Hamiota,156,0,0,0,0,0,0,0,1,x
460315041,4615041,46,3,15,41,Miniota,185,1,x,x,1,x,0,0,0,0
460315046,4615046,46,3,15,46,Archie,98,0,0,0,0,0,0,0,1,x
460315048,4615048,46,3,15,48,Ellice,93,0,0,0,0,0,0,0,0,0
460315055,4615055,46,3,15,55,Birtle,197,0,0,0,0,0,0,0,0,0
460315060,4615060,46,3,15,60,Shoal Lake,115,0,0,0,0,0,0,0,0,0
460315064,4615064,46,3,15,64,Strathclair,143,0,0,0,0,0,0,0,0,0
460315069,4615069,46,3,15,69,Harrison,124,0,0,0,0,0,0,0,0,0
460315073,4615073,46,3,15,73,Minto,122,0,0,0,0,0,0,0,0,0
460315078,4615078,46,3,15,78,Rosedale,249,0,0,0,0,0,0,0,0,0
460315091,4615091,46,3,15,91,Clanwilliam,103,0,0,0,0,0,0,0,3,x
460315095,4615095,46,3,15,95,Park (South),114,0,0,0,0,0,0,0,8,"28,812"
460400000,4600000,46,4,0,0,Agricultural Region  4 - RÇgion agricole  4,"1,083",0,0,0,0,0,0,0,18,"133,386"
460416000,4616000,46,4,16,0,Division No. 16,"1,083",0,0,0,0,0,0,0,18,"133,386"
460416002,4616002,46,4,16,2,Rossburn,183,0,0,0,0,0,0,0,1,x
460416019,4616019,46,4,16,19,Silver Creek,123,0,0,0,0,0,0,0,0,0
460416024,4616024,46,4,16,24,Russell,123,0,0,0,0,0,0,0,0,0
460416040,4616040,46,4,16,40,Shellmouth,132,0,0,0,0,0,0,0,1,x
460416042,4616042,46,4,16,42,Boulton,117,0,0,0,0,0,0,0,0,0
460416045,4616045,46,4,16,45,Hillsburg,136,0,0,0,0,0,0,0,12,"67,901"
460416049,4616049,46,4,16,49,Shell River,220,0,0,0,0,0,0,0,3,x
460416063,4616063,46,4,16,63,Park (North),49,0,0,0,0,0,0,0,1,x
460500000,4600000,46,5,0,0,Agricultural Region  5 - RÇgion agricole  5,"1,028",0,0,0,0,0,0,0,23,"314,285"
460520000,4620000,46,5,20,0,Division No. 20,"1,028",0,0,0,0,0,0,0,23,"314,285"
460520032,4620032,46,5,20,32,Mountain (South),137,0,0,0,0,0,0,0,5,"18,386"
460520037,4620037,46,5,20,37,Minitonas,257,0,0,0,0,0,0,0,4,"59,283"
460520041,4620041,46,5,20,41,Swan River,520,0,0,0,0,0,0,0,8,"211,961"
460520055,4620055,46,5,20,55,Mountain (North),114,0,0,0,0,0,0,0,6,"24,655"
460600000,4600000,46,6,0,0,Agricultural Region  6 - RÇgion agricole  6,"2,098",8,46,19,0,0,4,"4,870",31,"162,109"
460617000,4617000,46,6,17,0,Division No. 17,"2,098",8,46,19,0,0,4,"4,870",31,"162,109"
460617026,4617026,46,6,17,26,Alonsa,284,0,0,0,0,0,0,0,3,x
460617034,4617034,46,6,17,34,McCreary,155,2,x,x,0,0,2,x,3,x
460617040,4617040,46,6,17,40,Ste. Rose,132,0,0,0,0,0,0,0,0,0
460617045,4617045,46,6,17,45,Ochre River,149,0,0,0,0,0,0,0,4,"15,192"
460617048,4617048,46,6,17,48,Dauphin,412,3,8,3,0,0,2,x,6,"18,570"
460617053,4617053,46,6,17,53,Gilbert Plains,268,0,0,0,0,0,0,0,1,x
460617057,4617057,46,6,17,57,Grandview,249,2,x,x,0,0,0,0,4,x
460617063,4617063,46,6,17,63,Ethelbert,153,0,0,0,0,0,0,0,10,"41,392"
460617071,4617071,46,6,17,71,Mossey River,157,1,x,x,0,0,0,0,0,0
460617076,4617076,46,6,17,76,Lawrence,139,0,0,0,0,0,0,0,0,0
460700000,4600000,46,7,0,0,Agricultural Region  7 - RÇgion agricole  7,"2,793",13,x,x,4,88,1,x,11,x
460708000,4608000,46,7,8,0,Division No.  8,"1,444",2,x,x,2,x,1,x,8,"23,144"
460708031,4608031,46,7,8,31,South Norfolk,213,0,0,0,0,0,0,0,1,x
460708042,4608042,46,7,8,42,Victoria,153,0,0,0,0,0,1,x,2,x
460708045,4608045,46,7,8,45,North Norfolk,396,2,x,x,2,x,0,0,3,"10,804"
460708054,4608054,46,7,8,54,Lansdowne,158,0,0,0,0,0,0,0,2,x
460708059,4608059,46,7,8,59,Westbourne,328,0,0,0,0,0,0,0,0,0
460708066,4608066,46,7,8,66,Lakeview,83,0,0,0,0,0,0,0,0,0
460708072,4608072,46,7,8,72,Glenella,113,0,0,0,0,0,0,0,0,0
460709000,4609000,46,7,9,0,Division No.  9,824,8,18,7,1,x,0,0,2,x
460709017,4609017,46,7,9,17,Grey,289,0,0,0,0,0,0,0,1,x
460709024,4609024,46,7,9,24,Portage la Prairie,535,8,18,7,1,x,0,0,1,x
460710000,4610000,46,7,10,0,Division No. 10,525,3,23,9,1,x,0,0,1,x
460710035,4610035,46,7,10,35,Macdonald,356,1,x,x,0,0,0,0,0,0
460710043,4610043,46,7,10,43,Cartier,118,1,x,x,0,0,0,0,0,0
460710052,4610052,46,7,10,52,St. Francois Xavier,51,1,x,x,1,x,0,0,1,x
460800000,4600000,46,8,0,0,Agricultural Region  8 - RÇgion agricole  8,"3,447",12,51,21,3,x,2,x,10,"43,430"
460803000,4603000,46,8,3,0,Division No.  3,"2,133",9,44,18,3,x,1,x,5,x
460803030,4603030,46,8,3,30,Montcalm,148,0,0,0,0,0,0,0,0,0
460803036,4603036,46,8,3,36,Rhineland,494,0,0,0,0,0,0,0,0,0
460803047,4603047,46,8,3,47,Stanley,504,3,9,4,2,x,0,0,2,x
460803058,4603058,46,8,3,58,Thompson,160,1,x,x,0,0,0,0,1,x
460803062,4603062,46,8,3,62,Roland,148,3,13,5,0,0,0,0,0,0
460803065,4603065,46,8,3,65,Morris,329,0,0,0,0,0,0,0,0,0
460803072,4603072,46,8,3,72,Dufferin,350,2,x,x,1,x,1,x,2,x
460804000,4604000,46,8,4,0,Division No.  4,"1,314",3,7,3,0,0,1,x,5,x
460804033,4604033,46,8,4,33,Pembina,319,2,x,x,0,0,0,0,0,0
460804039,4604039,46,8,4,39,Louise,260,1,x,x,0,0,0,0,0,0
460804051,4604051,46,8,4,51,Roblin,196,0,0,0,0,0,0,0,0,0
460804057,4604057,46,8,4,57,Argyle,214,0,0,0,0,0,1,x,2,x
460804063,4604063,46,8,4,63,Lorne,325,0,0,0,0,0,0,0,3,x
460900000,4600000,46,9,0,0,Agricultural Region  9 - RÇgion agricole  9,"3,007",46,817,331,13,"3,365",0,0,41,"102,193"
460902000,4602000,46,9,2,0,Division No.  2,"1,942",21,396,160,7,"1,429",0,0,24,x
460902025,4602025,46,9,2,25,Franklin,249,1,x,x,0,0,0,0,3,"1,124"
460902032,4602032,46,9,2,32,De Salaberry,218,1,x,x,0,0,0,0,0,0
460902041,4602041,46,9,2,41,Hanover,640,3,44,18,2,x,0,0,10,"39,904"
460902053,4602053,46,9,2,53,La Broquerie,171,3,130,53,1,x,0,0,3,x
460902057,4602057,46,9,2,57,Ste. Anne,224,4,x,x,1,x,0,0,4,"2,915"
460902069,4602069,46,9,2,69,Tache,266,6,41,17,3,x,0,0,4,"7,730"
460902075,4602075,46,9,2,75,Ritchot,174,3,7,3,0,0,0,0,0,0
460911000,4611000,46,9,11,0,Division No. 11,183,6,41,17,0,0,0,0,1,x
460911040,4611040,46,9,11,40,Winnipeg,131,5,x,x,0,0,0,0,1,x
460911042,4611042,46,9,11,42,Headingley,52,1,x,x,0,0,0,0,0,0
460912000,4612000,46,9,12,0,Division No. 12,882,19,380,154,6,"1,936",0,0,16,"42,835"
460912047,4612047,46,9,12,47,Springfield,520,10,249,101,3,x,0,0,7,"13,273"
460912052,4612052,46,9,12,52,Brokenhead,362,9,131,53,3,x,0,0,9,"29,562"
461000000,4600000,46,10,0,0,Agricultural Region 10 - RÇgion agricole 10,794,19,754,305,6,"3,432",1,x,34,"230,641"
461001000,4601000,46,10,1,0,Division No.  1,794,19,754,305,6,"3,432",1,x,34,"230,641"
461001035,4601035,46,10,1,35,Stuartburn,225,3,64,26,1,x,1,x,1,x
461001039,4601039,46,10,1,39,Piney,126,7,384,155,1,x,0,0,18,"72,571"
461001043,4601043,46,10,1,43,Reynolds,79,6,279,113,3,"1,432",0,0,6,"81,539"
461001046,4601046,46,10,1,46,Whitemouth,155,1,x,x,0,0,0,0,5,"42,366"
461001057,4601057,46,10,1,57,Lac du Bonnet,126,1,x,x,0,0,0,0,2,x
461001071,4601071,46,10,1,71,Alexander,83,1,x,x,1,x,0,0,2,x
461100000,4600000,46,11,0,0,Agricultural Region 11 - RÇgion agricole 11,"1,590",19,244,99,5,945,0,0,10,"11,356"
461113000,4613000,46,11,13,0,Division No. 13,641,15,x,x,5,945,0,0,4,"5,361"
461113032,4613032,46,11,13,32,East St. Paul,30,1,x,x,0,0,0,0,1,x
461113037,4613037,46,11,13,37,West St. Paul,32,0,0,0,0,0,0,0,0,0
461113043,4613043,46,11,13,43,St. Andrews,311,9,44,18,3,x,0,0,2,x
461113056,4613056,46,11,13,56,St. Clements,268,5,16,6,2,x,0,0,1,x
461114000,4614000,46,11,14,0,Division No. 14,949,4,x,x,0,0,0,0,6,"5,995"
461114015,4614015,46,11,14,15,Rosser,133,0,0,0,0,0,0,0,2,x
461114031,4614031,46,11,14,31,Woodlands,311,1,x,x,0,0,0,0,2,x
461114036,4614036,46,11,14,36,Rockwood,505,3,x,x,0,0,0,0,2,x
461200000,4600000,46,12,0,0,Agricultural Region 12 - RÇgion agricole 12,"2,107",5,90,36,0,0,1,x,23,"86,651"
461218000,4618000,46,12,18,0,Division No. 18,"1,795",4,x,x,0,0,0,0,18,x
461218031,4618031,46,12,18,31,Gimli,82,1,x,x,0,0,0,0,1,x
461218037,4618037,46,12,18,37,Armstrong,297,0,0,0,0,0,0,0,5,"6,270"
461218040,4618040,46,12,18,40,St. Laurent,66,0,0,0,0,0,0,0,1,x
461218044,4618044,46,12,18,44,Coldwell,150,0,0,0,0,0,0,0,0,0
461218052,4618052,46,12,18,52,Eriksdale,125,0,0,0,0,0,0,0,1,x
461218057,4618057,46,12,18,57,Siglunes,156,1,x,x,0,0,0,0,0,0
461218060,4618060,46,12,18,60,Grahamdale,228,0,0,0,0,0,0,0,2,x
461218068,4618068,46,12,18,68,Fisher,296,1,x,x,0,0,0,0,2,x
461218071,4618071,46,12,18,71,Bifrost,395,1,x,x,0,0,0,0,6,"36,782"
461219000,4619000,46,12,19,0,Division No. 19,165,1,x,x,0,0,0,0,3,"20,653"
461219045,4619045,46,12,19,45,"Division No. 19, Unorganized",165,1,x,x,0,0,0,0,3,"20,653"
461221000,4621000,46,12,21,0,Division No. 21,147,0,0,0,0,0,1,x,2,x
461221078,4621078,46,12,21,78,"Division No. 21, Unorganized",147,0,0,0,0,0,1,x,2,x
470000000,4700000,47,0,0,0,Saskatchewan,"56,995",67,843,341,10,"1,606",1,x,279,"4,650,197"
470001000,4701000,47,0,1,0,Division No.  1,"2,961",0,0,0,0,0,0,0,0,0
470002000,4702000,47,0,2,0,Division No.  2,"2,985",0,0,0,0,0,0,0,0,0
470003000,4703000,47,0,3,0,Division No.  3,"2,954",0,0,0,0,0,0,0,2,x
470004000,4704000,47,0,4,0,Division No.  4,"2,017",0,0,0,0,0,0,0,2,x
470005000,4705000,47,0,5,0,Division No.  5,"3,581",3,x,x,0,0,1,x,3,x
470006000,4706000,47,0,6,0,Division No.  6,"4,510",4,11,4,0,0,0,0,8,"4,932"
470007000,4707000,47,0,7,0,Division No.  7,"3,160",4,29,12,0,0,0,0,1,x
470008000,4708000,47,0,8,0,Division No.  8,"3,394",0,0,0,0,0,0,0,2,x
470009000,4709000,47,0,9,0,Division No.  9,"3,577",2,x,x,2,x,0,0,40,"488,621"
470010000,4710000,47,0,10,0,Division No. 10,"2,875",0,0,0,0,0,0,0,4,x
470011000,4711000,47,0,11,0,Division No. 11,"3,947",4,x,x,0,0,0,0,2,x
470012000,4712000,47,0,12,0,Division No. 12,"2,774",1,x,x,0,0,0,0,3,x
470013000,4713000,47,0,13,0,Division No. 13,"3,026",2,x,x,0,0,0,0,0,0
470014000,4714000,47,0,14,0,Division No. 14,"4,303",12,263,106,2,x,0,0,64,"1,470,132"
470015000,4715000,47,0,15,0,Division No. 15,"5,053",18,333,135,3,x,0,0,38,x
470016000,4716000,47,0,16,0,Division No. 16,"3,223",9,x,x,2,x,0,0,74,"1,441,823"
470017000,4717000,47,0,17,0,Division No. 17,"2,655",8,18,7,1,x,0,0,36,"569,870"
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,336",0,0,0,0,0,0,0,0,0
471001001,4701001,47,10,1,1,Argyle No. 1,126,0,0,0,0,0,0,0,0,0
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,158,0,0,0,0,0,0,0,0,0
471001011,4701011,47,10,1,11,Enniskillen No. 3,170,0,0,0,0,0,0,0,0,0
471001016,4701016,47,10,1,16,Coalfields No. 4,129,0,0,0,0,0,0,0,0,0
471001022,4701022,47,10,1,22,Estevan No. 5,187,0,0,0,0,0,0,0,0,0
471001027,4701027,47,10,1,27,Benson No. 35,164,0,0,0,0,0,0,0,0,0
471001031,4701031,47,10,1,31,Browning No. 34,187,0,0,0,0,0,0,0,0,0
471001036,4701036,47,10,1,36,Moose Creek No. 33,151,0,0,0,0,0,0,0,0,0
471001039,4701039,47,10,1,39,Reciprocity No. 32,159,0,0,0,0,0,0,0,0,0
471001043,4701043,47,10,1,43,Storthoaks No. 31,116,0,0,0,0,0,0,0,0,0
471001047,4701047,47,10,1,47,Antler No. 61,183,0,0,0,0,0,0,0,0,0
471001053,4701053,47,10,1,53,Moose Mountain No. 63,192,0,0,0,0,0,0,0,0,0
471001058,4701058,47,10,1,58,Brock No. 64,130,0,0,0,0,0,0,0,0,0
471001063,4701063,47,10,1,63,Tecumseh No. 65,163,0,0,0,0,0,0,0,0,0
471002001,4702001,47,10,2,1,Cambria No. 6,121,0,0,0,0,0,0,0,0,0
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,256",0,0,0,0,0,0,0,1,x
471101069,4701069,47,11,1,69,Golden West No. 95,141,0,0,0,0,0,0,0,0,0
471101072,4701072,47,11,1,72,Hazelwood No. 94,128,0,0,0,0,0,0,0,0,0
471101076,4701076,47,11,1,76,Wawken No. 93,166,0,0,0,0,0,0,0,0,0
471101091,4701091,47,11,1,91,Walpole No. 92,160,0,0,0,0,0,0,0,0,0
471101094,4701094,47,11,1,94,Maryfield No. 91,151,0,0,0,0,0,0,0,0,0
471105001,4705001,47,11,5,1,Moosomin No. 121,145,0,0,0,0,0,0,0,0,0
471105007,4705007,47,11,5,7,Martin No. 122,123,0,0,0,0,0,0,0,0,0
471105011,4705011,47,11,5,11,Silverwood No. 123,163,0,0,0,0,0,0,0,0,0
471105014,4705014,47,11,5,14,Kingsley No. 124,171,0,0,0,0,0,0,0,0,0
471105018,4705018,47,11,5,18,Chester No. 125,187,0,0,0,0,0,0,0,0,0
471105027,4705027,47,11,5,27,Wolseley No. 155,188,0,0,0,0,0,0,0,0,0
471105028,4705028,47,11,5,28,Elcapo No. 154,210,0,0,0,0,0,0,0,0,0
471105033,4705033,47,11,5,33,Willowdale No. 153,149,0,0,0,0,0,0,0,0,0
471105037,4705037,47,11,5,37,Rocanville No. 151,174,0,0,0,0,0,0,0,1,x
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,788",0,0,0,0,0,0,0,0,0
472002033,4702033,47,20,2,33,Lomond No. 37,129,0,0,0,0,0,0,0,0,0
472002037,4702037,47,20,2,37,Cymri No. 36,173,0,0,0,0,0,0,0,0,0
472002042,4702042,47,20,2,42,Griffin No. 66,155,0,0,0,0,0,0,0,0,0
472002044,4702044,47,20,2,44,Weyburn No. 67,219,0,0,0,0,0,0,0,0,0
472002051,4702051,47,20,2,51,Brokenshell No. 68,129,0,0,0,0,0,0,0,0,0
472002052,4702052,47,20,2,52,Norton No. 69,147,0,0,0,0,0,0,0,0,0
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,0,0,0,0,0,0,0,0,0
472002066,4702066,47,20,2,66,Caledonia No. 99,148,0,0,0,0,0,0,0,0,0
472002069,4702069,47,20,2,69,Scott No. 98,170,0,0,0,0,0,0,0,0,0
472002073,4702073,47,20,2,73,Wellington No. 97,180,0,0,0,0,0,0,0,0,0
472002076,4702076,47,20,2,76,Fillmore No. 96,192,0,0,0,0,0,0,0,0,0
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192",5,34,14,0,0,0,0,7,x
472106001,4706001,47,21,6,1,Montmartre No. 126,248,0,0,0,0,0,0,0,0,0
472106004,4706004,47,21,6,4,Francis No. 127,297,0,0,0,0,0,0,0,1,x
472106011,4706011,47,21,6,11,Lajord No. 128,220,0,0,0,0,0,0,0,0,0
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,189,0,0,0,0,0,0,0,0,0
472106016,4706016,47,21,6,16,Redburn No. 130,166,0,0,0,0,0,0,0,0,0
472106021,4706021,47,21,6,21,Pense No. 160,205,0,0,0,0,0,0,0,1,x
472106026,4706026,47,21,6,26,Sherwood No. 159,244,0,0,0,0,0,0,0,0,0
472106029,4706029,47,21,6,29,Edenwold No. 158,406,1,x,x,0,0,0,0,2,x
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,314,0,0,0,0,0,0,0,2,x
472106038,4706038,47,21,6,38,Indian Head No. 156,166,1,x,x,0,0,0,0,1,x
472107001,4707001,47,21,7,1,Baildon No. 131,181,0,0,0,0,0,0,0,0,0
472107036,4707036,47,21,7,36,Caron No. 162,135,0,0,0,0,0,0,0,0,0
472107038,4707038,47,21,7,38,Moose Jaw No. 161,256,3,x,x,0,0,0,0,0,0
472107042,4707042,47,21,7,42,Marquis No. 191,165,0,0,0,0,0,0,0,0,0
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,445",1,x,x,0,0,0,0,1,x
473003068,4703068,47,30,3,68,Gravelbourg No. 104,187,0,0,0,0,0,0,0,1,x
473003074,4703074,47,30,3,74,Sutton No. 103,152,0,0,0,0,0,0,0,0,0
473003093,4703093,47,30,3,93,Lake Johnston No. 102,115,0,0,0,0,0,0,0,0,0
473003096,4703096,47,30,3,96,Terrell No. 101,143,0,0,0,0,0,0,0,0,0
473007004,4707004,47,30,7,4,Hillsborough No. 132,45,0,0,0,0,0,0,0,0,0
473007006,4707006,47,30,7,6,Rodgers No. 133,100,1,x,x,0,0,0,0,0,0
473007011,4707011,47,30,7,11,Shamrock No. 134,129,0,0,0,0,0,0,0,0,0
473007029,4707029,47,30,7,29,Chaplin No. 164,88,0,0,0,0,0,0,0,0,0
473007032,4707032,47,30,7,32,Wheatlands No. 163,101,0,0,0,0,0,0,0,0,0
473007047,4707047,47,30,7,47,Eyebrow No. 193,148,0,0,0,0,0,0,0,0,0
473007053,4707053,47,30,7,53,Enfield No. 194,158,0,0,0,0,0,0,0,0,0
473007071,4707071,47,30,7,71,Maple Bush No. 224,79,0,0,0,0,0,0,0,0,0
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,596",0,0,0,0,0,0,0,0,0
473102006,4702006,47,31,2,6,Souris Valley No. 7,154,0,0,0,0,0,0,0,0,0
473102011,4702011,47,31,2,11,Lake Alma No. 8,123,0,0,0,0,0,0,0,0,0
473102014,4702014,47,31,2,14,Surprise Valley No. 9,105,0,0,0,0,0,0,0,0,0
473102018,4702018,47,31,2,18,Happy Valley No. 10,69,0,0,0,0,0,0,0,0,0
473102024,4702024,47,31,2,24,Bengough No. 40,160,0,0,0,0,0,0,0,0,0
473102026,4702026,47,31,2,26,The Gap No. 39,130,0,0,0,0,0,0,0,0,0
473102029,4702029,47,31,2,29,Laurier No. 38,150,0,0,0,0,0,0,0,0,0
473102057,4702057,47,31,2,57,Key West No. 70,185,0,0,0,0,0,0,0,0,0
473103001,4703001,47,31,3,1,Hart Butte No. 11,120,0,0,0,0,0,0,0,0,0
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,0,0,0,0,0,0,0,0,0
473103011,4703011,47,31,3,11,Old Post No. 43,205,0,0,0,0,0,0,0,0,0
473103022,4703022,47,31,3,22,Waverley No. 44,146,0,0,0,0,0,0,0,0,0
473103026,4703026,47,31,3,26,Willow Bunch No. 42,192,0,0,0,0,0,0,0,0,0
473103029,4703029,47,31,3,29,Excel No. 71,187,0,0,0,0,0,0,0,0,0
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,158,0,0,0,0,0,0,0,0,0
473103038,4703038,47,31,3,38,Stonehenge No. 73,246,0,0,0,0,0,0,0,0,0
473103042,4703042,47,31,3,42,Wood River No. 74,153,0,0,0,0,0,0,0,0,0
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,775",0,0,0,0,0,0,0,0,0
473207014,4707014,47,32,7,14,Lawtonia No. 135,162,0,0,0,0,0,0,0,0,0
473207018,4707018,47,32,7,18,Coulee No. 136,203,0,0,0,0,0,0,0,0,0
473207021,4707021,47,32,7,21,Excelsior No. 166,278,0,0,0,0,0,0,0,0,0
473207024,4707024,47,32,7,24,Morse No. 165,231,0,0,0,0,0,0,0,0,0
473207058,4707058,47,32,7,58,Canaan No. 225,90,0,0,0,0,0,0,0,0,0
473207063,4707063,47,32,7,63,Victory No. 226,136,0,0,0,0,0,0,0,0,0
473207066,4707066,47,32,7,66,King George No. 256,105,0,0,0,0,0,0,0,0,0
473207067,4707067,47,32,7,67,Coteau No. 255,151,0,0,0,0,0,0,0,0,0
473208001,4708001,47,32,8,1,Swift Current No. 137,339,0,0,0,0,0,0,0,0,0
473208006,4708006,47,32,8,6,Webb No. 138,160,0,0,0,0,0,0,0,0,0
473208031,4708031,47,32,8,31,Riverside No. 168,214,0,0,0,0,0,0,0,0,0
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,154,0,0,0,0,0,0,0,0,0
473208042,4708042,47,32,8,42,Lacadena No. 228,325,0,0,0,0,0,0,0,0,0
473208092,4708092,47,32,8,92,Monet No. 257,227,0,0,0,0,0,0,0,0,0
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"1,627",0,0,0,0,0,0,0,2,x
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,0,0,0,0,0,0,0,0,0
473303018,4703018,47,33,3,18,Mankota No. 45,168,0,0,0,0,0,0,0,0,0
473303048,4703048,47,33,3,48,Pinto Creek No. 75,130,0,0,0,0,0,0,0,0,0
473303054,4703054,47,33,3,54,Auvergne No. 76,146,0,0,0,0,0,0,0,0,0
473303059,4703059,47,33,3,59,Whiska Creek No. 106,159,0,0,0,0,0,0,0,1,x
473303064,4703064,47,33,3,64,Glen Bain No. 105,169,0,0,0,0,0,0,0,0,0
473304003,4704003,47,33,4,3,Val Marie No. 17,166,0,0,0,0,0,0,0,0,0
473304006,4704006,47,33,4,6,Lone Tree No. 18,92,0,0,0,0,0,0,0,0,0
473304028,4704028,47,33,4,28,Wise Creek No. 77,123,0,0,0,0,0,0,0,0,0
473304034,4704034,47,33,4,34,Grassy Creek No. 78,115,0,0,0,0,0,0,0,1,x
473304058,4704058,47,33,4,58,Bone Creek No. 108,144,0,0,0,0,0,0,0,0,0
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,150,0,0,0,0,0,0,0,0,0
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,227",0,0,0,0,0,0,0,1,x
474004011,4704011,47,40,4,11,Frontier No. 19,131,0,0,0,0,0,0,0,0,0
474004019,4704019,47,40,4,19,Reno No. 51,191,0,0,0,0,0,0,0,0,0
474004024,4704024,47,40,4,24,White Valley No. 49,224,0,0,0,0,0,0,0,0,0
474004038,4704038,47,40,4,38,Arlington No. 79,114,0,0,0,0,0,0,0,0,0
474004045,4704045,47,40,4,45,Maple Creek No. 111,276,0,0,0,0,0,0,0,1,x
474004050,4704050,47,40,4,50,Piapot No. 110,161,0,0,0,0,0,0,0,0,0
474004054,4704054,47,40,4,54,Carmichael No. 109,130,0,0,0,0,0,0,0,0,0
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,317",0,0,0,0,0,0,0,1,x
474108009,4708009,47,41,8,9,Gull Lake No. 139,111,0,0,0,0,0,0,0,1,x
474108016,4708016,47,41,8,16,Big Stick No. 141,99,0,0,0,0,0,0,0,0,0
474108021,4708021,47,41,8,21,Enterprise No. 142,122,0,0,0,0,0,0,0,0,0
474108024,4708024,47,41,8,24,Fox Valley No. 171,162,0,0,0,0,0,0,0,0,0
474108028,4708028,47,41,8,28,Pittville No. 169,129,0,0,0,0,0,0,0,0,0
474108046,4708046,47,41,8,46,Miry Creek No. 229,180,0,0,0,0,0,0,0,0,0
474108053,4708053,47,41,8,53,Clinworth No. 230,153,0,0,0,0,0,0,0,0,0
474108056,4708056,47,41,8,56,Happyland No. 231,269,0,0,0,0,0,0,0,0,0
474108061,4708061,47,41,8,61,Deer Forks No. 232,92,0,0,0,0,0,0,0,0,0
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"4,592",4,4,2,0,0,1,x,7,"4,554"
475005041,4705041,47,50,5,41,Spy Hill No. 152,129,0,0,0,0,0,0,0,0,0
475005047,4705047,47,50,5,47,Langenburg No. 181,199,2,x,x,0,0,0,0,0,0
475005051,4705051,47,50,5,51,Fertile Belt No. 183,268,0,0,0,0,0,0,0,0,0
475005057,4705057,47,50,5,57,Grayson No. 184,200,0,0,0,0,0,1,x,0,0
475005063,4705063,47,50,5,63,McLeod No. 185,268,0,0,0,0,0,0,0,0,0
