AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"3,615","2,810",805,"1,845","1,745",105,"1,765","1,065",700
473207014,4707014,47,32,7,14,Lawtonia No. 135,215,170,45,105,105,5,105,65,40
473207018,4707018,47,32,7,18,Coulee No. 136,265,200,60,140,135,5,120,70,55
473207021,4707021,47,32,7,21,Excelsior No. 166,370,290,75,185,185,5,180,110,70
473207024,4707024,47,32,7,24,Morse No. 165,285,240,45,175,165,5,110,70,35
473207058,4707058,47,32,7,58,Canaan No. 225,105,90,15,65,60,0,45,25,15
473207063,4707063,47,32,7,63,Victory No. 226,185,135,45,85,80,0,100,60,40
473207066,4707066,47,32,7,66,King George No. 256,140,110,30,60,60,0,80,50,30
473207067,4707067,47,32,7,67,Coteau No. 255,185,155,35,115,105,5,75,50,25
473208001,4708001,47,32,8,1,Swift Current No. 137,440,335,105,220,205,15,220,130,90
473208006,4708006,47,32,8,6,Webb No. 138,200,155,45,110,105,5,90,50,40
473208031,4708031,47,32,8,31,Riverside No. 168,285,225,55,140,140,5,145,90,60
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,200,155,50,95,85,5,115,65,45
473208042,4708042,47,32,8,42,Lacadena No. 228,430,325,110,210,190,20,225,130,90
473208092,4708092,47,32,8,92,Monet No. 257,310,230,70,140,120,20,165,110,55
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"2,030","1,580",440,"1,155","1,075",80,870,505,365
473303016,4703016,47,33,3,16,Glen McPherson No. 46,80,65,15,50,45,5,35,20,15
473303018,4703018,47,33,3,18,Mankota No. 45,210,165,50,120,110,10,95,55,35
473303048,4703048,47,33,3,48,Pinto Creek No. 75,160,120,35,95,85,10,65,35,25
473303054,4703054,47,33,3,54,Auvergne No. 76,190,140,50,95,95,5,95,45,45
473303059,4703059,47,33,3,59,Whiska Creek No. 106,190,150,35,125,110,10,65,40,25
473303064,4703064,47,33,3,64,Glen Bain No. 105,215,165,50,120,110,5,95,60,40
473304003,4704003,47,33,4,3,Val Marie No. 17,205,155,50,110,105,5,90,50,40
473304006,4704006,47,33,4,6,Lone Tree No. 18,105,90,15,65,70,0,40,20,20
473304028,4704028,47,33,4,28,Wise Creek No. 77,145,120,30,90,85,5,55,30,20
473304034,4704034,47,33,4,34,Grassy Creek No. 78,150,115,35,80,70,10,70,45,30
473304058,4704058,47,33,4,58,Bone Creek No. 108,180,145,40,100,95,5,80,50,35
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,195,150,45,110,100,5,85,50,35
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,615","1,245",375,795,735,70,820,505,310
474004011,4704011,47,40,4,11,Frontier No. 19,160,135,30,95,90,5,70,45,25
474004019,4704019,47,40,4,19,Reno No. 51,255,190,65,110,100,10,140,85,55
474004024,4704024,47,40,4,24,White Valley No. 49,285,225,60,155,145,10,130,85,50
474004038,4704038,47,40,4,38,Arlington No. 79,145,105,45,80,70,15,70,40,35
474004045,4704045,47,40,4,45,Maple Creek No. 111,390,290,95,160,150,10,230,145,85
474004050,4704050,47,40,4,50,Piapot No. 110,210,165,50,105,95,10,110,70,40
474004054,4704054,47,40,4,54,Carmichael No. 109,165,135,30,95,85,5,70,45,25
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,650","1,335",320,930,885,45,720,450,275
474108009,4708009,47,41,8,9,Gull Lake No. 139,150,110,40,70,65,5,75,45,35
474108016,4708016,47,41,8,16,Big Stick No. 141,120,95,25,60,60,5,65,40,25
474108021,4708021,47,41,8,21,Enterprise No. 142,155,120,30,85,80,5,70,45,25
474108024,4708024,47,41,8,24,Fox Valley No. 171,200,170,40,120,115,5,85,55,35
474108028,4708028,47,41,8,28,Pittville No. 169,160,125,40,90,85,5,70,40,30
474108046,4708046,47,41,8,46,Miry Creek No. 229,230,185,40,125,120,5,100,65,40
474108053,4708053,47,41,8,53,Clinworth No. 230,190,155,40,105,95,5,90,55,35
474108056,4708056,47,41,8,56,Happyland No. 231,320,275,50,215,205,5,100,65,40
474108061,4708061,47,41,8,61,Deer Forks No. 232,125,100,25,60,60,0,65,45,20
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"5,830","4,730","1,095","3,325","3,200",120,"2,500","1,530",975
475005041,4705041,47,50,5,41,Spy Hill No. 152,185,145,35,80,75,0,105,70,35
475005047,4705047,47,50,5,47,Langenburg No. 181,255,205,50,145,140,0,115,70,45
475005051,4705051,47,50,5,51,Fertile Belt No. 183,330,270,60,200,190,5,130,75,55
475005057,4705057,47,50,5,57,Grayson No. 184,270,210,60,140,135,5,135,80,50
475005063,4705063,47,50,5,63,McLeod No. 185,320,275,40,215,215,5,100,60,40
475005067,4705067,47,50,5,67,Stanley No. 215,305,250,55,185,180,5,115,70,50
475005073,4705073,47,50,5,73,Cana No. 214,330,270,60,195,190,5,140,85,55
475005077,4705077,47,50,5,77,Saltcoats No. 213,285,235,50,160,155,5,125,85,45
475005093,4705093,47,50,5,93,Churchbridge No. 211,345,280,65,195,190,5,150,85,65
475006042,4706042,47,50,6,42,Abernethy No. 186,245,190,50,125,120,5,120,75,45
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,190,145,45,95,90,5,90,55,40
475006091,4706091,47,50,6,91,Cupar No. 218,310,250,65,175,170,10,130,85,50
475006096,4706096,47,50,6,96,Lipton No. 217,270,220,50,150,150,5,120,75,50
475006099,4706099,47,50,6,99,Tullymet No. 216,195,160,35,110,100,5,90,60,30
475009001,4709001,47,50,9,1,Calder No. 241,240,195,40,140,135,5,100,60,35
475009006,4709006,47,50,9,6,Wallace No. 243,340,270,70,180,175,5,160,100,60
475009011,4709011,47,50,9,11,Orkney No. 244,375,305,75,220,210,10,165,95,65
475009019,4709019,47,50,9,19,Garry No. 245,260,215,45,160,155,0,100,60,40
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,270,230,40,170,165,10,95,65,35
475010008,4710008,47,50,10,8,Kellross No. 247,280,240,45,170,165,5,110,75,40
475010014,4710014,47,50,10,14,Touchwood No. 248,220,170,55,115,110,5,105,60,45
475100000,4700000,47,51,0,0,Agricultural Region 5B - RÇgion agricole 5B,"6,190","5,100","1,085","3,645","3,515",135,"2,545","1,590",955
475109023,4709023,47,51,9,23,Insinger No. 275,265,220,40,170,165,5,90,60,35
475109029,4709029,47,51,9,29,Good Lake No. 274,285,235,55,165,165,0,120,70,50
475109033,4709033,47,51,9,33,Sliding Hills No. 273,280,230,50,165,155,10,115,75,35
475109037,4709037,47,51,9,37,Cote No. 271,220,190,30,145,140,5,75,50,30
475109042,4709042,47,51,9,42,St. Philips No. 301,170,140,30,100,100,5,65,40,25
475109046,4709046,47,51,9,46,Keys No. 303,200,170,25,125,120,0,75,50,25
475109049,4709049,47,51,9,49,Buchanan No. 304,245,200,40,145,140,5,100,60,40
475109054,4709054,47,51,9,54,Invermay No. 305,240,190,50,145,140,5,95,50,40
475109060,4709060,47,51,9,60,Hazel Dell No. 335,315,245,70,165,160,5,150,85,60
475109062,4709062,47,51,9,62,Preeceville No. 334,490,380,115,255,240,15,240,140,105
475109067,4709067,47,51,9,67,Clayton No. 333,405,330,75,235,225,10,170,110,60
475109075,4709075,47,51,9,75,Livingston No. 331,195,170,30,120,120,5,75,55,25
475110026,4710026,47,51,10,26,Kutawa No. 278,145,120,25,75,75,0,65,40,25
475110031,4710031,47,51,10,31,Emerald No. 277,290,230,55,170,160,10,125,75,45
475110036,4710036,47,51,10,36,Foam Lake No. 276,415,335,75,255,245,15,155,90,65
475110041,4710041,47,51,10,41,Elfros No. 307,230,200,35,140,135,0,90,60,35
475110046,4710046,47,51,10,46,Big Quill No. 308,270,230,40,160,155,5,105,75,30
475110061,4710061,47,51,10,61,Lakeside No. 338,170,145,20,110,105,0,60,40,20
475110066,4710066,47,51,10,66,Lakeview No. 337,220,185,35,120,120,5,100,65,30
475110071,4710071,47,51,10,71,Sasman No. 336,340,290,50,210,200,5,135,85,45
475114021,4714021,47,51,14,21,Kelvington No. 366,255,205,55,150,145,5,105,60,45
475114023,4714023,47,51,14,23,Ponass Lake No. 367,310,255,50,180,175,5,130,80,45
475114026,4714026,47,51,14,26,Spalding No. 368,260,215,40,150,145,10,105,70,40
476000000,4700000,47,60,0,0,Agricultural Region 6A - RÇgion agricole 6A,"4,950","3,980",965,"2,730","2,635",95,"2,220","1,340",875
476006053,4706053,47,60,6,53,Lumsden No. 189,380,285,95,165,160,10,215,125,90
476006059,4706059,47,60,6,59,Dufferin No. 190,240,195,45,135,130,0,105,70,40
476006063,4706063,47,60,6,63,Sarnia No. 221,220,180,35,145,135,10,75,45,30
476006070,4706070,47,60,6,70,Longlaketon No. 219,385,310,70,220,215,0,165,95,70
476006071,4706071,47,60,6,71,McKillop No. 220,210,165,45,115,105,5,95,60,40
476007091,4707091,47,60,7,91,Craik No. 222,165,135,30,105,100,0,60,30,25
476010021,4710021,47,60,10,21,Mount Hope No. 279,305,240,65,155,150,5,150,90,60
476010052,4710052,47,60,10,52,Prairie Rose No. 309,185,150,35,90,90,5,95,60,35
476010056,4710056,47,60,10,56,Leroy No. 339,275,230,45,155,150,0,120,75,45
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,245,205,40,140,135,5,100,65,35
476011006,4711006,47,60,11,6,Big Arm No. 251,150,125,20,95,95,5,55,35,20
476011011,4711011,47,60,11,11,Arm River No. 252,145,115,25,90,85,0,55,30,25
476011034,4711034,47,60,11,34,McCraney No. 282,220,185,35,140,135,10,80,50,30
476011039,4711039,47,60,11,39,Wood Creek No. 281,170,140,25,100,90,5,75,50,25
476011042,4711042,47,60,11,42,Wreford No. 280,140,110,30,80,75,5,55,35,25
476011046,4711046,47,60,11,46,Usborne No. 310,215,170,50,110,110,5,105,65,40
476011052,4711052,47,60,11,52,Morris No. 312,220,175,45,125,125,5,90,50,40
476011059,4711059,47,60,11,59,Lost River No. 313,145,115,25,80,80,5,65,40,20
476011069,4711069,47,60,11,69,Blucher No. 343,305,220,80,140,125,15,165,95,70
476011076,4711076,47,60,11,76,Colonsay No. 342,180,145,35,110,105,5,75,45,30
476011091,4711091,47,60,11,91,Viscount No. 341,225,175,45,110,105,0,115,70,45
476011096,4711096,47,60,11,96,Wolverine No. 340,235,200,40,130,130,5,105,70,40
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"5,225","3,970","1,255","2,550","2,385",170,"2,675","1,590","1,085"
476107076,4707076,47,61,7,76,Huron No. 223,105,85,20,60,60,0,45,25,20
476111016,4711016,47,61,11,16,Willner No. 253,160,135,25,105,100,5,55,35,20
476111018,4711018,47,61,11,18,Loreburn No. 254,275,230,40,175,170,10,95,65,35
476111026,4711026,47,61,11,26,Rudy No. 284,250,195,50,120,115,10,125,85,45
476111031,4711031,47,61,11,31,Rosedale No. 283,230,180,45,125,120,5,100,60,45
476111061,4711061,47,61,11,61,Dundurn No. 314,145,110,35,65,60,5,80,50,30
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,530","1,090",440,605,545,60,925,540,385
476112011,4712011,47,61,12,11,Milden No. 286,205,150,55,105,95,10,100,55,40
476112020,4712020,47,61,12,20,Fertile Valley No. 285,265,215,50,175,160,15,90,55,35
476112026,4712026,47,61,12,26,Montrose No. 315,205,155,50,95,90,5,105,65,45
476112029,4712029,47,61,12,29,Harris No. 316,175,125,45,95,85,10,80,45,40
476112050,4712050,47,61,12,50,Perdue No. 346,205,150,55,100,90,5,110,60,50
476112054,4712054,47,61,12,54,Vanscoy No. 345,455,335,120,190,170,20,270,170,100
476112064,4712064,47,61,12,64,Eagle Creek No. 376,200,155,45,95,90,10,105,65,35
476115026,4715026,47,61,15,26,Laird No. 404,365,290,70,215,210,5,150,85,65
476115031,4715031,47,61,15,31,Rosthern No. 403,470,365,105,230,220,10,240,145,95
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,900","2,220",680,"1,480","1,370",110,"1,420",850,570
477008065,4708065,47,70,8,65,Chesterfield No. 261,295,235,60,155,145,10,145,90,55
477008071,4708071,47,70,8,71,Newcombe No. 260,180,135,45,95,85,15,85,55,30
477008074,4708074,47,70,8,74,Snipe Lake No. 259,395,290,105,160,145,15,235,150,90
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,170,135,35,90,85,5,80,50,30
477012004,4712004,47,70,12,4,St. Andrews No. 287,285,210,75,135,120,15,150,90,60
477012034,4712034,47,70,12,34,Marriott No. 317,205,155,50,100,95,5,105,60,45
477012038,4712038,47,70,12,38,Mountain View No. 318,215,165,50,105,100,5,105,65,45
477013006,4713006,47,70,13,6,Kindersley No. 290,460,350,105,260,240,20,200,115,85
477013011,4713011,47,70,13,11,Milton No. 292,120,95,25,70,70,5,45,30,20
477013016,4713016,47,70,13,16,Antelope Park No. 322,80,65,15,50,50,0,35,20,10
477013019,4713019,47,70,13,19,Prairiedale No. 321,95,80,15,65,60,0,30,20,15
477013024,4713024,47,70,13,24,Oakdale No. 320,175,140,35,105,95,5,75,45,30
477013028,4713028,47,70,13,28,Winslow No. 319,220,165,60,100,90,10,120,70,50
477100000,4700000,47,71,0,0,Agricultural Region 7B - RÇgion agricole 7B,"2,905","2,385",520,"1,665","1,600",65,"1,235",785,450
477112042,4712042,47,71,12,42,Biggar No. 347,365,275,90,185,170,10,175,100,75
477112069,4712069,47,71,12,69,Glenside No. 377,160,125,35,80,75,5,80,50,30
477112072,4712072,47,71,12,72,Rosemount No. 378,105,85,20,55,55,5,50,30,20
477112076,4712076,47,71,12,76,Prairie No. 408,230,185,45,135,130,5,95,55,40
477113032,4713032,47,71,13,32,Grandview No. 349,190,150,40,100,90,5,95,60,35
477113038,4713038,47,71,13,38,Mariposa No. 350,135,105,25,85,80,5,50,25,20
477113041,4713041,47,71,13,41,Progress No. 351,205,170,35,115,110,5,90,55,35
477113046,4713046,47,71,13,46,Heart's Hill No. 352,165,140,25,95,95,5,65,40,20
477113049,4713049,47,71,13,49,Eye Hill No. 382,250,215,30,145,140,0,100,70,30
477113056,4713056,47,71,13,56,Grass Lake No. 381,240,205,35,140,135,5,100,65,35
477113059,4713059,47,71,13,59,Tramping Lake No. 380,150,125,25,100,95,0,45,30,20
477113064,4713064,47,71,13,64,Reford No. 379,200,170,30,125,120,5,75,50,25
477113068,4713068,47,71,13,68,Buffalo No. 409,205,175,30,130,120,5,80,55,25
477113072,4713072,47,71,13,72,Round Valley No. 410,195,155,35,100,95,5,90,60,30
477113076,4713076,47,71,13,76,Senlac No. 411,125,100,20,75,75,5,45,30,15
478000000,4700000,47,80,0,0,Agricultural Region 8A - RÇgion agricole 8A,"3,950","3,190",760,"2,210","2,110",100,"1,745","1,080",660
478014001,4714001,47,80,14,1,Hudson Bay No. 394,355,290,70,220,210,10,135,75,60
478014006,4714006,47,80,14,6,Porcupine No. 395,440,360,80,255,245,5,185,115,70
478014034,4714034,47,80,14,34,Barrier Valley No. 397,230,185,45,120,115,5,110,75,35
478014035,4714035,47,80,14,35,Pleasantdale No. 398,240,200,40,150,145,5,95,55,35
478014038,4714038,47,80,14,38,Bjorkdale No. 426,405,315,90,210,195,15,195,120,75
478014043,4714043,47,80,14,43,Tisdale No. 427,280,225,55,150,145,5,130,80,50
478014047,4714047,47,80,14,47,Star City No. 428,310,245,65,160,155,10,145,90,55
478014053,4714053,47,80,14,53,Willow Creek No. 458,345,265,80,180,170,10,165,95,65
478014056,4714056,47,80,14,56,Connaught No. 457,290,240,50,160,155,5,130,85,45
478014059,4714059,47,80,14,59,Arborfield No. 456,235,200,40,130,125,5,110,80,30
478014067,4714067,47,80,14,67,Moose Range No. 486,450,375,80,270,260,10,185,115,70
478014072,4714072,47,80,14,72,Nipawin No. 487,360,290,75,200,195,15,160,95,65
478100000,4700000,47,81,0,0,Agricultural Region 8B - RÇgion agricole 8B,"4,035","3,290",740,"2,260","2,180",85,"1,770","1,110",655
478115001,4715001,47,81,15,1,St. Peter No. 369,345,285,55,190,190,5,150,95,55
478115007,4715007,47,81,15,7,Humboldt No. 370,335,265,70,175,165,5,160,100,60
478115011,4715011,47,81,15,11,Bayne No. 371,295,245,55,200,190,10,100,60,40
478115014,4715014,47,81,15,14,Grant No. 372,260,205,50,140,135,5,115,75,45
478115018,4715018,47,81,15,18,Aberdeen No. 373,265,205,65,130,120,5,145,85,55
478115036,4715036,47,81,15,36,Fish Creek No. 402,210,180,35,120,115,5,90,65,30
478115039,4715039,47,81,15,39,Hoodoo No. 401,320,260,60,200,185,15,125,80,50
478115044,4715044,47,81,15,44,Three Lakes No. 400,290,245,45,155,150,0,135,90,45
478115048,4715048,47,81,15,48,Lake Lenore No. 399,195,160,35,100,100,5,90,60,30
478115051,4715051,47,81,15,51,Flett's Springs No. 429,310,250,60,160,155,0,150,95,55
478115054,4715054,47,81,15,54,Invergordon No. 430,285,240,45,170,165,10,115,75,35
478115057,4715057,47,81,15,57,St. Louis No. 431,345,275,75,200,190,10,145,85,65
478115067,4715067,47,81,15,67,Birch Hills No. 460,260,210,45,140,135,5,120,80,45
478115071,4715071,47,81,15,71,Kinistino No. 459,310,260,50,185,180,5,125,80,45
479000000,4700000,47,90,0,0,Agricultural Region 9A - RÇgion agricole 9A,"6,340","5,160","1,185","3,635","3,450",185,"2,710","1,710","1,005"
479014077,4714077,47,90,14,77,Torch River No. 488,655,525,135,400,375,25,265,150,110
479015061,4715061,47,90,15,61,Duck Lake No. 463,240,195,45,135,130,5,105,65,40
479015064,4715064,47,90,15,64,Prince Albert No. 461,505,405,100,305,285,20,200,120,80
479015079,4715079,47,90,15,79,Garden River No. 490,245,210,30,150,145,5,95,70,25
479015094,4715094,47,90,15,94,Buckland No. 491,350,270,80,185,165,15,165,105,65
479015099,4715099,47,90,15,99,Paddockwood No. 520,250,205,50,145,140,10,105,65,40
479016005,4716005,47,90,16,5,Mayfield No. 406,195,155,35,95,90,5,100,65,35
479016008,4716008,47,90,16,8,Great Bend No. 405,240,190,50,125,120,5,115,70,45
479016013,4716013,47,90,16,13,Blaine Lake No. 434,210,170,40,110,105,5,100,65,35
479016018,4716018,47,90,16,18,Redberry No. 435,260,225,35,170,170,0,90,55,30
479016023,4716023,47,90,16,23,Douglas No. 436,220,190,35,130,125,5,90,60,30
479016028,4716028,47,90,16,28,North Battleford No. 437,275,235,40,180,175,10,95,60,35
479016033,4716033,47,90,16,33,Round Hill No. 467,185,155,30,125,120,0,60,35,25
479016038,4716038,47,90,16,38,Meeting Lake No. 466,205,155,40,95,90,10,105,65,35
479016041,4716041,47,90,16,41,Leask No. 464,340,270,65,180,175,5,160,95,60
479016046,4716046,47,90,16,46,Shellbrook No. 493,405,330,80,210,200,15,195,135,65
479016051,4716051,47,90,16,51,Canwood No. 494,550,455,95,325,305,15,230,150,80
479016056,4716056,47,90,16,56,Spiritwood No. 496,535,435,100,295,275,20,240,165,80
479016062,4716062,47,90,16,62,Medstead No. 497,225,180,40,125,120,0,105,60,45
479016075,4716075,47,90,16,75,Big River No. 555,250,200,50,145,145,10,105,60,40
479100000,4700000,47,91,0,0,Agricultural Region 9B - RÇgion agricole 9B,"4,300","3,430",870,"2,205","2,095",105,"2,095","1,330",760
479112078,4712078,47,91,12,78,Battle River No. 438,220,175,45,105,105,5,115,70,40
479113079,4713079,47,91,13,79,Manitou Lake No. 442,205,165,40,95,90,5,110,75,35
479113092,4713092,47,91,13,92,Hillsdale No. 440,215,165,50,110,105,10,95,65,35
479113096,4713096,47,91,13,96,Cut Knife No. 439,165,140,25,90,85,5,75,55,20
479117001,4717001,47,91,17,1,Meota No. 468,210,170,40,120,115,5,90,55,35
479117008,4717008,47,91,17,8,Turtle River No. 469,170,135,35,80,85,5,85,50,30
479117013,4717013,47,91,17,13,Paynton No. 470,115,85,25,55,50,5,60,40,25
479117017,4717017,47,91,17,17,Eldon No. 471,260,205,60,110,100,5,155,100,50
479117022,4717022,47,91,17,22,Wilton No. 472,355,280,80,165,160,5,185,115,70
479117028,4717028,47,91,17,28,Britannia No. 502,330,260,70,180,170,10,150,90,55
479117032,4717032,47,91,17,32,Frenchman Butte No. 501,360,290,70,185,175,10,175,115,60
479117045,4717045,47,91,17,45,Mervin No. 499,390,305,85,195,185,10,190,115,75
479117047,4717047,47,91,17,47,Parkdale No. 498,215,180,35,120,120,0,90,55,35
479117054,4717054,47,91,17,54,Meadow Lake No. 588,555,425,130,285,265,20,275,160,110
479117056,4717056,47,91,17,56,Loon Lake No. 561,270,225,45,160,150,5,110,75,40
479117062,4717062,47,91,17,62,Beaver River No. 622,275,225,50,140,135,5,130,90,40
480000000,4800000,48,0,0,0,Alberta,"82,455","60,585","21,875","35,435","33,110","2,325","47,020","27,470","19,545"
481000000,4800000,48,10,0,0,Agricultural Region 1 - RÇgion agricole 1,"4,575","3,535","1,035","2,160","2,055",105,"2,415","1,485",930
481001000,4801000,48,10,1,0,Division No.  1,"2,450","1,890",560,"1,145","1,095",55,"1,305",795,505
481001003,4801003,48,10,1,3,Cypress No. 1,"1,455","1,085",375,615,585,30,840,500,345
481001008,4801008,48,10,1,8,Forty Mile County No. 8,995,810,185,530,510,20,465,300,160
481004000,4804000,48,10,4,0,Division No.  4,"2,125","1,645",480,"1,010",960,50,"1,110",685,425
481004004,4804004,48,10,4,4,Special Area No. 2,820,615,210,370,345,20,455,265,190
481004012,4804012,48,10,4,12,Special Area No. 3,795,630,165,400,380,20,395,245,145
481004020,4804020,48,10,4,20,Special Area No. 4,505,405,105,240,230,10,265,175,90
482000000,4800000,48,20,0,0,Agricultural Region 2 - RÇgion agricole 2,"9,605","7,300","2,305","4,195","3,955",240,"5,415","3,345","2,070"
482002000,4802000,48,20,2,0,Division No.  2,"5,150","3,970","1,180","2,350","2,220",125,"2,800","1,750","1,050"
482002001,4802001,48,20,2,1,Warner County No. 5,800,640,165,415,395,20,385,240,140
482002011,4802011,48,20,2,11,Lethbridge County No. 26,"1,670","1,335",340,760,725,35,910,605,310
482002021,4802021,48,20,2,21,Taber No. 14,"1,280","1,005",270,610,575,35,670,430,240
482002031,4802031,48,20,2,31,Newell County No. 4,"1,395",995,400,565,525,45,830,470,365
482005000,4805000,48,20,5,0,Division No.  5,"4,460","3,330","1,130","1,845","1,730",115,"2,615","1,600","1,015"
482005001,4805001,48,20,5,1,Vulcan County No. 2,"1,080",845,230,510,485,20,570,360,210
482005012,4805012,48,20,5,12,Wheatland County No. 16,"1,420","1,000",425,525,480,50,890,520,375
482005031,4805031,48,20,5,31,Starland No. 47,645,470,175,245,230,20,395,240,155
482005041,4805041,48,20,5,41,Kneehill No. 48,"1,320","1,010",305,570,540,30,750,475,275
483000000,4800000,48,30,0,0,Agricultural Region 3 - RÇgion agricole 3,"10,755","7,605","3,145","4,415","3,950",470,"6,340","3,660","2,680"
483003000,4803000,48,30,3,0,Division No.  3,"3,215","2,400",815,"1,445","1,325",120,"1,770","1,075",700
483003001,4803001,48,30,3,1,Cardston No. 6,"1,040",830,205,540,510,30,500,325,180
483003011,4803011,48,30,3,11,Pincher Creek No. 9,855,605,245,365,320,45,495,285,200
483003018,4803018,48,30,3,18,Willow Creek No. 26,"1,325",965,360,545,500,45,780,465,320
483006000,4806000,48,30,6,0,Division No.  6,"7,325","5,060","2,265","2,880","2,545",335,"4,440","2,515","1,925"
483006001,4806001,48,30,6,1,Foothills No. 31,"1,985","1,365",620,815,715,105,"1,170",650,515
483006014,4806014,48,30,6,14,Rocky View No. 44,"2,315","1,605",710,930,810,115,"1,385",790,590
483006016,4806016,48,30,6,16,Calgary,150,110,40,100,85,15,50,25,20
483006028,4806028,48,30,6,28,Mountain View County No. 17,"2,870","1,985",890,"1,040",940,100,"1,835","1,045",795
483015000,4815000,48,30,15,0,Division No. 15,215,150,70,95,80,15,125,70,50
483015015,4815015,48,30,15,15,Bighorn No. 8,120,90,35,60,50,10,65,35,25
483015045,4815045,48,30,15,45,Ranchland No. 66,100,65,35,30,25,10,70,40,30
484000000,4800000,48,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"4,935","3,815","1,120","2,335","2,230",105,"2,600","1,585","1,015"
484007000,4807000,48,40,7,0,Division No.  7,"4,935","3,820","1,120","2,335","2,230",100,"2,600","1,585","1,015"
484007001,4807001,48,40,7,1,Provost No. 52,745,610,135,380,365,15,360,240,120
484007011,4807011,48,40,7,11,Paintearth County No. 18,720,570,150,365,355,10,355,210,140
484007019,4807019,48,40,7,19,Stettler County No. 6,"1,280",955,325,560,530,30,720,425,290
484007031,4807031,48,40,7,31,Flagstaff County No. 29,"1,325","1,025",300,625,605,20,695,420,275
484007049,4807049,48,40,7,49,Wainwright No. 61,875,665,210,400,375,30,475,295,185
484100000,4800000,48,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"8,880","6,830","2,050","4,275","4,090",185,"4,600","2,740","1,860"
484110000,4810000,48,41,10,0,Division No. 10,"8,880","6,835","2,045","4,275","4,090",185,"4,605","2,745","1,860"
484110001,4810001,48,41,10,1,Camrose County No. 22,"2,025","1,490",530,860,830,35,"1,155",660,495
484110016,4810016,48,41,10,16,Beaver County No. 9,"1,410","1,075",335,650,620,30,750,450,300
484110026,4810026,48,41,10,26,Minburn County No. 27,"1,105",870,235,565,550,20,545,325,215
484110036,4810036,48,41,10,36,Vermilion River County No. 24,"1,880","1,455",425,915,865,50,960,585,375
484110048,4810048,48,41,10,48,Two Hills County No. 21,975,790,180,545,530,15,425,260,165
484110058,4810058,48,41,10,58,Lamont County No. 30,"1,495","1,155",340,730,690,40,765,465,300
485000000,4800000,48,50,0,0,Agricultural Region 5 - RÇgion agricole 5,"19,755","13,980","5,775","7,770","7,145",625,"11,980","6,830","5,150"
485008000,4808000,48,50,8,0,Division No.  8,"7,085","5,050","2,040","2,835","2,630",205,"4,255","2,415","1,840"
485008001,4808001,48,50,8,1,Red Deer County No. 23,"2,925","2,095",830,"1,135","1,060",75,"1,785","1,030",755
485008022,4808022,48,50,8,22,Lacombe County,"2,105","1,495",610,850,790,60,"1,255",700,555
485008038,4808038,48,50,8,38,Ponoka County No. 3,"2,060","1,465",600,845,775,70,"1,215",685,530
485009000,4809000,48,50,9,0,Division No.  9,"2,060","1,375",680,715,640,80,"1,340",735,605
485009002,4809002,48,50,9,2,Clearwater No. 99,"2,060","1,375",680,720,640,80,"1,340",735,605
485011000,4811000,48,50,11,0,Division No. 11,"10,605","7,555","3,055","4,220","3,880",345,"6,385","3,675","2,710"
485011001,4811001,48,50,11,1,Wetaskiwin County No. 10,"2,060","1,465",595,790,745,40,"1,275",720,555
485011012,4811012,48,50,11,12,Leduc County No. 25,"2,505","1,795",710,950,890,65,"1,550",905,645
485011032,4811032,48,50,11,32,Brazeau No. 77,"1,025",680,345,380,340,35,645,340,305
485011034,4811034,48,50,11,34,Parkland County,"1,705","1,215",485,705,630,75,"1,000",595,410
485011052,4811052,48,50,11,52,Strathcona County,"1,350",945,405,545,495,55,805,450,355
485011059,4811059,48,50,11,59,Sturgeon No. 90,"1,650","1,210",445,700,640,60,950,570,380
485011061,4811061,48,50,11,61,Edmonton,310,240,65,155,145,10,160,100,55
486000000,4800000,48,60,0,0,Agricultural Region 6 - RÇgion agricole 6,"13,385","9,580","3,810","5,335","4,965",370,"8,055","4,615","3,435"
486012000,4812000,48,60,12,0,Division No. 12,"4,100","3,030","1,070","1,785","1,690",95,"2,315","1,340",975
486012004,4812004,48,60,12,4,Bonnyville No. 87,"1,895","1,380",515,805,760,45,"1,090",625,470
