AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,26,"1,962,343",11,"28,570",9,x,2,x,8,"46,959",4,"37,977",4,"8,982",24,"154,774",18,"75,362",22,"79,412",26,"189,944",26,"73,789",22,"116,155",21,"455,386",20,"261,652",16,"74,437",17,"119,297",16,"93,509",9,"5,111",13,"396,895",13,x,11,"166,274",8,x,11,x,16,x,17,"260,135",24,x,25,"61,229",10,x,24,"68,333",25,"128,808",8,150,2,x,6,x
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,51,"5,678,917",14,"42,432",11,"35,332",3,"7,100",21,"501,794",10,"164,938",17,"336,856",51,"240,168",21,"113,899",47,"126,269",47,"482,462",46,"169,791",43,"312,671",40,"816,003",30,"256,702",27,"88,064",33,"471,237",31,"458,262",19,"48,434",28,"2,154,726",27,"1,332,910",26,"1,142,583",13,"699,799",21,"122,017",26,x,30,"424,210",39,x,45,"114,416",7,"35,239",43,"167,110",43,"306,107",21,"1,223",9,885,19,338
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,80,"8,491,208",28,"127,601",27,x,1,x,45,"1,269,878",27,"452,027",29,"817,851",76,"460,004",54,"262,355",70,"197,649",78,"775,806",74,"257,477",72,"518,329",70,"1,407,048",54,"726,743",59,"297,706",57,"382,599",52,"314,023",31,"88,221",37,"1,883,886",31,"1,261,137",30,"1,130,668",20,"483,883",33,"138,866",42,"319,380",58,"780,145",70,"82,305",74,"226,410",24,"97,851",66,"215,741",72,"756,932",45,"2,815",23,"1,381",33,"1,434"
241356000,2456000,24,13,56,0,Le Haut-Richelieu,717,"122,359,164",245,"2,238,189",235,"2,116,763",13,"121,426",392,"12,428,870",236,"5,480,547",272,"6,948,323",687,"7,106,289",459,"4,353,205",645,"2,753,084",670,"8,950,495",652,"3,171,460",638,"5,779,035",610,"18,098,394",569,"10,220,953",527,"2,915,730",539,"4,961,711",527,"4,350,374",262,"573,335",433,"42,372,942",412,"19,858,145",404,"17,815,761",281,"17,990,040",408,"4,524,757",459,"4,170,195",548,"10,743,028",635,"572,586",664,"2,509,110",293,"1,913,685",578,"4,248,516",648,"6,433,530",392,"29,311",208,"21,520",268,"7,791"
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,37,"3,708,510",15,"50,981",14,x,2,x,16,"532,987",11,"281,739",13,"251,248",36,"243,317",21,"128,166",33,"115,151",35,"355,777",35,"131,045",33,"224,732",32,"661,650",30,"388,984",24,"106,441",24,"166,225",23,"126,813",17,"10,816",26,"790,185",25,"500,073",25,"457,785",18,"158,515",25,"131,597",24,"208,821",22,"345,833",34,"30,703",34,"98,972",10,"46,991",32,"121,435",34,"210,042",16,"1,138",11,867,12,271
241356015,2456015,24,13,56,15,Noyan,27,"6,465,828",11,"73,749",11,"73,749",0,0,15,"849,538",7,"302,760",14,"546,778",25,"324,634",17,"183,416",25,"141,218",26,"665,849",26,"204,203",26,"461,646",24,"1,131,660",23,"550,013",22,"155,539",24,"426,108",23,"360,515",11,"50,323",25,"1,461,527",25,"680,517",25,"619,391",16,"567,681",25,"213,329",16,"175,946",23,"770,625",25,"33,566",24,"156,174",13,"173,125",21,"147,455",25,"451,657",15,"1,683",13,"1,097",8,586
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,37,"2,904,717",10,"39,172",9,x,1,x,16,"246,162",10,"87,534",10,"158,628",35,"262,827",22,"160,689",35,"102,138",36,"304,887",35,"111,159",35,"193,728",33,"571,679",29,"328,940",28,"101,007",28,"141,732",28,"132,290",12,"17,884",16,"607,148",15,"344,685",13,"199,894",8,x,16,x,21,"108,462",25,"323,805",33,"23,109",35,"70,422",19,"48,004",29,"96,834",31,"184,322",16,612,7,368,11,244
241356030,2456030,24,13,56,30,Saint-Valentin,29,"3,791,240",9,"77,126",9,"77,126",0,0,18,"366,078",14,"278,981",9,"87,097",29,"270,433",18,"140,786",28,"129,647",28,"483,216",27,"163,456",27,"319,760",28,"851,938",27,"531,544",25,"117,661",25,"202,733",25,"175,567",15,"14,831",19,"662,766",18,"348,220",18,"300,009",12,"161,147",19,"153,399",22,"137,343",24,"421,312",27,"26,669",26,"88,307",11,"83,565",26,"137,206",25,"170,450",18,"1,294",10,"1,042",13,252
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,"3,540,743",9,"128,370",8,x,1,x,13,"393,597",8,"321,186",8,"72,411",19,"208,935",14,"117,233",17,"91,702",19,"357,488",19,"127,044",18,"230,444",18,"645,812",18,"368,006",16,"117,989",14,"159,817",13,"154,817",9,"6,157",14,"759,010",14,"339,638",14,"309,207",11,"348,239",14,"71,133",13,"99,791",16,"498,460",18,"18,484",18,"80,173",9,"63,858",14,"95,534",19,"185,074",13,"1,029",7,842,8,187
241356045,2456045,24,13,56,45,Henryville,61,"7,007,325",16,"72,448",16,"72,448",0,0,33,"583,211",21,"384,732",22,"198,479",60,"434,139",43,"225,969",56,"208,170",57,"745,623",53,"201,219",56,"544,404",51,"1,284,324",49,"788,230",44,"187,014",44,"309,080",44,"269,216",22,"27,143",46,"1,177,619",44,"663,028",44,"522,234",28,"271,199",45,"243,392",37,"306,083",49,"1,117,821",55,"44,579",57,"188,676",25,"110,079",55,"315,317",55,"600,263",33,"1,548",14,"1,072",26,476
241356050,2456050,24,13,56,50,Saint-SÇbastien,58,"9,128,361",18,"144,315",16,x,2,x,35,"653,717",18,"345,899",26,"307,818",53,"566,018",33,"274,976",51,"291,042",55,"813,060",54,"302,166",54,"510,894",54,"1,769,433",49,"1,069,522",44,"269,734",47,"430,177",45,"388,056",21,"23,973",33,"2,530,037",33,"1,780,539",33,"1,709,620",22,"546,328",30,"203,170",39,"308,335",50,"925,053",57,"45,882",56,"221,657",29,"188,115",49,"348,740",52,"590,026",35,"1,850",14,"1,327",27,523
241356055,2456055,24,13,56,55,Saint-Alexandre,74,"10,306,815",21,"136,840",20,x,2,x,48,"1,451,923",33,"794,326",32,"657,597",69,"507,286",52,"249,944",66,"257,342",68,"850,873",66,"291,002",65,"559,871",65,"1,552,458",63,"910,387",59,"253,650",58,"388,421",58,"368,647",26,"102,886",56,"2,238,228",52,"1,404,838",52,"1,269,994",33,"393,812",53,"439,578",54,"529,678",59,"1,321,114",72,"74,457",74,"349,158",26,"174,752",62,"452,007",69,"565,155",48,"4,028",33,"3,302",27,726
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,"7,649,503",13,"104,922",11,x,2,x,27,"667,383",20,"390,919",15,"276,464",38,"373,721",30,"223,563",32,"150,158",35,"516,666",35,"172,390",33,"344,276",32,"958,670",30,"509,706",27,"140,026",29,"308,938",29,"296,494",13,"13,489",30,"3,360,107",28,"1,209,644",28,"1,067,817",20,"1,882,929",30,"267,534",27,"191,236",33,"603,321",38,"33,777",39,"175,673",17,"77,823",35,"264,829",34,"307,886",27,"1,708",15,"1,120",15,588
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,"5,674,973",18,"170,905",18,"170,905",0,0,25,"687,723",16,"404,479",17,"283,244",40,"346,226",30,"222,454",36,"123,772",41,"532,142",40,"203,942",36,"328,200",37,"1,338,055",34,"788,613",31,"218,237",32,"331,205",32,"271,928",13,"14,074",23,"929,558",20,"461,738",19,"359,225",13,"302,156",20,"165,664",28,"191,784",34,"721,750",34,"24,153",36,"139,861",20,"96,829",32,"127,148",36,"354,765",25,"1,547",15,"1,148",18,399
241356070,2456070,24,13,56,70,L'Acadie,44,"7,039,689",25,"331,900",25,x,1,x,19,"500,172",8,"150,980",15,"349,192",42,"553,864",32,"354,398",41,"199,466",41,"712,273",40,"311,617",40,"400,656",40,"2,009,365",38,"1,152,598",37,"322,361",38,"534,406",36,"485,978",15,"23,232",17,"1,249,853",17,"321,807",16,"229,679",13,"830,740",17,"97,306",29,"294,472",29,"598,713",38,"25,700",41,"105,266",20,"139,801",34,"104,669",43,"390,409",19,"1,122",6,588,15,534
241356075,2456075,24,13,56,75,Saint-Luc,25,"1,590,565",9,"70,005",9,"70,005",0,0,10,"47,382",2,x,9,x,25,"118,856",15,"64,672",24,"54,184",23,"128,038",23,"56,226",22,"71,812",22,"611,326",21,"336,841",20,"96,153",20,"178,332",20,"153,866",4,x,4,x,4,"23,088",4,"23,088",2,x,3,x,12,"87,329",17,"202,280",20,"9,396",23,"31,283",12,"42,512",17,"34,078",22,"154,798",10,170,1,x,9,x
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,"1,479,330",12,"117,532",12,"117,532",0,0,9,"135,074",7,x,5,x,16,"133,877",12,"88,131",14,"45,746",17,"175,737",17,"61,236",17,"114,501",14,"496,263",14,"255,871",13,"93,444",13,"146,948",13,"132,552",6,x,3,x,0,0,0,0,2,x,1,x,8,"85,243",16,"126,576",14,"9,909",15,"40,875",9,"52,670",12,"20,128",16,"60,694",9,231,3,x,8,x
241356090,2456090,24,13,56,90,Saint-Athanase,47,"5,214,294",17,"70,477",16,x,1,x,29,"528,432",11,"222,566",24,"305,866",45,"275,385",21,"98,795",41,"176,590",45,"552,956",44,"208,609",43,"344,347",41,"1,195,959",35,"684,349",30,"185,926",36,"325,684",36,"262,334",16,"29,150",25,"1,102,328",25,"581,144",24,"400,878",14,"404,694",24,"116,490",28,"163,469",30,"511,770",35,"46,922",42,"135,593",18,"145,973",31,"125,644",40,"330,236",29,"1,467",13,676,24,791
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,87,"31,217,538",21,"469,257",21,"469,257",0,0,45,"3,424,390",23,"722,953",33,"2,701,437",84,"1,571,583",49,"1,153,340",80,"418,243",79,"903,705",76,"326,972",74,"576,733",62,"1,332,970",57,"710,514",55,"302,728",58,"319,728",54,"293,963",37,"43,095",45,"18,284,692",44,"8,650,375",42,"8,488,771",34,"7,632,285",39,"2,002,032",50,"693,488",65,"1,139,709",71,"74,339",79,"360,168",29,"339,150",70,"1,321,515",78,"1,259,477",45,"7,117",23,"5,766",32,"1,351"
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,73,"15,639,733",21,"180,190",20,x,1,x,34,"1,361,101",27,"683,220",20,"677,881",71,"915,188",50,"666,673",66,"248,515",65,"852,205",62,"299,174",59,"553,031",57,"1,686,832",52,"846,835",52,"247,820",49,"592,177",48,"477,337",25,"171,686",51,"7,166,446",48,"2,548,811",47,"1,858,169",35,"4,279,881",47,"337,754",51,"588,715",56,"1,114,886",64,"50,941",65,"266,852",26,"130,438",59,"535,977",69,"618,276",34,"2,767",23,"2,141",15,626
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,429,"42,784,509",147,"1,226,507",144,"1,180,553",6,"45,954",191,"5,603,094",117,"2,428,617",136,"3,174,477",413,"2,522,173",241,"1,287,558",384,"1,234,615",405,"4,134,133",387,"1,494,055",369,"2,640,078",368,"9,712,583",314,"3,768,297",311,"1,858,542",304,"4,085,744",291,"3,914,356",160,"424,530",202,"5,719,740",188,"3,426,728",178,"3,023,276",114,"1,473,838",177,"819,174",253,"2,566,322",286,"3,788,604",361,"364,513",380,"1,017,151",129,"551,941",339,"1,413,560",365,"3,739,658",191,"11,808",103,"8,475",130,"3,333"
241357010,2457010,24,13,57,10,Carignan,43,"3,383,466",19,"242,346",18,x,2,x,21,"495,073",9,"200,209",16,"294,864",42,"272,756",23,"151,265",36,"121,491",41,"312,904",38,"122,019",37,"190,885",34,"777,884",30,"371,666",21,"113,922",28,"292,296",24,"282,961",10,x,22,"217,137",19,"102,803",18,"73,992",12,x,18,x,22,"292,514",20,"272,116",34,x,38,"65,825",11,"28,150",30,"78,248",37,"289,620",21,"1,359",12,888,14,471
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,"5,270,780",11,"199,478",11,"199,478",0,0,7,"1,480,339",4,"323,765",6,"1,156,574",27,"255,744",10,"133,981",26,"121,763",28,"595,678",28,"204,626",24,"391,052",21,"844,967",19,"330,839",18,"257,315",19,"256,813",16,"210,442",10,x,10,"291,723",8,"93,724",7,"66,237",5,x,5,x,12,"199,850",17,"612,568",24,x,26,"138,305",6,"94,795",20,"108,149",17,"255,613",7,"1,404",5,"1,229",4,175
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,48,"4,621,896",12,"148,367",12,"148,367",0,0,27,"1,234,811",16,"492,692",23,"742,119",46,"189,135",13,"74,351",45,"114,784",46,"307,585",42,"107,474",43,"200,111",45,"748,407",25,"141,604",40,"161,441",28,"445,362",26,"440,954",25,"146,478",13,"485,114",12,"360,054",11,"314,744",6,"70,855",9,"54,205",18,"213,752",24,"225,315",36,"37,024",38,"118,498",11,"19,050",31,"151,387",39,"596,973",27,"2,233",11,984,22,"1,249"
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,53,"4,387,521",21,"122,480",21,"122,480",0,0,27,"305,651",11,"127,713",19,"177,938",48,"249,965",26,"114,240",43,"135,725",46,"362,188",43,"143,566",39,"218,622",43,"672,790",35,"307,954",33,"134,342",34,"230,494",34,"195,345",22,"39,836",19,"718,212",19,"484,334",16,"453,396",7,"132,829",17,"101,049",32,"276,142",35,"386,170",43,"40,571",45,"97,516",26,"102,032",43,"131,163",44,"882,805",27,"1,118",13,866,18,252
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,56,"6,168,416",22,"139,802",22,x,1,x,25,"547,079",15,"247,007",19,"300,072",53,"387,374",33,"177,572",49,"209,802",52,"594,904",51,"211,872",46,"383,032",47,"1,468,321",44,"694,739",38,"309,603",43,"463,979",41,"424,963",23,"18,031",36,"1,069,445",31,"603,437",31,"518,802",22,"238,115",34,"227,893",37,"246,028",44,"700,603",48,"57,937",51,"162,473",14,"39,055",46,"241,157",47,"496,207",25,"1,521",12,"1,226",17,295
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,58,"4,396,720",23,"89,031",23,x,1,x,23,"339,911",16,"183,935",17,"155,976",58,"321,436",38,"163,261",54,"158,175",56,"537,893",53,"185,433",52,"352,460",50,"934,056",46,"540,195",46,"156,063",43,"237,798",43,"227,728",20,"34,334",26,"709,495",25,"366,739",25,"297,661",19,"231,650",26,"111,106",36,"276,403",44,"513,037",48,"32,186",53,"118,343",17,"47,738",49,"155,180",52,"287,677",23,819,10,563,17,256
241357070,2457070,24,13,57,70,Saint-Denis,74,"9,788,629",18,"222,395",17,x,1,x,34,"752,043",27,"520,277",18,"231,766",72,"493,844",56,"285,174",67,"208,670",70,"820,729",69,"297,526",67,"523,203",70,"3,369,751",65,"994,688",66,"537,727",57,"1,837,336",56,"1,824,435",15,"10,579",33,"1,459,698",33,"890,853",33,"805,725",25,"453,476",30,"115,369",57,"822,318",56,"593,303",65,"43,621",65,"173,600",30,"203,090",64,"372,366",66,"451,292",34,"2,212",24,"1,844",19,368
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,68,"4,767,081",21,"62,608",20,x,1,x,27,"448,187",19,"333,019",18,"115,168",67,"351,919",42,"187,714",64,"164,205",66,"602,252",63,"221,539",61,"380,713",58,"896,407",50,"386,612",49,"188,129",52,"321,666",51,"307,529",35,"40,724",43,"768,916",41,"524,784",37,"492,719",18,"107,614",38,"136,518",39,"239,315",46,"485,492",63,"55,258",64,"142,591",14,"18,031",56,"175,910",63,"479,471",27,"1,142",16,875,19,267
241358000,2458000,24,13,58,0,Champlain,35,"2,057,399",10,"42,631",10,"42,631",0,0,16,"444,669",11,"233,375",11,"211,294",31,"131,566",12,"40,494",29,"91,072",32,"211,386",31,"92,914",29,"118,472",32,"429,711",26,"151,120",23,"68,176",27,"210,415",24,"159,165",18,"45,589",12,"152,888",10,"85,850",10,"83,370",5,"30,450",9,"36,588",8,"62,920",11,"162,593",22,"28,500",27,"105,366",8,"49,284",20,"57,268",26,"133,028",16,"1,038",7,520,12,518
241358020,2458020,24,13,58,20,Saint-Hubert,35,"2,057,399",10,"42,631",10,"42,631",0,0,16,"444,669",11,"233,375",11,"211,294",31,"131,566",12,"40,494",29,"91,072",32,"211,386",31,"92,914",29,"118,472",32,"429,711",26,"151,120",23,"68,176",27,"210,415",24,"159,165",18,"45,589",12,"152,888",10,"85,850",10,"83,370",5,"30,450",9,"36,588",8,"62,920",11,"162,593",22,"28,500",27,"105,366",8,"49,284",20,"57,268",26,"133,028",16,"1,038",7,520,12,518
241359000,2459000,24,13,59,0,Lajemmerais,263,"20,672,471",105,"566,729",103,"532,798",4,"33,931",109,"2,870,185",68,"1,140,480",74,"1,729,705",248,"1,346,598",140,"711,742",228,"634,856",250,"2,363,606",237,"945,242",229,"1,418,364",211,"5,364,003",192,"2,474,840",177,"951,497",178,"1,937,666",165,"1,637,951",136,"741,757",119,"1,834,028",109,"1,117,444",103,"857,504",61,"410,531",103,"306,053",133,"945,146",155,"1,648,523",196,"154,368",230,"522,414",56,"306,246",190,"729,028",214,"1,279,840",109,"5,922",50,"3,270",80,"2,652"
241359005,2459005,24,13,59,5,Boucherville,25,"2,457,367",17,"83,413",17,"83,413",0,0,12,"373,776",8,"121,906",6,"251,870",24,"150,655",14,"93,369",20,"57,286",25,"375,266",23,"143,824",24,"231,442",20,"766,952",18,"251,454",13,"117,842",17,"397,656",16,"384,195",17,"112,990",10,"118,591",8,"61,672",6,"37,619",5,"49,896",6,"7,023",11,"101,282",15,"95,050",18,"20,159",21,"40,217",6,"43,763",16,"53,953",23,"121,300",12,"1,026",5,210,9,816
241359010,2459010,24,13,59,10,Sainte-Julie,21,"1,933,440",13,"91,311",12,x,1,x,12,"267,432",9,"203,494",7,"63,938",20,"129,441",14,"60,349",17,"69,092",21,"254,426",21,"88,423",20,"166,003",17,"452,063",16,"249,173",15,"55,592",15,"147,298",15,"143,351",10,"21,073",12,"308,114",11,"191,832",10,"130,556",7,"71,758",11,"44,524",10,"46,631",11,"134,706",15,"14,257",18,"57,175",5,"11,003",15,"53,691",19,"92,117",12,565,8,442,6,123
241359015,2459015,24,13,59,15,Saint-Amable,37,"3,949,879",10,"43,463",10,"43,463",0,0,16,"938,088",9,"236,086",14,"702,002",36,"218,574",12,"110,223",31,"108,351",35,"363,344",35,"147,620",31,"215,724",30,"1,003,235",28,"490,607",28,"194,300",21,"318,328",18,"178,411",22,"435,567",7,"85,998",3,"21,000",3,"5,325",5,"53,248",3,"11,750",12,"126,036",18,"290,544",28,"30,570",32,"81,074",6,"15,936",22,"104,749",28,"212,701",16,"1,706",7,790,14,916
241359020,2459020,24,13,59,20,Varennes,48,"3,890,085",23,"158,373",23,x,1,x,27,"415,590",15,"237,446",23,"178,144",45,"277,357",33,"179,567",40,"97,790",44,"381,589",43,"139,717",39,"241,872",41,"1,024,673",39,"556,252",34,"226,692",32,"241,729",30,"213,113",24,"26,726",24,"506,037",23,"326,587",23,"300,059",11,"95,424",24,"84,026",29,"180,214",30,"316,409",36,"22,212",44,"86,062",10,"66,321",39,"194,635",36,"233,887",27,"1,019",11,689,20,330
241359025,2459025,24,13,59,25,Verchäres,72,"6,047,191",23,"141,751",22,x,2,x,27,"694,403",16,"199,693",14,"494,710",66,"375,512",37,"182,217",65,"193,295",69,"720,631",63,"322,351",62,"398,280",58,"1,656,270",54,"730,092",52,"282,797",52,"643,381",50,"576,248",37,"117,008",33,"467,331",32,"282,533",30,"217,894",15,"92,617",31,"92,181",42,"358,722",47,"541,009",55,"42,683",60,"162,825",18,"150,415",53,"194,453",57,"424,178",27,941,12,632,19,309
241359030,2459030,24,13,59,30,Calixa-LavallÇe,35,"1,405,695",13,"30,878",13,"30,878",0,0,9,"49,822",5,"43,123",6,"6,699",34,"128,533",21,"62,547",33,"65,986",33,"164,911",30,"58,967",32,"105,944",27,"307,973",23,"139,461",21,"52,797",25,"115,715",23,"108,030",13,"4,580",20,"179,207",20,"118,363",20,"97,531",11,"31,175",16,"29,669",19,"109,919",19,"142,607",24,"12,423",30,"48,898",5,"11,409",25,"76,107",29,"138,428",9,221,3,173,7,48
241359035,2459035,24,13,59,35,Contrecoeur,25,"988,814",6,"17,540",6,"17,540",0,0,6,"131,074",6,"98,732",4,"32,342",23,"66,526",9,"23,470",22,"43,056",23,"103,439",22,"44,340",21,"59,099",18,"152,837",14,"57,801",14,"21,477",16,"73,559",13,"34,604",13,"23,813",13,"168,750",12,"115,457",11,"68,520",7,"16,413",12,"36,880",10,"22,342",15,"128,198",20,"12,064",25,"46,163",6,"7,399",20,"51,440",22,"57,229",6,444,4,334,5,110
241367000,2467000,24,13,67,0,Roussillon,253,"27,797,136",103,"754,376",98,"694,533",8,"59,843",124,"5,021,837",75,"2,218,661",93,"2,803,176",244,"1,546,511",127,"738,705",228,"807,806",241,"2,761,264",235,"1,169,091",228,"1,592,173",220,"5,664,272",204,"2,758,983",197,"973,533",180,"1,931,756",173,"1,657,124",119,"1,846,132",84,"3,287,296",70,"1,858,827",68,"1,574,879",54,"1,121,912",72,"306,557",111,"868,554",145,"1,690,139",198,"188,454",219,"679,621",89,"411,582",187,"998,308",217,"2,078,790",124,"9,974",53,"4,118",98,"5,856"
241367005,2467005,24,13,67,5,Saint-Mathieu,25,"1,477,284",10,"38,233",10,x,1,x,15,"103,429",12,"74,572",8,"28,857",24,"107,781",14,"49,741",21,"58,040",24,"179,765",23,"60,217",22,"119,548",21,"347,786",20,"168,093",20,"61,830",20,"117,863",20,"108,918",13,"46,942",8,"289,102",8,"181,662",7,x,6,"88,490",6,"18,950",12,"52,080",16,"142,078",19,"12,489",22,"35,840",5,"31,466",19,"30,204",23,"60,089",15,497,3,208,14,289
241367010,2467010,24,13,67,10,Saint-Philippe,47,"3,050,084",17,"95,757",17,"95,757",0,0,8,x,3,x,7,"54,064",46,"307,288",24,"185,247",41,"122,041",44,"396,183",42,"134,038",43,"262,145",37,"811,821",36,"477,913",31,"140,249",28,"193,659",25,"166,010",15,x,21,"466,028",17,"222,065",16,"155,590",12,"205,202",19,"38,761",22,"177,811",24,"254,304",32,"21,428",37,"88,258",21,"105,306",35,"108,489",41,"127,440",8,235,4,x,6,x
241367015,2467015,24,13,67,15,La Prairie,16,"898,189",4,"83,898",4,"83,898",0,0,5,x,1,x,5,"30,512",15,"109,746",9,"79,232",12,"30,514",13,"86,561",13,"52,150",11,"34,411",13,"194,780",13,"107,496",12,"50,395",9,"36,889",9,"36,245",7,x,5,x,4,x,4,x,2,x,5,"2,907",7,"61,768",5,"88,191",11,"8,336",14,"24,528",4,"15,874",11,"30,806",12,"64,837",5,275,4,x,2,x
241367035,2467035,24,13,67,35,Saint-Constant,37,"6,735,819",17,"107,178",17,"107,178",0,0,21,"1,676,985",13,"716,843",16,"960,142",37,"250,733",18,"96,606",35,"154,127",35,"661,466",34,"354,429",33,"307,037",31,"1,272,462",30,"577,791",26,"137,311",23,"557,360",23,"542,120",18,x,15,x,11,x,11,"204,362",6,x,11,"66,263",14,"206,885",23,"292,388",26,"44,769",32,"204,239",9,"32,732",27,"351,809",31,"622,682",21,"2,632",8,957,18,"1,675"
241367040,2467040,24,13,67,40,Saint-Isidore,58,"9,957,949",29,"227,486",28,x,1,x,35,"2,038,244",24,"864,718",26,"1,173,526",57,"433,204",37,"197,731",54,"235,473",56,"871,271",55,"292,836",56,"578,435",54,"1,860,478",53,"900,391",50,"372,589",49,"587,498",47,"446,373",25,"740,689",19,"1,468,546",18,"964,386",18,"843,822",15,"388,443",18,"115,717",37,"285,730",45,"606,945",53,"56,815",55,"179,149",29,"123,781",50,"307,611",49,"758,000",35,"3,659",16,"1,370",26,"2,289"
241367045,2467045,24,13,67,45,Mercier,70,"5,677,811",26,"201,824",22,x,6,x,40,"1,046,347",22,"490,272",31,"556,075",65,"337,759",25,"130,148",65,"207,611",69,"566,018",68,"275,421",63,"290,597",64,"1,176,945",52,"527,299",58,"211,159",51,"438,487",49,"357,458",41,"348,296",16,"700,331",12,"254,261",12,"244,424",13,"382,111",13,"63,959",19,"84,280",32,"306,233",57,"44,617",59,"147,607",21,"102,423",45,"169,389",61,"445,742",40,"2,676",18,"1,172",32,"1,504"
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,"125,354,827",238,"2,030,417",231,"1,941,947",9,"88,470",432,"29,817,536",246,"8,299,992",342,"21,517,544",724,"4,750,216",347,"2,001,681",687,"2,748,535",746,"12,287,494",732,"4,092,604",704,"8,194,890",674,"22,973,368",620,"10,454,823",572,"4,727,868",569,"7,790,677",527,"6,160,385",396,"10,050,158",291,"15,722,369",267,"6,659,603",252,"4,945,227",178,"8,156,325",252,"906,441",290,"3,227,068",491,"6,552,364",665,"784,666",703,"2,784,371",252,"1,549,617",549,"3,611,438",697,"9,213,745",432,"62,204",167,"27,185",367,"35,019"
