AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NRHBARB,RHBARB,ERHBARB,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
241354045,2454045,24,13,54,45,Saint-Hyacinthe,61,12,"1,235",500,5,150,61,0,0,0,0,0,0,7,224,91,3,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241354060,2454060,24,13,54,60,Saint-Dominique,90,8,244,99,5,159,64,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,3,x,x
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241354072,2454072,24,13,54,72,Saint-Liboire,103,4,184,75,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241354085,2454085,24,13,54,85,Sainte-Rosalie,61,3,230,93,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241354090,2454090,24,13,54,90,Saint-Simon,57,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241354100,2454100,24,13,54,100,Saint-Hugues,88,7,x,x,4,x,x,2,x,x,4,3,1,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,58,18,"1,654",669,16,585,237,0,0,0,2,x,x,10,506,205,11,496,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241354110,2454110,24,13,54,110,Saint-Jude,51,7,376,152,3,x,x,0,0,0,4,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,33,5,827,335,4,429,174,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
241354120,2454120,24,13,54,120,Saint-Louis,34,7,223,90,4,145,59,1,x,x,2,x,x,3,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,40,9,550,223,3,114,46,0,0,0,5,167,68,5,212,86,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241355000,2455000,24,13,55,0,Rouville,697,101,"3,959","1,602",69,"2,364",957,34,135,55,17,59,24,8,254,103,30,680,275,7,30,12,0,0,0,5,5,2,5,6,3,1,x,x,7,x,x,3,x,x,7,5,2,2,x,x,9,107,43,7,4,2,2,x,x,3,x,x,2,x,x,14,10,4,20,130,53,2,x,x,2,x,x,2,x,x,8,12,5
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,123,12,433,175,8,195,79,6,21,8,6,10,4,0,0,0,4,10,4,3,x,x,0,0,0,3,x,x,3,x,x,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,4,5,2,5,18,7,1,x,x,0,0,0,0,0,0,1,x,x
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,124,17,358,145,9,167,68,4,6,2,4,2,0,0,0,0,5,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,3,1,5,22,9,0,0,0,1,x,x,0,0,0,3,x,x
241355025,2455025,24,13,55,25,Saint-CÇsaire,106,23,"1,465",593,17,976,395,2,x,x,0,0,0,3,110,44,6,347,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,44,6,135,55,5,x,x,6,13,5,3,x,x,0,0,0,3,1,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,96,15,400,162,11,213,86,4,46,18,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,17,1,x,x,0,0,0,0,0,0,0,0,0
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,47,8,302,122,6,173,70,2,x,x,1,x,x,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,51,6,56,23,2,x,x,3,4,1,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,3,10,4,0,0,0,0,0,0,1,x,x,2,x,x
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,80,14,810,328,11,497,201,7,19,8,2,x,x,2,x,x,5,139,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241356000,2456000,24,13,56,0,Le Haut-Richelieu,717,48,"2,188",886,27,"1,000",405,11,7,3,8,45,18,14,513,207,17,517,209,3,x,x,2,x,x,4,3,1,5,x,x,2,x,x,4,2,0,1,x,x,3,1,0,2,x,x,3,x,x,2,x,x,2,x,x,3,x,x,3,1,0,6,2,0,7,4,1,1,x,x,2,x,x,1,x,x,4,5,2
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356015,2456015,24,13,56,15,Noyan,27,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,37,3,10,4,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241356030,2456030,24,13,56,30,Saint-Valentin,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356045,2456045,24,13,56,45,Henryville,61,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241356050,2456050,24,13,56,50,Saint-SÇbastien,58,6,200,81,2,x,x,1,x,x,1,x,x,4,141,57,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241356055,2456055,24,13,56,55,Saint-Alexandre,74,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,3,329,133,3,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241356070,2456070,24,13,56,70,L'Acadie,44,6,470,190,3,x,x,1,x,x,0,0,0,2,x,x,4,175,71,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
241356075,2456075,24,13,56,75,Saint-Luc,25,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356090,2456090,24,13,56,90,Saint-Athanase,47,6,255,103,3,x,x,0,0,0,0,0,0,2,x,x,4,148,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,87,12,382,155,7,263,107,4,1,0,3,x,x,2,x,x,4,x,x,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,2,x,x,3,x,x,2,x,x,1,x,x,2,x,x,1,x,x,3,x,x
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,73,3,x,x,3,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,429,43,"2,092",846,25,554,224,9,102,41,6,4,2,5,218,88,16,"1,138",461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,3,x,x,0,0,0,5,36,15,2,x,x,0,0,0,0,0,0,0,0,0,5,3,1,5,11,5,1,x,x,2,x,x,1,x,x,1,x,x
241357010,2457010,24,13,57,10,Carignan,43,6,977,396,1,x,x,0,0,0,0,0,0,2,x,x,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,7,317,128,2,x,x,3,x,x,2,x,x,1,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,48,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,53,3,x,x,1,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,56,5,208,84,4,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,58,6,211,86,4,39,16,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241357070,2457070,24,13,57,70,Saint-Denis,74,6,133,54,6,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,68,8,210,85,6,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x
241358000,2458000,24,13,58,0,Champlain,35,7,85,34,1,x,x,3,5,2,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,19,8
241358020,2458020,24,13,58,20,Saint-Hubert,35,7,85,34,1,x,x,3,5,2,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,19,8
241359000,2459000,24,13,59,0,Lajemmerais,263,37,"1,561",632,18,"1,198",485,7,24,10,8,12,5,9,271,110,6,5,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,3,x,x,0,0,0,1,x,x,0,0,0,4,10,4,5,6,3,1,x,x,9,27,11,3,4,2,1,x,x
241359005,2459005,24,13,59,5,Boucherville,25,4,847,343,4,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241359010,2459010,24,13,59,10,Sainte-Julie,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359015,2459015,24,13,59,15,Saint-Amable,37,15,162,65,2,x,x,2,x,x,2,x,x,5,110,44,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,1,x,x,7,x,x,3,4,2,1,x,x
241359020,2459020,24,13,59,20,Varennes,48,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
241359025,2459025,24,13,59,25,Verchäres,72,7,366,148,5,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241359030,2459030,24,13,59,30,Calixa-LavallÇe,35,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241359035,2459035,24,13,59,35,Contrecoeur,25,7,38,15,4,28,11,2,x,x,3,1,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
241367000,2467000,24,13,67,0,Roussillon,253,77,"3,849","1,558",43,772,313,39,188,76,28,77,31,10,424,172,19,170,69,11,213,86,1,x,x,13,228,92,21,705,285,2,x,x,4,24,10,0,0,0,1,x,x,0,0,0,3,36,15,3,21,8,3,224,91,5,246,100,1,x,x,26,123,50,35,294,119,2,x,x,0,0,0,0,0,0,15,94,38
241367005,2467005,24,13,67,5,Saint-Mathieu,25,8,342,138,2,x,x,4,x,x,4,34,14,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,6,158,64,0,0,0,0,0,0,0,0,0,1,x,x
241367010,2467010,24,13,67,10,Saint-Philippe,47,5,65,26,3,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
241367015,2467015,24,13,67,15,La Prairie,16,4,217,88,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241367035,2467035,24,13,67,35,Saint-Constant,37,5,724,293,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x
241367040,2467040,24,13,67,40,Saint-Isidore,58,17,"1,135",459,5,84,34,5,15,6,4,x,x,2,x,x,3,62,25,0,0,0,0,0,0,2,x,x,4,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,2,x,x,3,21,8,3,224,91,4,x,x,1,x,x,3,8,3,6,x,x,0,0,0,0,0,0,0,0,0,3,57,23
241367045,2467045,24,13,67,45,Mercier,70,38,"1,366",553,28,564,228,24,119,48,18,38,15,4,144,58,11,38,15,10,x,x,1,x,x,9,35,14,13,64,26,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,19,106,43,21,79,32,1,x,x,0,0,0,0,0,0,9,22,9
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,287,"23,172","9,377",50,"1,261",510,74,553,224,59,657,266,22,185,75,74,"1,870",757,51,801,324,18,291,118,24,568,230,25,707,286,3,x,x,82,"4,836","1,957",9,110,44,22,138,56,23,848,343,69,"3,072","1,243",37,321,130,16,634,257,59,"4,475","1,811",14,427,173,55,565,229,49,316,128,0,0,0,2,x,x,1,x,x,51,521,211
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,65,7,251,101,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241368015,2468015,24,13,68,15,Hemmingford,110,13,425,172,3,10,4,2,x,x,0,0,0,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,147,59,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,3,98,40,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,71,30,"4,255","1,722",1,x,x,3,21,8,3,28,11,1,x,x,4,32,13,4,49,20,2,x,x,1,x,x,0,0,0,0,0,0,18,"1,181",478,1,x,x,5,9,4,3,x,x,12,677,274,6,122,49,2,x,x,17,"1,624",657,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,4,47,19
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,97,55,"5,478","2,217",2,x,x,7,35,14,4,12,5,4,x,x,5,84,34,3,1,0,6,41,17,1,x,x,4,x,x,1,x,x,31,"2,080",842,2,x,x,3,x,x,12,584,237,18,"1,026",415,11,70,29,5,140,57,17,"1,035",419,3,53,21,5,33,14,6,61,25,0,0,0,1,x,x,0,0,0,8,89,36
