AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALF,TOTALR,TOTALC,ONE,ONEF,ONER,ONEC,TWO,TWOF,TWOR,TWOC
350241026,3541026,35,2,41,26,Bruce,160,339,"120,946","450,361",110,359,"130,342","443,967",50,294,"99,218","465,147"
350241031,3541031,35,2,41,31,Greenock,200,222,"102,895","442,483",120,195,"63,747","374,938",80,263,"162,857","545,937"
350241034,3541034,35,2,41,34,Brant,305,216,"153,161","516,254",185,199,"179,346","491,474",120,243,"113,010","554,251"
350241038,3541038,35,2,41,38,Elderslie,185,289,"160,709","508,716",125,262,"134,001","446,416",55,352,"224,019","656,389"
350241044,3541044,35,2,41,44,Saugeen,120,184,"64,341","351,277",85,178,"52,363","329,151",40,199,"91,534","401,509"
350241049,3541049,35,2,41,49,Arran,205,254,"115,376","422,198",135,260,"123,159","422,645",70,244,"100,905","421,369"
350241054,3541054,35,2,41,54,Amabel,105,244,"51,482","393,841",55,266,"37,457","391,365",50,219,"67,190","396,613"
350241059,3541059,35,2,41,59,Albemarle,55,456,"33,573","413,777",45,478,"34,801","437,927",10,357,"27,928","302,688"
350241062,3541062,35,2,41,62,Eastnor,75,455,"68,106","481,199",45,441,"56,858","487,562",25,481,"87,575","470,186"
350241066,3541066,35,2,41,66,Lindsay,30,556,"118,224","574,723",20,611,"67,599","550,026",15,479,"189,942","609,710"
350242000,3542000,35,2,42,0,Grey County,"3,130",192,"68,084","391,553","2,010",186,"67,132","373,749","1,120",202,"69,791","423,478"
350242001,3542001,35,2,42,1,Normanby,305,184,"90,956","441,554",165,160,"99,890","389,715",140,213,"80,209","503,911"
350242006,3542006,35,2,42,6,Egremont,295,198,"84,874","422,334",175,190,"76,753","398,279",120,210,"96,681","457,304"
350242009,3542009,35,2,42,9,Proton,205,196,"42,105","342,087",135,198,"42,679","337,906",75,192,"41,014","350,038"
350242014,3542014,35,2,42,14,Osprey,200,213,"42,872","381,865",140,216,"36,774","367,121",60,206,"56,866","415,703"
350242018,3542018,35,2,42,18,Artemesia,175,199,"42,434","375,282",110,191,"33,977","356,710",65,212,"56,747","406,711"
350242022,3542022,35,2,42,22,Glenelg,140,204,"41,957","361,178",80,183,"44,694","296,086",60,229,"38,612","440,734"
350242028,3542028,35,2,42,28,Bentinck,285,147,"144,639","358,409",190,146,"178,198","370,663",95,150,"77,523","333,901"
350242032,3542032,35,2,42,32,Sullivan,270,196,"61,900","354,743",185,194,"60,265","341,351",90,200,"65,243","382,127"
350242036,3542036,35,2,42,36,Holland,165,164,"32,370","302,780",115,163,"32,237","303,632",55,166,"32,648","300,997"
350242039,3542039,35,2,42,39,Euphrasia,190,216,"50,468","410,948",125,217,"45,485","376,499",65,213,"60,205","478,255"
350242042,3542042,35,2,42,42,Collingwood,190,159,"86,427","513,122",120,152,"61,833","482,313",70,170,"129,201","566,703"
350242048,3542048,35,2,42,48,St. Vincent,180,169,"50,870","421,826",125,157,"43,557","403,608",55,195,"67,623","463,562"
350242051,3542051,35,2,42,51,Sydenham,200,211,"47,995","401,497",135,203,"48,753","422,253",65,225,"46,458","359,358"
350242054,3542054,35,2,42,54,Derby,140,207,"84,886","388,995",90,199,"72,609","376,247",55,222,"105,967","410,884"
350242062,3542062,35,2,42,62,Keppel,190,232,"52,580","366,441",130,230,"53,014","351,653",60,238,"51,641","398,480"
350243000,3543000,35,2,43,0,Simcoe County,"2,770",198,"95,523","651,560","1,685",184,"68,762","589,308","1,085",222,"137,094","748,261"
350243003,3543003,35,2,43,3,Adjala-Tosorontio,230,215,"108,497","780,951",145,226,"105,751","795,265",90,199,"113,043","757,259"
350243005,3543005,35,2,43,5,Clearview,430,210,"112,468","577,596",260,196,"78,663","531,379",165,231,"165,705","650,382"
350243007,3543007,35,2,43,7,New Tecumseth,175,251,"142,946","985,826",100,214,"93,793","911,097",75,298,"205,333","1,080,674"
350243009,3543009,35,2,43,9,Springwater,335,197,"121,479","692,689",215,173,"74,643","604,451",125,237,"202,685","845,683"
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,200,176,"181,599","868,127",100,148,"108,950","718,856",100,204,"255,700","1,020,383"
350243015,3543015,35,2,43,15,Severn,185,170,"33,180","372,613",120,174,"31,981","364,719",65,164,"35,329","386,751"
350243017,3543017,35,2,43,17,Innisfil,180,230,"134,876","946,466",105,217,"113,309","884,329",75,248,"165,068","1,033,457"
350243019,3543019,35,2,43,19,Ramara,195,279,"50,079","548,126",120,250,"51,227","545,542",75,329,"48,182","552,398"
350243021,3543021,35,2,43,21,Essa,185,209,"114,344","782,671",110,179,"74,293","593,815",80,253,"172,081","1,054,917"
350243023,3543023,35,2,43,23,Oro-Medonte,385,159,"41,670","490,960",250,149,"32,783","452,947",140,177,"57,302","557,821"
350243068,3543068,35,2,43,68,Tiny,165,136,"44,220","453,001",105,138,"37,563","445,106",65,133,"55,493","466,373"
350243071,3543071,35,2,43,71,Tay,95,144,"34,308","378,512",55,136,"26,527","355,229",35,158,"46,412","414,731"
350300000,3500000,35,3,0,0,Central Ontario Region - Région du Centre de l'Ontario,"10,400",198,"75,199","600,546","6,525",184,"63,011","516,634","3,875",222,"95,731","741,902"
350312000,3512000,35,3,12,0,Hastings County,"1,355",231,"46,942","333,387",885,220,"34,205","305,410",465,252,"71,027","386,293"
350312001,3512001,35,3,12,1,Tyendinaga,180,266,"39,456","402,551",120,244,"28,649","367,593",60,310,"61,251","473,051"
350312006,3512006,35,3,12,6,Thurlow,150,190,"60,506","370,478",95,181,"48,516","333,415",60,204,"80,631","432,691"
350312011,3512011,35,3,12,11,Sidney,205,167,"61,906","389,978",140,165,"44,689","376,923",65,173,"98,194","417,495"
350312019,3512019,35,3,12,19,Rawdon,195,228,"70,376","364,140",110,182,"42,866","297,878",85,287,"105,330","448,333"
350312024,3512024,35,3,12,24,Huntingdon,125,225,"48,368","339,485",85,189,"28,925","273,632",40,295,"86,780","469,584"
350312028,3512028,35,3,12,28,Hungerford,155,292,"45,693","341,152",105,299,"44,167","340,246",50,278,"48,837","343,020"
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,25,382,"23,651","218,139",15,471,"27,400","232,783",5,180,"15,083","184,667"
350312036,3512036,35,3,12,36,Madoc,110,263,"36,693","275,659",80,251,"22,518","247,160",35,292,"68,687","339,987"
350312041,3512041,35,3,12,41,Marmora and Lake,65,193,"22,330","217,753",45,177,"23,868","209,263",20,227,"19,101","235,580"
350312064,3512064,35,3,12,64,Dungannon,20,236,"36,093","183,779",10,195,"28,019","155,352",10,277,"44,167","212,206"
350312068,3512068,35,3,12,68,Mayo,15,206,"7,682","164,181",10,175,"5,687","158,678",5,316,"14,665","183,443"
350312071,3512071,35,3,12,71,Carlow,25,263,"21,092","266,654",20,281,"23,425","295,190",10,217,"15,259","195,316"
350312074,3512074,35,3,12,74,Monteagle,35,207,"9,248","187,734",20,225,"7,818","219,357",15,175,"11,668","134,219"
350312078,3512078,35,3,12,78,Herschel,30,295,"7,923","194,962",25,352,"9,090","192,801",10,138,"4,715","200,906"
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",25,148,"10,995","161,629",20,139,"12,277","165,848",10,172,"7,882","151,382"
350313000,3513000,35,3,13,0,Prince Edward County,620,240,"90,476","466,197",365,201,"80,570","411,783",255,296,"104,577","543,658"
350313001,3513001,35,3,13,1,North Marysburgh,40,256,"68,994","459,403",25,191,"45,507","357,031",15,356,"104,916","615,972"
350313004,3513004,35,3,13,4,South Marysburgh,50,225,"56,480","363,235",25,185,"26,509","348,195",20,274,"92,968","381,544"
350313008,3513008,35,3,13,8,Athol,55,267,"66,924","480,312",30,214,"47,486","273,433",25,332,"90,250","728,568"
350313011,3513011,35,3,13,11,Hallowell,130,285,"206,133","605,798",75,259,"252,233","571,178",60,317,"150,964","647,229"
350313018,3513018,35,3,13,18,Sophiasburgh,110,246,"42,069","414,268",70,191,"22,309","377,555",35,347,"78,991","482,864"
350313022,3513022,35,3,13,22,Hillier,85,230,"67,143","517,086",50,221,"68,831","550,168",35,241,"64,845","472,059"
350313028,3513028,35,3,13,28,Ameliasburgh,145,188,"60,082","376,801",85,150,"29,388","311,409",55,247,"108,075","479,050"
350314000,3514000,35,3,14,0,Northumberland County,"1,365",201,"89,053","504,134",820,173,"70,487","433,281",550,243,"116,850","610,218"
350314001,3514001,35,3,14,1,Murray,155,176,"81,189","567,363",95,174,"60,628","526,212",55,180,"118,503","642,043"
350314006,3514006,35,3,14,6,Brighton,130,207,"116,931","492,825",75,164,"55,907","361,781",50,272,"210,263","693,245"
350314011,3514011,35,3,14,11,Cramahe,115,216,"76,864","527,730",65,156,"49,911","424,259",45,307,"117,594","684,087"
350314016,3514016,35,3,14,16,Haldimand,185,195,"76,391","478,212",110,161,"39,697","385,136",80,241,"127,197","607,086"
350314019,3514019,35,3,14,19,Hamilton,185,175,"68,715","525,836",110,170,"56,695","472,542",70,181,"87,246","607,998"
350314023,3514023,35,3,14,23,Hope,200,201,"166,216","655,316",120,162,"192,876","595,449",80,258,"127,047","743,268"
350314026,3514026,35,3,14,26,Alnwick,45,231,"38,784","426,349",25,211,"31,719","439,169",20,263,"50,422","405,232"
350314029,3514029,35,3,14,29,Percy,125,206,"65,152","441,257",80,197,"53,573","374,487",45,222,"86,731","565,691"
350314034,3514034,35,3,14,34,Seymour,235,225,"67,045","380,072",125,187,"41,096","301,655",105,271,"98,431","474,921"
350315000,3515000,35,3,15,0,Peterborough County,"1,370",191,"48,818","406,247",905,188,"41,972","373,239",460,198,"62,302","471,261"
350315001,3515001,35,3,15,1,Asphodel,155,203,"72,701","388,377",90,181,"55,678","357,080",60,235,"96,905","432,876"
350315006,3515006,35,3,15,6,Otonabee,240,188,"71,008","481,553",160,169,"67,684","424,340",80,226,"77,615","595,273"
350315007,3515007,35,3,15,7,South Monaghan,70,197,"48,583","444,578",50,187,"23,673","422,514",20,220,"105,194","494,724"
350315009,3515009,35,3,15,9,Cavan,205,165,"50,488","411,366",140,176,"47,746","399,108",65,142,"56,442","437,989"
350315011,3515011,35,3,15,11,North Monaghan,35,119,"42,405","593,125",25,115,"37,712","569,763",15,128,"51,790","639,847"
350315016,3515016,35,3,15,16,Ennismore,65,176,"34,538","374,724",45,157,"30,339","318,604",20,222,"44,482","507,638"
350315018,3515018,35,3,15,18,Smith,155,206,"50,205","461,317",95,185,"33,650","394,179",60,241,"77,141","570,559"
350315022,3515022,35,3,15,22,Douro,145,182,"40,092","354,961",100,190,"38,692","362,834",50,166,"42,727","340,140"
350315026,3515026,35,3,15,26,Dummer,135,204,"33,217","344,767",100,203,"31,991","322,128",35,206,"36,686","408,805"
350315031,3515031,35,3,15,31,Belmont and Methuen,80,197,"14,203","269,095",60,217,"12,649","251,421",30,151,"17,671","308,520"
350315038,3515038,35,3,15,38,Burleigh and Anstruther,35,233,"4,942","272,332",20,310,"5,666","296,451",15,113,"3,828","235,226"
350315042,3515042,35,3,15,42,Harvey,45,253,"32,124","388,489",30,279,"37,847","289,638",15,203,"21,060","579,601"
350316000,3516000,35,3,16,0,Victoria County,"1,710",221,"46,695","403,636","1,120",218,"34,917","369,496",590,228,"69,052","468,442"
350316001,3516001,35,3,16,1,Emily,230,190,"39,383","382,878",140,181,"28,160","377,953",90,203,"56,341","390,319"
350316006,3516006,35,3,16,6,Ops,220,185,"56,735","429,871",145,168,"41,860","391,272",70,218,"86,285","506,548"
350316008,3516008,35,3,16,8,Manvers,205,192,"51,548","419,289",130,173,"34,467","386,036",75,229,"83,100","480,715"
350316011,3516011,35,3,16,11,Mariposa,345,204,"73,449","490,168",215,182,"60,774","413,726",130,241,"94,641","617,970"
350316016,3516016,35,3,16,16,Eldon,170,233,"62,040","379,597",110,246,"34,479","333,727",55,206,"117,162","471,337"
350316021,3516021,35,3,16,21,Fenelon,195,198,"25,506","341,269",125,219,"26,547","332,922",70,158,"23,533","357,102"
350316026,3516026,35,3,16,26,Verulam,165,249,"25,680","363,100",115,236,"17,782","329,746",50,280,"44,160","441,147"
350316031,3516031,35,3,16,31,Somerville,70,284,"13,124","288,158",50,309,"14,167","293,151",20,209,"9,993","273,182"
350316034,3516034,35,3,16,34,Bexley,35,282,"13,508","348,425",25,302,"14,346","361,585",5,146,"7,638","256,306"
350316036,3516036,35,3,16,36,Carden,30,561,"20,317","451,810",20,638,"24,024","468,072",15,398,"12,565","417,808"
350316039,3516039,35,3,16,39,Dalton,15,461,"13,987","375,368",5,374,"5,793","341,390",10,509,"18,457","393,902"
350316042,3516042,35,3,16,42,"Laxton, Digby and Longford",25,363,"13,999","316,520",20,367,"15,945","339,055",5,352,"7,839","245,159"
350318000,3518000,35,3,18,0,Durham Regional Municipality,"2,000",168,"104,032","778,107","1,185",146,"95,005","665,667",815,200,"117,142","941,394"
350318001,3518001,35,3,18,1,Pickering,110,163,"173,408","907,450",80,153,"187,914","984,710",30,193,"132,390","688,991"
350318005,3518005,35,3,18,5,Ajax,30,246,"191,337","2,166,183",15,142,"111,930","965,883",15,351,"270,744","3,366,483"
350318009,3518009,35,3,18,9,Whitby,85,164,"104,636","1,055,955",60,107,"67,471","892,827",30,268,"172,972","1,355,899"
350318013,3518013,35,3,18,13,Oshawa,70,190,"171,219","1,130,805",45,152,"177,471","711,189",30,243,"162,381","1,724,056"
350318017,3518017,35,3,18,17,Clarington,525,163,"99,746","754,393",310,155,"84,251","744,382",215,173,"122,377","769,013"
350318020,3518020,35,3,18,20,Scugog,445,155,"90,666","607,088",270,134,"78,172","560,785",175,186,"109,943","678,526"
350318029,3518029,35,3,18,29,Uxbridge,365,156,"104,072","973,213",205,126,"120,509","652,638",160,195,"83,449","1,375,426"
350318039,3518039,35,3,18,39,Brock,370,198,"85,774","547,760",205,176,"61,359","475,686",160,225,"116,670","638,965"
350319000,3519000,35,3,19,0,York Regional Municipality,"1,210",160,"140,712","1,478,520",755,147,"129,178","1,227,927",455,182,"159,811","1,893,427"
350319028,3519028,35,3,19,28,Vaughan,140,166,"217,163","2,496,311",90,138,"177,168","1,420,805",45,224,"300,707","4,742,925"
350319036,3519036,35,3,19,36,Markham,110,266,"161,125","2,365,677",75,297,"166,104","2,622,607",35,201,"150,882","1,837,134"
350319038,3519038,35,3,19,38,Richmond Hill,35,134,"164,673","3,568,092",25,90,"153,279","2,446,607",10,276,"201,701","7,212,921"
350319044,3519044,35,3,19,44,Whitchurch-Stouffville,200,140,"143,344","1,217,870",125,146,"167,004","971,029",75,131,"103,593","1,632,564"
350319046,3519046,35,3,19,46,Aurora,20,87,"80,427","2,179,779",15,103,"80,268","2,582,563",5,53,"80,747","1,374,210"
350319049,3519049,35,3,19,49,King,310,140,"126,943","1,255,990",190,142,"96,440","1,211,051",125,137,"173,064","1,323,937"
350319054,3519054,35,3,19,54,East Gwillimbury,210,147,"148,879","1,117,647",135,110,"138,971","780,453",75,215,"166,956","1,732,799"
350319070,3519070,35,3,19,70,Georgina,180,179,"85,572","786,787",95,128,"57,892","445,043",85,236,"116,792","1,172,241"
350344000,3544000,35,3,44,0,Muskoka District Municipality,260,160,"18,222","314,189",180,161,"13,059","301,420",80,157,"29,837","342,917"
350344002,3544002,35,3,44,2,Gravenhurst,30,166,"8,384","233,702",25,150,"7,690","232,059",5,238,"11,622","241,372"
350344018,3544018,35,3,44,18,Bracebridge,55,132,"9,651","195,943",40,120,"10,573","199,569",15,161,"7,313","186,757"
350344027,3544027,35,3,44,27,Lake of Bays,20,318,"17,729","546,840",10,392,"22,694","531,312",5,127,"4,820","587,213"
350344042,3544042,35,3,44,42,Huntsville,80,117,"7,823","333,426",55,116,"8,778","349,589",25,118,"5,673","297,059"
350344053,3544053,35,3,44,53,Muskoka Lakes,75,183,"39,114","357,245",50,187,"20,522","306,160",30,175,"68,241","437,276"
350346000,3546000,35,3,46,0,Haliburton County,85,186,"8,881","309,083",55,170,"7,719","266,878",30,216,"11,091","389,272"
350346006,3546006,35,3,46,6,Monmouth,30,203,"7,828","206,126",15,203,"8,297","213,035",5,201,"6,838","191,542"
350346016,3546016,35,3,46,16,"Anson, Hindon and Minden",35,217,"10,830","401,194",20,157,"6,706","323,568",15,309,"17,175","520,620"
350346024,3546024,35,3,46,24,Dysart and Others,25,127,"7,542","303,047",20,148,"8,233","260,723",5,82,"5,988","398,277"
350349000,3549000,35,3,49,0,Parry Sound District,425,225,"24,089","271,584",255,202,"15,129","231,593",170,258,"37,399","330,985"
350349014,3549014,35,3,49,14,Perry,30,118,"9,102","183,861",15,105,"4,088","155,341",10,140,"18,127","235,195"
350349019,3549019,35,3,49,19,Armour,25,167,"36,692","193,052",20,179,"47,678","214,240",5,129,"1,904","125,958"
350349024,3549024,35,3,49,24,Ryerson,35,268,"9,266","219,720",20,255,"6,832","186,246",10,287,"12,917","269,932"
350349028,3549028,35,3,49,28,McKellar,30,213,"11,667","241,714",20,186,"12,421","201,883",10,277,"9,909","334,655"
350349031,3549031,35,3,49,31,McDougall,45,197,"20,492","340,299",25,182,"31,093","395,829",20,218,"5,769","263,175"
350349042,3549042,35,3,49,42,Chapman,25,264,"18,967","298,356",20,246,"10,719","177,767",5,310,"41,356","625,671"
350349046,3549046,35,3,49,46,Strong,45,165,"12,227","230,930",30,163,"6,324","201,177",20,168,"20,614","273,211"
350349054,3549054,35,3,49,54,Machar,20,139,"7,042","161,744",10,112,"7,397","176,652",5,179,"6,509","139,383"
350349059,3549059,35,3,49,59,South Himsworth,60,248,"45,234","355,194",30,198,"19,031","297,394",35,292,"68,260","405,987"
350349066,3549066,35,3,49,66,North Himsworth,15,157,"16,199","257,555",10,113,"20,748","257,838",5,221,"9,700","257,152"
350349071,3549071,35,3,49,71,Nipissing,35,287,"57,762","331,240",20,270,"8,256","192,773",15,310,"127,071","525,095"
350349096,3549096,35,3,49,96,"Parry Sound, Unorganized, Centre Part",55,319,"20,256","279,545",35,292,"8,928","241,599",25,354,"34,757","328,115"
350400000,3500000,35,4,0,0,Eastern Ontario Region - Région de l'Est de l'Ontario,"10,475",239,"76,387","455,953","6,195",212,"54,946","381,435","4,280",278,"107,424","563,820"
350401000,3501000,35,4,1,0,"Stormont, Dundas and Glengarry United Counties","2,110",226,"101,479","506,285","1,150",181,"63,065","388,969",960,280,"147,439","646,649"
350401001,3501001,35,4,1,1,Lancaster,165,244,"153,290","615,658",95,198,"112,115","465,206",75,300,"204,346","802,217"
350401006,3501006,35,4,1,6,Charlottenburgh,220,223,"80,137","480,850",140,200,"64,698","396,988",80,264,"106,964","626,560"
350401010,3501010,35,4,1,10,Cornwall,100,180,"56,010","364,320",65,150,"32,739","283,545",30,237,"101,182","521,119"
