AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTSMFRTC,TSMFRTC,ETSMFRTC,NTARHRV,TARHRV,ETARHRV,NSTWBRYC,STWBRYC,ESTWBRYC,NSTWBRYH,STWBRYH,ESTWBRYH,NRASPBC,RASPBC,ERASPBC,NRASPBH,RASPBH,ERASPBH,NBLUEBC,BLUEBC,EBLUEBC,NBLUEBH,BLUEBH,EBLUEBH,NCRANBC,CRANBC,ECRANBC,NCRANBH,CRANBH,ECRANBH,NGRAPESC,GRAPESC,EGRAPESC,NGRAPESH,GRAPESH,EGRAPESH,NOTHBERC,OTHBERC,EOTHBERC,NOTHBERH,OTHBERH,EOTHBERH
350138023,3538023,35,1,38,23,Moore,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350138030,3538030,35,1,38,30,Sarnia,116,5,7,3,4,3,1,4,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
350138034,3538034,35,1,38,34,Plympton,367,6,15,6,6,13,5,5,11,4,5,10,4,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0
350138041,3538041,35,1,38,41,Warwick,298,5,12,5,5,9,4,4,9,3,4,6,2,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350138046,3538046,35,1,38,46,Bosanquet,259,7,15,6,7,13,5,3,3,1,3,2,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,5,9,4,5,x,x,1,x,x,0,0,0
350139000,3539000,35,1,39,0,Middlesex County,"2,987",38,198,80,34,164,67,24,133,54,23,112,45,20,30,12,18,23,9,6,23,9,4,20,8,0,0,0,0,0,0,3,x,x,3,x,x,4,x,x,4,x,x
350139001,3539001,35,1,39,1,Mosa,143,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139006,3539006,35,1,39,6,Ekfrid,219,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350139011,3539011,35,1,39,11,Metcalfe,122,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139014,3539014,35,1,39,14,Caradoc,306,4,11,5,3,9,4,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139019,3539019,35,1,39,19,Delaware,101,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139026,3539026,35,1,39,26,North Dorchester,234,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139031,3539031,35,1,39,31,West Nissouri,256,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139034,3539034,35,1,39,34,London,318,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139036,3539036,35,1,39,36,London,207,8,102,41,8,88,35,7,74,30,7,61,25,5,16,6,5,14,6,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x
350139039,3539039,35,1,39,39,Lobo,229,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139042,3539042,35,1,39,42,East Williams,120,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350139046,3539046,35,1,39,46,Adelaide,188,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139049,3539049,35,1,39,49,West Williams,124,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350139054,3539054,35,1,39,54,McGillivray,236,5,9,4,4,8,3,4,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350139058,3539058,35,1,39,58,Biddulph,184,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"21,305",380,"1,702",689,360,"1,387",561,253,"1,246",504,243,986,399,189,317,128,181,277,112,25,82,33,24,81,33,1,x,x,1,x,x,13,x,x,11,11,5,51,40,16,36,x,x
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,28,247,100,26,192,78,21,205,83,21,156,63,14,x,x,11,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350221005,3521005,35,2,21,5,Mississauga,61,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350221010,3521010,35,2,21,10,Brampton,138,14,x,x,13,116,47,11,x,x,11,100,40,5,12,5,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350221024,3521024,35,2,21,24,Caledon,490,12,91,37,11,x,x,9,67,27,9,x,x,7,23,9,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222000,3522000,35,2,22,0,Dufferin County,"1,039",6,14,6,6,10,4,4,11,5,4,7,3,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350222001,3522001,35,2,22,1,East Garafraxa,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222008,3522008,35,2,22,8,Amaranth,219,3,7,3,3,5,2,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222012,3522012,35,2,22,12,Mono,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350222016,3522016,35,2,22,16,Mulmur,165,3,7,3,3,5,2,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350222019,3522019,35,2,22,19,Melancthon,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223000,3523000,35,2,23,0,Wellington County,"2,810",39,153,62,36,131,53,31,122,49,29,101,41,19,26,10,19,25,10,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,3,x,x
350223001,3523001,35,2,23,1,Puslinch,179,4,12,5,4,12,5,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350223006,3523006,35,2,23,6,Guelph,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223011,3523011,35,2,23,11,Eramosa,211,4,18,7,4,15,6,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
350223016,3523016,35,2,23,16,Erin,276,6,24,10,6,21,9,4,x,x,4,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223021,3523021,35,2,23,21,West Garafraxa,185,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223024,3523024,35,2,23,24,Nichol,131,3,x,x,3,x,x,3,x,x,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223029,3523029,35,2,23,29,Pilkington,141,3,x,x,3,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223032,3523032,35,2,23,32,Peel,492,7,17,7,7,13,5,7,x,x,7,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223036,3523036,35,2,23,36,Maryborough,304,4,9,4,2,x,x,4,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223041,3523041,35,2,23,41,Minto,313,3,x,x,3,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350223048,3523048,35,2,23,48,Arthur,308,4,1,0,3,x,x,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350223054,3523054,35,2,23,54,West Luther,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,32,285,115,27,228,92,15,198,80,14,158,64,19,62,25,18,50,20,3,x,x,3,x,x,0,0,0,0,0,0,3,x,x,2,x,x,7,6,2,5,5,2
350224001,3524001,35,2,24,1,Oakville,42,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350224002,3524002,35,2,24,2,Burlington,113,6,x,x,6,x,x,1,x,x,1,x,x,5,10,4,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x
350224009,3524009,35,2,24,9,Milton,309,12,98,40,8,64,26,6,x,x,5,x,x,6,18,7,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,1,x,x
350224015,3524015,35,2,24,15,Halton Hills,256,13,164,67,12,145,59,7,112,45,7,93,38,8,34,14,8,34,14,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",47,174,70,47,143,58,30,142,58,30,112,45,23,27,11,23,26,11,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x
350230004,3530004,35,2,30,4,North Dumfries,134,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350230010,3530010,35,2,30,10,Cambridge,42,3,x,x,3,x,x,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350230013,3530013,35,2,30,13,Kitchener,43,5,40,16,5,40,16,4,x,x,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350230020,3530020,35,2,30,20,Wilmot,307,8,15,6,8,15,6,4,10,4,4,10,4,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350230027,3530027,35,2,30,27,Wellesley,522,6,3,1,6,2,0,6,x,x,6,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350230035,3530035,35,2,30,35,Woolwich,542,24,99,40,24,71,29,13,87,35,13,60,24,13,x,x,13,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350231000,3531000,35,2,31,0,Perth County,"2,832",30,52,21,29,41,17,22,43,17,21,32,13,9,6,2,9,6,2,3,2,0,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,x,x,4,x,x
350231001,3531001,35,2,31,1,South Easthope,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231006,3531006,35,2,31,6,North Easthope,243,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231009,3531009,35,2,31,9,Downie,229,3,12,5,3,10,4,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350231014,3531014,35,2,31,14,Blanshard,230,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350231018,3531018,35,2,31,18,Fullarton,200,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231021,3531021,35,2,31,21,Hibbert,163,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231024,3531024,35,2,31,24,Logan,300,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231028,3531028,35,2,31,28,Ellice,311,6,6,2,6,6,2,3,2,0,3,2,0,3,2,0,3,2,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350231032,3531032,35,2,31,32,Mornington,360,9,5,2,9,5,2,9,5,2,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350231036,3531036,35,2,31,36,Elma,361,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350231041,3531041,35,2,31,41,Wallace,289,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240000,3540000,35,2,40,0,Huron County,"3,150",37,81,33,37,66,27,29,65,26,29,51,21,12,8,3,11,6,2,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,4,x,x,4,x,x
350240001,3540001,35,2,40,1,Usborne,172,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350240004,3540004,35,2,40,4,Stephen,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240009,3540009,35,2,40,9,Hay,165,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240016,3540016,35,2,40,16,Tuckersmith,173,4,x,x,4,5,2,4,x,x,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240019,3540019,35,2,40,19,Stanley,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240024,3540024,35,2,40,24,Goderich,200,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240031,3540031,35,2,40,31,Colborne,125,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240034,3540034,35,2,40,34,Hullett,238,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240038,3540038,35,2,40,38,McKillop,236,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350240042,3540042,35,2,40,42,Grey,250,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240046,3540046,35,2,40,46,Howick,314,6,1,0,6,1,0,4,x,x,4,x,x,4,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240049,3540049,35,2,40,49,Turnberry,153,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240054,3540054,35,2,40,54,Morris,224,3,1,0,3,1,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240058,3540058,35,2,40,58,East Wawanosh,163,3,x,x,3,3,1,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350240061,3540061,35,2,40,61,West Wawanosh,151,8,x,x,8,17,7,7,x,x,7,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350240064,3540064,35,2,40,64,Ashfield,218,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x
350241000,3541000,35,2,41,0,Bruce County,"2,568",30,140,57,25,108,44,23,99,40,19,78,32,13,31,13,12,22,9,2,x,x,2,x,x,1,x,x,1,x,x,4,4,2,3,3,1,6,x,x,3,x,x
350241001,3541001,35,2,41,1,Carrick,309,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241006,3541006,35,2,41,6,Culross,231,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241011,3541011,35,2,41,11,Kinloss,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241019,3541019,35,2,41,19,Huron,194,4,4,1,3,2,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350241021,3541021,35,2,41,21,Kincardine,245,5,13,5,4,10,4,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350241026,3541026,35,2,41,26,Bruce,159,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
350241031,3541031,35,2,41,31,Greenock,200,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241034,3541034,35,2,41,34,Brant,304,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241038,3541038,35,2,41,38,Elderslie,182,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350241044,3541044,35,2,41,44,Saugeen,121,5,26,10,5,22,9,5,12,5,5,10,4,4,x,x,4,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x
350241049,3541049,35,2,41,49,Arran,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241054,3541054,35,2,41,54,Amabel,106,6,30,12,5,28,11,5,27,11,5,26,10,3,x,x,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
350241059,3541059,35,2,41,59,Albemarle,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241062,3541062,35,2,41,62,Eastnor,71,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350241066,3541066,35,2,41,66,Lindsay,29,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242000,3542000,35,2,42,0,Grey County,"3,134",56,127,51,54,100,41,38,89,36,38,70,28,28,29,12,27,27,11,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,10,x,x,7,x,x
350242001,3542001,35,2,42,1,Normanby,304,4,8,3,4,7,3,3,6,2,3,5,2,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350242006,3542006,35,2,42,6,Egremont,292,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242009,3542009,35,2,42,9,Proton,206,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242014,3542014,35,2,42,14,Osprey,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242018,3542018,35,2,42,18,Artemesia,175,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242022,3542022,35,2,42,22,Glenelg,140,4,4,2,3,2,0,3,x,x,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350242028,3542028,35,2,42,28,Bentinck,285,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
350242032,3542032,35,2,42,32,Sullivan,271,21,15,6,21,15,6,18,12,5,18,11,5,12,x,x,12,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350242036,3542036,35,2,42,36,Holland,164,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350242039,3542039,35,2,42,39,Euphrasia,192,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350242042,3542042,35,2,42,42,Collingwood,189,4,13,5,4,10,4,1,x,x,1,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x
350242048,3542048,35,2,42,48,St. Vincent,181,9,49,20,9,38,16,2,x,x,2,x,x,5,11,4,5,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,1,0
350242051,3542051,35,2,42,51,Sydenham,200,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242054,3542054,35,2,42,54,Derby,144,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350242062,3542062,35,2,42,62,Keppel,190,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350243000,3543000,35,2,43,0,Simcoe County,"2,773",75,429,174,73,368,149,40,271,110,38,220,89,50,90,36,49,82,33,11,58,24,11,58,24,0,0,0,0,0,0,2,x,x,2,x,x,12,x,x,6,x,x
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,4,12,5,4,9,3,3,x,x,3,4,2,3,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350243005,3543005,35,2,43,5,Clearview,430,14,46,18,14,41,17,5,30,12,5,27,11,11,10,4,11,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x
350243007,3543007,35,2,43,7,New Tecumseth,177,3,18,7,3,17,7,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x
350243009,3543009,35,2,43,9,Springwater,339,9,109,44,8,91,37,5,47,19,4,32,13,6,x,x,5,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,3,2,0,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350243015,3543015,35,2,43,15,Severn,187,5,39,16,5,28,11,2,x,x,2,x,x,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
