AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
350223006,3523006,35,2,23,6,Guelph,116,10,x,2,x,2,x,10,"10,963",1,x,2,x,6,392,3,x,x,1,x,x,1,x,47,"3,816",18,x,36,"1,146",17,628,22,518,36,x,19,676,39,737,6,"4,665",4,44,4,515,6,"4,106",5,584,4,8,5,243,5,333,24,227,4,7,5,111,1,x,0,0,0,0,0,0,0,0,2,2,x
350223011,3523011,35,2,23,11,Eramosa,211,26,x,8,x,3,69,22,"3,674",0,0,2,x,15,x,12,x,x,5,681,"1,501",0,0,108,"6,985",45,70,81,"2,134",26,917,63,"1,217",74,"1,007",46,"2,290",86,"1,484",17,"3,240",6,16,9,271,14,"2,953",23,"2,123",16,76,23,902,18,"1,145",55,551,14,197,6,382,6,"29,275",0,0,1,x,3,x,0,0,2,4,27
350223016,3523016,35,2,23,16,Erin,276,45,"109,866",14,"89,691",4,135,39,"20,040",0,0,6,66,22,241,21,"999,282","2,203,040",6,647,"1,426",0,0,133,"7,359",81,132,115,"2,954",25,866,98,"2,088",101,"1,213",66,948,119,"2,112",13,"2,104",8,17,10,292,9,"1,795",21,"2,001",16,64,19,"1,062",18,875,97,816,15,601,10,155,0,0,0,0,0,0,1,x,0,0,6,6,27
350223021,3523021,35,2,23,21,West Garafraxa,185,22,"64,692",8,"63,747",5,109,15,836,0,0,5,x,12,x,11,"724,391","1,597,009",5,x,x,0,0,82,"5,143",44,108,63,"1,910",20,887,48,"1,023",59,975,28,664,70,"1,486",36,"17,405",20,127,24,"2,832",33,"14,446",17,"1,327",17,35,17,756,16,536,34,128,13,354,9,282,0,0,0,0,0,0,1,x,0,0,3,4,52
350223024,3523024,35,2,23,24,Nichol,131,17,"44,083",5,x,3,25,12,x,0,0,2,x,7,x,10,"447,328","986,189",4,"1,224","2,698",0,0,69,"6,036",34,x,58,"2,474",20,945,44,"1,529",48,x,19,"1,184",57,"1,226",23,"13,102",12,55,12,"2,018",23,"11,029",11,"1,342",5,33,9,624,9,685,28,135,4,111,8,200,2,x,0,0,0,0,0,0,0,0,2,5,188
350223029,3523029,35,2,23,29,Pilkington,141,30,"147,691",11,x,2,x,22,"75,312",0,0,4,x,10,"20,797",16,"577,003","1,272,074",7,"16,117","35,532",1,x,87,"8,779",34,64,57,"2,268",28,"1,346",35,922,61,"2,172",50,"2,433",63,"1,842",42,"23,873",34,120,34,"2,518",42,"21,235",6,793,5,10,6,362,5,421,29,154,5,111,4,x,1,x,0,0,0,0,0,0,0,0,1,1,x
350223032,3523032,35,2,23,32,Peel,492,131,"570,534",44,"514,069",8,"42,685",100,"13,780",2,x,9,"6,692",19,608,52,"5,306,459","11,698,739",14,"79,462","175,184",0,0,345,"32,314",119,219,261,"9,151",192,"6,622",83,"2,529",233,"5,679",152,"8,108",272,"9,157",163,"75,997",113,431,114,"8,294",158,"67,272",16,"1,567",14,27,14,803,15,737,151,693,16,447,40,"2,606",1,x,1,x,0,0,2,x,2,x,5,5,22
350223036,3523036,35,2,23,36,Maryborough,304,78,"1,177,887",41,"850,675",7,"138,780",38,"188,432",0,0,7,x,21,"21,629",54,"11,579,022","25,527,374",11,"453,642","1,000,109",0,0,194,"16,577",79,184,144,"5,922",86,"4,258",69,"1,664",136,"3,779",65,"2,551",151,"4,141",64,"34,883",43,175,47,"3,621",62,"31,087",18,753,15,27,18,428,16,298,61,314,14,"1,022",18,"1,652",0,0,0,0,0,0,0,0,1,x,5,2,x
350223041,3523041,35,2,23,41,Minto,313,51,"145,848",18,"134,788",1,x,42,x,0,0,3,x,16,"3,439",24,"2,739,876","6,040,393",3,x,x,0,0,218,"17,244",102,244,184,"4,889",81,"2,560",117,"2,329",159,"4,833",84,"2,762",192,"4,516",70,"20,491",44,180,48,"2,962",70,"17,349",17,564,10,15,16,321,14,228,62,266,20,585,13,424,0,0,0,0,0,0,2,x,1,x,5,2,x
350223048,3523048,35,2,23,48,Arthur,308,74,"566,493",27,"417,218",8,"81,368",55,"67,907",0,0,2,x,17,805,40,"5,342,320","11,777,799",8,943,"2,079",0,0,216,"17,209",105,195,179,"5,238",92,"2,992",96,"2,246",154,"3,596",89,"3,259",182,"4,921",56,"17,350",31,111,33,"1,944",55,"15,295",17,"1,614",13,42,17,"1,015",13,557,85,344,11,318,16,"5,746",0,0,0,0,0,0,0,0,0,0,2,2,x
350223054,3523054,35,2,23,54,West Luther,154,22,"27,082",8,"26,152",4,150,17,780,0,0,1,x,8,117,6,x,x,1,x,x,0,0,96,"5,470",53,100,76,"1,990",16,507,64,"1,483",75,920,44,734,83,"1,726",36,"5,811",20,49,22,613,35,"5,149",8,363,5,10,8,169,5,184,37,224,6,38,10,432,0,0,1,x,1,x,1,x,0,0,1,1,x
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,77,"400,266",27,"354,978",12,x,59,x,0,0,9,x,39,"1,191",34,"4,430,649","9,767,909",11,"1,577,864","3,478,595",0,0,215,"12,895",95,217,173,"4,083",56,"1,836",121,"2,247",139,"3,894",94,"2,084",171,"2,617",24,"2,709",9,19,9,220,19,"2,470",45,"2,141",31,68,41,"1,404",37,669,223,"2,395",36,"1,046",18,454,0,0,0,0,0,0,3,x,4,12,14,21,"1,257"
350224001,3524001,35,2,24,1,Oakville,42,3,x,1,x,0,0,3,70,0,0,0,0,0,0,1,x,x,0,0,0,0,0,5,250,2,x,3,139,2,x,2,x,2,x,2,x,3,50,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,9,159,3,30,1,x,0,0,0,0,0,0,0,0,1,x,3,2,x
350224002,3524002,35,2,24,2,Burlington,113,10,x,2,x,1,x,8,369,0,0,0,0,5,92,6,"1,374,996","3,031,347",1,x,x,0,0,27,"2,783",10,x,20,312,5,x,16,x,15,x,10,x,20,257,1,x,0,0,0,0,1,x,7,x,5,x,7,x,6,x,34,344,4,62,2,x,0,0,0,0,0,0,2,x,2,x,1,4,x
350224009,3524009,35,2,24,9,Milton,309,45,"240,763",16,x,8,x,35,x,0,0,7,x,26,835,20,"1,999,112","4,407,287",7,x,x,0,0,80,"3,625",39,93,59,"1,217",14,423,46,794,49,773,36,697,65,845,11,"1,978",5,13,5,173,8,"1,792",25,958,15,28,21,611,20,319,103,"1,078",15,291,8,319,0,0,0,0,0,0,1,x,1,x,7,9,x
350224015,3524015,35,2,24,15,Halton Hills,256,19,x,8,"101,081",3,x,13,789,0,0,2,x,8,264,7,x,x,3,x,x,0,0,103,"6,237",44,110,91,"2,415",35,"1,182",57,"1,233",73,"1,402",46,845,83,"1,465",12,x,4,6,4,47,10,x,12,558,10,26,12,294,10,238,77,814,14,663,7,34,0,0,0,0,0,0,0,0,0,0,3,6,336
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,"1,590",502,"1,724,605",109,"1,234,008",35,"158,281",427,"332,316",8,"59,914",32,"128,600",105,"7,441",173,"14,717,092","32,445,634",46,"1,273,532","2,807,657",1,x,"1,055","89,122",302,638,739,"20,578",538,"14,988",243,"5,590",623,"16,474",554,"32,041",766,"19,391",592,"206,565",418,"1,397",433,"22,886",582,"182,282",65,"3,518",45,77,59,"1,733",60,"1,708",589,"3,563",44,803,83,"9,993",5,"49,000",0,0,0,0,5,188,4,32,15,30,978
350230004,3530004,35,2,30,4,North Dumfries,134,18,"182,000",9,x,2,x,11,x,1,x,0,0,2,x,10,"2,257,762","4,977,513",0,0,0,0,0,75,"6,406",46,77,61,"2,597",22,"1,789",41,808,53,"1,610",31,849,58,"1,273",12,"8,825",7,37,7,657,11,"8,131",11,561,8,x,10,x,11,218,21,270,5,26,0,0,0,0,0,0,0,0,1,x,1,x,3,2,x
350230010,3530010,35,2,30,10,Cambridge,42,7,x,2,x,2,x,4,305,0,0,2,x,4,135,5,x,x,1,x,x,0,0,19,"1,271",8,20,13,537,5,175,9,362,13,160,10,143,15,411,2,x,2,x,2,x,2,x,3,x,1,x,2,x,3,x,8,85,0,0,2,x,0,0,0,0,0,0,0,0,0,0,1,1,x
350230013,3530013,35,2,30,13,Kitchener,43,7,x,3,x,1,x,4,129,0,0,1,x,4,x,2,x,x,0,0,0,0,0,12,"1,771",6,9,10,308,8,192,4,116,10,698,7,522,10,234,7,x,4,x,5,x,7,x,1,x,1,x,1,x,1,x,9,102,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,4,116
350230020,3530020,35,2,30,20,Wilmot,307,66,"628,311",25,"493,879",3,"46,000",44,"88,432",2,x,4,x,22,"2,922",42,"6,661,629","14,686,378",6,"1,373","3,027",0,0,165,"13,365",72,119,122,"4,545",66,"3,343",59,"1,202",119,"3,555",51,"2,085",134,"3,061",46,"30,874",25,222,26,"2,055",43,"28,597",10,"1,681",6,23,9,770,10,888,42,309,8,60,16,"7,320",1,x,0,0,0,0,0,0,0,0,4,7,x
350230027,3530027,35,2,30,27,Wellesley,522,199,"208,527",20,"127,017",9,x,184,x,2,x,10,x,42,"1,840",53,"1,641,940","3,619,858",19,x,x,0,0,424,"33,270",83,149,258,"5,701",200,"3,926",74,"1,775",211,"4,504",243,"14,649",289,"8,267",311,"102,416",240,763,246,"12,965",309,"88,688",17,682,11,16,14,340,14,326,299,"1,733",15,174,36,"1,020",2,x,0,0,0,0,3,x,3,x,1,8,251
350230035,3530035,35,2,30,35,Woolwich,542,205,"644,452",50,"396,605",18,"96,949",180,"150,898",3,"10,400",15,"89,935",31,"2,257",61,"3,754,285","8,276,782",20,x,x,1,x,360,"33,039",87,264,275,"6,890",237,"5,563",56,"1,327",217,"5,947",212,"13,793",260,"6,145",214,"63,324",140,358,147,"6,980",210,"55,986",23,466,18,21,23,227,21,218,210,"1,064",16,543,28,"1,609",1,x,0,0,0,0,1,x,0,0,6,8,71
350231000,3531000,35,2,31,0,Perth County,"2,832",417,"2,222,140",111,"1,396,626",28,"191,508",338,"634,006",11,"233,530",41,"130,202",150,"6,535",180,"19,196,438","42,320,901",46,"3,162,036","6,971,096",2,x,"1,522","112,188",589,"1,142","1,189","39,794",737,"28,809",553,"10,985","1,170","27,712",546,"14,021","1,271","29,519",772,"460,498",458,"2,163",479,"46,866",758,"411,469",102,"7,764",79,157,101,"4,088",89,"3,519",466,"2,454",117,"1,923",129,"10,917",11,"53,604",3,473,1,x,3,x,9,47,29,26,771
350231001,3531001,35,2,31,1,South Easthope,146,19,"219,329",11,x,3,x,12,"2,931",0,0,0,0,6,79,18,"2,276,351","5,018,495",4,"2,309","5,090",0,0,78,"6,026",26,31,62,"2,270",45,"1,969",21,301,65,"1,654",34,524,66,"1,547",31,"13,518",21,74,22,"1,434",31,"12,010",8,542,6,10,8,379,8,153,10,27,5,59,6,111,0,0,0,0,0,0,0,0,0,0,0,3,x
350231006,3531006,35,2,31,6,North Easthope,243,44,"208,301",12,"149,157",2,x,32,x,2,x,4,84,19,581,29,"1,514,159","3,338,149",4,x,x,0,0,139,"8,814",52,75,119,"3,634",68,"2,529",55,"1,105",116,"1,833",58,781,126,"2,491",68,"37,812",42,168,44,"3,498",67,"34,146",17,"1,851",13,23,16,919,15,909,40,169,10,151,13,x,1,x,0,0,0,0,0,0,2,x,9,2,x
350231009,3531009,35,2,31,9,Downie,229,25,"211,619",7,"147,702",1,x,19,x,2,x,0,0,13,"1,206",8,"1,819,880","4,012,149",1,x,x,0,0,120,"10,045",35,79,96,"4,110",64,"3,343",45,767,93,"2,381",44,939,100,"2,536",40,"42,226",22,137,24,"2,954",39,"39,135",7,389,6,19,7,192,6,178,29,153,5,34,8,x,1,x,1,x,0,0,0,0,0,0,2,2,x
350231014,3531014,35,2,31,14,Blanshard,230,22,"148,890",9,x,2,x,15,"64,411",2,x,5,56,7,145,12,x,x,3,481,"1,060",0,0,90,"4,709",30,41,64,"1,630",30,"1,155",37,475,64,905,33,613,71,"1,520",26,"11,202",19,108,20,"1,213",26,"9,881",13,311,9,10,13,220,9,81,29,172,10,74,7,x,9,x,2,x,1,x,0,0,2,x,3,3,x
350231018,3531018,35,2,31,18,Fullarton,200,25,"54,656",5,x,2,x,21,x,2,x,1,x,10,255,4,x,x,0,0,0,0,0,72,"5,444",20,25,52,"1,478",32,"1,112",23,366,52,"1,513",29,"1,227",56,"1,201",56,"49,946",35,180,37,"5,416",55,"44,350",4,244,3,4,4,154,4,86,20,120,5,10,5,103,0,0,0,0,0,0,1,x,1,x,1,1,x
350231021,3531021,35,2,31,21,Hibbert,163,9,"1,965",0,0,0,0,9,"1,965",0,0,0,0,3,22,4,865,"1,907",1,x,x,0,0,58,"3,956",14,16,30,"1,018",16,731,18,287,41,"1,287",21,406,40,"1,229",50,"39,016",24,194,23,"6,533",48,"32,289",0,0,0,0,0,0,0,0,18,101,0,0,2,x,0,0,0,0,0,0,0,0,0,0,2,0,0
350231024,3531024,35,2,31,24,Logan,300,23,"57,216",10,"46,377",1,x,16,x,0,0,1,x,11,330,14,"614,881","1,355,581",4,490,"1,080",0,0,139,"10,574",50,156,99,"3,367",55,"2,239",51,"1,128",107,"3,005",54,"1,765",106,"2,281",103,"69,538",56,302,58,"6,625",102,"62,611",6,785,5,14,6,393,6,378,29,150,6,22,11,83,0,0,0,0,0,0,0,0,0,0,3,4,51
350231028,3531028,35,2,31,28,Ellice,311,53,"264,579",14,"131,491",6,x,43,x,0,0,6,63,22,858,19,"1,347,840","2,971,479",4,x,x,0,0,137,"8,631",57,82,100,"3,147",51,"1,931",58,"1,216",104,"2,117",51,"1,068",116,"2,217",102,"77,378",51,320,56,"5,525",102,"71,533",7,627,7,26,7,337,6,264,44,193,16,528,17,213,0,0,0,0,0,0,1,x,2,x,3,1,x
350231032,3531032,35,2,31,32,Mornington,360,118,"125,253",20,x,7,x,108,"53,728",0,0,13,x,33,"1,202",29,"593,739","1,308,970",12,x,x,1,x,260,"18,143",105,306,210,"5,803",153,"4,128",76,"1,675",189,"4,246",86,"3,415",209,"4,373",146,"50,161",99,263,102,"5,764",144,"44,134",13,565,11,15,13,321,11,229,144,812,27,515,30,"1,082",0,0,0,0,0,0,0,0,1,x,1,3,321
350231036,3531036,35,2,31,36,Elma,361,51,"861,125",16,"618,787",3,x,39,x,2,x,7,"80,051",21,"1,793",24,"8,532,601","18,811,165",7,"2,181,639","4,809,691",1,x,229,"19,412",100,160,193,"7,608",138,"6,106",75,"1,502",184,"4,904",73,"1,779",204,"4,961",81,"41,884",57,275,57,"5,391",75,"36,218",14,571,10,13,14,276,12,282,60,339,12,138,20,"1,005",0,0,0,0,0,0,1,x,1,x,2,4,71
350231041,3531041,35,2,31,41,Wallace,289,28,"69,207",7,x,1,x,24,x,1,x,4,x,5,64,19,"1,528,093","3,368,868",6,"883,883","1,948,628",0,0,200,"16,434",100,171,164,"5,729",85,"3,566",94,"2,163",155,"3,867",63,"1,504",177,"5,163",69,"27,817",32,142,36,"2,513",69,"25,162",13,"1,879",9,23,13,897,12,959,43,218,21,392,10,303,0,0,0,0,0,0,0,0,0,0,3,3,5
350240000,3540000,35,2,40,0,Huron County,"3,150",453,"3,849,123",167,"2,489,669",60,"643,801",321,"715,653",6,"77,533",23,"117,745",115,"12,913",228,"30,291,379","66,781,059",24,"3,087,105","6,805,901",2,x,"1,581","141,922",675,"1,139","1,135","37,618",464,"17,884",764,"19,734","1,073","32,017",654,"35,616","1,221","35,532",643,"404,547",367,"1,881",399,"43,833",628,"358,833",145,"11,724",106,251,133,"6,491",122,"4,982",422,"2,078",97,"2,194",72,"6,592",1,x,2,x,1,x,19,930,3,16,31,24,"2,795"
350240001,3540001,35,2,40,1,Usborne,172,15,"130,572",2,x,3,x,14,x,1,x,0,0,4,142,3,"2,105","4,641",0,0,0,0,0,62,"8,500",18,39,30,"1,028",11,661,19,367,41,"3,821",26,"2,082",41,"1,530",35,"26,495",19,97,22,"2,332",35,"24,066",2,x,1,x,2,x,2,x,10,29,2,x,0,0,0,0,1,x,0,0,0,0,0,0,1,0,0
350240004,3540004,35,2,40,4,Stephen,213,13,"18,179",3,x,2,x,9,x,0,0,2,x,7,421,8,x,x,1,x,x,0,0,78,"7,282",29,79,37,"1,099",9,442,31,657,43,"2,133",29,"2,566",47,"1,405",39,"39,619",21,240,24,"5,660",38,"33,719",7,221,4,9,6,141,5,71,25,141,5,78,4,645,0,0,0,0,0,0,1,x,0,0,2,0,0
350240009,3540009,35,2,40,9,Hay,165,27,"205,615",10,"131,115",4,"37,213",21,"37,287",0,0,0,0,9,"1,040",13,"1,809,000","3,988,162",0,0,0,0,0,55,"2,823",26,50,37,"1,087",9,305,30,782,34,383,23,312,46,991,30,"18,857",15,92,15,"1,825",29,"16,940",2,x,2,x,2,x,1,x,19,85,5,53,4,79,0,0,0,0,0,0,1,x,0,0,4,3,x
350240016,3540016,35,2,40,16,Tuckersmith,173,22,"266,917",7,"94,775",6,"114,630",13,"57,512",0,0,0,0,6,217,12,"1,029,103","2,268,784",0,0,0,0,0,59,"8,414",18,27,40,"1,443",25,963,20,480,42,"1,176",21,"4,191",47,"1,577",34,"25,536",24,134,24,"2,595",34,"22,807",4,122,3,4,4,76,3,42,19,66,3,55,2,x,0,0,0,0,0,0,0,0,0,0,2,1,x
350240019,3540019,35,2,40,19,Stanley,155,26,"411,123",12,"254,820",3,x,17,x,1,x,0,0,7,468,18,"2,999,703","6,613,213",0,0,0,0,0,57,"4,365",21,30,35,"1,079",14,458,23,621,46,"1,345",30,858,39,"1,053",28,"13,993",10,43,12,"1,170",28,"12,780",6,238,3,5,6,163,3,70,13,39,5,16,6,x,1,x,0,0,0,0,2,x,0,0,0,2,x
350240024,3540024,35,2,40,24,Goderich,200,44,"754,602",25,"536,902",3,x,21,x,3,"43,333",0,0,5,x,32,"7,665,711","16,900,000",1,x,x,0,0,77,"3,809",27,36,54,"1,499",27,914,30,585,55,900,25,285,62,"1,089",25,"24,088",16,85,16,"2,376",24,"21,627",8,319,6,8,8,149,6,162,20,66,4,20,3,13,0,0,0,0,0,0,1,x,0,0,1,1,x
350240031,3540031,35,2,40,31,Colborne,125,11,"186,696",7,x,1,x,5,x,0,0,1,x,3,18,7,"1,464,655","3,229,012",1,x,x,0,0,66,"3,811",33,47,55,"1,576",17,783,42,793,43,846,21,395,54,947,13,"8,198",8,33,8,540,13,"7,625",3,59,3,3,3,x,2,x,21,108,4,x,1,x,0,0,0,0,0,0,2,x,0,0,0,1,x
350240034,3540034,35,2,40,34,Hullett,238,64,"875,917",32,"638,652",8,"136,914",37,"100,351",1,x,3,44,8,"2,264",35,"7,305,978","16,106,924",1,x,x,0,0,92,"6,555",37,50,71,"2,304",34,"1,407",40,897,69,"1,417",28,"1,034",77,"1,750",37,"18,853",19,89,22,"1,877",36,"16,887",12,741,7,20,8,321,10,400,25,90,10,140,8,237,0,0,0,0,0,0,0,0,0,0,0,1,x
350240038,3540038,35,2,40,38,McKillop,236,21,"133,856",7,"99,692",5,x,13,x,0,0,1,x,4,80,8,"1,296,176","2,857,579",0,0,0,1,x,93,"7,461",39,65,66,"2,499",29,"1,496",42,"1,003",62,"1,298",36,563,75,"3,036",48,"35,683",26,215,28,"3,889",47,"31,579",13,669,8,11,10,350,10,308,25,85,4,30,4,135,0,0,0,0,0,0,0,0,1,x,3,1,x
350240042,3540042,35,2,40,42,Grey,250,33,"198,237",13,"162,390",4,x,22,x,0,0,3,x,8,434,16,"1,613,943","3,558,135",2,x,x,0,0,151,"14,586",70,120,122,"5,462",52,"3,622",76,"1,840",117,"2,759",68,"2,282",127,"3,963",53,"78,553",28,252,31,"9,246",51,"69,055",9,"1,298",7,25,9,645,9,628,30,138,6,40,5,163,0,0,0,0,0,0,0,0,1,x,7,4,56
350240046,3540046,35,2,40,46,Howick,314,59,"121,392",16,"109,636",5,"1,506",51,"10,250",0,0,3,41,22,"2,978",24,"1,184,719","2,611,858",5,"2,165","4,773",0,0,219,"22,064",76,120,166,"4,621",99,"2,312",82,"2,309",147,"4,549",84,"7,528",171,"5,246",107,"41,411",75,220,78,"3,956",105,"37,235",17,"3,135",14,67,17,"1,814",17,"1,254",72,483,17,564,13,456,0,0,1,x,0,0,6,320,0,0,1,3,13
350240049,3540049,35,2,40,49,Turnberry,153,23,"221,049",4,"111,427",4,x,20,x,0,0,3,x,2,x,14,"1,640,764","3,617,265",4,x,x,0,0,101,"7,244",43,64,71,"1,782",33,768,48,"1,014",59,"1,422",44,"2,005",76,"1,971",36,"9,953",27,62,26,"1,139",35,"8,752",5,755,4,12,5,492,5,251,37,251,8,647,2,x,0,0,0,0,0,0,0,0,0,0,2,1,x
350240054,3540054,35,2,40,54,Morris,224,18,"39,588",2,x,2,x,17,x,0,0,2,x,14,"1,362",10,"3,325","7,330",3,x,x,0,0,140,"13,572",76,154,102,"3,648",22,"1,030",86,"2,618",93,"3,802",71,"3,404",100,"2,564",45,"29,190",25,161,26,"3,265",43,"25,764",22,"1,598",17,31,18,751,18,816,35,112,12,226,8,86,0,0,0,0,0,0,1,x,0,0,0,1,x
350240058,3540058,35,2,40,58,East Wawanosh,163,19,"42,946",6,x,1,x,15,x,0,0,1,x,4,18,7,x,x,3,203,448,0,0,105,"10,512",48,76,81,"2,860",25,"1,047",61,"1,813",76,"2,255",51,"2,098",85,"3,223",24,"8,343",13,45,13,820,23,"7,478",11,867,10,17,11,618,10,232,19,99,3,11,5,x,0,0,0,0,0,0,3,36,0,0,2,2,x
350240061,3540061,35,2,40,61,West Wawanosh,151,35,"57,976",10,x,7,x,31,"32,124",0,0,1,x,6,34,14,x,x,2,x,x,0,0,108,"8,739",62,100,89,"2,614",40,965,67,"1,649",71,"1,651",48,"1,663",89,"2,711",45,"10,129",22,64,31,989,43,"9,076",11,507,7,17,11,280,9,210,32,208,4,49,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
350240064,3540064,35,2,40,64,Ashfield,218,23,"184,458",11,"129,510",2,x,15,x,0,0,3,8,6,x,7,"1,760,418","3,881,057",1,x,x,1,x,118,"12,185",52,82,79,"3,017",18,711,67,"2,306",75,"2,260",49,"4,350",85,"2,476",44,"15,646",19,49,23,"2,154",44,"13,443",13,783,10,15,13,437,12,331,20,78,5,92,4,x,0,0,0,0,1,x,2,x,1,x,6,3,69
350241000,3541000,35,2,41,0,Bruce County,"2,568",273,"1,027,916",80,"650,334",26,"191,269",214,"186,313",0,0,34,x,106,"3,759",117,"8,602,311","18,964,849",39,x,x,0,0,"1,867","192,681",945,"1,828","1,319","49,514",381,"14,070","1,031","35,444","1,245","48,560",850,"49,361","1,377","43,418",289,"75,826",163,421,177,"8,002",283,"67,403",156,"19,795",134,386,151,"11,232",145,"8,177",397,"2,393",98,"2,346",67,"13,255",1,x,0,0,2,x,10,317,5,28,31,37,"1,905"
350241001,3541001,35,2,41,1,Carrick,309,30,"213,526",7,x,3,x,25,"2,608",0,0,1,x,7,273,15,"3,052,732","6,730,122",4,512,"1,129",0,0,256,"19,969",141,212,209,"7,037",102,"3,882",128,"3,155",200,"4,295",115,"2,969",217,"5,456",64,"15,696",38,92,42,"1,689",63,"13,915",20,"1,976",18,30,20,"1,071",19,875,28,165,9,132,11,x,0,0,0,0,0,0,0,0,1,x,1,2,x
350241006,3541006,35,2,41,6,Culross,231,19,"151,655",7,x,2,x,12,"1,169",0,0,3,x,5,94,10,"1,074,296","2,368,417",2,x,x,0,0,170,"13,674",86,165,124,"4,178",46,"1,574",87,"2,604",116,"2,477",75,"2,968",136,"3,886",35,"13,100",20,81,24,"2,257",34,"10,762",17,"1,890",16,31,15,916,16,943,31,127,14,387,8,597,0,0,0,0,0,0,1,x,0,0,4,4,14
350241011,3541011,35,2,41,11,Kinloss,158,19,x,5,x,0,0,17,525,0,0,0,0,12,241,7,"1,270","2,800",1,x,x,0,0,120,"8,999",64,114,93,"2,881",25,495,73,"2,386",66,"1,376",59,"2,720",92,"1,908",21,"3,653",14,27,15,482,21,"3,144",7,922,5,14,7,526,7,382,34,208,7,99,3,145,0,0,0,0,0,0,0,0,0,0,1,0,0
350241019,3541019,35,2,41,19,Huron,194,14,x,7,x,3,x,7,"111,192",0,0,2,x,10,"1,373",8,x,x,1,x,x,0,0,114,"10,202",56,116,87,"3,274",41,"1,538",59,"1,736",70,"2,113",43,"2,242",87,"2,457",13,"2,079",4,10,5,163,12,"1,906",14,"1,978",13,43,14,"1,180",13,755,29,172,5,49,3,80,0,0,0,0,0,0,1,x,1,x,2,0,0
350241021,3541021,35,2,41,21,Kincardine,245,34,"103,161",11,"100,781",4,198,25,"2,182",0,0,8,106,12,193,9,"760,196","1,675,945",4,555,"1,224",0,0,158,"14,641",81,136,111,"3,883",31,"1,218",89,"2,665",109,"4,292",65,"2,765",111,"3,565",36,"7,828",17,46,19,739,36,"7,043",27,"5,253",25,96,27,"3,399",27,"1,758",40,170,16,171,8,816,0,0,0,0,0,0,1,x,2,x,4,6,67
350241026,3541026,35,2,41,26,Bruce,159,13,"1,937",3,x,1,x,10,"1,557",0,0,2,x,4,45,6,"2,425","5,346",0,0,0,0,0,108,"10,617",56,119,69,"2,585",11,408,62,"2,177",73,"3,786",54,"1,997",73,"2,130",20,"5,996",13,34,13,599,20,"5,363",9,"1,261",9,20,9,795,7,446,25,115,10,653,7,x,0,0,0,0,0,0,1,x,0,0,0,1,x
350241031,3541031,35,2,41,31,Greenock,200,21,"48,039",7,x,0,0,17,x,0,0,2,x,10,307,6,"643,065","1,417,716",3,x,x,0,0,144,"15,175",60,112,79,"3,214",25,"1,165",62,"2,049",98,"4,530",65,"3,612",93,"3,707",17,"2,803",10,23,10,325,17,"2,455",3,542,3,13,3,292,3,237,23,67,5,x,3,5,0,0,0,0,0,0,0,0,0,0,3,3,24
350241034,3541034,35,2,41,34,Brant,304,46,"117,397",14,x,1,x,35,x,0,0,3,x,16,401,22,"689,565","1,520,231",6,x,x,0,0,212,"22,320",109,200,155,"5,632",42,"1,611",123,"4,021",150,"4,829",100,"7,133",161,"4,526",42,"8,720",23,44,26,728,40,"7,948",25,"2,164",20,80,24,"1,127",23,957,48,355,11,132,11,498,0,0,0,0,1,x,0,0,0,0,5,3,13
350241038,3541038,35,2,41,38,Elderslie,182,17,941,6,372,3,71,13,498,0,0,1,x,4,62,4,x,x,2,x,x,0,0,147,"25,352",56,97,83,"2,705",17,351,72,"2,354",85,"9,572",69,"8,620",91,"4,358",18,"9,025",9,38,9,674,18,"8,313",11,"1,042",7,14,10,533,10,495,34,278,8,161,5,x,0,0,0,0,0,0,0,0,0,0,1,2,x
350241044,3541044,35,2,41,44,Saugeen,121,8,x,1,x,0,0,7,438,0,0,1,x,3,10,3,x,x,1,x,x,0,0,68,"5,548",31,48,42,"1,685",9,x,36,x,40,"1,749",27,818,43,"1,248",2,x,2,x,2,x,2,x,8,"1,911",8,27,8,965,8,919,26,109,2,x,2,x,1,x,0,0,0,0,1,x,0,0,2,6,48
