AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NRHBARB,RHBARB,ERHBARB,NOTHVEG,OTHVEG,EOTHVEG,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,NGRNHTOM,FGRNHTOM,NGRNHCUC,GRNHCUC,FGRNHCUC,NGRNHLET,GRNHLET,FGRNHLET,NGRNHOVEG,GRNHOVEG,FGRNHOVEG,NVEGTRN,VEGTRN,FVEGTRN,NGRNOTHER,GRNOTHER,FGRNOTHER,NMUSHRM,MUSHRM,FMUSHRM
241294090,24,12,94,90,2494090,#NAME?,55,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,"26,425","2,455",3,x,x,3,"5,460",507,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0
241294100,24,12,94,100,2494100,- BÇgin,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241295000,24,12,95,0,2495000,- La Haute-Cìte-Nord,54,3,36,15,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,5,"115,052","10,689",5,"111,720","10,379",1,x,x,4,"94,583","8,787",3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241295010,24,12,95,10,2495010,- SacrÇ-Coeur,54,3,36,15,1,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,5,"115,052","10,689",5,"111,720","10,379",1,x,x,4,"94,583","8,787",3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241296000,24,12,96,0,2496000,#NAME?,23,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,"7,610",707,4,"7,610",707,1,x,x,3,"3,860",359,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241296020,24,12,96,20,2496020,#NAME?,23,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,"7,610",707,4,"7,610",707,1,x,x,3,"3,860",359,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241299000,24,12,99,0,2499000,#NAME?,20,4,5,2,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,8,"148,830","13,827",8,"145,792","13,545",6,"82,778","7,690",4,"30,938","2,874",3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
241299060,24,12,99,60,2499060,#NAME?,20,4,5,2,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,8,"148,830","13,827",8,"145,792","13,545",6,"82,778","7,690",4,"30,938","2,874",3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
350000000,35,0,0,0,3500000,#NAME?,"68,633","4,486","154,493","62,521","2,074","50,501","20,437","1,811","26,277","10,634","1,095","3,462","1,401",955,"21,778","8,813",862,"8,284","3,353",576,"3,717","1,504",84,838,339,504,"2,962","1,199",460,"2,974","1,203",149,230,93,705,"5,650","2,286",226,"2,465",998,553,619,250,200,489,198,595,"5,935","2,402",264,516,209,110,647,262,362,"1,432",579,155,493,199,839,"3,732","1,510","1,160","3,883","1,572",404,"3,003","1,215",71,90,36,199,217,88,656,"4,302","1,741","1,257","24,821","10,045",172,"29,963","12,126","1,587","45,873,478","4,261,786","1,580","40,945,277","3,803,941","1,108","22,284,326","2,070,282",268,"7,392,630","686,798",193,"6,251,599","580,793",55,"303,423","28,189",102,"1,460,935","135,725",334,"1,900,573","176,569",115,"1,351,791","125,585",58,"3,455,033","320,983"
350100000,35,1,0,0,3500000,- Southern Ontario Region - RÇgion du Sud de l'Ontario,"23,034","2,195","94,926","38,415",759,"25,930","10,494","1,007","24,780","10,028",496,"3,059","1,238",379,"13,032","5,274",284,"6,089","2,464",250,"1,879",761,25,366,148,212,"1,742",705,158,"1,593",645,59,180,73,127,"1,210",490,45,564,228,148,373,151,53,193,78,189,"1,822",737,72,252,102,27,252,102,105,619,251,40,123,50,516,"3,155","1,277",479,"2,281",923,176,"2,367",958,24,71,29,58,101,41,318,"2,896","1,172",455,"9,366","3,790",55,"6,866","2,779",794,"33,746,250","3,135,129",788,"29,874,991","2,775,477",471,"14,502,861","1,347,360",164,"6,480,520","602,060",134,"5,655,506","525,414",21,"224,260","20,834",39,"1,128,197","104,813",110,"1,508,903","140,182",48,"374,744","34,815",32,"1,542,880","143,338"
350125000,35,1,25,0,3525000,#NAME?,"1,225",149,"5,222","2,113",55,695,281,59,217,88,34,62,25,30,76,31,32,171,69,39,615,249,3,19,8,41,691,280,34,"1,011",409,10,144,58,11,6,3,10,15,6,25,x,x,6,9,4,14,18,7,6,67,27,5,33,13,22,174,70,4,x,x,45,173,70,65,493,199,8,16,6,3,2,1,10,16,6,33,427,173,55,"2,984","1,208",15,"2,530","1,024",91,"2,634,282","244,733",91,"2,509,691","233,158",66,"1,839,900","170,932",9,"142,000","13,192",9,"299,800","27,852",1,x,x,3,"7,300",678,17,x,x,7,"110,600","10,275",9,"596,638","55,429"
350125003,35,1,25,3,3525003,#NAME?,145,7,38,15,1,x,x,4,13,5,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,29,12,0,0,0,13,"402,848","37,426",13,"397,100","36,892",9,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,4,x,x
350125009,35,1,25,9,3525009,#NAME?,183,10,76,31,4,x,x,4,9,4,1,x,x,3,5,2,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,6,x,x,0,0,0,0,0,0,0,0,0,2,x,x,3,11,4,5,x,x,4,"29,116","2,705",4,"23,111","2,147",4,"23,111","2,147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
350125014,35,1,25,14,3525014,#NAME?,229,28,544,220,12,202,82,11,18,7,6,x,x,5,12,5,8,14,6,4,16,6,0,0,0,5,13,5,5,7,3,1,x,x,2,x,x,1,x,x,6,5,2,0,0,0,5,x,x,0,0,0,1,x,x,2,x,x,0,0,0,7,x,x,11,28,12,2,x,x,0,0,0,3,2,1,6,x,x,12,"1,205",488,2,x,x,10,"102,128","9,488",10,"100,112","9,301",7,x,x,1,x,x,2,x,x,0,0,0,0,0,0,4,"6,056",563,1,x,x,0,0,0
350125030,35,1,25,30,3525030,#NAME?,668,104,"4,565","1,847",38,462,187,40,176,71,26,50,20,22,59,24,21,156,63,35,599,242,3,19,8,36,678,274,29,"1,003",406,9,x,x,9,x,x,9,x,x,18,10,4,6,9,4,8,10,4,6,67,27,4,x,x,19,x,x,4,x,x,37,151,61,45,428,173,6,x,x,3,2,1,7,14,6,25,265,107,33,"1,739",704,8,610,247,64,"2,100,190","195,114",64,"1,989,368","184,818",46,"1,452,933","134,982",7,x,x,6,"236,000","21,925",1,x,x,3,"7,300",678,11,"102,735","9,544",5,x,x,4,"351,638","32,668"
350126000,35,1,26,0,3526000,#NAME?,"2,706",196,"1,503",608,79,372,151,130,269,109,40,76,31,15,19,8,30,x,x,20,58,24,1,x,x,26,70,28,19,24,10,5,x,x,11,6,2,0,0,0,16,54,22,7,x,x,14,50,20,7,x,x,3,9,4,15,75,30,2,x,x,43,64,26,60,140,57,8,15,6,2,x,x,10,18,7,29,77,31,104,"2,264",916,3,x,x,210,"9,613,383","893,113",210,"9,130,211","848,224",163,"6,980,225","648,484",35,"740,410","68,786",30,"792,529","73,628",2,x,x,5,"386,547","35,911",15,x,x,11,"128,456","11,934",3,x,x
350126003,35,1,26,3,3526003,#NAME?,96,6,39,16,4,x,x,5,4,2,2,x,x,1,x,x,3,1,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,3,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,6,"176,076","16,358",6,"174,669","16,227",5,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
350126011,35,1,26,11,3526011,#NAME?,95,7,162,66,4,28,11,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,3,x,x,3,71,29,0,0,0,3,"79,500","7,386",3,"79,500","7,386",2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
350126014,35,1,26,14,3526014,#NAME?,209,18,357,145,7,14,6,11,41,17,6,x,x,1,x,x,2,x,x,3,23,10,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,8,43,17,4,13,5,0,0,0,0,0,0,1,x,x,2,x,x,5,x,x,0,0,0,8,"259,644","24,122",8,"215,644","20,034",4,"118,000","10,963",2,x,x,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350126021,35,1,26,21,3526021,#NAME?,526,9,63,25,3,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,21,9,5,28,11,1,x,x,15,"418,500","38,880",15,"388,200","36,065",11,"283,400","26,329",1,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x
350126028,35,1,26,28,3526028,#NAME?,239,34,270,109,17,99,40,19,30,12,10,7,3,4,2,1,9,8,3,5,20,8,0,0,0,9,14,6,6,3,1,3,2,1,4,3,1,0,0,0,4,x,x,4,1,1,1,x,x,2,x,x,1,x,x,7,x,x,2,x,x,10,6,3,15,32,13,3,11,4,0,0,0,4,12,5,4,11,4,22,403,163,0,0,0,22,"686,480","63,776",22,"678,235","63,010",17,"475,995","44,221",4,"90,940","8,449",1,x,x,0,0,0,0,0,0,1,x,x,3,x,x,1,x,x
350126037,35,1,26,37,3526037,#NAME?,80,5,46,19,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,6,37,15,0,0,0,4,"130,200","12,096",4,"94,900","8,816",3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
350126043,35,1,26,43,3526043,#NAME?,104,13,91,37,7,26,10,10,11,5,6,7,3,1,x,x,4,2,1,1,x,x,0,0,0,3,1,x,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,1,x,0,0,0,5,2,1,7,27,11,0,0,0,0,0,0,1,x,x,1,x,x,7,93,38,0,0,0,9,"95,408","8,864",9,"94,108","8,743",9,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
350126047,35,1,26,47,3526047,#NAME?,540,45,192,78,14,52,21,35,95,38,7,4,2,2,x,x,4,1,x,3,x,x,0,0,0,4,2,1,4,1,x,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,5,1,x,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,12,16,7,1,x,x,2,x,x,2,x,x,5,10,4,22,"1,110",449,0,0,0,43,"2,302,221","213,883",43,"2,191,801","203,625",35,"1,589,707","147,689",7,"175,190","16,276",4,x,x,0,0,0,2,x,x,2,x,x,3,x,x,0,0,0
350126053,35,1,26,53,3526053,#NAME?,136,18,59,24,5,17,7,15,21,9,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,4,2,1,4,5,2,1,x,x,0,0,0,1,x,x,4,5,2,10,243,98,1,x,x,23,"1,307,090","121,433",23,"1,210,190","112,430",18,"1,006,190","93,478",4,"52,000","4,831",6,"141,000","13,099",0,0,0,0,0,0,3,x,x,1,x,x,0,0,0
350126057,35,1,26,57,3526057,#NAME?,548,38,220,89,15,63,25,29,58,24,4,2,1,2,x,x,3,2,1,4,2,1,0,0,0,5,x,x,3,1,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,3,x,x,0,0,0,4,2,1,11,22,9,1,x,x,0,0,0,0,0,0,5,12,5,20,242,98,0,0,0,55,"2,400,330","222,998",55,"2,245,180","208,584",41,"1,644,832","152,810",12,"226,660","21,057",9,"266,844","24,791",2,x,x,1,x,x,6,"79,928","7,426",4,x,x,1,x,x
350126065,35,1,26,65,3526065,#NAME?,133,3,4,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,18,7,0,0,0,22,"1,757,934","163,317",22,"1,757,784","163,303",18,"1,559,664","144,898",4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350128000,35,1,28,0,3528000,#NAME?,"3,066",333,"10,675","4,320",103,"1,997",808,139,"1,505",609,123,"1,115",451,21,26,10,32,114,46,49,577,233,7,x,x,42,515,208,24,208,84,7,3,1,19,228,92,7,9,4,21,26,10,8,x,x,26,69,28,7,23,9,5,47,19,11,13,5,4,11,4,113,"1,017",412,96,730,295,69,"1,260",510,7,33,13,5,x,x,71,708,286,75,813,329,9,698,282,114,"4,169,710","387,379",111,"2,110,635","196,084",60,"1,107,327","102,874",30,"633,491","58,853",15,"193,136","17,943",8,"43,600","4,051",10,"64,200","5,964",12,"52,141","4,844",6,"16,740","1,555",10,"225,731","20,971"
350128002,35,1,28,2,3528002,#NAME?,233,18,497,201,11,x,x,14,x,x,12,x,x,4,x,x,7,x,x,5,x,x,1,x,x,4,x,x,4,x,x,2,x,x,4,x,x,0,0,0,5,x,x,3,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,8,x,x,8,11,4,3,x,x,0,0,0,0,0,0,4,x,x,11,101,41,1,x,x,27,"812,283","75,464",27,"798,051","74,141",20,"694,815","64,550",1,x,x,6,"90,816","8,437",0,0,0,0,0,0,3,x,x,2,x,x,0,0,0
350128015,35,1,28,15,3528015,#NAME?,610,12,210,85,9,73,30,7,30,12,5,1,x,4,1,x,4,x,x,2,x,x,0,0,0,3,x,x,3,x,x,0,0,0,2,x,x,1,x,x,4,1,x,1,x,x,4,x,x,2,x,x,0,0,0,3,x,x,0,0,0,5,x,x,7,29,12,1,x,x,0,0,0,2,x,x,1,x,x,4,37,15,4,580,235,6,x,x,6,x,x,5,"34,104","3,168",2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0
350128033,35,1,28,33,3528033,#NAME?,769,106,"4,200","1,700",33,422,171,68,832,337,41,410,166,5,6,2,11,43,17,28,471,191,6,x,x,25,467,189,13,196,79,3,1,1,7,x,x,4,9,4,8,22,9,2,x,x,9,13,5,2,x,x,4,x,x,1,x,x,2,x,x,53,554,224,38,301,122,8,49,20,3,x,x,2,x,x,30,131,53,16,110,45,0,0,0,34,"1,034,881","96,144",33,"716,921","66,604",19,"247,180","22,964",13,"367,600","34,151",4,"68,000","6,317",2,x,x,2,x,x,5,"15,341","1,425",1,x,x,3,"143,800","13,359"
350128040,35,1,28,40,3528040,#NAME?,29,4,81,33,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350128049,35,1,28,49,3528049,#NAME?,672,110,"3,693","1,495",36,"1,315",532,29,249,101,24,285,115,4,15,6,7,54,22,12,95,39,0,0,0,8,42,17,2,x,x,1,x,x,2,x,x,1,x,x,1,x,x,2,x,x,6,9,4,1,x,x,1,x,x,4,11,5,1,x,x,27,215,87,33,238,96,35,689,279,2,x,x,0,0,0,27,408,165,20,386,156,2,x,x,27,"2,059,083","191,295",26,"345,703","32,117",11,"100,980","9,381",7,"136,023","12,637",3,x,x,4,"30,400","2,824",4,"28,200","2,620",2,x,x,0,0,0,2,x,x
350128054,35,1,28,54,3528054,#NAME?,753,83,"1,995",807,11,100,41,20,368,149,40,384,155,4,x,x,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,4,x,x,1,x,x,3,x,x,0,0,0,5,x,x,1,x,x,0,0,0,1,x,x,1,x,x,20,213,86,10,152,61,22,521,211,2,x,x,1,x,x,8,164,66,24,179,72,2,x,x,19,"125,423","11,652",18,"116,820","10,853",4,x,x,6,x,x,2,x,x,2,x,x,3,"18,400","1,709",1,x,x,2,x,x,5,x,x
350129000,35,1,29,0,3529000,#NAME?,"1,010",93,"2,680","1,085",51,303,123,55,241,97,33,295,119,20,28,11,31,400,162,24,100,41,3,x,x,20,137,55,17,126,51,12,3,1,15,40,16,3,x,x,22,14,6,4,1,x,10,46,19,9,3,1,2,x,x,9,34,14,3,x,x,39,269,109,31,172,70,11,168,68,0,0,0,5,4,1,27,294,119,24,452,183,1,x,x,34,"834,093","77,490",34,"822,393","76,403",23,"538,348","50,014",6,"193,000","17,930",2,x,x,0,0,0,2,x,x,5,"12,805","1,190",2,x,x,1,x,x
350129001,35,1,29,1,3529001,#NAME?,122,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350129004,35,1,29,4,3529004,#NAME?,263,21,389,158,11,45,18,15,21,9,5,x,x,3,x,x,8,6,3,2,x,x,0,0,0,4,1,1,5,1,x,4,x,x,7,x,x,1,x,x,6,x,x,2,x,x,1,x,x,2,x,x,0,0,0,2,x,x,1,x,x,9,29,12,10,39,16,0,0,0,0,0,0,2,x,x,7,x,x,8,x,x,0,0,0,18,"491,096","45,624",18,"481,696","44,751",16,x,x,1,x,x,1,x,x,0,0,0,1,x,x,3,x,x,0,0,0,1,x,x
350129009,35,1,29,9,3529009,#NAME?,58,9,696,282,3,x,x,5,80,33,6,69,28,2,x,x,4,91,37,4,41,17,0,0,0,3,100,40,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113,46,4,69,28,1,x,x,0,0,0,0,0,0,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350129011,35,1,29,11,3529011,#NAME?,352,46,"1,429",579,22,172,70,27,125,51,14,221,89,9,9,4,11,297,120,12,45,18,1,x,x,8,33,13,7,x,x,4,2,1,3,x,x,0,0,0,9,7,3,1,x,x,6,x,x,4,2,1,2,x,x,4,x,x,1,x,x,21,117,47,11,53,22,9,x,x,0,0,0,3,x,x,13,50,20,8,65,26,0,0,0,12,"287,217","26,683",12,"284,917","26,470",6,"139,752","12,983",3,"114,000","10,591",1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0
350129016,35,1,29,16,3529016,#NAME?,215,15,x,x,13,50,20,7,x,x,7,4,2,5,6,3,7,x,x,6,x,x,2,x,x,5,3,1,5,x,x,4,1,1,4,3,1,2,x,x,6,6,2,1,x,x,3,x,x,2,x,x,0,0,0,3,x,x,1,x,x,4,10,4,5,x,x,1,x,x,0,0,0,0,0,0,3,x,x,5,10,4,1,x,x,4,"55,780","5,182",4,"55,780","5,182",1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
350132000,35,1,32,0,3532000,#NAME?,"2,382",106,"5,721","2,315",53,"1,355",548,20,67,27,24,283,114,24,"1,109",449,17,"1,576",638,14,108,44,1,x,x,10,93,38,13,101,41,5,20,8,8,3,1,6,164,66,9,x,x,2,x,x,9,18,7,4,5,2,1,x,x,9,x,x,4,4,2,17,47,19,21,78,31,11,111,45,0,0,0,2,x,x,18,438,177,33,335,136,4,170,69,30,"353,821","32,871",29,"334,507","31,077",18,"199,987","18,579",1,x,x,3,"41,000","3,809",3,"16,500","1,533",2,x,x,3,"35,370","3,286",3,x,x,1,x,x
350132002,35,1,32,2,3532002,#NAME?,587,24,813,329,11,164,67,8,64,26,10,255,103,2,x,x,5,x,x,1,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,3,1,x,2,x,x,2,x,x,1,x,x,0,0,0,3,1,x,1,x,x,3,x,x,5,6,2,3,54,22,0,0,0,1,x,x,4,93,37,12,95,38,1,x,x,17,"203,476","18,904",17,"197,432","18,342",11,"130,812","12,153",0,0,0,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,0,0,0
350132012,35,1,32,12,3532012,#NAME?,412,20,"2,045",827,10,781,316,3,x,x,4,x,x,6,609,247,2,x,x,3,x,x,0,0,0,1,x,x,2,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,3,x,x,3,47,19,0,0,0,1,x,x,5,189,77,4,8,3,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350132027,35,1,32,27,3532027,#NAME?,595,27,"1,098",444,13,191,77,8,2,1,6,2,1,11,376,152,6,134,54,5,x,x,0,0,0,6,x,x,7,84,34,2,x,x,4,2,1,3,x,x,3,1,1,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,6,2,1,6,6,3,3,x,x,0,0,0,0,0,0,4,x,x,6,117,47,0,0,0,4,x,x,4,x,x,3,"4,445",413,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
350132038,35,1,32,38,3532038,#NAME?,318,14,"1,161",470,8,90,36,0,0,0,3,x,x,4,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,4,67,27,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350132045,35,1,32,45,3532045,#NAME?,470,21,606,245,11,129,52,1,x,x,1,x,x,1,x,x,1,x,x,5,57,23,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,3,x,x,0,0,0,3,x,x,6,64,26,1,x,x,0,0,0,0,0,0,5,x,x,7,48,19,0,0,0,7,"68,180","6,334",7,"65,630","6,097",3,x,x,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0
350134000,35,1,34,0,3534000,#NAME?,"1,764",139,"3,811","1,542",51,"1,138",460,45,182,74,46,308,125,28,785,318,16,257,104,11,5,2,0,0,0,9,21,9,6,4,2,6,1,1,8,11,5,1,x,x,8,2,1,3,x,x,13,6,2,4,x,x,3,x,x,5,2,1,3,x,x,51,502,203,36,163,66,10,212,86,1,x,x,5,6,3,27,205,83,26,349,141,0,0,0,30,"514,184","47,769",29,"493,961","45,890",15,"276,341","25,673",11,"194,600","18,079",2,x,x,0,0,0,0,0,0,5,"9,780",909,3,x,x,1,x,x
