AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NHENEGG,HENEGG,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NEGGS,EGGS,NNOCHCK,NOCHCK,NNOTURK,NOTURK,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCOWMLK,COWMLK,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NOTHLIV,NBEES,BEES
350410046,35,4,10,46,3510046,- Clarendon and Miller,26,3,108,2,x,3,x,1,x,0,0,2,x,1,x,2,x,2,x,1,x,14,565,11,13,14,284,0,0,14,284,9,x,0,0,9,27,2,x,1,x,14,x,0,0,2,x,0,0,1,x,2,x,2,x,0,0,0,0,3,146,2,x,3,81,3,x,8,30,0,0,1,x,0,0,0,0,2,2,x
350411000,35,4,11,0,3511000,- Lennox and Addington County,726,120,"436,213",45,"157,524",83,"268,420",63,"10,269",0,0,26,441,48,"22,826",59,"6,935,667",49,x,24,393,529,"30,685",295,467,480,"13,713",150,"6,144",371,"7,569",359,"6,140",138,"3,245",224,"1,581",78,"1,314",168,"1,798",472,"8,567",137,"4,754",63,"16,361",22,109,29,"1,497",58,"14,755",27,"4,377",30,"4,742",21,"5,636",46,"4,682",34,71,44,"2,101",43,"2,510",145,651,21,182,25,751,0,0,0,0,11,24,"2,146"
350411001,35,4,11,1,3511001,- Amherst Island,38,4,79,0,0,3,x,1,x,0,0,1,x,3,24,2,x,1,x,0,0,26,"1,844",16,22,24,952,9,417,20,535,22,326,9,182,15,104,8,40,11,60,24,484,8,318,1,x,1,x,0,0,1,x,0,0,1,x,0,0,3,"2,224",3,15,3,859,3,"1,350",8,27,1,x,0,0,0,0,0,0,1,1,x
350411004,35,4,11,4,3511004,- Ernestown,171,34,"1,936",14,269,28,823,16,844,0,0,6,64,9,120,19,"11,802",15,669,8,104,116,"4,603",47,73,100,"2,077",24,907,82,"1,170",74,821,20,516,47,207,18,98,50,306,96,"1,326",23,730,11,x,2,x,3,26,11,x,5,x,4,12,2,x,9,445,8,13,9,247,9,185,43,234,5,38,7,392,0,0,0,0,3,10,x
350411011,35,4,11,11,3511011,- South Fredericksburgh,67,12,x,3,49,10,x,2,x,0,0,0,0,6,x,6,x,3,175,0,0,44,"2,974",20,35,39,"1,391",25,"1,126",17,265,38,702,25,510,14,75,5,117,11,129,40,717,25,913,8,x,4,8,4,x,7,x,4,150,4,x,3,x,4,x,3,x,4,x,3,x,19,77,5,40,0,0,0,0,0,0,0,1,x
350411014,35,4,11,14,3511014,- Adolphustown,22,3,x,2,x,1,x,1,x,0,0,0,0,0,0,1,x,1,x,1,x,13,919,8,20,12,388,5,233,8,155,11,321,7,x,5,x,3,x,0,0,12,190,6,190,2,x,1,x,1,x,2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0
350411016,35,4,11,16,3511016,- North Fredericksburgh,54,5,779,2,x,3,500,3,x,0,0,1,x,2,x,4,"2,740",6,435,1,x,38,"2,415",18,24,36,"1,043",14,665,25,378,29,622,15,449,15,84,8,89,11,65,37,661,14,517,2,x,1,x,1,x,2,x,2,x,1,x,2,x,1,x,1,x,1,x,1,x,10,18,0,0,4,x,0,0,0,0,3,1,x
350411019,35,4,11,19,3511019,- Richmond,99,17,693,5,195,11,278,8,220,0,0,3,87,5,59,7,"4,835",9,332,4,33,77,"4,620",46,60,67,"1,961",21,829,51,"1,132",48,"1,088",21,430,29,204,7,454,23,225,66,"1,286",21,671,12,x,6,11,8,x,10,x,3,85,8,x,3,x,6,270,4,8,5,147,6,115,13,50,3,6,2,x,0,0,0,0,1,0,0
350411024,35,4,11,24,3511024,- Camden East,195,30,"309,672",14,x,18,x,20,"1,253",0,0,12,231,15,x,16,x,9,333,8,172,147,"9,738",94,169,136,"4,326",41,"1,646",109,"2,680",94,"1,768",34,834,62,533,21,401,44,545,133,"2,930",32,"1,152",21,x,6,x,8,258,20,"2,785",11,x,8,x,8,x,13,864,8,21,13,410,13,433,34,169,4,90,8,70,0,0,0,0,3,8,47
350411031,35,4,11,31,3511031,- Sheffield,49,6,169,1,x,3,31,5,x,0,0,1,x,4,81,1,x,2,x,1,x,46,"3,075",32,49,44,"1,316",5,251,42,"1,065",30,438,5,86,26,264,7,88,11,449,43,823,5,203,4,x,1,x,3,6,4,25,1,x,2,x,1,x,8,316,6,6,7,152,7,158,6,20,2,x,2,x,0,0,0,0,0,0,0
350411034,35,4,11,34,3511034,"- Kaladar, Anglesea and Effingham",31,9,"7,398",4,x,6,217,7,x,0,0,2,x,4,x,3,833,3,x,1,x,22,497,14,15,22,259,6,70,17,189,13,54,2,x,11,x,1,x,7,19,21,150,3,60,2,x,0,0,1,x,1,x,0,0,1,x,0,0,2,x,1,x,2,x,1,x,9,39,1,x,2,x,0,0,0,0,0,3,17
350447000,35,4,47,0,3547000,- Renfrew County,"1,505",295,"41,424",79,x,207,x,158,x,0,0,40,701,66,"1,061",149,x,104,"15,404",33,"3,256","1,224","75,687",821,"1,306","1,114","31,858",218,"7,784",983,"24,074",850,"12,892",197,"3,967",636,"4,646",247,"4,279",389,"6,387","1,071","23,244",208,"6,128",126,"6,395",40,64,52,751,115,"5,580",62,"2,074",63,"2,053",31,"1,453",132,"5,572",72,91,127,"2,515",125,"2,966",293,997,38,366,39,236,0,0,0,0,12,38,925
350447001,35,4,47,1,3547001,- McNab,171,43,"3,421",7,192,26,897,29,"2,332",0,0,8,244,10,294,16,"6,766",14,"1,244",3,x,138,"7,752",91,142,125,"3,079",19,616,114,"2,463",100,"1,573",16,286,79,611,35,676,53,584,120,"2,374",20,506,14,189,7,7,8,30,12,152,7,x,6,78,1,x,22,910,9,11,22,393,22,506,39,179,3,16,6,42,0,0,0,0,2,5,152
350447006,35,4,47,6,3547006,- Bagot and Blythfield,32,10,x,2,x,8,145,5,210,0,0,3,32,3,61,7,"1,657",4,148,3,14,24,789,14,17,22,342,5,51,20,291,12,105,2,x,10,x,4,15,4,24,24,301,3,x,5,37,1,x,2,x,4,x,2,x,3,16,0,0,4,170,3,3,4,70,4,97,3,8,1,x,2,x,0,0,0,0,0,1,x
350447016,35,4,47,16,3547016,- Sebastopol,35,6,x,3,135,6,119,2,x,0,0,1,x,1,x,3,145,0,0,0,0,20,"1,031",16,30,19,492,2,x,18,x,14,73,1,x,12,x,4,7,5,21,19,415,2,x,5,x,2,x,2,x,5,x,3,x,2,x,2,x,2,x,1,x,2,x,1,x,5,14,1,x,0,0,0,0,0,0,1,0,0
350447019,35,4,47,19,3547019,- Brudenell and Lyndoch,46,14,892,8,335,10,396,5,161,0,0,1,x,4,55,7,"4,254",2,x,0,0,32,"2,048",24,48,31,973,2,x,30,x,23,199,1,x,21,x,5,84,5,54,26,774,2,x,6,30,2,x,4,x,4,20,2,x,2,x,0,0,5,550,4,7,5,234,5,309,12,39,2,x,3,30,0,0,0,0,0,1,x
350447022,35,4,47,22,3547022,- Raglan,31,12,534,4,95,10,231,7,208,0,0,1,x,1,x,7,"1,561",4,128,1,x,27,631,17,17,27,330,3,43,24,287,16,x,0,0,15,46,2,x,1,x,25,232,1,x,5,51,1,x,2,x,5,x,3,25,1,x,2,x,5,220,2,x,5,x,5,114,7,9,0,0,0,0,0,0,0,0,0,0,0
350447026,35,4,47,26,3547026,"- Sherwood, Jones and Burns",41,17,623,6,83,15,243,9,297,0,0,1,x,4,56,10,"1,563",5,215,0,0,33,562,26,34,31,264,2,x,31,x,15,57,2,x,11,x,5,18,3,8,30,199,1,x,6,29,0,0,0,0,6,29,3,21,2,x,1,x,5,71,2,x,5,35,5,x,11,21,0,0,1,x,0,0,0,0,0,0,0
350447031,35,4,47,31,3547031,- Hagarty and Richards,53,16,935,8,146,14,219,11,570,0,0,1,x,3,8,10,"1,674",6,226,0,0,46,"1,733",39,48,46,825,2,x,45,x,28,137,2,x,25,x,7,13,11,40,43,683,2,x,8,25,1,x,1,x,7,x,3,7,2,x,2,x,2,x,2,x,2,x,2,x,13,27,1,x,0,0,0,0,0,0,0,0,0
350447036,35,4,47,36,3547036,- South Algona,39,7,x,3,x,7,x,5,553,0,0,2,x,2,x,5,"1,570",1,x,0,0,37,"2,216",24,48,34,"1,032",2,x,33,x,21,267,1,x,19,x,4,19,8,50,31,819,2,x,5,x,2,x,1,x,4,x,1,x,4,x,1,x,3,57,2,x,3,26,3,x,11,23,0,0,1,x,0,0,0,0,0,0,0
350447038,35,4,47,38,3547038,- Grattan,88,13,x,2,x,7,211,6,291,0,0,5,32,1,x,4,"2,074",5,240,3,38,78,"3,821",44,64,70,"1,545",5,184,66,"1,361",51,583,6,84,41,314,14,185,22,563,67,"1,066",5,155,9,78,1,x,3,x,8,70,4,x,4,35,2,x,2,x,1,x,2,x,2,x,17,52,1,x,0,0,0,0,0,0,1,1,x
350447042,35,4,47,42,3547042,- Admaston,122,13,x,1,x,9,237,6,531,0,0,1,x,3,26,8,"3,889",3,260,1,x,96,"6,849",61,95,89,"2,972",25,"1,021",74,"1,951",63,"1,192",25,454,39,350,19,388,30,548,85,"2,042",27,778,7,47,1,x,2,x,6,x,5,27,1,x,1,x,5,394,2,x,5,226,4,x,12,46,2,x,2,x,0,0,0,0,2,4,289
350447046,35,4,47,46,3547046,- Horton,94,20,"1,981",5,545,14,899,8,537,0,0,4,116,1,x,8,"16,620",4,440,3,120,73,"3,645",51,64,62,"1,695",7,312,59,"1,383",45,579,8,174,36,269,12,136,22,171,60,"1,136",5,221,4,163,1,x,2,x,4,x,2,x,2,x,1,x,10,471,5,5,10,190,9,276,23,74,2,x,1,x,0,0,0,0,0,2,x
350447049,35,4,47,49,3547049,- Ross,122,21,"2,026",3,x,13,"1,028",10,x,0,0,1,x,5,49,9,"14,692",11,925,1,x,104,"8,207",71,120,94,"3,341",21,783,82,"2,558",76,"1,308",19,366,58,411,26,531,41,"1,023",90,"2,415",18,608,10,400,4,4,4,49,9,347,4,140,5,101,5,106,14,910,9,17,13,404,14,489,17,73,5,74,6,63,0,0,0,0,1,4,x
350447054,35,4,47,54,3547054,- Bromley,115,17,"1,137",3,200,10,475,11,462,0,0,1,x,3,61,9,"5,121",9,"1,220",3,35,98,"11,205",58,141,84,"4,168",31,"1,308",70,"2,860",78,"2,595",32,760,50,644,33,"1,191",44,"1,320",82,"2,981",28,"1,004",7,"1,538",5,11,5,196,7,"1,331",5,739,6,x,3,x,7,391,6,7,7,167,7,217,16,80,1,x,1,x,0,0,0,0,0,2,x
350447058,35,4,47,58,3547058,- Westmeath,200,37,"4,092",10,928,27,"1,935",18,"1,229",0,0,3,x,9,56,19,"18,683",13,"4,919",5,259,170,"12,993",115,209,153,"5,664",57,"2,059",115,"3,605",129,"2,037",52,993,84,626,29,418,53,941,153,"4,142",56,"1,661",16,"2,604",8,17,9,225,16,"2,362",11,490,10,984,8,888,15,376,8,8,14,194,15,174,36,117,6,18,5,19,0,0,0,0,2,8,138
350447062,35,4,47,62,3547062,- Pembroke,25,3,x,1,x,1,x,3,264,0,0,1,x,0,0,1,x,0,0,0,0,16,"1,169",4,x,15,482,7,332,10,150,12,x,8,223,5,30,1,x,4,113,12,311,8,299,2,x,0,0,0,0,2,x,1,x,1,x,0,0,1,x,0,0,0,0,1,x,7,15,0,0,2,x,0,0,0,0,0,2,x
350447066,35,4,47,66,3547066,- Stafford,69,9,"4,634",2,x,6,594,6,x,0,0,4,64,4,75,7,"7,456",9,"3,811",4,85,63,"4,360",35,64,56,"1,676",13,605,47,"1,071",47,900,14,368,29,198,17,334,23,559,51,"1,161",13,488,3,x,1,x,1,x,3,19,0,0,3,19,0,0,10,221,5,5,10,104,8,112,13,56,4,37,2,x,0,0,0,0,1,2,x
350447069,35,4,47,69,3547069,- Wilberforce,92,20,723,6,67,13,186,10,470,0,0,2,x,9,117,11,"1,365",7,390,4,68,77,"2,862",63,80,74,"1,274",5,88,69,"1,186",52,399,2,x,44,x,17,132,25,94,72,"1,015",6,76,9,x,1,x,3,x,8,x,2,x,7,172,2,x,8,261,5,5,7,111,7,145,21,57,6,52,3,7,0,0,0,0,0,2,x
350447074,35,4,47,74,3547074,- Alice and Fraser,100,11,"1,573",3,85,8,"1,051",5,437,0,0,0,0,3,73,6,"19,726",7,"1,182",2,x,78,"3,492",58,70,69,"1,563",10,300,63,"1,263",58,542,6,139,48,288,11,115,32,265,68,"1,052",9,241,4,71,2,x,3,x,4,52,4,x,1,x,0,0,8,348,6,8,8,136,8,204,20,71,2,x,4,11,0,0,0,0,2,3,15
350447078,35,4,47,78,3547078,- Petawawa,30,6,243,2,x,3,60,2,x,0,0,0,0,0,0,2,x,0,0,0,0,14,322,10,x,13,141,0,0,13,141,10,x,0,0,10,30,2,x,3,x,13,126,0,0,1,x,0,0,0,0,1,x,0,0,1,x,0,0,4,x,0,0,3,x,3,x,10,36,1,x,0,0,0,0,0,0,0,1,x
350500000,35,5,0,0,3500000,- Northern Ontario Region - RÇgion du Nord de l'Ontario,"2,908",609,"261,134",190,"29,942",476,"211,180",289,"20,012",1,x,152,"3,320",206,"5,850",372,"4,836,207",228,"35,800",96,"3,011","2,010","122,505","1,254","2,055","1,848","54,495",521,"19,969","1,475","34,526","1,524","21,057",408,"8,601","1,041","7,964",402,"4,492",732,"8,452","1,788","36,446",487,"16,006",250,"9,146",74,131,104,958,216,"8,057",97,"2,823",124,"3,079",61,"2,155",223,"15,619",154,284,209,"7,852",203,"7,483",654,"2,957",142,"1,876",198,"4,109",1,x,8,272,54,100,"1,262"
350548000,35,5,48,0,3548000,- Nipissing District,263,49,"2,560",17,306,39,708,28,"1,546",0,0,13,122,28,286,30,"58,266",21,"3,745",4,x,197,"8,883",104,148,179,"4,334",69,"2,501",118,"1,833",144,"1,734",62,"1,136",72,405,29,193,43,202,178,"2,465",68,"1,968",25,969,7,15,10,121,23,833,8,x,13,x,4,x,27,"1,768",18,35,24,905,26,828,61,200,11,97,14,190,0,0,1,x,3,9,x
350548022,35,5,48,22,3548022,- Calvin,32,7,461,3,x,6,x,6,273,0,0,1,x,2,x,5,x,2,x,0,0,23,798,16,19,22,367,5,60,18,307,16,102,4,x,12,69,1,x,6,17,22,293,5,46,1,x,0,0,0,0,1,x,1,x,0,0,0,0,8,663,4,10,8,314,7,339,10,44,0,0,0,0,0,0,0,0,1,2,x
350548027,35,5,48,27,3548027,- Bonfield,49,16,803,6,151,13,225,9,427,0,0,6,48,6,21,12,"5,639",9,832,1,x,41,"1,546",31,38,40,717,4,65,38,652,25,245,1,x,20,x,10,67,10,38,36,508,4,55,11,x,3,x,6,x,11,x,4,17,5,31,2,x,6,455,5,8,6,229,6,218,15,40,0,0,4,30,0,0,0,0,0,1,x
350548031,35,5,48,31,3548031,- Chisholm,48,7,91,1,x,5,x,2,x,0,0,1,x,7,52,4,417,1,x,1,x,40,"1,784",19,24,35,849,14,531,22,318,33,340,14,234,16,70,5,36,8,22,38,549,14,431,6,x,2,x,1,x,6,x,2,x,4,x,2,x,4,x,2,x,2,x,4,x,12,34,1,x,3,x,0,0,0,0,0,3,5
350548051,35,5,48,51,3548051,- Springer,21,0,0,0,0,0,0,0,0,0,0,2,x,3,32,0,0,0,0,0,0,13,867,5,5,12,466,8,365,4,101,10,202,8,x,2,x,3,x,4,11,11,183,8,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,x,0,0,0,0,0,1,x
350548058,35,5,48,58,3548058,- Caldwell,39,3,57,1,x,2,x,2,x,0,0,0,0,2,x,0,0,0,0,0,0,31,"1,816",9,20,25,888,18,812,8,76,23,458,17,399,4,23,5,36,6,33,30,417,18,642,2,x,0,0,0,0,2,x,1,x,1,x,0,0,2,x,2,x,2,x,2,x,8,38,2,x,1,x,0,0,1,x,2,0,0
350548094,35,5,48,94,3548094,"- Nipissing, Unorganized, North Part",74,16,"1,148",6,111,13,259,9,778,0,0,3,40,8,145,9,x,9,x,2,x,49,"2,072",24,42,45,"1,047",20,668,28,379,37,387,18,277,18,88,5,22,9,81,41,515,19,497,5,x,2,x,3,6,3,x,0,0,3,x,0,0,7,397,5,11,6,234,7,152,13,41,8,85,5,132,0,0,0,0,0,2,x
350551000,35,5,51,0,3551000,- Manitoulin District,343,63,"4,352",20,"1,170",54,"1,899",23,"1,283",0,0,14,257,19,573,39,"11,228",16,x,7,108,291,"21,527",188,296,269,"8,951",32,943,256,"8,008",215,"3,044",25,423,159,"1,338",94,"1,283",131,"2,501",263,"6,735",31,x,14,287,4,4,7,32,12,251,6,x,4,9,2,x,44,"1,877",33,45,41,886,41,946,69,237,9,134,17,126,0,0,0,0,7,9,332
350551001,35,5,51,1,3551001,- Tehkummah,40,6,212,1,x,5,110,3,x,0,0,2,x,2,x,2,x,2,x,1,x,36,"1,896",20,26,31,766,2,x,31,x,24,253,2,x,16,119,9,x,20,230,33,621,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,3,4,3,68,3,69,9,20,1,x,2,x,0,0,0,0,0,2,x
350551004,35,5,51,4,3551004,- Carnarvon,35,5,x,0,0,5,101,1,x,0,0,0,0,3,x,4,669,0,0,0,0,26,"1,465",13,16,23,612,4,153,21,459,18,265,4,96,10,47,9,122,6,129,22,443,4,137,4,x,1,x,3,12,2,x,1,x,0,0,1,x,6,240,5,6,6,109,6,125,10,46,0,0,2,x,0,0,0,0,1,0,0
350551011,35,5,51,11,3551011,- Assiginack,54,17,895,5,289,16,482,6,124,0,0,3,x,5,55,10,"2,403",4,215,2,x,48,"3,728",37,66,47,"1,817",5,70,44,"1,747",38,492,3,17,28,261,15,214,18,174,43,"1,179",3,49,1,x,0,0,0,0,1,x,1,x,0,0,0,0,5,x,2,x,5,37,5,x,10,40,2,x,3,16,0,0,0,0,2,0,0
350551016,35,5,51,16,3551016,- Howland,64,8,255,2,x,5,195,1,x,0,0,1,x,1,x,4,"1,555",1,x,0,0,52,"3,127",32,44,48,"1,275",5,83,47,"1,192",39,414,3,23,34,213,17,178,20,409,48,985,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,382,8,9,7,168,7,205,18,87,2,x,3,42,0,0,0,0,0,1,x
350551021,35,5,51,21,3551021,- Billings,20,1,x,0,0,1,x,0,0,0,0,0,0,0,0,1,x,2,x,0,0,14,688,3,3,13,288,2,x,12,x,8,101,1,x,8,x,1,x,3,15,13,281,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,2,x,3,70,2,x,3,4,1,x,2,x,0,0,0,0,1,1,x
350551024,35,5,51,24,3551024,- Gordon,41,10,878,4,89,8,389,6,400,0,0,6,105,3,16,8,"2,895",4,155,4,40,36,"2,754",24,38,33,"1,141",5,164,31,977,27,376,4,67,20,160,12,149,19,351,34,848,5,141,4,124,2,x,2,x,4,x,3,105,1,x,0,0,9,325,5,7,7,146,9,172,7,14,0,0,3,8,0,0,0,0,2,2,x
350551092,35,5,51,92,3551092,"- Manitoulin, Unorganized, Centre Part",59,11,"1,653",7,637,10,521,4,495,0,0,2,x,4,375,6,"1,283",2,x,0,0,50,"4,498",37,49,48,"1,852",8,311,45,"1,541",39,636,7,132,29,249,17,255,25,520,45,"1,441",9,236,2,x,0,0,0,0,2,x,0,0,2,x,0,0,5,250,4,6,5,126,5,118,8,21,3,12,1,x,0,0,0,0,0,2,x
350551094,35,5,51,94,3551094,"- Manitoulin, Unorganized, West Part",30,5,231,1,x,4,x,2,x,0,0,0,0,1,x,4,"1,662",1,x,0,0,29,"3,371",22,54,26,"1,200",1,x,25,x,22,507,1,x,14,x,14,231,20,673,25,937,1,x,3,54,1,x,2,x,3,x,1,x,1,x,1,x,5,302,4,7,5,162,4,133,4,5,0,0,1,x,0,0,0,0,1,1,x
350552000,35,5,52,0,3552000,- Sudbury District,210,42,"44,338",11,378,35,"43,341",16,619,0,0,9,196,12,119,27,"1,058,350",14,x,5,104,149,"7,146",95,125,141,"3,377",39,x,110,x,114,"1,113",28,512,80,450,21,151,34,190,137,"2,341",38,995,16,118,5,5,9,16,14,97,7,67,7,x,2,x,9,491,6,8,9,265,7,218,46,172,11,216,13,95,0,0,0,0,4,9,47
350552001,35,5,52,1,3552001,"- Cosby, Mason and Martland",36,4,276,2,x,3,51,2,x,0,0,1,x,2,x,4,"1,270",1,x,0,0,29,"1,536",16,21,27,718,9,386,18,332,22,313,9,198,10,66,6,49,7,15,27,469,8,303,1,x,0,0,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,8,16,0,0,1,x,0,0,0,0,0,3,12
350552004,35,5,52,4,3552004,"- Casimir, Jennings and Appleby",49,10,457,2,x,9,230,5,x,0,0,3,119,5,29,8,"2,486",4,72,3,x,36,"1,758",26,34,35,824,8,220,29,604,29,263,5,94,22,106,5,63,7,110,35,527,8,x,4,34,2,x,2,x,4,x,2,x,2,x,0,0,5,x,2,x,5,x,3,x,11,63,4,89,6,52,0,0,0,0,1,1,x
350552008,35,5,52,8,3552008,- Ratter and Dunnet,34,7,x,1,x,6,x,2,x,0,0,0,0,0,0,3,x,2,x,0,0,25,"1,304",12,15,25,672,12,x,16,x,20,190,9,x,12,65,2,x,4,20,25,407,11,271,1,x,0,0,0,0,1,x,0,0,1,x,0,0,1,x,1,x,1,x,1,x,6,18,2,x,1,x,0,0,0,0,1,2,x
350552020,35,5,52,20,3552020,- The Spanish River,53,12,x,4,119,10,x,4,179,0,0,4,x,2,x,8,x,4,167,2,x,40,"2,239",28,42,39,"1,006",8,299,33,707,32,302,4,104,29,181,4,17,9,36,39,853,9,241,6,x,1,x,4,5,5,17,2,x,1,x,2,x,3,264,3,4,3,130,3,130,9,22,2,x,2,x,0,0,0,0,1,1,x
350552093,35,5,52,93,3552093,"- Sudbury, Unorganized, North Part",38,9,x,2,x,7,x,3,x,0,0,1,x,3,72,4,x,3,x,0,0,19,309,13,13,15,157,2,x,14,x,11,45,1,x,7,32,4,x,7,9,11,85,2,x,4,42,2,x,2,x,3,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,12,53,3,39,3,32,0,0,0,0,1,2,x
350553000,35,5,53,0,3553000,- Sudbury Regional Municipality,153,36,"10,834",8,827,23,"7,512",18,"2,495",0,0,7,203,11,82,25,"190,840",15,"2,813",9,118,61,"1,766",41,58,52,731,3,x,50,x,43,347,1,x,38,x,13,86,18,125,52,505,1,x,19,831,4,6,5,16,17,809,8,65,8,470,6,274,8,155,3,4,7,70,6,81,43,389,13,148,16,177,0,0,0,0,2,5,28
350553012,35,5,53,12,3553012,- Walden,23,7,x,2,x,5,x,3,47,0,0,0,0,2,x,7,x,2,x,1,x,9,265,5,7,8,109,1,x,8,x,7,x,1,x,7,x,1,x,2,x,9,99,1,x,3,8,1,x,1,x,2,x,1,x,1,x,0,0,1,x,1,x,1,x,1,x,8,21,4,x,3,x,0,0,0,0,0,0,0
350553024,35,5,53,24,3553024,- Rayside-Balfour,87,15,x,4,699,10,x,9,"2,123",0,0,2,x,7,65,10,x,6,"1,509",4,65,32,"1,126",25,40,28,425,0,0,28,425,24,246,0,0,22,179,8,67,13,114,29,301,0,0,7,37,1,x,2,x,6,x,4,13,2,x,1,x,3,x,1,x,3,x,2,x,21,243,7,122,7,59,0,0,0,0,2,3,x
350553028,35,5,53,28,3553028,- Valley East,43,14,x,2,x,8,182,6,325,0,0,5,x,2,x,8,x,7,x,4,x,20,375,11,11,16,197,2,x,14,x,12,x,0,0,9,36,4,x,3,x,14,105,0,0,9,786,2,x,2,x,9,x,3,x,5,x,5,x,4,17,1,x,3,7,3,x,14,125,2,x,6,x,0,0,0,0,0,2,x
350554000,35,5,54,0,3554000,- Timiskaming District,547,105,"16,229",23,917,82,"10,956",50,"4,356",0,0,22,485,31,611,55,"183,885",44,"3,744",17,"1,183",378,"26,658",239,402,353,"12,492",138,"6,167",246,"6,325",286,"4,905",103,"2,232",183,"1,655",56,"1,018",123,"1,494",340,"7,365",130,"5,002",50,"1,010",16,28,25,131,39,851,18,359,24,308,12,184,39,"4,835",27,73,38,"2,554",36,"2,208",113,506,28,523,29,"1,459",0,0,2,x,12,8,98
350554014,35,5,54,14,3554014,- Harris,19,2,x,1,x,2,x,1,x,0,0,1,x,1,x,1,x,1,x,0,0,13,717,8,13,10,354,3,115,8,239,10,118,3,38,7,70,3,10,3,16,11,216,3,95,2,x,0,0,0,0,2,x,0,0,2,x,0,0,1,x,0,0,1,x,1,x,5,20,1,x,0,0,0,0,0,0,1,1,x
350554016,35,5,54,16,3554016,- Dymond,60,7,"1,320",2,x,6,625,3,x,0,0,4,56,5,115,5,x,3,x,3,270,32,"2,881",22,40,31,"1,249",9,448,25,801,25,481,9,159,17,193,5,129,12,264,32,847,9,366,2,x,1,x,1,x,1,x,0,0,1,x,0,0,7,"1,349",7,25,7,755,6,569,23,130,4,10,2,x,0,0,0,0,2,0,0
350554021,35,5,54,21,3554021,- Hudson,33,8,802,0,0,5,252,4,550,0,0,0,0,0,0,2,x,2,x,0,0,21,"1,383",12,17,20,623,5,258,15,365,16,228,5,116,10,105,3,7,4,44,19,471,5,212,2,x,1,x,2,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,12,52,1,x,3,13,0,0,0,0,1,0,0
350554024,35,5,54,24,3554024,- Kerns,61,10,"2,113",1,x,7,"1,188",5,x,0,0,4,102,2,x,4,"4,442",5,645,2,x,36,"2,531",24,x,35,"1,169",19,746,21,423,29,x,13,214,19,169,3,x,7,62,34,669,16,497,5,x,2,x,4,37,4,x,2,x,2,x,2,x,4,830,3,x,3,x,4,407,10,32,1,x,4,19,0,0,1,x,2,1,x
350554026,35,5,54,26,3554026,- Harley,34,7,"2,259",1,x,5,"2,107",2,x,0,0,0,0,0,0,4,"31,034",3,283,2,x,24,"1,011",11,11,22,505,7,197,16,308,14,155,3,64,9,56,4,35,8,57,18,283,7,160,1,x,0,0,0,0,1,x,0,0,1,x,0,0,1,x,1,x,1,x,1,x,4,7,0,0,2,x,0,0,0,0,0,0,0
350554029,35,5,54,29,3554029,- Casey,30,2,x,0,0,2,x,0,0,0,0,1,x,1,x,1,x,0,0,0,0,25,"2,484",18,x,24,"1,279",13,712,14,567,21,x,11,293,10,78,2,x,7,122,22,645,13,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,2,x,0,0,0,0,0,0,0
350554032,35,5,54,32,3554032,- Brethour,20,3,x,1,x,2,x,2,x,0,0,0,0,1,x,0,0,2,x,1,x,15,"1,570",11,x,15,630,5,206,12,424,13,x,4,75,8,147,3,x,5,166,15,409,5,178,1,x,0,0,1,x,1,x,1,x,1,x,0,0,3,x,2,x,3,x,3,x,2,x,1,x,0,0,0,0,0,0,0,0,0
350554034,35,5,54,34,3554034,- Hilliard,32,5,x,1,x,3,76,3,163,0,0,0,0,0,0,2,x,3,170,1,x,27,"1,938",17,28,25,915,9,499,18,416,20,325,7,149,13,86,6,90,9,170,24,500,9,415,1,x,0,0,0,0,1,x,1,x,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,1,x,0,0,0,0,0,1,x
