AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
241292000,24,12,92,0,2492000,- Maria-Chapdelaine,300,"21,318,585",71,"199,297",66,"187,339",8,"11,958",206,"3,532,481",136,"1,799,626",148,"1,732,855",269,"803,889",225,"3,111,715",147,"933,246",173,"2,178,469",251,"131,976",286,"2,902,543",273,"874,445",253,"2,028,098",171,"670,672",236,"1,761,388",156,"798,263",104,"350,289",182,"612,836",246,"4,316,833",235,"2,765,900",232,"2,251,898",177,"976,210",229,"574,723",53,"76,148",210,"3,811,643",300,"28,091,586",13,19,25,35,30,58,106,9,5,287,152,72,0,0,0,1,18,21,2,15,3,3,50,"324,961",1,x,206,"6,783",63,"2,615",176,"4,168"
241292005,24,12,92,5,2492005,- Saint-Augustin,36,"3,657,608",11,x,10,x,1,x,28,"676,925",21,"456,812",21,"220,113",35,"108,326",29,"591,055",17,"102,674",25,"488,381",34,x,35,"619,546",33,"188,765",35,"430,781",25,"119,940",33,"623,986",20,"272,438",12,"143,478",26,"208,070",27,"416,132",26,"299,071",24,"234,859",19,"57,651",27,"59,410",6,"13,680",23,"461,778",36,"4,543,247",1,1,1,7,4,7,9,5,1,35,12,10,0,0,0,0,8,1,0,3,1,0,15,"172,630",0,0,28,"1,268",13,554,22,714
241292015,24,12,92,15,2492015,- Sainte-Jeanne-d'Arc,18,"840,514",4,"1,061",4,"1,061",0,0,10,"112,164",2,x,9,x,16,"36,812",11,"86,995",8,"23,595",8,"63,400",13,"4,322",17,"167,237",15,"31,791",13,"135,446",4,"15,302",10,"25,827",8,"14,940",0,0,7,"10,887",15,"257,191",14,"176,291",14,"164,085",9,"35,657",13,"45,243",5,"7,640",11,"125,963",18,"992,238",2,3,1,3,2,6,0,1,0,16,6,8,0,0,0,0,0,0,0,0,0,2,6,"19,850",0,0,10,327,5,195,6,132
241292030,24,12,92,30,2492030,- Albanel,48,"3,183,918",13,"9,778",13,"9,778",0,0,31,"497,831",23,"344,201",22,"153,630",44,"92,291",36,"523,046",24,"200,411",31,"322,635",45,x,46,"362,911",44,"93,981",44,"268,930",36,"100,556",43,"172,155",24,"62,141",16,"18,206",37,"91,808",39,"819,363",37,"465,374",37,"399,023",31,"266,540",36,"87,449",2,x,37,"587,745",48,"4,373,105",1,5,5,5,3,7,21,1,0,47,29,9,0,0,0,0,1,5,0,2,0,1,9,"24,704",1,x,31,815,6,316,29,499
241292040,24,12,92,40,2492040,- Normandin,93,"7,512,056",22,"40,348",20,"36,748",3,"3,600",69,"1,109,160",49,"566,342",47,"542,818",87,"300,816",74,"919,616",49,"266,007",58,"653,609",81,"59,353",90,"1,010,852",88,"314,730",77,"696,122",59,"236,220",75,"521,062",58,"261,130",40,"77,548",61,"182,384",82,"1,741,377",80,"1,088,936",79,"871,137",57,"402,923",79,"249,518",24,"24,705",69,"1,548,547",93,"9,958,599",1,4,5,6,10,15,50,0,2,92,59,14,0,0,0,1,6,4,1,5,2,0,2,x,0,0,69,"2,525",23,708,60,"1,817"
241292050,24,12,92,50,2492050,- Saint-Edmond,35,"1,887,952",8,"18,389",7,x,2,x,27,"229,437",15,"139,250",19,"90,187",32,"69,054",28,"297,686",17,"165,780",19,"131,906",31,"8,175",33,"276,126",32,"91,030",30,"185,096",22,"61,049",31,"112,518",21,"34,527",12,"25,427",23,"52,564",31,"457,274",29,"282,740",29,"200,860",27,"123,960",30,"50,574",5,"3,412",25,"354,832",35,"2,715,599",2,1,1,2,6,13,10,0,0,33,21,8,0,0,0,0,0,1,0,3,0,0,5,"54,337",0,0,27,453,5,120,24,333
241292055,24,12,92,55,2492055,- Girardville,23,"2,010,809",2,x,2,x,1,x,16,"590,874",10,"146,280",12,"444,594",17,"118,435",14,"221,389",9,"47,962",11,"173,427",17,x,21,"132,103",21,"31,613",18,"100,490",11,"110,031",18,"95,643",10,"43,436",12,"24,125",9,"28,082",14,"213,228",14,"152,179",14,"133,313",11,"28,753",13,"32,296",3,x,17,"401,819",23,"2,495,135",3,2,2,2,0,4,8,1,1,20,13,1,0,0,0,0,0,4,1,1,0,0,3,"17,177",0,0,16,596,4,303,14,293
241292065,24,12,92,65,2492065,- Saint-Eugäne,29,"1,347,905",8,x,8,x,0,0,18,"210,571",12,"75,267",13,"135,304",22,"46,795",21,"209,823",15,"53,908",14,"155,915",15,x,27,"210,745",24,"67,954",24,"142,791",7,"15,674",16,"92,487",6,"29,735",6,x,11,x,25,"323,814",23,"245,720",23,"202,368",15,"37,094",21,"41,000",5,"1,181",16,"227,768",29,"2,043,761",2,0,3,9,5,4,5,0,1,27,8,15,0,0,0,0,1,3,0,0,0,0,5,x,0,0,18,401,4,127,16,274
241292902,24,12,92,902,2492902,- Chute-des-Passes,18,"877,823",3,x,2,x,1,x,7,"105,519",4,x,5,x,16,"31,360",12,"262,105",8,"72,909",7,"189,196",15,x,17,"123,023",16,"54,581",12,"68,442",7,"11,900",10,"117,710",9,"79,916",6,x,8,x,13,"88,454",12,"55,589",12,"46,253",8,"23,632",10,"9,233",3,x,12,"103,191",18,"969,902",1,3,7,1,0,2,3,1,0,17,4,7,0,0,0,0,2,3,0,1,0,0,5,"17,063",0,0,7,398,3,292,5,106
241293000,24,12,93,0,2493000,- Lac-Saint-Jean-Est,435,"38,484,352",78,"103,408",73,"84,311",7,"19,097",332,"5,248,358",217,"3,132,036",220,"2,116,322",407,"1,292,688",362,"6,253,073",261,"2,313,151",271,"3,939,922",357,"145,435",420,"3,925,539",407,"1,249,044",387,"2,676,495",268,"1,173,068",375,"2,081,745",286,"1,129,401",180,"279,874",287,"672,470",395,"11,559,027",381,"7,985,032",379,"6,738,221",248,"2,303,763",373,"1,270,232",74,"173,168",322,"6,528,843",435,"50,240,712",10,24,22,42,32,91,185,21,8,425,289,57,5,10,0,10,18,5,4,23,1,3,60,x,1,x,332,"10,981",109,"5,189",279,"5,792"
241293010,24,12,93,10,2493010,- MÇtabetchouan,53,"5,666,612",10,"22,980",9,x,1,x,44,"841,785",26,"469,504",31,"372,281",50,"172,953",44,"858,458",33,"289,482",34,"568,976",46,"25,947",52,"424,209",52,"185,104",46,"239,105",34,"145,425",47,"308,794",35,"134,720",30,"38,037",34,"136,037",46,"1,789,415",44,"1,299,695",44,"1,122,702",31,"341,997",42,"147,723",5,"8,294",42,"1,068,352",53,"6,620,160",0,3,2,8,3,13,20,2,2,53,33,6,2,1,0,1,4,1,1,4,0,0,10,"36,122",0,0,44,"1,561",12,708,38,853
241293015,24,12,93,15,2493015,- Lac-Ö-la-Croix,49,"5,787,925",6,"5,700",6,"5,700",0,0,44,"810,990",25,"407,846",36,"403,144",49,"169,249",45,"768,112",35,"269,993",36,"498,119",41,"17,299",47,"559,921",46,"145,379",42,"414,542",32,"90,079",43,"168,413",34,"95,935",20,"17,945",30,"54,533",44,"2,041,420",43,"1,359,859",43,"1,269,812",34,"534,729",43,"146,832",10,"10,460",36,"1,146,282",49,"7,967,006",1,0,0,4,2,16,22,2,2,48,39,1,1,1,0,2,1,0,1,1,1,0,4,"6,500",0,0,44,"1,958",15,791,36,"1,167"
241293020,24,12,93,20,2493020,- HÇbertville,90,"8,319,416",15,"36,675",14,x,2,x,76,"877,183",52,"543,505",44,"333,678",87,"387,582",77,"1,469,025",62,"567,151",54,"901,874",80,"33,699",88,"940,072",86,"261,830",83,"678,242",66,"303,941",84,"501,392",73,"324,313",43,"47,661",64,"129,418",84,"2,446,676",81,"1,634,111",80,"1,332,404",60,"508,576",81,"303,989",16,"18,458",71,"1,304,713",90,"11,481,736",4,5,0,5,3,22,44,5,2,86,68,6,0,3,0,4,0,0,1,4,0,0,8,"25,429",0,0,76,"2,216",29,"1,241",63,975
241293030,24,12,93,30,2493030,- Saint-Bruno,51,"4,597,909",10,"8,131",10,"8,131",0,0,38,"567,505",26,"359,482",21,"208,023",48,"141,430",44,"693,461",32,"363,766",29,"329,695",43,"15,489",50,"450,022",49,"132,316",45,"317,706",30,"105,881",43,"238,645",34,"144,199",25,"26,074",33,"68,372",49,"1,398,431",47,"964,921",47,"824,122",28,"255,185",46,"178,325",10,"6,720",37,"972,194",51,"5,944,373",1,1,2,4,2,13,25,2,1,50,41,3,0,2,0,1,1,0,0,2,0,0,8,"13,840",0,0,38,"1,164",14,662,31,502
241293035,24,12,93,35,2493035,- Saint-GÇdÇon,38,"2,795,470",3,x,2,x,1,x,33,"510,643",22,"303,287",26,"207,356",35,"87,860",34,"420,674",24,"164,954",21,"255,720",32,"11,397",38,"280,258",38,"92,292",35,"187,966",23,"76,910",34,"200,127",28,"112,251",22,"38,298",25,"49,578",33,"742,672",32,"505,967",32,"427,437",20,"147,697",30,"89,008",10,x,32,"414,229",38,"3,981,519",1,1,1,2,7,6,17,3,0,37,25,3,0,1,0,1,3,0,1,3,0,0,6,"19,877",0,0,33,"1,056",7,387,29,669
241293040,24,12,93,40,2493040,- Alma,37,"2,694,289",8,"7,325",7,x,1,x,27,"321,895",21,"208,974",16,"112,921",33,"81,833",29,"492,905",19,"185,193",22,"307,712",31,"9,808",35,"305,516",32,"124,415",33,"181,101",25,"108,856",33,"179,492",28,"118,563",16,x,27,x,33,"790,612",33,"568,879",33,"446,045",20,"90,661",32,"131,072",5,"6,810",23,"389,237",37,"3,765,444",1,2,5,2,2,4,20,1,0,36,26,4,0,0,0,1,2,1,0,1,0,1,4,"17,800",0,0,27,503,6,158,24,345
241293045,24,12,93,45,2493045,- Saint-Nazaire,20,"1,402,065",3,x,3,x,0,0,9,"197,470",5,"110,360",5,"87,110",18,"35,587",15,"126,624",8,"14,671",14,"111,953",16,"5,170",18,"202,591",16,"63,554",17,"139,037",8,x,14,"102,839",7,"27,289",2,x,11,x,18,"271,995",16,"173,279",15,"79,096",8,"74,641",17,"24,075",2,x,15,"265,810",20,"1,689,185",1,3,1,2,4,4,4,0,1,19,5,6,1,0,0,0,1,2,0,4,0,0,4,x,1,x,9,545,4,275,8,270
241293050,24,12,93,50,2493050,- Delisle,48,"5,212,757",13,"9,560",13,"9,560",0,0,38,"941,459",29,"645,356",24,"296,103",46,"153,955",42,"1,102,167",29,"283,099",37,"819,068",37,"18,598",46,"465,277",45,"133,659",42,"331,618",28,x,42,"292,128",28,"131,564",18,"26,074",34,"134,490",47,"1,483,432",45,"1,154,938",45,"973,709",23,"132,243",46,"196,251",10,x,34,"666,436",48,"6,543,032",0,2,3,2,1,9,26,5,0,48,36,9,0,0,0,0,2,0,0,1,0,0,6,"23,469",0,0,38,"1,478",14,755,34,723
241293065,24,12,93,65,2493065,- L'Ascension-de-Notre-Seigneur,49,"2,007,909",10,"9,572",9,x,2,x,23,"179,428",11,"83,722",17,"95,706",41,"62,239",32,"321,647",19,"174,842",24,"146,805",31,"8,028",46,"297,673",43,"110,495",44,"187,178",22,"122,043",35,"89,915",19,"40,567",4,x,29,x,41,"594,374",40,"323,383",40,"262,894",24,"218,034",36,"52,957",6,"21,400",32,"301,590",49,"2,248,257",1,7,8,13,8,4,7,1,0,48,16,19,1,2,0,0,4,1,0,3,0,2,10,"83,046",0,0,23,500,8,212,16,288
241294000,24,12,94,0,2494000,- Le Fjord-du-Saguenay,424,"30,243,117",122,"168,414",119,"160,789",9,"7,625",262,"5,259,151",181,"3,011,509",177,"2,247,642",375,"910,371",278,"3,726,921",191,"1,364,933",191,"2,361,988",315,"153,834",389,"3,369,235",368,"1,152,812",347,"2,216,423",189,"1,098,450",326,"2,975,765",260,"1,598,811",147,"413,648",230,"963,306",326,"7,974,544",317,"5,136,208",314,"4,253,094",188,"2,012,287",289,"826,049",63,"159,009",281,"4,447,423",424,"38,097,295",22,38,38,70,46,74,105,24,7,402,175,100,5,2,0,15,36,6,8,44,6,5,88,"593,587",7,"6,475",262,"11,690",90,"5,626",221,"6,064"
241294010,24,12,94,10,2494010,- L'Anse-Saint-Jean,27,"694,314",9,"4,672",9,"4,672",0,0,18,"143,814",12,"95,309",10,"48,505",27,"30,759",19,"83,559",13,"22,273",14,"61,286",21,"6,652",26,"103,684",25,"37,495",23,"66,189",1,x,22,"25,328",16,"12,679",3,431,14,"12,218",25,"171,489",24,"124,588",24,"86,718",14,"27,537",20,"19,364",3,x,14,"119,462",27,"904,401",2,2,3,4,7,9,0,0,0,25,11,11,0,0,0,0,0,0,0,3,0,0,11,"35,983",0,0,18,320,4,131,15,189
241294035,24,12,94,35,2494035,- Saint-Fulgence,16,"898,712",5,"5,112",5,"5,112",0,0,9,"240,574",5,"152,220",7,"88,354",14,"20,053",11,"91,118",6,"54,955",9,"36,163",12,x,15,"145,262",14,"50,423",13,"94,839",8,"29,936",11,"129,319",8,"44,452",7,"15,374",6,"69,493",5,"28,124",5,"20,810",5,"5,211",3,x,5,x,4,x,12,"177,045",16,"993,308",2,2,2,2,2,3,2,1,0,14,0,2,0,0,0,0,2,1,0,5,2,2,4,"63,553",1,x,9,561,2,x,9,x
241294040,24,12,94,40,2494040,- La Baie,65,"5,128,243",25,"34,310",24,"31,160",3,"3,150",38,"693,687",31,"475,298",21,"218,389",56,"168,743",39,"574,684",29,"230,773",25,"343,911",48,"15,531",57,"465,347",53,"166,110",51,"299,237",30,"103,455",48,"210,995",28,"117,774",19,"19,468",37,"73,753",59,"2,157,326",56,"1,103,424",56,"818,481",29,x,51,x,10,"12,839",49,"691,326",65,"6,223,761",2,7,6,13,3,12,17,4,1,63,34,17,1,0,0,1,2,0,1,7,0,0,13,"64,042",1,x,38,"1,194",15,670,33,524
241294045,24,12,94,45,2494045,- Laterriäre,95,"8,114,185",34,"47,379",34,x,1,x,66,"1,610,127",45,"831,993",43,"778,134",87,"246,114",66,"953,104",41,"343,071",44,"610,033",76,"39,043",86,"822,631",81,"277,192",76,"545,439",56,"640,141",76,"606,539",62,"289,343",44,"82,296",55,"234,900",71,"1,784,899",70,"1,363,104",70,"1,181,678",35,"178,408",64,"243,387",18,"38,232",56,"1,325,976",95,"10,309,686",5,5,5,16,8,19,31,5,1,90,52,7,1,0,0,8,2,1,5,11,1,2,11,"31,224",2,x,66,"3,442",25,"1,931",53,"1,511"
241294055,24,12,94,55,2494055,- Tremblay,32,"1,912,587",6,"3,075",6,"3,075",0,0,17,"296,473",10,"203,881",11,"92,592",26,"64,517",21,"261,592",16,"163,814",11,"97,778",22,x,31,"178,222",29,"71,434",29,"106,788",14,"24,222",25,"178,684",22,"89,995",10,"26,901",17,"61,788",23,"601,501",23,"403,454",22,"295,652",14,"136,605",21,"61,442",4,x,22,"273,708",32,"2,691,516",1,4,5,4,4,3,9,1,1,31,11,9,1,0,0,2,5,0,0,3,0,0,3,"6,518",0,0,17,583,6,360,15,223
241294060,24,12,94,60,2494060,- Saint-HonorÇ,29,"1,301,893",7,"3,102",6,x,3,x,16,"186,260",10,"73,849",11,"112,411",27,"45,115",23,"181,764",17,"85,218",13,"96,546",20,"5,874",26,"167,663",24,"45,285",24,"122,378",17,"28,978",24,"198,714",20,"72,676",9,"20,653",16,"105,385",27,"260,898",27,"178,881",27,"159,388",13,"51,803",23,"30,214",5,"4,782",22,"218,743",29,"1,381,294",2,3,2,6,8,5,3,0,0,27,7,15,0,0,0,1,2,1,0,0,1,0,12,"66,252",0,0,16,339,2,x,15,x
241294070,24,12,94,70,2494070,- Jonquiäre,83,"5,207,175",19,"33,620",18,x,2,x,55,"922,672",39,"641,298",41,"281,374",75,"183,918",53,"660,332",35,"188,790",36,"471,542",66,"32,527",76,"593,758",75,"212,099",66,"381,659",40,"100,569",60,"321,450",55,"213,007",29,"28,599",43,"79,844",68,"1,641,035",65,"1,124,723",63,"955,087",44,"284,649",62,"231,663",11,"13,822",56,"703,472",83,"6,922,674",5,6,6,14,6,12,31,2,1,78,46,12,1,1,0,2,3,1,1,8,2,1,18,"175,333",2,x,55,"2,475",21,"1,359",44,"1,116"
241294090,24,12,94,90,2494090,- Saint-Ambroise,55,"5,688,632",12,"35,821",12,"35,821",0,0,32,"1,020,029",24,"451,536",25,"568,493",46,"114,209",33,"744,811",24,"229,839",27,"514,972",37,"23,033",52,"632,793",48,"227,904",47,"404,889",18,"152,079",46,"1,069,029",36,"595,321",19,"184,836",32,"288,872",36,"1,211,519",35,"747,285",35,"702,342",28,"402,133",34,"62,101",5,"3,350",38,"681,959",55,"7,214,624",1,7,7,8,5,6,8,10,3,54,11,17,1,1,0,1,16,1,1,5,0,0,12,"114,736",0,0,32,"2,292",12,880,28,"1,412"
241294100,24,12,94,100,2494100,- BÇgin,22,"1,297,376",5,"1,323",5,"1,323",0,0,11,"145,515",5,"86,125",8,"59,390",17,"36,943",13,"175,957",10,"46,200",12,"129,757",13,x,20,"259,875",19,"64,870",18,"195,005",5,x,14,"235,707",13,"163,564",7,"35,090",10,"37,053",12,"117,753",12,"69,939",12,"48,537",8,"36,702",9,"11,112",3,x,12,"255,732",22,"1,456,031",2,2,2,3,3,5,4,1,0,20,3,10,0,0,0,0,4,1,0,2,0,0,4,"35,946",1,x,11,484,3,56,9,428
241295000,24,12,95,0,2495000,- La Haute-Cìte-Nord,54,"2,015,836",15,"9,393",15,x,1,x,28,"240,767",15,"72,637",19,"168,130",47,"66,985",35,"265,704",18,"84,543",25,"181,161",43,"14,832",46,"287,638",44,"117,106",40,"170,532",22,"35,167",41,"142,592",35,"90,619",8,"8,593",27,"43,380",40,"446,656",39,"269,210",38,"214,967",25,"120,329",37,"57,117",10,"40,876",38,"465,226",54,"2,137,470",7,4,6,11,8,14,4,0,0,47,8,22,1,0,0,0,4,3,0,7,2,0,24,"121,656",4,"17,137",28,739,3,77,27,662
241295010,24,12,95,10,2495010,- SacrÇ-Coeur,54,"2,015,836",15,"9,393",15,x,1,x,28,"240,767",15,"72,637",19,"168,130",47,"66,985",35,"265,704",18,"84,543",25,"181,161",43,"14,832",46,"287,638",44,"117,106",40,"170,532",22,"35,167",41,"142,592",35,"90,619",8,"8,593",27,"43,380",40,"446,656",39,"269,210",38,"214,967",25,"120,329",37,"57,117",10,"40,876",38,"465,226",54,"2,137,470",7,4,6,11,8,14,4,0,0,47,8,22,1,0,0,0,4,3,0,7,2,0,24,"121,656",4,"17,137",28,739,3,77,27,662
241296000,24,12,96,0,2496000,- Manicouagan,23,"648,957",3,x,3,x,0,0,11,"74,285",4,x,8,x,18,"25,678",8,"69,732",6,"29,671",6,"40,061",15,"6,786",18,"75,613",18,"50,156",12,"25,457",11,"34,937",18,"65,467",17,"46,645",6,"14,499",9,"4,323",12,"134,381",10,"37,420",10,"22,492",11,"93,491",8,"3,470",3,x,15,"149,813",23,"488,498",7,4,2,4,1,5,0,0,0,16,0,5,0,0,0,0,5,1,1,4,0,0,3,"7,214",1,x,11,213,3,81,9,132
241296020,24,12,96,20,2496020,- Baie-Comeau,23,"648,957",3,x,3,x,0,0,11,"74,285",4,x,8,x,18,"25,678",8,"69,732",6,"29,671",6,"40,061",15,"6,786",18,"75,613",18,"50,156",12,"25,457",11,"34,937",18,"65,467",17,"46,645",6,"14,499",9,"4,323",12,"134,381",10,"37,420",10,"22,492",11,"93,491",8,"3,470",3,x,15,"149,813",23,"488,498",7,4,2,4,1,5,0,0,0,16,0,5,0,0,0,0,5,1,1,4,0,0,3,"7,214",1,x,11,213,3,81,9,132
241299000,24,12,99,0,2499000,- Territoire nordique,20,"612,504",9,"13,076",9,"13,076",0,0,11,"173,752",5,"63,793",7,"109,959",17,"47,717",12,"52,242",8,"27,219",7,"25,023",16,"11,333",17,"90,204",16,"31,363",15,"58,841",6,"13,178",15,"56,188",13,"32,565",8,"6,311",8,"17,312",7,"29,772",6,"18,885",6,"11,911",4,"7,552",6,"3,335",6,"35,887",14,"89,155",20,"854,031",0,3,5,3,4,3,2,0,0,20,0,5,0,0,0,0,2,2,1,9,1,0,2,x,0,0,11,390,3,233,9,157
241299060,24,12,99,60,2499060,- Baie-James,20,"612,504",9,"13,076",9,"13,076",0,0,11,"173,752",5,"63,793",7,"109,959",17,"47,717",12,"52,242",8,"27,219",7,"25,023",16,"11,333",17,"90,204",16,"31,363",15,"58,841",6,"13,178",15,"56,188",13,"32,565",8,"6,311",8,"17,312",7,"29,772",6,"18,885",6,"11,911",4,"7,552",6,"3,335",6,"35,887",14,"89,155",20,"854,031",0,3,5,3,4,3,2,0,0,20,0,5,0,0,0,0,2,2,1,9,1,0,2,x,0,0,11,390,3,233,9,157
350000000,35,0,0,0,3500000,- Ontario,"68,633","5,462,588,275","21,971","164,235,193","19,802","132,812,967","3,441","31,422,226","28,928","665,354,142","16,217","251,169,467","20,482","414,184,675","56,784","135,973,147","37,353","572,872,987","24,632","205,908,314","27,843","366,964,673","53,230","31,237,771","62,235","536,592,626","58,607","215,707,916","57,588","320,884,710","35,602","148,646,861","52,649","603,869,740","45,020","274,372,548","35,581","147,547,431","42,862","181,949,761","47,168","1,779,670,303","45,180","830,309,484","43,490","708,691,219","28,105","858,423,022","39,099","90,937,797","22,363","77,505,119","45,788","746,630,386","68,633","6,671,452,382","7,201","4,839","8,258","12,669","8,670","8,368","12,513","4,247","1,868","61,432","9,757","16,855","3,827","1,583",529,"11,433","3,535","2,107","1,639","7,312","1,921",934,"2,992","11,632,160","1,835","1,004,560","28,927","1,709,431","10,294","966,315","22,619","743,116"
350100000,35,1,0,0,3500000,- Southern Ontario Region - RÇgion du Sud de l'Ontario,"23,034","2,207,744,259","7,705","90,923,247","6,385","65,636,089","2,079","25,287,158","10,635","331,424,469","6,153","114,721,093","7,649","216,703,376","19,090","50,380,606","13,533","242,334,690","9,424","88,179,495","10,007","154,155,195","18,292","11,607,314","21,032","223,072,526","19,847","90,870,854","19,457","132,201,672","12,222","60,663,429","19,587","320,403,526","17,626","140,495,370","15,433","87,487,991","15,904","92,420,165","10,785","526,779,729","10,336","276,392,281","9,951","238,301,711","6,508","227,132,868","8,413","23,254,580","9,088","47,793,842","15,689","302,360,881","23,034","2,702,639,052","1,634","1,166","2,151","4,093","3,299","3,254","4,714","1,882",841,"21,400","1,937","2,155","1,392",701,321,"7,746","1,737","1,477",955,"2,151",454,374,534,"2,562,167",209,"104,095","10,635","876,692","3,641","406,156","8,550","470,536"
350125000,35,1,25,0,3525000,- Hamilton-Wentworth Regional Municipality,"1,225","128,066,632",353,"2,601,218",335,"2,481,027",26,"120,191",562,"31,130,016",342,"9,254,004",427,"21,876,012","1,008","3,339,020",569,"10,429,916",351,"4,198,618",402,"6,231,298",920,"714,828","1,106","11,035,520","1,030","4,151,461","1,005","6,884,059",487,"2,515,338",889,"13,225,829",739,"5,439,073",626,"2,870,525",681,"4,916,231",684,"28,605,512",655,"16,797,731",623,"15,733,249",372,"10,334,557",531,"1,473,224",434,"3,094,548",775,"21,374,887","1,225","158,733,047",165,101,160,239,103,112,171,110,64,"1,060",103,140,63,77,21,135,59,96,63,261,23,19,38,"150,790",14,"3,234",563,"77,572",229,"46,156",457,"31,416"
350125003,35,1,25,3,3525003,- Stoney Creek,145,"12,761,948",26,"263,040",25,x,1,x,58,"2,847,601",33,"751,433",43,"2,096,168",105,"384,033",52,"1,333,941",28,"373,799",41,"960,142",99,"63,902",124,"920,440",110,"324,131",112,"596,309",34,"342,520",94,"1,526,559",76,"775,571",73,"355,036",51,"395,952",49,"3,204,685",46,"2,100,492",46,"1,964,728",27,"1,036,670",39,"67,523",44,"421,355",80,"1,453,872",145,"15,960,583",36,15,16,21,15,12,11,10,9,109,3,9,2,10,2,7,4,42,3,26,1,0,3,"3,370",2,x,58,"9,070",15,"4,842",53,"4,228"
350125009,35,1,25,9,3525009,- Glanbrook,183,"14,540,186",68,"428,436",64,x,7,x,88,"1,960,155",57,"841,360",65,"1,118,795",153,"452,201",84,"1,446,353",56,"657,709",53,"788,644",140,"79,393",171,"1,415,088",160,"541,003",153,"874,085",71,"248,783",145,"1,561,552",123,"711,925",99,"404,946",109,"444,681",113,"4,878,902",107,"2,784,855",101,"2,612,384",61,"1,681,789",87,"412,258",56,"182,887",113,"1,886,436",183,"17,813,944",19,21,16,42,14,14,36,17,4,164,27,23,5,13,6,33,14,12,0,27,2,2,5,"10,552",0,0,88,"4,894",36,"2,550",69,"2,344"
350125014,35,1,25,14,3525014,- Ancaster,229,"21,517,356",78,"675,516",73,"656,116",5,"19,400",103,"6,107,242",60,"2,421,537",81,"3,685,705",187,"507,056",107,"1,575,380",63,"752,372",78,"823,008",165,"140,460",207,"2,444,947",199,"992,901",184,"1,452,046",95,"411,697",163,"2,271,428",137,"964,732",118,"549,047",128,"757,649",127,"4,592,039",121,"2,751,634",115,"2,563,480",69,"1,582,044",96,"258,361",72,"382,448",141,"2,409,143",229,"28,928,458",35,16,34,48,17,21,31,18,9,194,21,23,14,8,5,37,9,11,9,48,5,4,10,"45,285",2,x,104,"12,669",44,"8,555",83,"4,114"
350125030,35,1,25,30,3525030,- Flamborough,668,"79,247,142",181,"1,234,226",173,"1,147,450",13,"86,776",313,"20,215,018",192,"5,239,674",238,"14,975,344",563,"1,995,730",326,"6,074,242",204,"2,414,738",230,"3,659,504",516,"431,073",604,"6,255,045",561,"2,293,426",556,"3,961,619",287,"1,512,338",487,"7,866,290",403,"2,986,845",336,"1,561,496",393,"3,317,949",395,"15,929,886",381,"9,160,750",361,"8,592,657",215,"6,034,054",309,"735,082",262,"2,107,858",441,"15,625,436",668,"96,030,062",75,49,94,128,57,65,93,65,42,593,52,85,42,46,8,58,32,31,51,160,15,13,20,"91,583",10,859,313,"50,939",134,"30,209",252,"20,730"
350126000,35,1,26,0,3526000,- Niagara Regional Municipality,"2,706","265,544,787",602,"4,570,510",562,"4,210,466",47,"360,044","1,567","55,439,517",836,"18,197,496","1,256","37,242,021","2,177","6,640,760","1,344","27,787,741",843,"8,388,123","1,050","19,399,618","2,010","1,416,033","2,458","19,828,224","2,270","7,772,692","2,248","12,055,532","1,066","4,126,317","2,084","22,437,976","1,687","6,616,076","1,594","6,771,222","1,360","9,050,678","1,185","69,639,479","1,149","44,467,100","1,106","41,287,876",717,"23,203,907",849,"1,968,472",999,"7,669,947","1,762","45,988,283","2,706","318,968,024",360,231,319,523,286,251,380,206,150,"2,346",203,149,65,201,27,127,69,964,39,418,33,51,52,"154,126",9,624,"1,566","198,194",537,"73,618","1,305","124,576"
