AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
350319038,35,3,19,38,3519038,Richmond Hill,35,20,15,20,10,10,10,10,30,25,5,0,5,5,10,48.2,48.1
350319044,35,3,19,44,3519044,Whitchurch-Stouffville,235,105,130,170,60,30,105,100,210,145,5,10,25,55,90,50.8,91.2
350319046,35,3,19,46,3519046,Aurora,35,25,10,30,5,0,15,15,30,25,0,0,0,10,15,50.9,88.0
350319049,35,3,19,49,3519049,King,540,235,300,395,140,105,210,220,495,350,5,25,60,95,190,49.7,77.1
350319054,35,3,19,54,3519054,East Gwillimbury,315,115,195,215,95,50,150,110,280,175,10,20,50,55,135,48.5,85.7
350319070,35,3,19,70,3519070,Georgina,240,100,135,170,70,45,100,95,215,140,5,10,35,50,100,49.1,86.1
350319999,35,3,19,999,3519999,Toronto Metropolitan Mun.,30,20,15,25,10,5,10,15,25,25,0,0,0,5,5,51.7,53.9
350344000,35,3,44,0,3544000,Muskoka District Municipality,305,125,180,210,90,35,150,120,280,145,10,10,60,80,160,50.3,113.2
350344002,35,3,44,2,3544002,Gravenhurst,40,20,20,30,15,0,20,20,40,25,0,0,5,5,15,55.0,78.6
350344018,35,3,44,18,3544018,Bracebridge,45,20,25,30,15,0,20,25,40,25,0,0,10,10,25,53.9,113.5
350344042,35,3,44,42,3544042,Huntsville,90,40,50,60,30,15,50,20,80,40,0,5,20,25,50,47.7,125.8
350344053,35,3,44,53,3544053,Muskoka Lakes,130,40,85,90,40,15,60,50,120,55,5,5,30,35,75,49.4,115.3
350346000,35,3,46,0,3546000,Haliburton County,140,50,90,100,45,20,80,45,130,55,0,10,40,45,85,48.0,133.2
350346006,35,3,46,6,3546006,Monmouth,25,10,20,15,10,5,15,5,20,10,0,0,5,10,15,46.9,153.4
350346016,35,3,46,16,3546016,"Anson, Hindon and Minden",45,20,30,30,10,5,25,15,45,20,0,0,10,15,30,49.5,127.7
350346024,35,3,46,24,3546024,Dysart and Others,70,25,45,50,25,15,35,25,65,25,5,5,15,20,45,47.5,129.4
350349000,35,3,49,0,3549000,Parry Sound District,585,235,345,410,175,55,310,220,550,290,10,50,110,125,295,50.7,98.2
350349009,35,3,49,9,3549009,Christie,60,25,35,45,20,5,30,30,55,30,0,5,10,15,30,54.7,104.3
350349014,35,3,49,14,3549014,Perry,30,20,15,25,5,5,15,10,30,15,0,5,10,5,15,51.5,90.2
350349019,35,3,49,19,3549019,Armour,45,15,25,25,10,5,10,20,40,20,5,5,5,10,20,52.7,101.9
350349024,35,3,49,24,3549024,Ryerson,40,20,15,35,5,0,25,15,35,20,0,5,5,10,25,49.7,107.2
350349028,35,3,49,28,3549028,McKellar,40,20,20,25,15,5,20,15,40,20,0,0,5,10,20,53.3,75.5
350349042,35,3,49,42,3549042,Chapman,35,15,15,20,10,0,15,20,30,20,5,0,5,5,15,54.7,63.9
350349046,35,3,49,46,3549046,Strong,55,20,40,40,20,5,30,20,55,20,5,5,15,10,30,49.2,112.3
350349059,35,3,49,59,3549059,South Himsworth,120,40,85,80,45,5,70,40,115,75,0,5,20,25,50,49.6,86.5
350349071,35,3,49,71,3549071,Nipissing,65,35,35,45,15,15,35,15,65,25,0,5,10,25,40,46.0,143.8
350349096,35,3,49,96,3549096,"Parry Sound, Uno, Centre Part",90,35,60,65,25,10,55,35,90,45,0,15,20,15,50,50.7,88.4
350400000,35,4,0,0,3500000,Eastern Ontario Region RÇgion de l'Est de l'Ontario,15875,5960,9915,11300,4575,2830,7655,5390,14790,9530,255,640,2360,3090,6345,48.5,85.0
350401000,35,4,1,0,3501000,"Stormont, Dundas & Glengarry",3360,1190,2170,2410,955,700,1600,1055,3145,2260,50,95,400,550,1105,47.4,71.1
350401001,35,4,1,1,3501001,Lancaster,285,95,195,205,85,55,135,100,270,195,0,10,35,45,95,47.7,69.2
350401006,35,4,1,6,3501006,Charlottenburgh,345,115,230,245,100,90,140,115,310,235,5,10,45,55,105,47.7,69.2
350401010,35,4,1,10,3501010,Cornwall,120,70,55,90,30,25,45,50,110,65,5,5,10,25,50,50.0,88.6
350401015,35,4,1,15,3501015,Osnabruck,200,110,90,155,50,30,95,75,175,110,0,5,30,55,90,50.0,111.5
350401017,35,4,1,17,3501017,Williamsburgh,195,70,125,145,50,40,95,65,190,115,5,5,30,40,85,47.5,87.8
350401022,35,4,1,22,3501022,Matilda,285,110,175,205,80,65,145,80,275,195,5,5,35,50,90,47.0,66.4
350401027,35,4,1,27,3501027,Mountain,355,110,245,240,115,80,180,90,340,200,5,20,60,70,155,45.5,92.2
350401031,35,4,1,31,3501031,Winchester,425,130,295,300,125,80,215,125,405,315,10,10,40,50,110,47.2,56.9
350401038,35,4,1,38,3501038,Finch,260,65,200,180,80,65,125,70,245,205,5,10,20,25,55,45.9,39.7
350401045,35,4,1,45,3501045,Roxborough,270,100,170,200,70,60,130,75,255,185,5,5,30,50,85,46.9,72.6
350401048,35,4,1,48,3501048,Kenyon,270,90,175,190,80,55,125,85,245,185,0,5,30,50,85,48.4,77.4
350401053,35,4,1,53,3501053,Lochiel,350,135,215,260,85,80,155,115,325,260,5,10,35,40,90,47.8,53.0
350402000,35,4,2,0,3502000,Prescott & Russell Un. Counties,2070,675,1395,1460,610,495,1050,525,1895,1430,40,70,185,345,640,45.3,69.5
350402001,35,4,2,1,3502001,East Hawkesbury,280,75,205,200,80,60,135,85,255,220,5,10,20,35,60,46.6,49.4
350402006,35,4,2,6,3502006,West Hawkesbury,125,55,75,95,30,20,55,50,120,85,0,10,5,25,45,49.4,73.8
350402012,35,4,2,12,3502012,Caledonia,205,65,135,145,55,45,100,60,190,145,0,5,20,30,60,46.8,61.2
350402016,35,4,2,16,3502016,Longueuil,75,20,55,55,20,15,40,20,70,60,0,5,5,10,15,47.3,47.9
350402021,35,4,2,21,3502021,Alfred,185,60,125,130,55,55,85,50,170,120,5,5,25,35,65,44.3,80.0
350402026,35,4,2,26,3502026,South Plantagenet,230,80,145,160,70,55,115,50,195,175,0,5,15,30,50,44.6,52.0
350402031,35,4,2,31,3502031,North Plantagenet,165,60,110,120,50,45,100,30,150,105,5,5,25,30,65,43.5,76.5
350402037,35,4,2,37,3502037,Clarence,290,115,180,205,85,55,180,55,275,160,5,10,35,85,130,45.1,109.4
350402042,35,4,2,42,3502042,Cambridge,240,60,175,160,75,80,120,40,215,175,0,5,15,35,60,42.4,63.3
350402048,35,4,2,48,3502048,Russell,270,80,190,185,85,70,125,80,255,185,10,10,20,45,85,45.5,66.1
350406000,35,4,6,0,3506000,Ottawa-Carleton Reg. Mun.,2400,900,1500,1685,715,395,1200,805,2230,1390,35,90,375,510,1010,48.6,92.8
350406001,35,4,6,1,3506001,Osgoode,515,175,335,355,160,100,255,155,485,280,10,25,80,120,230,47.3,98.6
350406004,35,4,6,4,3506004,Cumberland,365,125,240,260,105,70,195,95,325,245,5,15,40,55,115,46.3,67.4
350406006,35,4,6,6,3506006,Gloucester,150,70,85,110,40,35,70,50,135,90,0,5,25,30,60,47.8,87.6
350406012,35,4,6,12,3506012,Nepean,100,45,50,70,30,15,50,35,85,65,0,5,20,10,35,47.8,74.9
350406018,35,4,6,18,3506018,Rideau,340,105,230,225,115,40,180,115,320,205,0,5,55,75,135,49.3,90.5
350406027,35,4,6,27,3506027,Goulbourn,270,100,170,195,80,40,115,115,265,140,0,10,50,70,130,50.2,108.6
350406030,35,4,6,30,3506030,Kanata,80,40,40,55,25,10,35,35,75,55,0,0,5,15,30,52.5,79.5
350406042,35,4,6,42,3506042,West Carleton,580,240,345,420,160,85,300,205,545,310,10,25,105,135,270,49.8,103.9
350407000,35,4,7,0,3507000,Leeds & Grenville Un. Counties,2225,830,1400,1575,655,365,1065,800,2110,1285,30,95,335,480,940,49.2,90.2
350407001,35,4,7,1,3507001,Edwardsburgh,210,90,120,155,50,40,100,70,195,110,5,10,40,45,100,47.6,99.3
350407006,35,4,7,6,3507006,Augusta,270,105,165,190,80,40,135,90,250,145,5,15,40,75,130,48.7,107.1
350407012,35,4,7,12,3507012,Elizabethtown,235,85,150,165,65,40,115,70,225,145,0,10,30,45,85,48.4,78.0
350407017,35,4,7,17,3507017,Front of Yonge,75,35,40,55,15,10,35,30,70,50,0,5,5,5,20,50.0,53.3
350407020,35,4,7,20,3507020,Front of Escott,70,15,55,55,25,10,35,25,70,40,0,5,15,10,35,48.9,86.1
350407022,35,4,7,22,3507022,Front of Leeds and Lansdowne,230,70,160,155,75,35,125,70,220,130,0,10,30,55,95,48.4,93.7
350407027,35,4,7,27,3507027,Rear of Leeds and Lansdowne,100,50,50,75,20,15,50,35,95,70,0,5,10,20,30,50.4,69.1
350407029,35,4,7,29,3507029,South Crosby,70,25,50,45,25,15,30,25,65,45,0,5,10,15,20,48.4,71.8
350407031,35,4,7,31,3507031,North Crosby,85,30,55,60,25,20,30,35,80,50,0,5,15,10,35,50.4,83.2
350407039,35,4,7,39,3507039,Bastard and South Burgess,180,55,125,125,50,30,85,65,170,105,5,10,25,40,75,49.0,87.2
350407041,35,4,7,41,3507041,Rear of Yonge and Escott,70,25,45,50,20,15,35,15,70,45,0,0,5,20,25,45.6,90.9
350407046,35,4,7,46,3507046,Kitley,140,45,95,90,50,15,65,60,130,75,0,10,20,40,70,51.6,101.9
350407049,35,4,7,49,3507049,South Elmsley,55,25,30,40,15,5,20,25,50,40,0,5,5,5,15,50.8,58.8
350407051,35,4,7,51,3507051,Wolford,115,50,60,80,35,15,50,45,105,60,0,10,20,25,55,50.6,98.4
350407056,35,4,7,56,3507056,Oxford (On Rideau),220,90,135,155,65,35,85,95,215,120,0,5,50,40,100,51.1,94.6
350407061,35,4,7,61,3507061,South Gower,105,40,65,70,35,15,60,30,100,55,0,0,20,25,50,47.8,101.7
350409000,35,4,9,0,3509000,Lanark County,1545,590,960,1075,470,215,750,585,1455,825,30,65,300,335,725,50.2,96.6
350409001,35,4,9,1,3509001,Montague,170,65,105,115,50,25,85,60,155,75,5,5,35,50,95,50.7,117.8
350409008,35,4,9,8,3509008,North Elmsley,90,35,55,65,25,20,30,40,85,55,0,5,10,15,30,51.3,70.0
350409011,35,4,9,11,3509011,North Burgess,60,30,30,45,10,10,25,20,50,35,0,0,5,10,20,50.4,90.7
350409014,35,4,9,14,3509014,South Sherbrooke,45,20,20,35,10,5,20,15,35,20,0,0,15,10,25,47.4,120.3
350409016,35,4,9,16,3509016,Bathurst,170,65,110,120,50,20,85,70,160,100,0,5,30,30,70,50.3,80.7
350409019,35,4,9,19,3509019,Drummond,200,70,130,140,55,25,90,80,195,100,5,10,40,45,105,50.8,102.8
350409024,35,4,9,24,3509024,Beckwith,160,50,110,105,55,25,80,55,155,80,0,0,35,40,80,48.3,106.7
350409029,35,4,9,29,3509029,Ramsay,230,80,150,155,75,30,110,85,210,115,5,10,50,50,115,50.7,102.1
350409034,35,4,9,34,3509034,Lanark,140,60,80,95,45,10,65,55,130,75,0,5,25,30,60,52.1,88.9
350409040,35,4,9,40,3509040,"Lavant, Dalhousie, N. Sherbrooke",115,45,65,80,35,15,60,35,105,55,0,10,25,25,60,49.8,92.3
350409046,35,4,9,46,3509046,Pakenham,185,75,110,125,60,30,90,60,175,110,0,5,35,35,80,49.2,87.2
350410000,35,4,10,0,3510000,Frontenac County,1080,420,650,765,315,155,520,405,1010,580,25,45,175,245,495,50.0,99.1
350410001,35,4,10,1,3510001,Wolfe Island,120,35,80,85,35,15,55,55,115,75,0,10,10,20,45,51.4,78.4
350410006,35,4,10,6,3510006,Pittsburgh,170,60,110,115,55,30,80,55,165,95,0,5,25,50,75,48.6,103.9
350410009,35,4,10,9,3510009,Kingston,145,60,90,100,50,20,65,65,140,80,5,5,25,30,70,52.4,93.6
350410014,35,4,10,14,3510014,Storrington,120,55,70,95,30,20,55,45,115,80,5,5,15,25,45,50.1,82.2
350410018,35,4,10,18,3510018,Loughborough,90,35,55,65,20,10,50,35,80,45,5,0,20,15,45,50.2,102.7
350410022,35,4,10,22,3510022,Portland,180,70,110,130,50,20,95,60,165,75,5,10,50,50,100,49.3,124.4
350410026,35,4,10,26,3510026,Hinchinbrooke,70,20,50,45,25,20,25,20,70,35,0,0,10,20,35,46.1,117.2
350410029,35,4,10,29,3510029,Bedford,60,25,35,50,15,10,25,25,65,40,0,0,5,15,25,51.7,95.2
350410032,35,4,10,32,3510032,Oso,30,15,20,20,10,0,15,15,30,10,0,5,10,5,15,51.1,96.3
350410036,35,4,10,36,3510036,Olden,50,30,20,40,10,5,30,15,50,30,0,0,5,10,20,50.4,86.9
350410046,35,4,10,46,3510046,Clarendon and Miller,35,20,20,30,10,0,20,10,30,15,0,0,10,5,15,48.6,82.5
350411000,35,4,11,0,3511000,Lennox and Addington County,1065,425,640,795,275,165,510,390,985,590,15,40,185,235,480,49.3,96.5
350411001,35,4,11,1,3511001,Amherst Island,55,20,35,40,15,5,25,20,50,30,0,0,10,15,25,48.7,92.7
350411004,35,4,11,4,3511004,Ernestown,245,100,145,170,75,40,105,100,235,115,0,10,40,75,130,50.1,121.3
350411011,35,4,11,11,3511011,South Fredericksburgh,105,30,75,75,30,25,50,35,100,80,0,0,15,10,30,47.1,53.8
350411014,35,4,11,14,3511014,Adolphustown,30,15,15,20,5,5,10,15,30,25,0,5,0,5,5,53.7,36.4
350411016,35,4,11,16,3511016,North Fredericksburgh,85,30,50,60,25,10,50,25,75,45,0,5,15,20,40,48.6,103.2
350411019,35,4,11,19,3511019,Richmond,140,60,75,115,30,20,65,55,130,85,0,5,25,25,60,49.5,79.9
350411024,35,4,11,24,3511024,Camden East,285,115,175,215,70,50,150,90,260,135,5,15,65,70,145,47.9,111.9
350411031,35,4,11,31,3511031,Sheffield,65,35,35,60,10,10,30,30,60,45,0,0,10,15,20,51.6,83.0
350411034,35,4,11,34,3511034,"Kaladar, Anglesea and Effingham",45,20,25,35,10,5,25,20,45,25,0,5,5,5,20,52.8,71.8
350447000,35,4,47,0,3547000,Renfrew County,2125,930,1195,1540,585,335,955,830,1965,1175,40,130,395,390,955,49.9,86.8
350447001,35,4,47,1,3547001,McNab,240,110,135,185,60,25,110,105,220,120,0,10,45,60,120,51.6,106.2
350447006,35,4,47,6,3547006,Bagot and Blythfield,50,20,30,35,15,5,20,25,45,25,0,5,20,5,20,53.2,77.6
350447016,35,4,47,16,3547016,Sebastopol,45,25,15,35,10,5,20,25,40,30,5,5,10,5,15,53.5,65.5
350447019,35,4,47,19,3547019,Brudenell and Lyndoch,70,25,40,45,25,10,25,30,65,45,0,5,15,10,25,51.4,59.1
350447022,35,4,47,22,3547022,Raglan,40,25,20,30,5,5,20,15,40,20,0,0,10,5,20,50.8,81.1
350447026,35,4,47,26,3547026,"Sherwood, Jones and Burns",50,35,20,40,15,10,15,25,40,35,0,10,10,5,25,52.9,73.9
350447031,35,4,47,31,3547031,Hagarty and Richards,75,30,45,55,20,15,35,25,75,45,5,5,20,5,30,47.7,58.1
350447036,35,4,47,36,3547036,South Algona,45,35,10,40,5,10,20,20,40,25,0,0,10,5,25,50.2,104.6
350447038,35,4,47,38,3547038,Grattan,125,60,70,90,30,20,50,55,110,75,0,10,15,15,45,50.9,70.6
350447042,35,4,47,42,3547042,Admaston,180,70,115,125,55,15,90,75,170,115,0,10,25,25,65,51.7,63.1
350447046,35,4,47,46,3547046,Horton,130,60,70,90,40,15,50,65,115,75,0,5,20,25,55,53.7,85.5
350447049,35,4,47,49,3547049,Ross,175,70,100,115,55,35,70,70,155,95,0,5,35,40,80,49.5,92.8
350447054,35,4,47,54,3547054,Bromley,175,65,110,130,45,35,85,50,155,95,5,15,30,30,80,47.6,81.6
350447058,35,4,47,58,3547058,Westmeath,295,110,185,205,90,70,135,95,280,180,10,15,45,45,120,46.3,75.2
350447062,35,4,47,62,3547062,Pembroke,35,15,20,30,10,10,15,10,30,15,5,5,5,10,20,45.5,96.6
350447066,35,4,47,66,3547066,Stafford,105,40,65,70,30,15,50,40,100,55,0,5,20,20,50,48.1,92.3
350447069,35,4,47,69,3547069,Wilberforce,120,65,55,100,25,15,60,45,115,60,0,5,25,25,65,51.2,98.4
350447074,35,4,47,74,3547074,Alice and Fraser,140,60,75,100,40,25,70,45,130,55,5,10,25,45,85,48.8,131.1
350447078,35,4,47,78,3547078,Petawawa,40,25,20,30,10,5,20,15,35,15,0,0,10,15,20,51.1,140.5
350500000,35,5,0,0,3500000,Northern Ontario Region RÇgion du Nord de l'Ontario,4275,1650,2625,3025,1255,690,2195,1390,3985,2310,95,225,770,875,1970,48.1,92.7
350548000,35,5,48,0,3548000,Nipissing District,400,140,260,265,135,70,225,110,380,240,5,20,55,80,160,47.0,88.4
350548022,35,5,48,22,3548022,Calvin,40,25,20,30,10,5,15,20,45,30,5,5,5,5,15,53.1,74.6
350548027,35,5,48,27,3548027,Bonfield,70,30,45,45,25,15,30,25,70,40,0,5,10,20,35,48.4,109.0
350548031,35,5,48,31,3548031,Chisholm,75,25,50,50,30,10,45,15,75,45,0,0,15,5,25,46.1,65.6
350548051,35,5,48,51,3548051,Springer,35,10,30,20,15,5,25,5,35,25,0,0,5,5,10,44.9,71.2
350548058,35,5,48,58,3548058,Caldwell,65,15,45,40,25,15,35,15,55,40,0,0,10,10,25,45.8,93.7
350548094,35,5,48,94,3548094,"Nipissing, Uno, North Part",110,40,70,75,35,20,65,25,100,65,0,0,10,25,45,45.7,98.5
350551000,35,5,51,0,3551000,Manitoulin District,465,225,245,355,110,70,225,180,425,270,15,35,85,65,205,49.8,75.2
350551001,35,5,51,1,3551001,Tehkummah,65,20,45,45,20,10,35,15,60,25,5,5,20,15,35,48.1,105.0
350551004,35,5,51,4,3551004,Carnarvon,50,20,30,35,10,10,20,20,50,30,0,5,10,5,25,48.8,66.6
350551011,35,5,51,11,3551011,Assiginack,70,35,40,60,15,10,25,35,65,45,5,5,15,10,25,51.7,65.5
350551016,35,5,51,16,3551016,Howland,80,50,30,60,20,15,45,20,65,40,5,5,15,15,40,48.4,89.5
350551021,35,5,51,21,3551021,Billings,25,15,10,20,5,5,10,15,20,20,0,0,5,5,5,53.5,72.2
350551024,35,5,51,24,3551024,Gordon,60,25,35,40,15,15,25,15,60,35,0,5,10,5,25,46.9,62.1
350551092,35,5,51,92,3551092,"Manitoulin, Uno, Centre Part",80,45,35,60,20,10,30,35,75,50,0,5,10,10,25,50.4,57.9
350551094,35,5,51,94,3551094,"Manitoulin, Uno, West Part",40,20,20,35,10,5,20,20,40,20,0,0,5,5,15,54.1,82.8
350552000,35,5,52,0,3552000,Sudbury District,325,110,210,220,105,55,170,100,310,185,5,15,50,65,140,48.4,88.3
350552001,35,5,52,1,3552001,"Cosby, Mason and Martland",55,20,35,40,15,15,35,5,50,25,5,5,15,10,30,45.6,86.3
350552004,35,5,52,4,3552004,"Casimir, Jennings and Appleby",70,25,45,55,25,10,45,20,70,45,0,5,10,15,30,47.2,90.9
350552008,35,5,52,8,3552008,Ratter and Dunnet,45,25,30,35,15,10,20,20,45,25,0,10,5,10,20,48.3,77.9
350552020,35,5,52,20,3552020,The Spanish River,90,20,65,60,35,15,45,30,85,55,0,5,10,15,30,49.9,75.1
350552093,35,5,52,93,3552093,"Sudbury, Unorganized, North Part",55,20,40,40,20,10,25,20,50,35,0,0,5,20,25,50.2,115.9
350553000,35,5,53,0,3553000,Sudbury Regional Municipality,220,90,130,145,75,20,135,65,195,120,0,10,35,55,105,48.4,107.8
350553012,35,5,53,12,3553012,Walden,35,10,25,25,15,5,20,10,30,15,0,0,5,15,20,50.1,116.0
350553024,35,5,53,24,3553024,Rayside-Balfour,120,50,75,80,40,10,75,30,105,75,0,5,15,30,50,48.1,94.1
350553028,35,5,53,28,3553028,Valley East,65,25,35,40,20,5,40,20,60,30,0,0,15,20,35,48.1,130.7
350554000,35,5,54,0,3554000,Timiskaming District,800,305,490,570,225,145,425,230,765,440,15,35,150,160,360,47.1,92.9
350554014,35,5,54,14,3554014,Harris,25,10,20,15,10,5,20,0,25,15,0,0,5,5,15,45.0,97.4
350554016,35,5,54,16,3554016,Dymond,90,30,55,60,25,10,55,30,80,45,5,0,15,20,40,49.5,96.2
350554021,35,5,54,21,3554021,Hudson,50,15,35,30,20,5,25,20,45,30,0,5,0,15,20,50.8,92.3
350554024,35,5,54,24,3554024,Kerns,90,30,65,65,30,15,45,35,90,50,0,5,15,20,45,47.6,103.2
350554026,35,5,54,26,3554026,Harley,50,15,40,35,15,5,30,10,50,25,0,5,10,15,30,47.3,134.4
350554029,35,5,54,29,3554029,Casey,50,15,30,35,15,15,20,10,45,30,0,0,10,5,15,44.3,71.8
350554032,35,5,54,32,3554032,Brethour,30,10,20,20,10,5,10,10,30,20,5,0,5,5,10,46.8,61.7
350554034,35,5,54,34,3554034,Hilliard,40,25,15,35,5,10,15,15,35,20,0,0,15,5,15,50.5,79.6
350554036,35,5,54,36,3554036,Armstrong,55,30,25,45,15,15,35,5,55,45,0,0,5,10,15,43.0,43.4
350554046,35,5,54,46,3554046,Dack,75,25,50,55,25,15,40,20,75,40,5,5,20,15,35,46.8,100.5
350554049,35,5,54,49,3554049,Evanturel,50,15,30,35,15,15,20,15,45,30,0,0,10,5,20,45.1,75.4
350554094,35,5,54,94,3554094,"Timiskaming, Uno, West Part",185,80,100,135,50,30,105,50,185,95,0,10,40,40,90,47.0,103.9
350556000,35,5,56,0,3556000,Cochrane District,355,165,195,260,95,50,190,115,330,160,10,15,75,95,195,47.7,115.5
350556014,35,5,56,14,3556014,Black River-Matheson,105,50,55,80,25,10,65,35,100,35,0,5,30,35,70,48.7,141.3
350556027,35,5,56,27,3556027,Timmins,55,25,30,40,15,5,30,20,45,30,5,0,5,10,25,49.3,96.6
350556031,35,5,56,31,3556031,Iroquois Falls,20,15,5,15,0,0,10,10,20,5,0,5,5,5,15,51.1,123.8
350556092,35,5,56,92,3556092,"Cochrane, Uno, North Part",175,70,105,125,45,35,85,55,160,85,5,10,30,45,85,46.1,105.0
350557000,35,5,57,0,3557000,Algoma District,575,215,355,400,175,75,320,175,525,270,20,35,115,130,300,48.2,101.7
350557008,35,5,57,8,3557008,St. Joseph,90,40,55,70,25,10,60,30,80,35,5,0,25,25,55,48.0,124.4
350557011,35,5,57,11,3557011,Laird,60,20,40,40,20,15,35,10,50,30,0,0,15,15,30,43.1,110.2
350557016,35,5,57,16,3557016,Johnson,60,15,45,35,20,10,40,10,55,25,0,5,10,15,35,46.7,124.0
350557019,35,5,57,19,3557019,Plummer Additional,45,20,25,30,15,5,30,10,40,25,0,5,15,5,20,47.7,77.7
350557024,35,5,57,24,3557024,Thessalon,45,15,30,35,10,5,25,20,45,20,5,5,5,10,25,49.1,95.5
350557029,35,5,57,29,3557029,Day and Bright Additional,55,15,35,35,20,5,30,20,50,30,0,5,10,10,30,51.5,97.2
350557051,35,5,57,51,3557051,"Macdonald, Meredith & Aberdeen",35,15,25,25,10,5,20,10,35,15,0,5,10,10,20,47.1,109.2
350557061,35,5,57,61,3557061,Sault Ste. Marie,80,35,40,50,25,15,35,25,70,40,5,5,15,20,35,49.0,93.5
350557095,35,5,57,95,3557095,"Algoma, Unorganized, North Part",105,45,65,70,30,15,50,40,95,55,5,10,20,20,45,50.0,82.8
350558000,35,5,58,0,3558000,Thunder Bay District,450,125,320,305,140,95,195,155,410,270,10,20,60,85,175,47.5,82.7
350558004,35,5,58,4,3558004,Thunder Bay,95,30,65,70,25,15,35,45,80,65,0,5,10,15,30,51.6,57.3
350558008,35,5,58,8,3558008,Paipoonge,150,35,115,110,45,40,70,50,145,110,0,5,20,15,50,46.6,57.2
350558016,35,5,58,16,3558016,O'Connor,40,20,25,30,15,0,15,20,35,15,5,0,10,15,20,50.7,148.9
350558024,35,5,58,24,3558024,Oliver,60,10,50,40,20,15,25,15,60,35,0,5,10,10,25,45.8,87.3
350558090,35,5,58,90,3558090,"Thunder Bay, Unorganized",100,35,60,65,30,20,50,25,90,50,0,5,15,30,50,45.1,117.1
350559000,35,5,59,0,3559000,Rainy River District,510,205,295,375,135,85,225,200,490,270,10,30,100,95,235,49.1,90.1
350559011,35,5,59,11,3559011,Alberton,45,15,30,30,10,0,15,20,45,25,0,5,10,5,25,52.4,92.9
350559016,35,5,59,16,3559016,La Vallee,75,35,40,55,20,15,30,25,75,35,0,0,15,25,35,49.1,114.3
350559019,35,5,59,19,3559019,Emo,45,25,20,35,10,10,15,20,40,20,0,0,5,15,25,50.4,108.3
350559024,35,5,59,24,3559024,Chapple,115,40,70,85,30,25,45,40,110,70,0,10,15,20,45,47.6,78.9
350559031,35,5,59,31,3559031,Morley,60,20,40,40,15,15,25,25,55,40,0,5,10,10,25,47.3,78.8
350559036,35,5,59,36,3559036,Worthington,45,15,30,35,10,5,25,15,45,20,0,0,20,10,25,49.4,111.4
350559041,35,5,59,41,3559041,Atwood,45,15,30,35,15,5,20,20,40,25,5,0,10,5,20,48.9,71.3
350559090,35,5,59,90,3559090,"Rainy River, Unorganized",80,40,45,60,20,10,45,30,80,45,0,5,15,10,40,50.4,79.9
350560000,35,5,60,0,3560000,Kenora District,190,65,120,130,55,30,90,65,165,90,5,15,45,35,95,47.7,94.7
350560090,35,5,60,90,3560090,"Kenora, Unorganized",185,65,120,135,55,35,95,60,165,90,0,15,45,40,100,47.7,94.7
460000000,46,0,0,0,4600000,Manitoba,34780,17050,17730,27005,7775,7190,16290,11300,31355,22500,940,2125,5000,4215,12285,47.4,62.6
460100000,46,1,0,0,4600000,Agricultural Region RÇgion agricole  1,2545,1275,1265,1985,560,590,1145,810,2245,1855,70,160,265,195,690,46.6,42.7
460105000,46,1,5,0,4605000,Division No.  5,2540,1275,1270,1985,555,590,1140,810,2240,1860,70,160,265,195,685,46.6,42.7
460105024,46,1,5,24,4605024,Turtle Mountain,360,180,180,280,80,90,165,105,320,235,15,30,55,30,125,45.3,54.5
460105031,46,1,5,31,4605031,Morton,305,150,155,235,70,70,150,90,270,205,5,15,50,30,105,46.3,59.0
460105037,46,1,5,37,4605037,Winchester,250,110,135,195,55,55,115,75,215,180,5,15,20,15,65,45.9,39.7
460105043,46,1,5,43,4605043,Brenda,270,120,155,200,75,70,120,85,235,215,5,10,20,15,60,46.3,31.9
460105050,46,1,5,50,4605050,Arthur,210,130,75,175,35,50,100,65,175,155,5,10,25,15,50,46.8,37.3
460105055,46,1,5,55,4605055,Edward,200,110,90,155,40,40,80,75,180,170,5,15,10,10,30,49.0,29.0
460105058,46,1,5,58,4605058,Albert,205,115,85,165,45,35,95,70,185,150,5,15,20,15,60,48.3,43.1
