HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
35,1,34,10,Malahide,405,405,"435,289,137",390,"330,582,337",151,"104,706,800",292,822,"4,432,674",238,406,"7,591,176",342,"1,228","12,023,850",159,201,"7,150,720",64,94,"5,480,038",360,"1,522","24,654,608",322,631,"7,179,156",314,481,"5,704,466",81,150,"1,474,690",194,225,"2,783,284",284,"1,218","6,001,943",96,116,"5,364,396",99,118,"733,656",132,158,"773,759",53,58,"967,297",87,"2,819,909",325,"12,417,978",405,"63,695,986",219,"18,813,015",405,"517,798,138"
35,1,34,20,Central Elgin,219,219,"318,083,544",212,"202,973,262",97,"115,110,282",173,449,"2,537,076",129,196,"3,109,259",201,645,"5,646,335",89,132,"4,017,413",45,72,"5,130,066",210,849,"14,793,814",184,378,"4,365,417",181,269,"3,366,897",64,109,"998,520",110,126,"1,406,452",155,712,"4,971,951",78,88,"4,201,788",59,66,"366,914",62,79,"581,673",21,24,"171,200",30,"739,200",178,"3,757,073",219,"35,355,482",89,"3,372,764",219,"356,811,790"
35,1,34,24,Southwold,229,229,"313,452,514",221,"212,331,414",83,"101,121,100",193,487,"2,824,197",141,227,"4,965,235",213,714,"7,789,432",94,121,"3,411,938",53,70,"3,914,655",220,905,"15,116,025",192,323,"3,974,853",187,252,"3,220,581",46,71,"754,272",108,124,"1,251,696",163,685,"5,026,036",83,94,"4,110,268",68,77,"419,869",78,97,"599,239",33,36,"261,185",18,"1,360,900",185,"6,080,042",229,"38,200,113",124,"6,815,086",229,"358,467,713"
35,1,34,30,Dutton/Dunwich,185,185,"219,057,260",181,"142,324,160",80,"76,733,100",145,357,"1,831,046",115,171,"3,287,754",166,528,"5,118,800",84,101,"3,333,165",38,51,"2,921,404",175,681,"11,373,369",154,252,"3,073,032",151,193,"2,498,532",33,60,"574,500",107,120,"1,563,333",136,626,"4,507,077",63,63,"5,030,793",50,53,"317,788",70,80,"603,748",17,17,"265,435",3,"60,550",161,"3,493,668",185,"30,288,793",102,"8,244,734",185,"257,590,787"
35,1,34,42,West Elgin,239,239,"230,615,765",238,"173,083,165",79,"57,532,600",183,426,"2,376,824",135,205,"3,292,334",219,631,"5,669,158",99,128,"4,453,493",36,44,"2,342,196",226,802,"12,464,847",217,364,"3,812,182",208,284,"3,121,632",60,80,"690,550",127,146,"1,358,702",174,718,"3,767,284",88,89,"4,608,520",44,46,"208,150",50,61,"446,850",12,16,"34,439",17,"303,700",189,"4,659,026",239,"31,663,700",103,"4,625,222",239,"266,904,687"
35,1,36,0,Chatham-Kent,"2,196","2,196","2,414,579,717","2,111","1,761,826,075",961,"652,753,642","1,683","4,010","19,919,059","1,388","2,153","36,403,152","1,966","6,162","56,322,211","1,090","1,532","50,225,953",505,667,"36,670,735","2,054","8,361","143,218,899","1,936","3,138","41,304,688","1,893","2,489","33,120,480",408,650,"8,184,208","1,173","1,327","17,054,088","1,666","8,142","57,206,969","1,087","1,141","51,116,004",211,243,"933,078",286,331,"1,708,325",81,88,"790,232",155,"5,267,107","1,722","51,403,142","2,196","370,002,532",511,"34,720,223","2,196","2,819,302,472"
35,1,36,20,Chatham-Kent,"2,196","2,196","2,414,579,717","2,111","1,761,826,075",961,"652,753,642","1,683","4,010","19,919,059","1,388","2,153","36,403,152","1,966","6,162","56,322,211","1,090","1,532","50,225,953",505,667,"36,670,735","2,054","8,361","143,218,899","1,936","3,138","41,304,688","1,893","2,489","33,120,480",408,650,"8,184,208","1,173","1,327","17,054,088","1,666","8,142","57,206,969","1,087","1,141","51,116,004",211,243,"933,078",286,331,"1,708,325",81,88,"790,232",155,"5,267,107","1,722","51,403,142","2,196","370,002,532",511,"34,720,223","2,196","2,819,302,472"
35,1,37,0,Essex,"1,740","1,740","2,259,156,556","1,678","1,654,159,458",671,"604,997,098","1,354","3,249","19,514,550",940,"1,409","20,027,915","1,553","4,658","39,542,465",682,960,"30,281,544",262,393,"22,614,327","1,644","6,010","92,438,336","1,426","2,276","36,043,308","1,373","1,819","27,504,162",300,457,"8,539,146",805,946,"13,999,029","1,132","5,521","38,247,448",602,645,"29,827,018",191,231,"1,196,569",195,239,"1,438,885",45,49,"477,720",217,"10,749,568","1,293","60,223,394","1,740","284,641,275",363,"15,295,104","1,740","2,559,092,935"
35,1,37,3,Leamington,351,351,"648,768,947",341,"554,673,047",114,"94,095,900",278,669,"4,204,532",173,265,"3,616,125",314,934,"7,820,657",130,205,"6,527,482",40,63,"3,407,754",335,"1,203","17,755,893",306,581,"9,702,395",295,438,"6,866,623",92,143,"2,835,772",181,235,"4,197,928",197,963,"6,031,118",87,91,"4,046,013",24,31,"124,153",23,28,x,5,6,x,94,"3,734,511",270,"21,267,192",351,"66,990,795",44,"4,806,235",351,"720,565,977"
35,1,37,13,Kingsville,342,342,"506,413,440",323,"415,441,346",118,"90,972,094",260,660,"5,456,772",174,274,"4,005,439",308,933,"9,462,211",104,144,"4,400,364",47,60,"3,817,044",322,"1,137","17,679,619",275,491,"8,753,814",261,379,"5,900,827",70,112,"2,852,987",166,206,"3,230,858",197,909,"6,413,418",90,99,"4,725,238",46,56,"224,002",41,47,"199,366",10,10,"42,642",53,"4,921,275",244,"18,243,886",342,"64,434,118",81,"2,273,954",342,"573,121,512"
35,1,37,16,Essex,264,264,"264,418,754",259,"163,570,700",114,"100,848,054",210,501,"2,798,741",144,224,"3,008,369",239,725,"5,807,110",99,140,"3,481,043",41,71,"3,069,219",252,935,"12,357,372",217,326,"4,219,065",210,264,"3,419,914",35,63,"799,151",118,138,"1,588,282",190,999,"5,522,799",105,112,"4,150,881",40,49,"325,297",47,62,"469,999",11,14,"191,428",30,"1,263,201",196,"4,800,094",264,"34,888,418",78,"1,429,400",264,"300,736,572"
35,1,37,28,Amherstburg,162,162,"150,833,662",158,"97,584,062",66,"53,249,600",135,324,"1,853,754",94,148,"1,844,940",149,472,"3,698,694",57,79,"2,140,863",18,35,"1,664,101",153,586,"7,503,658",125,199,"2,692,459",119,158,"2,082,447",24,41,"610,012",57,62,"709,073",105,571,"3,611,643",51,56,"2,877,527",17,19,"160,501",23,31,x,5,5,x,11,"224,381",118,"2,677,400",162,"20,774,003",43,"1,543,028",162,"173,150,693"
35,1,37,34,LaSalle,58,58,"53,078,006",53,"31,663,006",25,"21,415,000",42,85,"481,564",33,46,"675,926",51,130,"1,157,490",20,31,"1,119,332",4,7,"230,000",54,168,"2,506,822",45,52,"893,950",43,44,"761,950",7,8,"132,000",22,24,"462,080",40,210,"1,372,698",9,9,"378,165",6,6,"25,200",4,4,x,1,x,x,4,"51,000",37,"662,850",58,"6,371,565",11,"359,674",58,"59,809,245"
35,1,37,48,Tecumseh,75,75,"100,927,555",71,"64,418,155",36,"36,509,400",55,123,"651,490",39,51,"956,500",63,174,"1,607,990",28,39,"1,550,000",18,26,"1,865,000",69,238,"5,022,990",56,76,"1,168,112",53,64,"1,025,112",9,12,"143,000",30,33,"477,600",52,245,"1,795,680",23,26,"1,482,300",10,15,"165,188",8,11,x,5,x,x,5,"29,500",47,"3,355,670",75,"13,727,215",18,"1,590,423",75,"116,245,193"
35,1,37,64,Lakeshore,488,488,"534,716,192",473,"326,809,142",198,"207,907,050",374,888,"4,067,697",283,403,"5,920,616",429,"1,291","9,988,313",244,323,"11,062,460",94,131,"8,561,209",459,"1,745","29,611,982",402,551,"8,613,513",392,473,"7,447,289",63,78,"1,166,224",231,248,"3,333,208",351,"1,624","13,500,092",237,252,"12,166,894",48,55,"172,228",49,56,"285,138",8,8,"30,104",20,"525,700",381,"9,216,302",488,"77,455,161",88,"3,292,390",488,"615,463,743"
35,1,38,0,Lambton,"2,281","2,281","2,450,407,960","2,199","1,838,346,996",900,"612,060,964","1,814","4,354","22,246,049","1,375","2,052","36,394,912","2,078","6,406","58,640,961",976,"1,253","37,916,886",424,570,"31,192,540","2,157","8,229","127,750,387","1,940","2,688","33,864,414","1,884","2,308","29,792,989",264,380,"4,071,425","1,218","1,369","15,275,300","1,665","7,111","44,989,803","1,038","1,112","46,943,173",446,489,"2,304,666",554,650,"3,506,949",229,269,"2,021,056",92,"2,680,440","1,688","40,666,799","2,281","320,002,987",987,"72,957,883","2,281","2,843,368,830"
35,1,38,3,St. Clair,515,515,"443,561,278",492,"321,748,728",212,"121,812,550",401,968,"4,511,480",285,413,"6,947,584",460,"1,381","11,459,064",223,296,"9,128,298",100,122,"7,083,374",485,"1,799","27,670,736",433,566,"7,413,888",422,503,"6,946,636",48,63,"467,252",267,307,"3,460,019",363,"1,597","9,698,993",234,247,"9,548,200",89,93,"381,256",119,146,"635,240",46,51,"272,703",7,"39,100",361,"8,233,152",515,"67,353,287",191,"8,269,495",515,"519,184,060"
35,1,38,7,Dawn-Euphemia,320,320,"308,634,596",302,"216,710,596",142,"91,924,000",250,662,"2,966,111",194,291,"4,368,888",289,953,"7,334,999",146,192,"5,045,242",54,76,"2,806,784",298,"1,221","15,187,025",285,433,"4,836,116",278,343,"4,065,021",59,90,"771,095",190,216,"1,955,351",223,957,"5,700,348",154,177,"5,866,372",71,83,"241,536",88,100,"564,622",32,40,"82,288",13,"284,790",225,"4,457,486",320,"39,175,934",120,"6,251,486",320,"354,062,016"
35,1,38,15,Brooke-Alvinston,247,247,"320,260,907",238,"249,937,511",103,"70,323,396",189,438,"2,180,019",154,211,"4,163,191",223,648,"6,343,210",118,148,"4,506,850",63,88,"5,032,868",238,885,"15,882,928",210,293,"4,198,135",203,244,"3,639,585",29,49,"558,550",137,153,"1,893,295",191,832,"6,041,169",122,128,"6,321,284",43,48,"382,426",55,70,"454,343",17,19,"151,876",7,"92,000",201,"5,738,251",247,"41,155,707",113,"11,401,450",247,"372,818,064"
35,1,38,16,Enniskillen,336,336,"325,356,415",331,"259,056,812",115,"66,299,603",281,687,"3,809,366",198,303,"5,152,496",312,990,"8,961,862",139,168,"4,625,167",54,70,"3,587,393",321,"1,229","17,174,422",291,371,"4,863,374",285,340,"4,534,706",25,31,"328,668",166,185,"2,124,182",252,"1,014","6,427,517",153,160,"5,736,924",77,83,"365,224",90,104,"621,064",40,43,x,6,x,249,"5,195,037",336,"42,909,031",133,"6,510,331",336,"374,775,777"
35,1,38,30,Sarnia,88,88,"105,125,200",86,"62,006,200",31,"43,119,000",74,159,"723,358",55,73,"1,409,685",83,232,"2,133,043",29,33,"1,204,586",6,10,"784,244",83,276,"4,121,873",70,103,"1,540,952",70,88,"1,215,893",9,15,"325,059",40,41,"577,673",60,277,"1,440,984",34,39,"2,028,958",18,19,"82,466",23,26,"122,819",10,11,x,5,x,66,"1,027,335",88,"11,087,895",38,"2,046,562",88,"118,259,657"
35,1,38,35,Plympton-Wyoming,295,295,"286,455,743",290,"229,031,096",95,"57,424,647",247,577,"3,223,499",190,282,"5,547,074",281,859,"8,770,573",120,144,"5,027,610",43,51,"2,988,777",285,"1,054","16,786,960",241,316,"3,749,527",234,277,"3,296,761",28,39,"452,766",161,183,"2,043,533",218,940,"5,288,258",134,141,"6,536,990",58,67,"254,888",69,81,"464,481",36,40,"368,301",15,"142,600",220,"4,369,322",295,"40,004,860",144,"12,133,222",295,"338,593,825"
35,1,38,40,Lambton Shores,234,234,"310,052,287",224,"240,883,721",97,"69,168,566",186,447,"2,182,739",151,256,"4,435,743",215,703,"6,618,482",96,138,"4,187,494",48,76,"4,350,038",221,917,"15,156,014",198,308,"3,582,299",187,254,"2,880,580",33,54,"701,719",118,125,"1,367,753",179,764,"5,054,386",98,109,"5,087,059",49,55,"265,562",51,57,"293,311",27,37,"581,919",29,"1,666,950",178,"4,646,141",234,"37,701,394",102,"9,926,064",234,"357,679,745"
35,1,38,43,Warwick,246,246,"350,961,534",236,"258,972,332",105,"91,989,202",186,418,"2,649,477",148,221,"4,370,251",215,639,"7,019,728",105,133,"4,191,639",56,76,"4,559,062",226,848,"15,770,429",212,300,"3,680,123",205,261,"3,213,807",33,40,"466,316",139,160,"1,853,494",179,730,"5,338,148",109,109,"5,817,386",41,42,"331,308",59,67,"351,069",21,28,"326,847",10,"146,000",188,"7,000,075",246,"40,614,879",146,"16,419,273",246,"407,995,686"
35,1,39,0,Middlesex,"2,525","2,525","3,169,099,297","2,414","2,248,409,859","1,007","920,689,438","2,001","4,694","28,250,976","1,474","2,213","40,139,985","2,295","6,907","68,390,961",977,"1,299","44,455,605",422,572,"36,703,034","2,365","8,778","149,549,600","2,068","3,268","42,689,937","1,994","2,617","34,048,278",389,651,"8,641,659","1,265","1,457","17,798,702","1,661","6,847","47,928,942",762,827,"47,366,567",660,729,"3,940,675",754,907,"6,107,420",336,405,"4,715,777",147,"3,918,440","1,918","54,939,480","2,525","378,955,540","1,478","127,215,409","2,525","3,675,270,246"
35,1,39,5,Southwest Middlesex,327,327,"294,161,075",311,"203,002,775",121,"91,158,300",255,572,"2,953,430",193,286,"4,952,517",293,857,"7,905,947",125,166,"5,031,208",55,78,"3,408,449",306,"1,101","16,345,604",279,412,"5,584,578",271,341,"4,621,034",49,71,"963,544",170,196,"2,421,801",200,878,"5,606,609",109,114,"5,454,554",79,87,"443,819",88,99,"671,677",32,33,"429,170",11,"189,500",258,"7,193,063",327,"44,340,375",183,"10,590,174",327,"349,091,624"
35,1,39,15,Strathroy-Caradoc,272,272,"302,383,045",257,"202,921,245",95,"99,461,800",228,591,"3,855,492",145,217,"4,358,144",254,807,"8,213,636",87,123,"3,656,598",35,46,"3,392,041",259,976,"15,262,275",232,421,"5,855,106",223,329,"4,339,456",40,92,"1,515,650",117,132,"1,468,064",180,713,"4,675,655",69,83,"3,989,449",49,54,"255,364",72,87,"437,881",17,25,"136,398",43,"1,255,050",205,"7,986,624",272,"41,321,866",135,"7,766,496",272,"351,471,407"
35,1,39,27,Thames Centre,418,418,"481,837,080",402,"352,380,900",149,"129,456,180",320,746,"4,483,222",248,377,"6,977,159",368,"1,123","11,460,381",153,213,"6,648,948",55,83,"5,933,538",380,"1,419","24,042,867",325,466,"5,776,440",311,387,"4,932,858",46,79,"843,582",205,231,"2,848,508",285,"1,162","7,363,182",90,99,"6,803,350",140,159,"833,992",169,209,"1,290,124",76,95,"1,051,295",15,"569,990",308,"6,652,710",418,"57,232,458",258,"15,581,829",418,"554,651,367"
35,1,39,33,Middlesex Centre,522,522,"740,702,823",495,"519,300,673",213,"221,402,150",425,997,"5,969,944",294,466,"7,937,925",484,"1,463","13,907,869",183,238,"8,701,625",77,110,"7,745,225",494,"1,812","30,354,719",408,698,"8,990,710",394,533,"7,192,867",92,165,"1,797,843",247,288,"3,931,840",337,"1,384","9,750,808",156,174,"10,167,037",134,152,"844,267",141,179,"1,208,109",63,74,"836,962",26,"577,400",394,"13,411,351",522,"80,073,203",284,"21,171,152",522,"841,947,178"
35,1,39,36,London,160,160,"211,894,339",150,"141,337,700",74,"70,556,639",131,311,"2,023,515",94,136,"2,603,643",144,447,"4,627,158",45,61,"1,982,800",21,29,"1,111,580",148,537,"7,721,538",132,210,"2,838,912",126,168,"2,399,719",31,42,"439,193",72,80,"1,083,869",107,404,"2,377,193",41,46,"1,841,539",37,39,x,46,58,"295,900",13,21,"183,200",13,x,121,"2,943,305",160,"19,662,456",84,"2,769,276",160,"234,326,071"
35,1,39,41,North Middlesex,413,413,"633,986,869",398,"445,622,600",184,"188,364,269",322,765,"4,867,894",258,382,"6,840,032",375,"1,146","11,707,926",192,249,"9,306,090",89,124,"8,435,535",388,"1,519","29,449,551",351,566,"7,670,693",337,445,"5,431,988",72,122,"2,238,705",241,282,"3,198,028",293,"1,234","9,815,950",145,159,"9,069,610",113,121,"705,231",118,132,"1,179,287",82,97,"1,174,599",23,"900,200",328,"8,996,170",413,"72,159,319",271,"45,649,010",413,"751,795,198"
35,1,39,47,Adelaide Metcalfe,267,267,"299,577,112",261,"237,992,312",102,"61,584,800",203,446,"2,614,753",155,224,"3,967,868",239,669,"6,582,621",128,169,"5,880,740",56,64,"3,607,913",250,903,"16,071,274",213,309,"3,460,923",208,262,"2,933,767",37,47,"527,156",148,177,"1,931,909",167,733,"4,711,342",96,94,"5,867,628",66,73,"451,821",72,89,"624,544",33,39,"637,326",14,"191,100",194,"4,825,565",267,"38,773,432",170,"15,938,246",267,"354,288,790"
35,1,39,60,Lucan Biddulph,146,146,"204,556,954",140,"145,851,654",69,"58,705,300",117,267,"1,482,726",87,127,"2,502,697",138,394,"3,985,423",64,80,"3,247,596",34,38,"3,068,753",140,512,"10,301,772",128,187,"2,512,575",124,152,"2,196,589",22,35,"315,986",65,71,"914,683",92,339,"3,628,203",56,58,"4,173,400",42,45,x,48,53,"399,898",20,23,"266,827",2,x,110,"2,930,692",146,"25,392,431",93,"7,749,226",146,"237,698,611"
35,2,40,0,Huron,"2,738","2,738","3,147,146,649","2,645","2,310,908,495","1,057","836,238,154","2,014","4,431","27,656,280","1,702","2,613","50,674,319","2,423","7,044","78,330,599","1,033","1,373","47,941,457",411,544,"33,465,708","2,505","8,961","159,737,764","2,244","3,372","40,923,684","2,172","2,719","33,014,992",434,653,"7,908,692","1,482","1,688","18,181,569","1,918","7,440","46,986,325",842,906,"42,311,109",876,"1,046","5,532,078","1,019","1,244","8,649,214",449,533,"4,333,038",58,"1,312,700","2,192","54,389,940","2,738","382,357,421","1,915","204,316,426","2,738","3,733,820,496"
35,2,40,5,South Huron,307,307,"472,940,151",290,"303,277,751",131,"169,662,400",238,531,"3,405,637",205,317,"5,699,213",288,848,"9,104,850",139,200,"7,321,032",61,79,"6,085,657",295,"1,127","22,511,539",272,449,"5,906,441",269,345,"4,406,114",61,104,"1,500,327",177,192,"2,193,969",232,945,"7,934,392",112,121,"6,510,583",73,82,"394,346",88,98,"896,351",54,58,"714,314",10,"594,400",243,"7,426,466",307,"55,082,801",173,"23,101,371",307,"551,124,323"
35,2,40,10,Bluewater,272,272,"434,028,430",256,"273,524,630",131,"160,503,800",228,549,"3,250,419",168,241,"4,972,747",254,790,"8,223,166",117,156,"6,268,878",63,91,"5,515,177",265,"1,036","20,007,221",233,402,"4,885,080",228,309,"3,879,880",59,93,"1,005,200",152,166,"2,025,246",197,852,"7,571,106",113,129,"6,085,552",75,94,"456,500",90,104,"748,860",42,51,x,3,x,216,"6,415,488",272,"48,529,586",162,"18,351,580",272,"500,909,596"
35,2,40,25,Central Huron,395,395,"408,844,214",383,"304,267,486",145,"104,576,728",293,613,"4,222,645",252,375,"8,157,305",358,987,"12,379,950",139,165,"5,696,906",40,49,"3,184,010",370,"1,202","21,260,866",330,452,"5,703,565",317,373,"4,876,585",59,80,"826,980",221,256,"2,973,008",251,877,"5,377,474",104,110,"5,128,569",103,118,"709,148",107,134,"1,052,341",41,46,"339,109",11,"194,600",316,"6,879,320",395,"49,618,000",250,"20,231,858",395,"478,694,072"
35,2,40,40,Huron East,554,554,"735,132,981",537,"567,501,029",206,"167,631,952",431,986,"6,401,307",360,552,"11,044,513",503,"1,538","17,445,820",217,307,"11,919,941",94,127,"8,598,802",526,"1,972","37,964,563",486,732,"9,303,783",466,591,"7,317,458",93,141,"1,986,325",315,359,"4,168,480",384,"1,486","10,969,206",181,191,"10,300,463",155,189,"1,188,708",185,231,"1,662,529",86,99,"1,247,658",11,"172,700",447,"13,569,342",554,"90,547,432",368,"47,639,921",554,"873,320,334"
35,2,40,46,Howick,323,323,"256,853,325",315,"205,475,300",115,"51,378,025",211,432,"2,442,850",172,271,"5,077,953",249,703,"7,520,803",89,113,"3,477,198",25,47,"2,366,899",254,863,"13,364,900",211,287,"3,019,389",203,238,"2,475,306",33,49,"544,083",158,189,"1,567,328",233,930,"3,751,692",92,100,"3,322,650",116,141,"517,805",129,155,"990,531",72,94,x,2,x,268,"4,363,116",323,"31,236,635",268,"25,275,907",323,"313,365,867"
35,2,40,50,Morris-Turnberry,319,319,"295,241,649",312,"225,229,196",128,"70,012,453",214,464,"2,991,127",190,296,"5,253,051",271,760,"8,244,178",108,139,"4,561,096",39,45,"2,480,796",283,944,"15,286,070",251,370,"4,429,550",236,296,"3,507,692",49,74,"921,858",166,197,"1,915,553",218,759,"3,842,166",82,86,"4,406,611",123,148,"773,755",148,173,"974,504",55,58,"655,369",6,"59,000",252,"5,206,197",319,"37,548,775",249,"31,117,153",319,"363,907,577"
35,2,40,55,North Huron,146,146,"122,325,345",138,"93,664,898",54,"28,660,447",104,210,"1,324,402",89,149,"2,657,125",132,358,"3,981,527",54,76,"2,164,743",20,22,"1,015,529",135,457,"7,161,799",124,197,"2,160,221",122,155,"1,808,634",25,42,"351,587",69,77,"798,146",91,345,"1,618,340",31,32,"1,398,370",59,72,"344,847",66,91,"530,065",30,40,x,2,x,106,"2,347,614",146,"16,632,058",119,"12,488,478",146,"151,445,881"
35,2,40,63,Ashfield-Colborne-Wawanosh,422,422,"421,780,554",414,"337,968,205",147,"83,812,349",295,647,"3,617,893",266,413,"7,812,412",368,"1,059","11,430,305",170,217,"6,531,663",69,84,"4,218,838",377,"1,360","22,180,806",337,485,"5,515,655",331,414,"4,743,323",55,71,"772,332",224,252,"2,539,839",312,"1,246","5,921,949",127,136,"5,158,311",172,203,"1,146,969",206,259,"1,794,033",69,89,"586,075",13,"136,100",344,"8,182,397",422,"53,162,134",326,"26,110,158",422,"501,052,846"
35,2,41,0,Bruce,"2,259","2,259","1,831,746,668","2,195","1,366,094,398",906,"465,652,270","1,682","3,765","23,533,045","1,453","2,272","45,608,787","2,050","6,036","69,141,832",644,832,"26,983,157",232,299,"16,461,174","2,097","7,168","112,586,163","1,781","2,541","29,200,690","1,716","2,045","24,330,975",356,496,"4,869,715","1,175","1,364","13,310,338","1,599","6,168","23,875,303",621,665,"20,187,997","1,098","1,336","7,049,908","1,253","1,647","11,731,054",462,507,"4,371,736",67,"625,664","1,771","33,832,835","2,259","256,771,688","1,812","158,400,469","2,259","2,246,918,825"
35,2,41,4,South Bruce,476,476,"366,470,500",458,"286,247,208",189,"80,223,292",368,862,"5,459,597",332,547,"10,871,067",439,"1,409","16,330,664",155,189,"6,192,327",44,53,"3,767,523",446,"1,650","26,290,514",391,512,"5,567,506",382,454,"5,072,350",49,58,"495,156",253,284,"2,645,520",353,"1,293","4,938,449",141,148,"4,395,452",240,284,"1,669,010",281,359,"2,783,936",122,140,"774,484",6,"158,000",390,"8,379,380",476,"57,602,251",389,"27,710,663",476,"451,783,414"
35,2,41,15,Huron-Kinloss,329,329,"363,126,684",318,"239,495,948",132,"123,630,736",219,456,"3,109,683",196,287,"5,510,764",279,742,"8,620,447",108,149,"5,090,207",47,58,"3,447,747",288,949,"17,158,401",232,345,"4,122,605",225,268,"3,235,462",54,77,"887,143",156,197,"1,824,423",254,"1,027","5,176,147",102,114,"5,561,969",131,163,"743,891",162,205,"1,293,375",60,59,"504,034",17,"30,873",260,"5,229,762",329,"41,645,480",247,"18,646,459",329,"423,418,623"
