HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NBEEHON,BEEHON,NBEEPOLL,BEEPOLL,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NTCHICK,TCHICK,NHENHATCH,HENHATCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NTURKPRD,TURKPRD,ETURKPRD,NBROILPRD,BROILPRD,EBROILPRD,NHATCHNUM,HATCHNUM,NCALFU1,CALFU1,NSTEERS,STEERS,NHEIFER,HEIFER,NFDHEIF,FDHEIF,NBFHEIF,BFHEIF,NMLKHEIF,MLKHEIF,NTOTCOW,TOTCOW,NBFCOWS,BFCOWS,NMLKCOW,MLKCOW,NBULLS,BULLS,NTCATTL,TCATTL,NRAMS,RAMS,NEWES,EWES,NLAMBS,LAMBS,NTSHEEP,TSHEEP,NBOARS,BOARS,NSOWS,SOWS,NNURPIG,NURPIG,NGRWPIG,GRWPIG,NTOPIGS,TOPIGS,NHORSES,HORSES,NGOATS,GOATS,NWLDBOAR,WLDBOAR,NMINK,MINK,NFOX,FOX,NBISON,BISON,NLAMAS,LAMAS,NDEER,DEER,NELK,ELK
35,5,54,0,Timiskaming,471,4,111,0,0,19,"1,926",2,x,37,x,48,"4,115",0,0,9,238,10,165,11,"3,867","8,525",14,"8,092","17,840",0,0,272,"7,631",73,859,187,"4,146",60,"1,034",100,854,66,"2,258",273,"12,748",214,"7,687",67,"5,061",185,413,298,"25,797",38,149,44,"4,800",34,"2,282",45,"7,231",4,8,4,x,6,"1,711",9,x,13,"5,018",101,638,24,"1,143",0,0,0,0,0,0,3,359,5,7,1,x,1,x
35,5,54,14,Harris,24,0,0,0,0,1,x,0,0,2,x,3,115,0,0,1,x,1,x,2,x,x,1,x,x,0,0,14,352,2,x,8,79,2,x,5,x,5,58,14,445,11,358,3,87,7,x,15,895,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,6,36,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,20,Temiskaming Shores,55,0,0,0,0,2,x,0,0,3,x,4,x,0,0,2,x,2,x,0,0,0,0,0,0,0,0,28,994,8,57,19,674,9,299,11,246,5,129,26,"1,635",21,"1,301",5,334,17,61,30,"3,421",7,15,8,501,7,652,8,"1,168",0,0,0,0,0,0,1,x,1,x,21,191,6,101,0,0,0,0,0,0,0,0,2,x,0,0,0,0
35,5,54,21,Hudson,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,314,5,101,7,151,2,x,3,x,3,96,14,475,11,268,4,207,9,12,16,"1,053",1,x,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,3,13,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,24,Kerns,43,0,0,0,0,1,x,0,0,5,x,5,681,0,0,2,x,0,0,1,x,x,1,x,x,0,0,27,990,6,51,18,387,4,37,9,81,7,269,27,"1,137",21,783,6,354,16,40,29,"2,605",6,x,6,"1,453",4,x,6,"2,020",2,x,2,x,3,x,2,x,4,x,9,25,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,26,Harley,30,0,0,0,0,1,x,0,0,1,x,2,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,17,378,4,14,11,105,3,x,7,44,1,x,17,598,16,x,1,x,14,22,17,"1,117",0,0,1,x,1,x,1,x,0,0,0,0,0,0,0,0,0,0,6,39,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,54,29,Casey,28,0,0,0,0,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,618,4,32,17,382,5,64,5,23,9,295,20,"1,106",12,304,9,802,14,29,21,"2,167",2,x,2,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,32,Brethour,20,1,x,0,0,1,x,0,0,1,x,2,x,0,0,1,x,0,0,2,x,x,2,x,x,0,0,12,372,1,x,6,81,0,0,4,x,2,x,10,517,8,x,2,x,9,x,13,993,5,30,6,834,5,294,6,"1,158",0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,34,Hilliard,24,1,x,0,0,0,0,0,0,1,x,1,x,0,0,1,x,0,0,1,x,x,1,x,x,0,0,18,451,4,x,12,261,5,31,6,56,5,174,18,940,13,510,5,430,12,x,19,"1,743",1,x,1,x,0,0,1,x,0,0,0,0,0,0,1,x,1,x,3,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,36,Armstrong,36,1,x,0,0,3,425,0,0,3,111,4,536,0,0,0,0,1,x,1,x,x,1,x,x,0,0,22,827,6,13,15,596,1,x,3,x,12,577,22,"1,806",7,204,15,"1,602",13,29,24,"3,271",2,x,3,x,2,x,3,x,1,x,1,x,0,0,2,x,3,x,2,x,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0,0
35,5,54,44,Charlton and Dack,29,0,0,0,0,0,0,0,0,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,378,7,72,12,149,5,71,11,x,2,x,19,689,19,x,2,x,14,27,19,"1,315",2,x,3,x,2,x,3,298,1,x,1,x,1,x,2,x,2,x,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,49,Evanturel,28,0,0,0,0,1,x,1,x,2,x,3,219,0,0,0,0,1,x,1,x,x,1,x,x,0,0,17,261,7,34,12,257,4,90,4,16,7,151,14,581,9,186,8,395,9,14,18,"1,147",3,8,3,205,3,99,3,312,0,0,0,0,0,0,0,0,0,0,7,59,4,247,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,54,54,Chamberlain,29,0,0,0,0,2,x,0,0,5,x,7,303,0,0,0,0,1,x,0,0,0,0,0,0,0,0,18,384,2,x,12,120,4,x,9,39,1,x,20,571,19,x,1,x,16,x,20,"1,143",3,x,3,67,2,x,3,153,0,0,0,0,0,0,0,0,0,0,7,52,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,54,94,"Timiskaming, Unorganized, West Part",103,1,x,0,0,6,x,1,x,11,640,14,921,0,0,2,x,3,12,3,575,"1,268",6,"1,509","3,327",0,0,48,"1,312",17,377,38,904,16,336,23,194,7,374,52,"2,248",47,"1,757",6,491,35,86,57,"4,927",5,14,6,419,6,259,7,692,0,0,0,0,2,x,1,x,2,x,23,92,5,727,0,0,0,0,0,0,2,x,0,0,1,x,1,x
35,5,56,0,Cochrane,184,1,x,0,0,8,476,4,85,22,954,24,"1,515",0,0,6,129,6,128,7,"2,281","5,029",9,"4,268","9,409",0,0,96,"2,011",33,140,75,711,29,154,54,356,7,201,98,"3,051",91,x,7,x,84,156,104,"6,069",8,11,9,134,9,89,9,234,1,x,1,x,1,x,1,x,1,x,40,210,6,138,1,x,0,0,1,x,2,x,1,x,1,x,2,x
35,5,56,27,Timmins,31,0,0,0,0,1,x,1,x,4,x,4,149,0,0,2,x,2,x,1,x,x,1,x,x,0,0,9,131,4,34,7,71,5,x,3,16,1,x,8,216,7,x,1,x,5,7,9,459,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,1,x,13,96,3,x,0,0,0,0,1,x,0,0,0,0,0,0,2,x
35,5,56,92,"Cochrane, Unorganized, North Part",153,1,x,0,0,7,x,3,x,18,x,20,"1,366",0,0,4,x,4,x,6,x,x,8,x,x,0,0,87,"1,880",29,106,68,640,24,x,51,340,6,x,90,"2,835",84,"2,544",6,291,79,149,95,"5,610",8,11,9,134,9,89,9,234,0,0,0,0,0,0,0,0,0,0,27,114,3,x,1,x,0,0,0,0,2,x,1,x,1,x,0,0
35,5,57,0,Algoma,335,12,77,0,0,18,751,10,299,54,"28,490",58,"29,540",0,0,9,388,17,286,12,x,x,9,x,x,0,0,160,"3,305",83,"1,196",130,"1,606",68,757,81,514,14,335,168,"4,852",152,"3,983",24,869,108,160,183,"11,119",22,42,27,"1,083",25,"1,299",30,"2,424",7,10,9,72,7,134,5,x,13,x,96,824,16,215,0,0,0,0,0,0,1,x,6,110,0,0,1,x
35,5,57,8,St. Joseph,61,3,8,0,0,1,x,0,0,6,x,6,x,0,0,0,0,2,x,0,0,0,0,0,0,0,0,22,412,17,156,20,220,12,113,6,27,3,80,25,698,22,453,4,245,16,23,25,"1,509",6,8,7,154,7,182,7,344,0,0,0,0,0,0,1,x,1,x,16,88,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,57,11,Laird,33,1,x,0,0,2,x,1,x,5,x,5,713,0,0,2,x,2,x,1,x,x,0,0,0,0,0,16,322,6,71,11,203,3,33,6,37,4,133,17,658,11,259,6,399,10,12,17,"1,266",4,5,5,98,5,103,6,206,1,x,1,x,1,x,0,0,1,x,10,213,2,x,0,0,0,0,0,0,1,x,1,x,0,0,0,0
35,5,57,16,Johnson,39,2,x,0,0,4,285,2,x,9,x,11,x,0,0,0,0,2,x,1,x,x,2,x,x,0,0,20,384,12,149,17,201,10,126,10,x,1,x,22,425,18,356,8,69,13,16,26,"1,175",1,x,1,x,1,x,1,x,1,x,2,x,2,x,1,x,2,x,12,92,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,57,19,Plummer Additional,29,1,x,0,0,3,95,1,x,5,x,6,x,0,0,1,x,2,x,1,x,x,1,x,x,0,0,18,594,10,218,17,180,9,105,10,x,1,x,22,825,21,x,2,x,19,40,22,"1,857",5,13,5,614,5,750,5,"1,377",1,x,1,x,1,x,0,0,1,x,8,29,3,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,57,35,Huron Shores,61,2,x,0,0,2,x,1,x,7,x,7,x,0,0,1,x,3,x,1,x,x,2,x,x,0,0,35,679,19,293,25,331,11,137,18,108,4,86,33,972,31,x,3,x,22,31,38,"2,306",4,6,5,94,4,90,5,190,1,x,2,x,2,x,0,0,3,x,18,102,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x
35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",26,0,0,0,0,0,0,1,x,6,x,6,x,0,0,1,x,1,x,2,x,x,1,x,x,0,0,11,207,4,117,10,157,4,77,9,x,1,x,13,378,13,x,1,x,3,5,13,864,1,x,2,x,2,x,2,x,2,x,2,x,1,x,1,x,2,x,9,122,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,57,61,Sault Ste. Marie,35,1,x,0,0,3,29,2,x,4,x,5,x,0,0,2,x,2,x,1,x,x,1,x,x,0,0,10,70,4,14,6,26,4,15,4,11,0,0,8,65,8,65,0,0,4,4,12,179,1,x,0,0,1,x,2,x,1,x,1,x,0,0,1,x,2,x,9,102,5,20,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,57,95,"Algoma, Unorganized, North Part",51,2,x,0,0,3,x,2,x,12,562,12,799,0,0,2,x,3,12,5,"3,205","7,066",2,x,x,0,0,28,637,11,178,24,288,15,151,18,137,0,0,28,831,28,831,0,0,21,29,30,"1,963",0,0,2,x,0,0,2,x,0,0,0,0,0,0,1,x,1,x,14,76,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,58,0,Thunder Bay,252,17,168,1,x,13,x,9,x,32,x,39,"33,901",0,0,4,60,9,55,3,x,x,12,x,x,0,0,94,"1,972",37,310,85,"1,648",27,x,35,206,37,x,93,"3,601",63,"1,067",35,"2,534",57,78,106,"7,609",14,19,18,407,18,327,20,753,6,8,8,44,3,47,12,107,17,206,61,526,16,273,2,x,0,0,0,0,0,0,5,28,0,0,0,0
35,5,58,1,Neebing,29,3,69,1,x,1,x,1,x,1,x,1,x,0,0,1,x,2,x,0,0,0,1,x,x,0,0,12,349,4,52,11,319,4,67,4,57,6,195,12,569,7,125,6,444,7,11,14,"1,300",3,4,3,215,3,165,3,384,0,0,0,0,0,0,1,x,1,x,8,x,3,x,0,0,0,0,0,0,0,0,2,x,0,0,0,0
35,5,58,4,Thunder Bay,25,3,x,0,0,2,x,0,0,2,x,4,103,0,0,0,0,1,x,0,0,0,0,0,0,0,0,5,137,1,x,5,73,1,x,2,x,2,x,5,167,4,x,2,x,3,x,6,405,1,x,1,x,1,x,1,x,0,0,0,0,0,0,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,58,11,Oliver Paipoonge,109,5,22,0,0,6,590,5,284,15,x,17,x,0,0,2,x,2,x,1,x,x,4,834,"1,839",0,0,49,"1,194",19,96,45,"1,092",13,64,13,86,26,942,49,"2,414",28,530,24,"1,884",25,33,55,"4,829",5,6,8,122,7,116,9,244,2,x,3,x,2,x,6,81,8,153,28,253,8,84,2,x,0,0,0,0,0,0,2,x,0,0,0,0
35,5,58,16,O'Connor,22,1,x,0,0,1,x,1,x,3,x,3,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,9,126,2,x,5,34,2,x,2,x,1,x,9,177,8,x,1,x,8,x,9,356,0,0,0,0,1,x,1,x,2,x,2,x,1,x,1,x,2,x,6,71,1,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,58,90,"Thunder Bay, Unorganized",67,5,54,0,0,3,500,2,x,11,x,14,x,0,0,1,x,4,36,2,x,x,5,x,x,0,0,19,166,11,131,19,130,7,x,14,52,2,x,18,274,16,x,2,x,14,18,22,719,5,x,6,x,6,x,6,x,2,x,3,x,0,0,3,15,5,23,17,138,4,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,59,0,Rainy River,312,8,221,0,0,14,x,12,769,33,x,38,"3,695",0,0,7,106,11,94,5,x,x,8,"2,008","4,427",0,0,230,"8,630",109,"1,407",163,"2,603",63,941,129,"1,420",14,242,224,"11,866",215,"11,180",21,686,196,624,243,"25,130",8,x,12,x,8,x,13,x,2,x,3,x,3,158,8,x,12,"2,190",73,428,10,77,0,0,0,0,0,0,3,x,2,x,1,x,3,327
35,5,59,11,Alberton,25,1,x,0,0,2,x,3,400,5,x,6,787,0,0,0,0,1,x,0,0,0,1,x,x,0,0,17,524,5,19,14,125,5,x,12,87,1,x,17,665,17,x,1,x,14,31,18,"1,364",2,x,2,x,2,x,2,x,1,x,1,x,1,x,0,0,1,x,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,59,16,La Vallee,40,0,0,0,0,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,949,15,172,22,397,6,x,19,244,1,x,27,"1,213",26,x,1,x,26,83,30,"2,814",0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
35,5,59,19,Emo,43,0,0,0,0,2,x,3,x,4,102,5,326,0,0,1,x,3,36,0,0,0,0,0,0,0,0,29,851,12,94,22,234,8,x,18,163,1,x,29,"1,140",28,x,1,x,22,59,30,"2,378",2,x,4,x,2,x,4,55,0,0,0,0,0,0,1,x,1,x,14,76,2,x,0,0,0,0,0,0,1,x,1,x,0,0,0,0
35,5,59,24,Chapple,67,4,171,0,0,4,675,1,x,11,x,12,"1,071",0,0,1,x,4,36,3,x,x,4,x,x,0,0,53,"1,937",22,176,35,546,12,131,29,310,6,105,52,"2,882",49,"2,580",9,302,47,121,54,"5,662",3,x,3,14,1,x,3,33,0,0,0,0,1,x,4,69,5,x,14,45,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
35,5,59,31,Morley,49,1,x,0,0,4,685,4,250,5,252,5,"1,187",0,0,3,55,1,x,2,x,x,3,"1,338","2,950",0,0,40,"1,612",25,497,28,624,10,303,20,229,4,92,40,"2,109",36,"1,866",7,243,35,126,43,"4,968",0,0,2,x,2,x,3,5,0,0,0,0,0,0,0,0,0,0,10,31,2,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x
35,5,59,40,Dawson,47,1,x,0,0,1,x,1,x,1,x,2,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,34,"1,813",17,295,25,449,11,x,19,299,1,x,32,"2,565",32,x,2,x,26,131,37,"5,253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,10,51,2,x,0,0,0,0,0,0,2,x,0,0,0,0,0,0
35,5,59,90,"Rainy River, Unorganized",41,1,x,0,0,0,0,0,0,7,155,7,155,0,0,2,x,1,x,0,0,0,0,0,0,0,0,27,944,13,154,17,228,11,140,12,88,0,0,27,"1,292",27,"1,292",0,0,26,73,31,"2,691",1,x,1,x,1,x,1,x,0,0,1,x,0,0,1,x,2,x,11,116,2,x,0,0,0,0,0,0,0,0,0,0,1,x,0,0
35,5,60,0,Kenora,92,3,20,0,0,5,275,4,125,14,340,14,740,0,0,4,20,5,29,2,x,x,5,"1,741","3,838",0,0,38,"1,119",28,136,31,287,10,x,25,117,2,x,41,"1,194",39,x,2,x,27,46,46,"2,782",5,10,5,87,4,95,5,192,2,x,2,x,1,x,4,58,5,102,29,269,3,15,0,0,0,0,0,0,4,265,3,24,3,55,2,x
35,5,60,90,"Kenora, Unorganized",92,3,20,0,0,5,275,4,125,14,340,14,740,0,0,4,20,5,29,2,x,x,5,"1,741","3,838",0,0,38,"1,119",28,136,31,287,10,x,25,117,2,x,41,"1,194",39,x,2,x,27,46,46,"2,782",5,10,5,87,4,95,5,192,2,x,2,x,1,x,4,58,5,102,29,269,3,15,0,0,0,0,0,0,4,265,3,24,3,55,2,x
46,0,0,0,Manitoba,"19,054",338,"73,411",132,"75,332",636,"3,869,299",231,"1,003,022","1,034","3,018,747","1,391","7,891,068",29,"343,317",164,"684,987",337,"78,834",116,"13,502,302","29,767,479",408,"49,054,580","108,146,830",11,"43,397,929","9,499","558,354","3,711","103,906","6,673","180,249","2,488","92,533","5,150","68,236",565,"19,480","9,580","699,606","9,216","655,587",622,"44,019","8,079","30,982","10,217","1,573,097",472,"1,504",587,"34,086",511,"32,506",644,"68,096",534,"4,862",559,"367,312",557,"1,185,184",927,"1,375,190","1,188","2,932,548","3,646","46,580",470,"13,159",24,"2,514",10,x,8,372,166,"19,609",186,866,15,716,41,"2,154"
46,1,0,0,Agricultural Region 1 - rÇgion agricole 1,"1,385",12,"3,107",2,x,44,"6,663",13,"3,217",58,"15,016",78,"24,896",0,0,10,498,23,826,4,"2,157","4,755",31,"27,702","61,072",0,0,811,"50,044",309,"10,601",587,"18,424",219,"11,754",492,"6,102",16,568,826,"61,490",815,"60,351",25,"1,139",726,"2,706",864,"143,265",28,99,41,"3,292",37,"2,454",44,"5,845",22,144,24,"22,997",24,"77,847",42,"103,737",52,"204,725",290,"3,901",32,976,1,x,2,x,2,x,7,888,15,43,0,0,1,x
46,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,945",39,"8,712",6,"1,598",64,"103,813",18,"55,555",83,"125,350",124,"284,718",5,"61,827",19,"41,198",36,"10,345",20,"839,146","1,850,000",52,x,x,1,x,"1,140","72,304",462,"18,378",796,"22,780",333,"13,117",647,"8,832",37,831,"1,140","83,746","1,117","81,641",49,"2,105",977,"3,723","1,210","200,931",52,200,66,"3,895",56,"4,928",72,"9,023",38,183,42,"19,218",35,"58,392",60,"67,710",78,"145,503",472,"7,061",54,"1,094",0,0,0,0,0,0,25,"2,160",25,133,0,0,3,x
46,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,764",21,"3,814",3,"1,940",35,x,17,x,64,x,79,"250,377",1,x,10,322,21,177,9,"3,282","7,236",25,x,x,1,x,983,"55,769",388,"12,412",692,"16,857",280,"9,291",580,"7,207",17,359,988,"70,120",984,"69,276",17,844,853,"3,097","1,035","158,255",44,120,62,"2,741",58,"2,735",67,"5,596",36,235,37,"18,697",34,"51,086",48,"45,535",66,"115,553",387,"5,539",42,"1,120",0,0,3,x,1,x,16,643,24,96,1,x,9,203
46,4,0,0,Agricultural Region 4 - rÇgion agricole 4,818,4,"3,175",2,x,22,"3,187",5,688,33,"11,574",48,"15,449",2,x,4,74,7,x,1,x,x,8,"4,726","10,419",1,x,493,"32,090",177,"6,980",352,"10,346",124,"5,632",289,"4,546",8,168,501,"38,429",495,"38,142",8,287,424,"1,804",531,"89,649",27,130,34,"2,455",31,"2,120",38,"4,705",12,27,14,x,9,x,23,x,31,x,212,"2,989",19,948,2,x,0,0,2,x,17,"2,751",9,32,1,x,4,92
46,5,0,0,Agricultural Region 5 - rÇgion agricole 5,798,6,653,0,0,16,x,2,x,38,x,48,"31,849",0,0,6,67,7,144,3,362,798,8,"2,160","4,762",0,0,380,"18,802",127,"1,758",260,"4,100",92,"1,450",208,"2,575",8,75,386,"24,277",383,"24,160",6,117,332,"1,197",404,"50,134",20,65,24,"1,918",20,958,26,"2,941",19,51,18,"1,544",17,"3,887",34,"9,908",38,"15,390",178,"5,843",14,163,1,x,0,0,0,0,14,"1,224",10,20,0,0,5,517
46,6,0,0,Agricultural Region 6 - rÇgion agricole 6,"1,639",32,"17,152",4,558,48,"5,032",10,367,53,"12,076",83,"17,475",0,0,5,65,16,153,2,x,x,11,"6,718","14,811",0,0,974,"73,689",355,"9,020",687,"21,621",236,"13,153",568,"8,132",17,336,982,"87,402",980,"86,628",11,774,891,"4,118","1,027","195,850",36,127,41,"2,425",38,"2,153",46,"4,705",25,58,26,"2,448",19,"2,127",39,"7,681",49,"12,314",328,"3,425",39,"1,673",0,0,0,0,0,0,20,"1,813",19,67,5,218,5,128
46,7,0,0,Agricultural Region 7 - rÇgion agricole 7,"2,196",38,"9,055",7,"3,047",62,"416,138",34,"161,048",133,"412,986",162,"990,172",1,x,19,"119,339",40,"26,370",20,"3,251,562","7,168,467",40,"4,515,858","9,955,762",1,x,"1,047","63,174",434,"7,455",740,"18,158",288,"7,718",549,"7,839",84,"2,601","1,077","75,181","1,024","68,790",101,"6,391",885,"3,171","1,136","167,139",36,139,51,"3,730",41,"3,855",53,"7,724",66,602,70,"45,041",70,"186,166",118,"271,882",135,"503,691",353,"4,764",47,"1,556",3,252,3,"26,800",0,0,1,x,9,65,0,0,1,x
46,8,0,0,Agricultural Region 8 - rÇgion agricole 8,"2,760",37,"6,453",4,x,87,"373,155",34,"248,106",155,"823,263",195,"1,444,524",5,"30,200",16,x,40,x,5,x,x,51,"4,655,324","10,263,232",1,x,"1,091","48,269",466,"13,699",748,"16,015",298,"8,067",524,"5,828",93,"2,120","1,081","61,455","1,016","56,423",102,"5,032",875,"2,751","1,201","142,189",71,182,78,"4,618",73,"3,875",84,"8,675",120,855,123,"57,640",131,"171,651",228,"254,193",294,"484,339",342,"3,809",66,"2,096",1,x,0,0,0,0,12,702,14,86,2,x,5,115
46,9,0,0,Agricultural Region 9 - rÇgion agricole 9,"2,302",76,"11,406",14,"6,648",145,"2,399,482",48,"415,857",198,"1,330,536",305,"4,145,875",13,"212,550",34,"176,622",56,"18,282",22,"4,428,470","9,763,105",118,"31,258,398","68,912,967",5,x,805,"31,601",282,"5,463",546,"16,296",164,"5,451",313,"2,803",170,"8,042",808,"50,614",677,"32,369",179,"18,245",605,"1,681",888,"105,655",55,146,64,"2,385",54,"6,127",75,"8,658",125,"1,713",126,x,144,x,222,x,297,"1,118,337",405,"2,976",50,"1,442",2,x,0,0,1,x,24,"1,588",26,97,1,x,1,x
46,10,0,0,Agricultural Region 10 - rÇgion agricole 10,602,12,902,23,"10,859",34,"188,058",14,"56,113",61,"112,855",78,"357,026",0,0,7,x,23,417,3,x,x,22,"2,749,451","6,061,501",0,0,297,"12,075",104,"1,526",195,"4,321",62,"1,600",139,"1,662",28,"1,059",302,"18,547",290,"16,551",28,"1,996",266,845,317,"37,314",21,50,29,637,26,633,33,"1,320",30,460,31,"7,006",29,"36,761",41,"40,918",54,"85,145",110,530,20,390,3,x,0,0,0,0,1,x,5,14,0,0,0,0
46,11,0,0,Agricultural Region 11 - rÇgion agricole 11,"1,244",36,"3,307",7,"3,224",38,"141,840",19,"15,464",74,"61,431",91,"218,735",0,0,18,"199,673",40,"12,044",15,"2,601,393","5,735,089",30,"1,550,319","3,417,868",1,x,497,"21,600",198,"3,390",358,"9,703",111,"4,069",262,"3,030",58,"2,604",505,"31,120",462,"25,382",63,"5,738",370,"1,271",553,"67,084",33,79,42,895,38,708,47,"1,682",23,217,25,"15,404",27,"46,548",40,"62,801",49,"124,970",255,"2,442",46,522,4,515,0,0,0,0,9,"2,384",18,176,2,x,1,x
46,12,0,0,Agricultural Region 12 - rÇgion agricole 12,"1,601",25,"5,675",60,"45,409",41,"19,220",17,"19,815",84,"70,937",100,"109,972",2,x,16,"79,695",28,"3,907",12,"1,222,950","2,696,143",12,x,x,0,0,981,"78,937",409,"13,224",712,"21,628",281,"11,231",579,"9,680",29,717,984,"97,225",973,"95,874",33,"1,351",875,"4,618","1,051","215,632",49,167,55,"5,095",39,"1,960",59,"7,222",18,317,23,"8,384",18,x,32,x,45,x,314,"3,301",41,"1,179",7,643,2,x,2,x,20,x,12,37,3,307,6,429
46,10,1,0,Division No.  1,602,12,902,23,"10,859",34,"188,058",14,"56,113",61,"112,855",78,"357,026",0,0,7,x,23,417,3,x,x,22,"2,749,451","6,061,501",0,0,297,"12,075",104,"1,526",195,"4,321",62,"1,600",139,"1,662",28,"1,059",302,"18,547",290,"16,551",28,"1,996",266,845,317,"37,314",21,50,29,637,26,633,33,"1,320",30,460,31,"7,006",29,"36,761",41,"40,918",54,"85,145",110,530,20,390,3,x,0,0,0,0,1,x,5,14,0,0,0,0
46,10,1,35,Stuartburn,191,3,x,0,0,11,x,5,x,15,588,21,x,0,0,3,x,8,71,2,x,x,4,"1,438","3,170",0,0,148,"5,785",40,383,95,"1,737",24,495,76,980,12,262,153,"8,545",149,"8,115",13,430,137,426,160,"16,876",9,14,12,232,11,225,14,471,3,x,4,x,4,x,4,x,10,"19,082",46,188,7,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,10,1,39,Piney,92,1,x,0,0,5,x,1,x,12,"5,672",13,x,0,0,1,x,5,41,0,0,0,1,x,x,0,0,44,"1,957",22,546,31,"1,104",12,761,22,x,2,x,43,"2,906",42,x,3,x,39,109,45,"6,622",3,19,5,108,4,76,5,203,3,x,3,x,2,x,4,"13,811",6,x,11,64,2,x,0,0,0,0,0,0,1,x,1,x,0,0,0,0
46,10,1,43,Reynolds,64,1,x,2,x,1,x,0,0,3,57,4,x,0,0,1,x,2,x,0,0,0,1,x,x,0,0,18,"1,261",8,113,12,292,8,185,6,107,0,0,18,"1,959",18,"1,959",0,0,15,81,19,"3,706",1,x,2,x,2,x,2,x,8,53,8,"1,144",9,"6,106",10,"7,337",11,"14,640",13,101,3,10,0,0,0,0,0,0,0,0,1,x,0,0,0,0
46,10,1,46,Whitemouth,117,4,97,3,x,12,"166,314",6,x,20,x,28,"324,495",0,0,1,x,3,9,0,0,0,11,x,x,0,0,45,"1,678",14,115,31,874,5,26,20,259,13,589,46,"2,738",40,"1,730",11,"1,008",36,89,48,"5,494",3,6,4,97,4,123,5,226,13,119,13,"4,531",12,"9,356",18,"11,133",21,"25,139",14,33,3,18,2,x,0,0,0,0,0,0,1,x,0,0,0,0
46,10,1,57,Lac du Bonnet,80,3,x,13,"8,838",3,x,2,x,4,x,5,x,0,0,1,x,3,284,1,x,x,4,x,x,0,0,24,985,9,308,15,181,9,74,7,x,1,x,24,"1,717",23,x,1,x,21,106,27,"3,297",1,x,2,x,2,x,2,x,2,x,2,x,2,x,4,x,4,x,15,73,2,x,0,0,0,0,0,0,0,0,1,x,0,0,0,0
