HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFRT,TOTFRT,ETOTFRT,NAPPLETA,APPLETA,EAPPLETA,NPEARTA,PEARTA,EPEARTA,NPLUMTA,PLUMTA,EPLUMTA,NSWCHTA,SWCHTA,ESWCHTA,NSRCHTA,SRCHTA,ESRCHTA,NPECHTA,PECHTA,EPECHTA,NAPCTTA,APCTTA,EAPCTTA,NGRAPETA,GRAPETA,EGRAPETA,NSTRWBTA,STRWBTA,ESTRWBTA,NRASPBTA,RASPBTA,ERASPBTA,NCRANBTA,CRANBTA,ECRANBTA,NBLUEBTA,BLUEBTA,EBLUEBTA,NSASKBTA,SASKBTA,ESASKBTA,NOTFRTTA,OTFRTTA,EOTFRTTA
35,1,34,30,Dutton/Dunwich,185,5,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,34,42,West Elgin,239,13,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,1,x,x,2,x,x,2,x,x,0,0,0,3,29,12,0,0,0,2,x,x
35,1,36,0,Chatham-Kent,"2,196",57,"1,854",750,19,429,174,11,71,29,10,23,9,14,83,34,8,156,63,24,616,249,2,x,x,11,214,87,22,120,49,11,35,14,0,0,0,5,54,22,2,x,x,11,50,20
35,1,36,20,Chatham-Kent,"2,196",57,"1,854",750,19,429,174,11,71,29,10,23,9,14,83,34,8,156,63,24,616,249,2,x,x,11,214,87,22,120,49,11,35,14,0,0,0,5,54,22,2,x,x,11,50,20
35,1,37,0,Essex,"1,740",140,"3,417","1,383",72,"1,585",641,23,60,24,23,53,21,12,10,4,10,x,x,31,344,139,12,10,4,30,"1,129",457,21,80,32,23,24,10,0,0,0,7,45,18,2,x,x,11,32,13
35,1,37,3,Leamington,351,26,289,117,15,175,71,3,17,7,5,x,x,2,x,x,1,x,x,6,x,x,2,x,x,3,x,x,3,2,1,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x
35,1,37,13,Kingsville,342,59,"2,379",963,33,"1,148",464,11,28,11,10,17,7,7,4,2,8,43,17,18,230,93,5,x,x,13,820,332,10,60,24,12,12,5,0,0,0,2,x,x,0,0,0,4,8,3
35,1,37,16,Essex,264,29,541,219,13,210,85,4,14,6,6,18,7,1,x,x,0,0,0,5,57,23,3,x,x,8,189,76,1,x,x,7,8,3,0,0,0,2,x,x,0,0,0,3,5,2
35,1,37,28,Amherstburg,162,10,104,42,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,5,94,38,3,6,3,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,37,34,LaSalle,58,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
35,1,37,48,Tecumseh,75,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,37,64,Lakeshore,488,11,92,37,8,x,x,3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x,2,x,x
35,1,38,0,Lambton,"2,281",44,928,376,26,589,239,13,52,21,11,12,5,12,50,20,5,15,6,13,117,47,1,x,x,7,x,x,15,63,25,7,8,3,0,0,0,1,x,x,1,x,x,5,15,6
35,1,38,3,St. Clair,515,5,x,x,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x
35,1,38,7,Dawn-Euphemia,320,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,38,15,Brooke-Alvinston,247,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,38,16,Enniskillen,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1,38,30,Sarnia,88,4,53,21,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,38,35,Plympton-Wyoming,295,8,83,34,5,28,11,1,x,x,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,2,x,x,3,12,5,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,1,38,40,Lambton Shores,234,19,371,150,11,205,83,7,45,18,7,9,3,8,41,17,5,15,6,8,42,17,1,x,x,3,4,2,4,3,1,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x
35,1,38,43,Warwick,246,6,273,111,4,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,1,39,0,Middlesex,"2,525",70,"1,203",487,29,896,363,12,18,7,7,8,3,2,x,x,1,x,x,7,x,x,2,x,x,5,16,6,22,134,54,19,44,18,1,x,x,7,26,11,0,0,0,9,39,16
35,1,39,5,Southwest Middlesex,327,10,54,22,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,3,2,1,1,x,x,2,x,x,5,13,5,2,x,x,0,0,0,2,x,x,0,0,0,1,x,x
35,1,39,15,Strathroy-Caradoc,272,15,99,40,7,70,28,3,2,1,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,2,x,x,0,0,0,3,14,5
35,1,39,27,Thames Centre,418,15,106,43,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,22,5,9,4,0,0,0,3,5,2,0,0,0,2,x,x
35,1,39,33,Middlesex Centre,522,12,266,108,8,248,100,3,7,3,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,1,39,36,London,160,8,390,158,4,313,127,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,3,43,17,5,18,7,0,0,0,0,0,0,0,0,0,0,0,0
35,1,39,41,North Middlesex,413,7,220,89,4,184,74,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x
35,1,39,47,Adelaide Metcalfe,267,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
35,1,39,60,Lucan Biddulph,146,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,0,Huron,"2,738",58,273,111,29,169,68,7,6,2,4,2,1,3,3,1,3,2,1,6,20,8,2,x,x,2,x,x,31,55,22,11,8,3,0,0,0,1,x,x,1,x,x,1,x,x
35,2,40,5,South Huron,307,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,10,Bluewater,272,6,26,10,5,16,6,1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,25,Central Huron,395,8,80,32,6,39,16,2,x,x,1,x,x,1,x,x,1,x,x,3,13,5,2,x,x,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0
35,2,40,40,Huron East,554,4,27,11,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,40,46,Howick,323,11,5,2,3,2,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,50,Morris-Turnberry,319,5,9,3,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,55,North Huron,146,4,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2,40,63,Ashfield-Colborne-Wawanosh,422,17,65,26,6,24,10,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,13,35,14,6,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,0,Bruce,"2,259",56,198,80,20,85,35,5,5,2,5,2,1,4,4,1,1,x,x,0,0,0,0,0,0,3,x,x,32,59,24,19,17,7,0,0,0,2,x,x,1,x,x,5,12,5
35,2,41,4,South Bruce,476,5,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,15,Huron-Kinloss,329,16,34,14,6,18,7,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,10,10,4,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,24,Kincardine,332,12,19,8,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,8,11,4,4,2,1,0,0,0,0,0,0,1,x,x,3,x,x
35,2,41,32,Brockton,436,6,54,22,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,1,1,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,43,Arran-Elderslie,355,6,19,8,3,12,5,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,41,45,Saugeen Shores,99,5,46,19,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,3,8,3,0,0,0,1,x,x,0,0,0,1,x,x
35,2,41,55,South Bruce Peninsula,147,5,17,7,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,2,41,69,Northern Bruce Peninsula,85,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,42,0,Grey,"2,687",146,"4,567","1,848",94,"4,300","1,740",13,58,23,6,6,2,3,1,0,3,x,x,4,x,x,1,x,x,7,35,14,33,53,21,30,33,13,2,x,x,1,x,x,1,x,x,6,x,x
35,2,42,4,West Grey,604,14,91,37,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,6,6,3,4,2,1,0,0,0,0,0,0,1,x,x,2,x,x
35,2,42,5,Southgate,454,11,15,6,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,5,6,2,0,0,0,1,x,x,0,0,0,0,0,0
35,2,42,15,Grey Highlands,507,12,128,52,8,122,49,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
35,2,42,37,Chatsworth,375,23,31,13,4,11,4,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,14,9,3,10,5,2,0,0,0,0,0,0,0,0,0,1,x,x
35,2,42,45,Blue Mountains,140,50,"2,892","1,170",48,"2,766","1,119",4,29,12,1,x,x,1,x,x,0,0,0,2,x,x,0,0,0,3,x,x,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,2,42,47,Meaford,316,31,"1,403",568,27,"1,341",543,6,28,11,3,x,x,1,x,x,3,x,x,1,x,x,0,0,0,0,0,0,2,x,x,6,13,5,1,x,x,0,0,0,0,0,0,0,0,0
35,2,42,53,Georgian Bluffs,291,5,6,2,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x
35,2,43,0,Simcoe,"2,402",91,856,347,39,471,191,5,4,2,3,2,1,3,x,x,1,x,x,1,x,x,0,0,0,4,11,5,27,196,79,30,67,27,1,x,x,12,56,23,4,7,3,8,34,14
35,2,43,3,Adjala-Tosorontio,201,5,12,5,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x
35,2,43,5,Clearview,343,24,291,118,16,246,99,4,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,4,25,10,6,10,4,0,0,0,1,x,x,1,x,x,1,x,x
35,2,43,7,New Tecumseth,155,4,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,2,43,9,Springwater,286,10,142,58,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,5,62,25,6,28,11,0,0,0,4,45,18,2,x,x,0,0,0
35,2,43,14,Bradford West Gwillimbury,164,6,92,37,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,43,15,Severn,178,3,20,8,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,2,43,17,Innisfil,146,3,54,22,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,43,19,Ramara,179,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,43,21,Essa,188,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,43,23,Oro-Medonte,352,21,111,45,5,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,75,30,6,11,5,0,0,0,4,6,2,1,x,x,2,x,x
35,2,43,68,Tiny,127,3,4,2,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,2,43,71,Tay,83,9,64,26,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,4,7,3,0,0,0,1,x,x,0,0,0,2,x,x
35,3,44,0,Muskoka,199,11,127,51,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,4,5,2,2,x,x,2,x,x,0,0,0,1,x,x
35,3,44,2,Gravenhurst,43,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,3,44,18,Bracebridge,49,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,44,42,Huntsville,49,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x
35,3,44,53,Muskoka Lakes,58,4,107,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,3,46,0,Haliburton,84,5,9,4,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0
35,3,46,5,Highlands East,37,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,3,46,15,Minden Hills,47,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,4,47,0,Renfrew,"1,268",26,216,87,9,119,48,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,12,54,22,11,22,9,1,x,x,1,x,x,0,0,0,0,0,0
35,4,47,3,McNab/Braeside,147,7,27,11,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,8,Greater Madawaska,31,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
35,4,47,20,"Brudenell, Lyndoch and Raglan",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,30,Madawaska Valley,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,33,"Killaloe, Hagarty and Richards",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,35,Bonnechere Valley,103,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,43,Admaston/Bromley,196,3,2,1,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,46,Horton,77,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,56,Whitewater Region,296,5,17,7,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,70,North Algona Wilberforce,95,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,47,75,Laurentian Valley,162,4,54,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,4,47,90,Laurentian Hills,27,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,48,0,Nipissing,272,7,105,42,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,1,x,x,3,x,x,0,0,0,0,0,0
35,5,48,22,Calvin,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,48,27,Bonfield,33,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
35,5,48,31,Chisholm,49,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,48,34,East Ferris,28,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
35,5,48,55,West Nipissing / Nipissing Ouest,124,4,91,37,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
35,3,49,0,Parry Sound,338,10,47,19,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,5,32,13,4,x,x,0,0,0,1,x,x,1,x,x,4,1,0
35,3,49,3,Seguin,21,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,3,49,19,Armour,31,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,24,Ryerson,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,28,McKellar,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,39,Whitestone,19,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,43,Magnetawan,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,46,Strong,34,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,2,x,x
35,3,49,54,Machar,20,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,60,Powassan,57,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,49,71,Nipissing,42,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,3,49,96,"Parry Sound, Unorganized, Centre Part",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,51,0,Manitoulin,258,9,42,17,5,40,16,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,4,1,1,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,51,17,Northeastern Manitoulin and the Islands,215,6,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,x,x,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,51,24,Gordon,43,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,0,Sudbury,143,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,1,French River / Riviäre des Franáais,29,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,4,St.-Charles,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,13,Markstay-Warren,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,52,23,Sables-Spanish Rivers,49,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,53,0,Greater Sudbury / Grand Sudbury,160,6,62,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,19,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,5,53,5,Greater Sudbury / Grand Sudbury,160,6,62,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,19,4,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,5,54,0,Timiskaming,471,6,19,8,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,12,5,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,5,54,14,Harris,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,20,Temiskaming Shores,55,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,21,Hudson,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,24,Kerns,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,26,Harley,30,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5,54,29,Casey,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
