HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTWHT,TOTWHT,ETOTWHT,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTWIN,WHTWIN,EWHTWIN,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NTOTCORN,TOTCORN,ETOTCRN,NCORNGR,CORNGR,ECORNGR,NCORNSI,CORNSI,ECORNSI,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NCANOLA,CANOLA,ECANOLA,NSOYBNS,SOYBNS,ESOYBNS,NFLAXSD,FLAXSD,EFLAXSD,NDFPEAS,DFPEAS,EDFPEAS,NCHICPEA,CHICPEA,ECHICPEA,NLENTIL,LENTIL,ELENTIL,NWHITBN,WHITBN,EWHITBN,NODFBNS,ODFBNS,EODFBNS,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFORAGE,FORAGE,EFORAGE,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NSUNFLS,SUNFLS,ESUNFLS,NCANARY,CANARY,ECANARY,NTOBACO,TOBACO,ETOBACO,NGINSENG,GINSENG,EGINSENG,NBUCWHT,BUCWHT,EBUCWHT,NSUGARB,SUGARB,ESUGARB,NCARAWAY,CARAWAY,ECARAWAY,NTRITCL,TRITCL,ETRITCL,NOFIELD,OFIELD,EOFIELD
24,2,93,42,Alma,62,8,763,309,6,x,x,0,0,0,2,x,x,26,"1,815",735,20,"2,156",873,9,837,339,5,428,173,2,x,x,4,x,x,0,0,0,0,0,0,0,0,0,6,453,183,0,0,0,3,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"2,458",995,44,"5,277","2,136",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,93,45,Saint-Nazaire,22,0,0,0,0,0,0,0,0,0,0,0,0,15,639,259,2,x,x,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,16,"2,493","1,009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,93,65,L'Ascension-de-Notre-Seigneur,20,2,x,x,2,x,x,0,0,0,0,0,0,7,"1,234",499,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,10,"1,270",514,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,93,70,Saint-Henri-de-Taillon,20,1,x,x,1,x,x,0,0,0,0,0,0,14,"1,305",528,6,491,199,2,x,x,3,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,7,x,x,12,"1,610",652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,94,0,Le Saguenay-et-son-Fjord,324,13,"1,070",433,11,x,x,0,0,0,2,x,x,140,"10,849","4,390",84,x,x,8,"1,006",407,21,"1,012",410,6,316,128,18,696,282,0,0,0,0,0,0,0,0,0,10,901,365,3,148,60,1,x,x,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x,92,"8,334","3,373",184,"24,097","9,752",0,0,0,22,"3,818","1,545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
24,2,94,68,Saguenay,179,11,x,x,10,929,376,0,0,0,1,x,x,76,"5,847","2,366",73,"8,052","3,259",8,"1,006",407,17,793,321,4,x,x,15,x,x,0,0,0,0,0,0,0,0,0,10,901,365,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,70,"6,950","2,813",108,"14,631","5,921",0,0,0,5,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,94,205,Petit-Saguenay,21,0,0,0,0,0,0,0,0,0,0,0,0,13,395,160,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,7,x,x,12,"1,164",471,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,2,94,235,Saint-Fulgence,32,0,0,0,0,0,0,0,0,0,0,0,0,7,298,121,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,10,670,271,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,94,240,Saint-HonorÇ,38,1,x,x,0,0,0,0,0,0,1,x,x,18,989,400,7,320,129,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,8,376,152,25,"3,533","1,430",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
24,2,94,255,Saint-Ambroise,54,1,x,x,1,x,x,0,0,0,0,0,0,26,"3,320","1,344",3,161,65,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,6,544,220,29,"4,099","1,659",0,0,0,12,"3,210","1,299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,2,95,0,La Haute-Cìte-Nord,40,1,x,x,1,x,x,0,0,0,0,0,0,17,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,72,23,"3,599","1,456",0,0,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,95,10,SacrÇ-Coeur,20,1,x,x,1,x,x,0,0,0,0,0,0,12,565,229,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,72,17,"2,444",989,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,95,18,Les Bergeronnes,20,0,0,0,0,0,0,0,0,0,0,0,0,5,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1,155",467,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,96,0,Manicouagan,37,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,6,632,256,0,0,0,6,319,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
24,2,96,20,Baie-Comeau,37,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,6,632,256,0,0,0,6,319,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,Ontario,"57,211","14,682","1,235,390","499,945","3,237","202,902","82,112",69,"4,012","1,624","12,286","1,028,476","416,209","4,362","131,952","53,399","5,139","221,029","89,447","5,400","173,454","70,194","18,275","1,898,621","768,345","14,304","1,577,862","638,538","8,404","320,759","129,807","1,304","65,356","26,449","1,235","63,172","25,565",81,"2,184",884,205,"18,575","7,517","17,171","2,155,884","872,455",79,"4,257","1,723",116,"4,376","1,771",12,406,164,5,207,84,"1,054","92,289","37,348",664,"71,206","28,816","24,427","1,662,370","672,737","13,010","900,267","364,325",312,"12,323","4,987",904,"38,155","15,441",13,507,205,124,"2,501","1,012",1,x,x,643,"31,669","12,816",252,"7,156","2,896",247,"6,133","2,482",102,"9,353","3,785",1,x,x,117,"2,987","1,209",394,"21,527","8,712"
35,1,0,0,Southern Ontario Region - rÇgion du sud de l'Ontario,"18,665","7,214","600,315","242,939",623,"34,672","14,031",22,"1,271",514,"6,710","564,372","228,393","1,022","25,417","10,286",398,"11,657","4,717",390,"10,424","4,218","6,739","789,555","319,522","6,176","719,909","291,337","1,622","69,646","28,185",969,"55,848","22,601",925,"54,081","21,886",54,"1,767",715,53,"3,119","1,262","9,200","1,223,580","495,165",3,79,32,36,"1,714",694,4,x,x,1,x,x,424,"30,097","12,180",353,"37,779","15,289","4,845","234,783","95,013","1,986","74,429","30,120",76,"2,932","1,187",237,"12,490","5,055",1,x,x,36,"1,003",406,0,0,0,640,"31,612","12,793",238,"7,075","2,863",26,289,117,101,x,x,0,0,0,5,150,61,138,"5,467","2,212"
35,2,0,0,Western Ontario Region - rÇgion de l'ouest de l'Ontario,"18,498","5,176","441,084","178,500","1,432","77,785","31,478",22,"1,293",523,"4,364","362,006","146,499","1,017","31,454","12,729","2,650","115,679","46,814","3,429","109,184","44,185","7,287","649,075","262,671","5,206","503,888","203,916","4,051","145,187","58,755",180,"6,128","2,480",166,"5,805","2,349",14,323,131,89,"6,217","2,516","5,126","575,574","232,927",53,"2,833","1,146",46,"1,552",628,5,193,78,4,x,x,547,"55,522","22,469",238,"29,192","11,814","10,187","632,179","255,834","3,173","170,987","69,196",104,"3,020","1,222",278,"21,338","8,635",8,x,x,37,563,228,0,0,0,0,0,0,7,x,x,55,916,371,0,0,0,1,x,x,50,"1,329",538,170,"8,785","3,555"
35,3,0,0,Central Ontario Region - rÇgion du centre de l'Ontario,"8,705","1,174","97,493","39,454",241,x,x,5,x,x,"1,019","87,050","35,228",954,"30,230","12,234",765,"30,461","12,327",916,"29,895","12,098","1,689","178,816","72,364","1,139","142,505","57,670","1,006","36,311","14,695",83,"2,124",860,81,x,x,2,x,x,23,"4,292","1,737","1,028","142,740","57,765",6,207,84,11,207,84,0,0,0,0,0,0,44,"4,082","1,652",41,"2,178",881,"4,455","341,644","138,258","2,442","149,101","60,339",55,"2,310",935,180,"1,913",774,3,240,97,21,218,88,0,0,0,2,x,x,5,37,15,58,"1,598",647,0,0,0,0,0,0,23,570,231,40,"1,514",613
35,4,0,0,Eastern Ontario Region - rÇgion de l'est de l'Ontario,"8,864",976,"75,234","30,446",831,"63,432","25,670",18,"1,181",478,153,"10,621","4,298",914,"25,012","10,122",992,"37,903","15,339",484,"17,183","6,954","2,432","275,243","111,387","1,760","209,649","84,842","1,612","65,594","26,545",54,"1,013",410,49,965,391,6,48,19,7,369,149,"1,782","209,605","84,824",12,270,109,15,512,207,2,x,x,0,0,0,37,x,x,28,"2,040",826,"4,104","350,532","141,855","4,026","329,775","133,455",52,"2,316",937,124,938,380,1,x,x,25,681,276,1,x,x,1,x,x,1,x,x,96,"3,070","1,242",0,0,0,0,0,0,39,938,380,32,719,291
35,5,0,0,Northern Ontario Region - rÇgion du nord de l'Ontario,"2,479",142,"21,264","8,605",110,x,x,2,x,x,40,"4,427","1,792",455,"19,839","8,029",334,"25,329","10,250",181,"6,768","2,739",128,"5,932","2,401",23,"1,911",773,113,"4,021","1,627",18,243,98,14,x,x,5,x,x,33,"4,578","1,853",35,"4,385","1,775",5,868,351,8,391,158,1,x,x,0,0,0,2,x,x,4,17,7,836,"103,232","41,777","1,383","175,975","71,215",25,"1,745",706,85,"1,476",597,0,0,0,5,36,15,0,0,0,0,0,0,1,x,x,12,260,105,1,x,x,0,0,0,0,0,0,14,"5,042","2,040"
35,4,1,0,"Stormont, Dundas and Glengarry","1,811",313,"25,343","10,256",299,"24,239","9,809",2,x,x,17,x,x,137,"3,024","1,224",254,"8,055","3,260",57,"1,791",725,832,"109,929","44,487",709,"93,233","37,730",483,"16,696","6,757",13,453,183,13,453,183,0,0,0,1,x,x,720,"83,678","33,863",1,x,x,4,x,x,1,x,x,0,0,0,16,711,288,12,"1,251",506,878,"63,547","25,717",773,"50,016","20,241",15,640,259,17,33,13,1,x,x,4,88,36,1,x,x,0,0,0,1,x,x,26,"1,006",407,0,0,0,0,0,0,16,398,161,5,140,57
35,4,1,5,South Glengarry,323,70,"7,132","2,886",66,"6,833","2,765",0,0,0,6,299,121,22,496,201,24,804,325,13,493,200,148,"23,355","9,451",124,"20,543","8,313",75,"2,812","1,138",1,x,x,1,x,x,0,0,0,1,x,x,125,"17,382","7,034",0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,113,46,149,"11,821","4,784",144,"8,743","3,538",2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,4,82,33,0,0,0,0,0,0,5,122,49,0,0,0
35,4,1,11,South Stormont,227,13,759,307,13,759,307,0,0,0,0,0,0,19,255,103,22,762,308,6,173,70,67,"5,056","2,046",44,"3,731","1,510",42,"1,325",536,2,x,x,2,x,x,0,0,0,0,0,0,39,"3,131","1,267",0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,90,"5,590","2,262",119,"7,426","3,005",2,x,x,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,114,46,0,0,0,0,0,0,1,x,x,0,0,0
35,4,1,20,South Dundas,244,42,"2,809","1,137",39,x,x,1,x,x,2,x,x,12,428,173,42,"1,374",556,5,118,48,129,"19,824","8,022",119,"17,406","7,044",73,"2,418",979,6,204,83,6,204,83,0,0,0,0,0,0,122,"13,633","5,517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,"8,610","3,484",88,"4,985","2,017",1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,7,493,200,0,0,0,0,0,0,1,x,x,1,x,x
35,4,1,30,North Dundas,390,74,"4,863","1,968",71,"4,775","1,932",0,0,0,3,88,36,32,770,312,68,"2,134",864,14,435,176,224,"27,854","11,272",195,"23,918","9,679",119,"3,936","1,593",3,95,38,3,95,38,0,0,0,0,0,0,191,"21,564","8,727",0,0,0,2,x,x,1,x,x,0,0,0,9,426,172,2,x,x,199,"12,552","5,080",139,"7,136","2,888",2,x,x,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,156,63,0,0,0,0,0,0,1,x,x,2,x,x
35,4,1,42,North Stormont,284,63,"5,315","2,151",60,"4,740","1,918",1,x,x,5,x,x,22,448,181,49,"1,704",690,8,246,100,157,"24,184","9,787",143,"20,408","8,259",101,"3,776","1,528",0,0,0,0,0,0,0,0,0,0,0,0,140,"17,138","6,936",1,x,x,1,x,x,0,0,0,0,0,0,4,145,59,5,709,287,144,"9,852","3,987",118,"9,093","3,680",4,132,53,5,11,4,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,2,x,x,1,x,x
35,4,1,50,North Glengarry,343,51,"4,465","1,807",50,x,x,0,0,0,1,x,x,30,627,254,49,"1,277",517,11,326,132,107,"9,656","3,908",84,"7,227","2,925",73,"2,429",983,1,x,x,1,x,x,0,0,0,0,0,0,103,"10,830","4,383",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,188,"15,122","6,120",165,"12,633","5,112",4,235,95,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,6,158,64,1,x,x
35,4,2,0,Prescott and Russell,"1,052",173,"13,832","5,598",153,"12,134","4,910",11,856,346,10,842,341,101,"3,955","1,601",158,"6,618","2,678",56,"2,504","1,013",428,"54,481","22,048",343,"42,453","17,180",290,"12,028","4,868",6,115,47,4,x,x,2,x,x,1,x,x,390,"51,632","20,895",4,107,43,1,x,x,0,0,0,0,0,0,1,x,x,2,x,x,444,"44,133","17,860",530,"51,453","20,822",5,181,73,11,x,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,13,613,248,0,0,0,0,0,0,6,115,47,6,84,34
35,4,2,1,East Hawkesbury,138,18,"1,136",460,17,x,x,1,x,x,1,x,x,30,829,335,29,"1,406",569,13,632,256,63,"5,661","2,291",51,"3,760","1,522",49,"1,901",769,2,x,x,2,x,x,0,0,0,0,0,0,48,"6,312","2,554",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,"7,940","3,213",83,"7,275","2,944",0,0,0,4,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,3,49,20,0,0,0
35,4,2,10,Champlain,115,13,800,324,13,800,324,0,0,0,0,0,0,10,298,121,15,794,321,6,277,112,34,"2,800","1,133",24,"1,637",662,28,"1,163",471,1,x,x,0,0,0,1,x,x,0,0,0,30,"4,474","1,811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,"5,109","2,068",65,"6,905","2,794",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x
35,4,2,23,Alfred and Plantagenet,196,19,"1,844",746,16,"1,459",590,1,x,x,2,x,x,20,"1,511",611,21,833,337,9,300,121,49,"6,186","2,503",33,"4,828","1,954",37,"1,358",550,1,x,x,0,0,0,1,x,x,1,x,x,43,"6,026","2,439",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"8,685","3,515",107,"13,406","5,425",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,4,303,123,0,0,0,0,0,0,0,0,0,2,x,x
35,4,2,25,The Nation / La Nation,323,77,"6,659","2,695",69,"6,071","2,457",4,324,131,4,264,107,22,730,295,61,"2,387",966,22,"1,132",458,164,"21,684","8,775",134,"16,929","6,851",111,"4,755","1,924",2,x,x,2,x,x,0,0,0,0,0,0,153,"19,283","7,804",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,142,"13,633","5,517",151,"13,620","5,512",2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,207,84,0,0,0,0,0,0,2,x,x,3,x,x
35,4,2,36,Clarence-Rockland,141,19,"1,491",603,17,x,x,0,0,0,2,x,x,12,341,138,20,824,333,4,x,x,50,"5,919","2,395",39,"4,463","1,806",33,"1,456",589,0,0,0,0,0,0,0,0,0,0,0,0,48,"5,840","2,363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"4,438","1,796",65,"6,609","2,675",1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,2,48,Russell,139,27,"1,902",770,21,"1,486",601,5,x,x,1,x,x,7,246,100,12,374,151,2,x,x,68,"12,231","4,950",62,"10,836","4,385",32,"1,395",565,0,0,0,0,0,0,0,0,0,0,0,0,68,"9,697","3,924",0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,50,"4,328","1,751",59,"3,638","1,472",0,0,0,3,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,6,0,Ottawa,"1,267",179,"14,921","6,038",167,"13,773","5,574",3,185,75,14,963,390,119,"3,184","1,289",101,"3,709","1,501",62,"2,316",937,349,"46,552","18,839",281,"37,756","15,279",205,"8,796","3,560",6,90,36,6,x,x,1,x,x,1,x,x,317,"38,037","15,393",2,x,x,3,58,23,1,x,x,0,0,0,11,"1,016",411,4,x,x,572,"44,132","17,860",442,"30,932","12,518",8,229,93,24,62,25,0,0,0,5,98,40,0,0,0,0,0,0,0,0,0,9,321,130,0,0,0,0,0,0,0,0,0,4,36,15
35,4,6,8,Ottawa,"1,267",179,"14,921","6,038",167,"13,773","5,574",3,185,75,14,963,390,119,"3,184","1,289",101,"3,709","1,501",62,"2,316",937,349,"46,552","18,839",281,"37,756","15,279",205,"8,796","3,560",6,90,36,6,x,x,1,x,x,1,x,x,317,"38,037","15,393",2,x,x,3,58,23,1,x,x,0,0,0,11,"1,016",411,4,x,x,572,"44,132","17,860",442,"30,932","12,518",8,229,93,24,62,25,0,0,0,5,98,40,0,0,0,0,0,0,0,0,0,9,321,130,0,0,0,0,0,0,0,0,0,4,36,15
35,4,7,0,Leeds and Grenville,"1,303",73,"3,771","1,526",57,"3,274","1,325",0,0,0,17,497,201,108,"3,001","1,214",107,"3,864","1,564",64,"1,911",773,261,"25,280","10,230",181,"16,423","6,646",178,"8,857","3,584",6,x,x,5,60,24,1,x,x,2,x,x,153,"13,237","5,357",3,31,13,0,0,0,0,0,0,0,0,0,3,195,79,2,x,x,520,"41,433","16,767",664,"58,076","23,503",4,261,106,19,51,21,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,11,345,140,0,0,0,0,0,0,1,x,x,4,173,70
35,4,7,4,Edwardsburgh/Cardinal,129,10,580,235,8,482,195,0,0,0,3,98,40,8,161,65,12,297,120,4,x,x,37,"4,184","1,693",35,"3,453","1,397",20,731,296,0,0,0,0,0,0,0,0,0,1,x,x,29,"3,448","1,395",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"2,908","1,177",75,"4,728","1,913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,7,6,Augusta,126,8,678,274,8,678,274,0,0,0,0,0,0,7,162,66,7,270,109,6,240,97,20,"2,221",899,14,"1,628",659,14,593,240,1,x,x,1,x,x,0,0,0,0,0,0,12,"1,043",422,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,36,"1,926",779,65,"6,590","2,667",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,4,7,14,Elizabethtown-Kitley,230,9,666,270,8,x,x,0,0,0,1,x,x,18,272,110,15,418,169,17,459,186,45,"4,899","1,983",28,"2,197",889,33,"2,702","1,093",0,0,0,0,0,0,0,0,0,1,x,x,19,"1,479",599,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,91,"8,431","3,412",124,"10,309","4,172",2,x,x,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
35,4,7,17,Front of Yonge,44,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,5,95,38,2,x,x,8,560,227,4,330,134,6,230,93,0,0,0,0,0,0,0,0,0,0,0,0,4,253,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,21,"1,419",574,24,"1,493",604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,7,21,Leeds and the Thousand Islands,232,14,580,235,8,332,134,0,0,0,6,248,100,27,746,302,32,"1,360",550,13,331,134,44,"3,587","1,452",28,"1,973",798,33,"1,614",653,3,30,12,2,x,x,1,x,x,0,0,0,28,"1,720",696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,"8,796","3,560",123,"12,924","5,230",0,0,0,8,37,15,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,51,21,0,0,0,0,0,0,0,0,0,0,0,0
35,4,7,40,Rideau Lakes,240,14,331,134,9,252,102,0,0,0,5,79,32,19,624,253,23,733,297,11,339,137,46,"3,095","1,253",29,"1,820",737,35,"1,275",516,1,x,x,1,x,x,0,0,0,0,0,0,18,"1,319",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,"8,921","3,610",125,"11,558","4,677",1,x,x,5,6,2,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,4,7,42,Athens,48,4,275,111,4,275,111,0,0,0,0,0,0,3,x,x,6,461,187,3,95,38,11,"1,055",427,7,600,243,9,455,184,0,0,0,0,0,0,0,0,0,0,0,0,7,405,164,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,23,"2,131",862,23,"2,801","1,134",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,7,52,Merrickville-Wolford,81,3,x,x,3,x,x,0,0,0,0,0,0,10,321,130,3,86,35,4,145,59,15,"1,648",667,10,"1,142",462,12,506,205,1,x,x,1,x,x,0,0,0,0,0,0,7,523,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"1,930",781,41,"3,236","1,310",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
35,4,7,65,North Grenville,173,9,269,109,8,x,x,0,0,0,1,x,x,15,648,262,4,144,58,4,128,52,35,"4,031","1,631",26,"3,280","1,327",16,751,304,0,0,0,0,0,0,0,0,0,0,0,0,29,"3,047","1,233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,"4,971","2,012",64,"4,437","1,796",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
35,4,9,0,Lanark,874,55,"3,762","1,522",47,"3,418","1,383",1,x,x,9,x,x,77,"1,328",537,88,"3,402","1,377",42,"1,294",524,118,"7,382","2,987",50,"4,115","1,665",97,"3,267","1,322",2,x,x,2,x,x,0,0,0,0,0,0,64,"5,045","2,042",0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,371,"28,282","11,445",437,"34,908","14,127",6,146,59,10,47,19,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,13,232,94,0,0,0,0,0,0,1,x,x,4,51,21
35,4,9,1,Montague,86,2,x,x,2,x,x,0,0,0,0,0,0,5,45,18,0,0,0,4,x,x,4,140,57,1,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,27,"1,732",701,42,"2,964","1,199",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
