PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
35,5,57,51,"Macdonald, Meredith & Aberdeen",25,"5,166","2,091",24,"2,548","1,031",1,x,x,8,230,93,8,418,169,22,x,x,24,1,2,7,7,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,546,221,4,132,53,1,x,x,1,x,x,8,375,152,1,x,x,1,x,x,0,0,0,15,8,0,1,0,0,0,0,2,15,390,158,14,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0
35,5,57,61,Sault Ste. Marie,45,"3,003","1,215",29,"1,400",567,1,x,x,12,211,85,16,339,137,34,x,x,29,1,4,18,4,1,0,1,0,0,0,0,0,4,"94,923","8,819",4,x,x,4,"27,140","2,521",3,"3,200",297,1,x,x,0,0,0,4,15,6,17,281,114,5,39,16,2,x,x,2,x,x,17,237,96,0,0,0,0,0,0,0,0,0,12,19,0,0,1,0,0,1,4,16,140,57,15,122,49,3,18,7,0,0,0,0,0,0,1,x,x,0,0,0
35,5,57,95,"Algoma, Unorganized, North Part",68,"20,885","8,452",53,"5,282","2,138",3,x,x,29,"2,317",938,39,"3,104","1,256",60,x,x,53,4,5,17,14,5,1,5,2,0,0,0,0,5,x,x,5,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,31,"1,503",608,5,110,45,4,26,11,1,x,x,37,949,384,0,0,0,0,0,0,0,0,0,30,28,3,4,0,4,6,8,9,36,681,276,34,x,x,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x
35,5,58,0,Thunder Bay District,238,"59,383","24,031",187,"27,748","11,229",8,110,45,76,"3,399","1,376",126,"9,018","3,649",213,"19,108","7,733",187,7,11,64,24,17,22,27,11,3,1,0,0,30,"638,914","59,357",30,"634,546","58,951",24,"293,684","27,284",7,"11,810","1,097",5,"329,052","30,570",0,0,0,25,327,132,113,"15,786","6,388",59,"5,697","2,305",15,519,210,9,559,226,87,"3,166","1,281",1,x,x,43,"5,723","2,316",3,360,146,96,104,7,11,3,28,31,26,29,118,"7,844","3,174",104,"6,331","2,562",15,"1,206",488,11,307,124,0,0,0,6,x,x,2,x,x
35,5,58,1,Neebing,28,"8,010","3,242",25,"4,818","1,950",0,0,0,12,401,162,12,675,273,24,"2,116",856,25,2,3,7,3,1,2,2,2,2,1,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,3,x,x,14,"3,139","1,270",7,965,391,0,0,0,0,0,0,9,225,91,0,0,0,7,"1,390",563,0,0,0,16,18,2,2,1,7,5,5,5,19,"1,533",620,16,"1,325",536,3,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,5,58,4,Thunder Bay,24,"2,761","1,117",17,"1,493",604,1,x,x,5,86,35,10,157,64,21,x,x,17,1,2,8,1,2,1,2,0,0,0,0,0,9,"267,048","24,810",9,"265,228","24,640",8,x,x,1,x,x,1,x,x,0,0,0,0,0,0,9,486,197,6,x,x,2,x,x,0,0,0,6,135,55,0,0,0,2,x,x,0,0,0,5,7,0,0,1,1,1,0,2,8,257,104,8,257,104,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
35,5,58,11,Oliver Paipoonge,102,"27,390","11,084",84,"15,054","6,092",6,x,x,36,"1,711",692,59,"3,874","1,568",92,x,x,84,1,3,21,15,7,10,18,8,1,0,0,0,8,"155,730","14,468",8,"153,502","14,261",5,x,x,3,x,x,2,x,x,0,0,0,13,285,115,63,"9,751","3,946",40,"4,414","1,786",10,495,200,8,x,x,40,"1,593",645,1,x,x,29,"3,741","1,514",3,360,146,53,41,4,5,1,13,11,12,12,59,"5,040","2,040",54,"3,817","1,545",9,"1,017",412,5,206,83,0,0,0,4,77,31,2,x,x
35,5,58,16,O'Connor,23,"7,144","2,891",17,"1,539",623,0,0,0,5,371,150,16,"2,753","1,114",23,"2,481","1,004",17,0,1,8,2,3,3,0,0,0,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0,1,x,x,7,581,235,1,x,x,1,x,x,0,0,0,9,386,156,0,0,0,1,x,x,0,0,0,4,13,0,2,0,2,3,1,2,7,226,91,5,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0
35,5,58,90,"Thunder Bay, Unorganized",61,"14,078","5,697",44,"4,844","1,960",1,x,x,18,830,336,29,"1,559",631,53,x,x,44,3,2,20,3,4,6,5,1,0,0,0,0,8,"206,420","19,177",8,"206,100","19,147",6,x,x,1,x,x,2,x,x,0,0,0,8,36,15,20,"1,829",740,5,131,53,2,x,x,1,x,x,23,827,335,0,0,0,4,137,55,0,0,0,18,25,1,2,0,5,11,8,8,25,788,319,21,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
35,5,59,0,Rainy River District,326,"188,080","76,113",296,"57,212","23,153",20,637,258,151,"24,806","10,039",253,"47,142","19,078",285,"58,283","23,586",296,4,2,56,74,47,43,46,14,6,3,0,1,7,"102,060","9,482",7,"99,560","9,249",7,"72,515","6,737",5,x,x,1,x,x,0,0,0,4,115,47,184,"31,802","12,870",34,"3,484","1,410",4,132,53,0,0,0,171,"7,382","2,987",1,x,x,16,"1,433",580,0,0,0,132,159,6,10,2,60,37,25,17,157,"7,480","3,027",133,"5,389","2,181",27,"1,769",716,6,322,130,0,0,0,19,x,x,1,x,x
35,5,59,11,Alberton,26,"10,607","4,293",25,"3,642","1,474",1,x,x,6,859,348,19,"3,328","1,347",21,x,x,25,1,0,8,8,2,2,2,1,1,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,16,"1,975",799,0,0,0,0,0,0,0,0,0,13,426,172,0,0,0,1,x,x,0,0,0,11,9,1,0,0,3,2,0,1,15,305,123,13,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
35,5,59,16,La Vallee,43,"17,025","6,890",39,"5,444","2,203",2,x,x,22,"2,229",902,30,"3,785","1,532",37,x,x,39,1,0,13,10,3,4,5,3,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,25,"3,172","1,284",0,0,0,0,0,0,0,0,0,23,584,236,0,0,0,2,x,x,0,0,0,16,22,0,2,0,7,6,3,2,15,536,217,14,x,x,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0
35,5,59,19,Emo,33,"16,764","6,784",28,"4,420","1,789",2,x,x,14,"1,864",754,26,"5,538","2,241",29,x,x,28,0,0,7,6,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"4,014","1,624",4,320,129,1,x,x,0,0,0,20,"1,283",519,0,0,0,2,x,x,0,0,0,15,18,1,2,0,9,6,5,3,14,706,286,14,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
35,5,59,24,Chapple,74,"37,701","15,257",66,"10,749","4,350",5,88,36,34,"2,807","1,136",58,"12,744","5,157",68,"11,313","4,578",66,1,1,10,20,11,9,12,1,1,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,42,"6,918","2,800",7,421,170,1,x,x,0,0,0,32,"1,155",467,0,0,0,9,743,301,0,0,0,27,38,1,0,1,16,8,5,3,37,"1,875",759,33,"1,546",626,6,x,x,2,x,x,0,0,0,5,88,36,0,0,0
35,5,59,31,Morley,37,"21,512","8,706",34,"7,129","2,885",2,x,x,20,"3,265","1,321",35,"5,924","2,397",34,x,x,34,0,0,3,10,7,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"4,205","1,702",10,500,202,0,0,0,0,0,0,29,"1,217",493,0,0,0,1,x,x,0,0,0,19,22,0,2,1,6,4,4,4,24,"1,140",461,20,812,329,5,x,x,1,x,x,0,0,0,2,x,x,0,0,0
35,5,59,40,Dawson,54,"44,188","17,882",50,"16,534","6,691",5,342,138,30,"9,290","3,760",37,"6,199","2,509",47,"11,823","4,785",50,0,0,6,8,8,9,11,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"7,019","2,840",9,"1,981",802,1,x,x,0,0,0,26,"1,622",656,0,0,0,1,x,x,0,0,0,25,26,3,4,0,9,7,6,4,32,"2,278",922,23,"1,172",474,7,871,352,3,235,95,0,0,0,5,342,138,0,0,0
35,5,59,90,"Rainy River, Unorganized",59,"40,283","16,302",54,"9,294","3,761",3,80,32,25,"4,492","1,818",48,"9,624","3,895",49,"16,793","6,796",54,1,1,9,12,12,8,8,0,2,1,0,0,3,"22,000","2,044",3,"22,000","2,044",3,x,x,3,x,x,1,x,x,0,0,0,2,x,x,31,"4,499","1,821",4,262,106,1,x,x,0,0,0,28,"1,095",443,1,x,x,0,0,0,0,0,0,19,24,0,0,0,10,4,2,0,20,640,259,16,536,217,4,104,42,0,0,0,0,0,0,3,80,32,0,0,0
35,5,60,0,Kenora District,103,"37,992","15,375",75,"12,371","5,006",5,151,61,33,"3,665","1,483",57,"6,318","2,557",87,"15,487","6,267",75,3,1,19,19,9,8,9,3,3,1,0,0,11,"233,772","21,718",11,"233,672","21,709",7,"79,046","7,344",3,626,58,3,"154,000","14,307",0,0,0,7,16,6,52,"8,073","3,267",12,778,315,7,11,4,6,6,2,37,"1,519",615,0,0,0,5,630,255,0,0,0,43,41,1,2,1,7,7,10,5,42,"1,852",749,39,"1,717",695,3,109,44,3,26,11,0,0,0,5,x,x,1,x,x
35,5,60,90,"Kenora, Unorganized",103,"37,992","15,375",75,"12,371","5,006",5,151,61,33,"3,665","1,483",57,"6,318","2,557",87,"15,487","6,267",75,3,1,19,19,9,8,9,3,3,1,0,0,11,"233,772","21,718",11,"233,672","21,709",7,"79,046","7,344",3,626,58,3,"154,000","14,307",0,0,0,7,16,6,52,"8,073","3,267",12,778,315,7,11,4,6,6,2,37,"1,519",615,0,0,0,5,630,255,0,0,0,43,41,1,2,1,7,7,10,5,42,"1,852",749,39,"1,717",695,3,109,44,3,26,11,0,0,0,5,x,x,1,x,x
35,1,0,0,Southern Ont.  -  Sud de l'Ont.,"19,631","3,985,132","1,612,726","18,022","3,358,182","1,359,008",438,"10,486","4,244","4,339","93,430","37,810","3,698","87,679","35,482","15,771","435,355","176,182","18,023",447,990,"5,383","4,048","1,805","1,436","1,902",845,476,374,171,146,"1,029","80,364,899","7,466,143","1,029","79,050,367","7,344,019",600,"32,541,122","3,023,169",329,"43,892,914","4,077,785",210,"2,616,331","243,065",30,"1,393,352","129,447","1,891","85,158","34,462","13,794","2,344,004","948,585","13,748","2,639,637","1,068,223","5,478","518,146","209,686","3,577","279,483","113,103","6,182","246,211","99,638",311,"28,044","11,349","1,658","159,128","64,397",171,"20,788","8,413","14,321","3,710","3,119",723,542,"3,058","3,546","2,845","4,201","15,424","3,054,734","1,236,207","10,814","1,322,854","535,340","4,763","672,412","272,115","6,525","1,059,468","428,751",46,"1,187",480,306,"6,224","2,519",106,"3,075","1,244"
35,2,0,0,Western Ont.  -  l'Ouest de l'Ont.,"19,191","4,060,986","1,643,423","17,377","2,897,492","1,172,573",378,"8,633","3,494","7,373","291,501","117,966","6,804","278,928","112,878","16,629","584,432","236,511","17,377",289,567,"5,290","4,758","2,044","1,417","1,621",605,326,227,125,108,376,"8,122,111","754,569",376,"7,759,593","720,890",287,"5,439,999","505,392",132,"2,038,238","189,359",52,"281,356","26,139",21,"378,069","35,124",423,"18,555","7,509","11,788","1,789,172","724,052","10,573","1,722,026","696,879","2,425","244,576","98,976","1,255","134,089","54,264","11,633","522,997","211,649",278,"22,537","9,120","2,224","202,884","82,104",145,"17,085","6,914","13,565","6,117","1,679",913,407,"2,908","2,585","2,533","2,396","14,207","2,173,900","879,746","11,818","1,301,997","526,899","3,196","451,712","182,801","3,180","420,191","170,045",27,"1,378",558,282,"5,126","2,074",79,"2,129",862
35,3,0,0,Central Ont.  -  Centre de l'Ont.,"8,938","1,973,104","798,487","7,714","1,062,062","429,801",341,"7,851","3,177","3,107","134,426","54,400","4,871","336,579","136,209","7,619","432,186","174,899","7,714",217,374,"3,200","1,728",628,488,569,238,117,75,38,42,302,"4,655,526","432,513",302,"4,561,257","423,755",238,"3,409,224","316,727",91,"1,052,126","97,746",43,"99,907","9,282",16,"847,568","78,742",370,"9,546","3,863","4,209","551,243","223,080","3,126","474,297","191,941",763,"62,860","25,439",514,"35,123","14,214","4,857","168,546","68,208",15,865,350,325,"28,041","11,348",16,"2,423",981,"4,679","3,531",653,383,202,"1,146",884,934,"1,060","5,075","609,366","246,602","3,947","305,385","123,585","1,131","144,882","58,632","1,132","159,099","64,385",16,412,167,265,"5,769","2,335",75,"1,670",676
35,4,0,0,Eastern Ont.  - l'Est de l'Ont.,"9,333","2,476,109","1,002,046","8,406","1,340,492","542,478",215,"5,692","2,303","3,280","159,812","64,674","5,195","385,970","156,197","7,687","584,143","236,394","8,407",156,234,"2,931","1,837",866,728,951,365,154,117,44,24,191,"2,217,456","206,008",191,"2,169,287","201,533",146,"1,455,091","135,182",83,"663,667","61,657",23,"50,529","4,694",9,"397,031","36,885",223,"7,510","3,039","4,406","663,452","268,489","3,557","552,869","223,738",601,"62,549","25,313",315,"28,736","11,629","4,891","181,522","73,459",164,"18,356","7,428",760,"78,434","31,741",28,"3,735","1,512","5,248","3,455",252,211,103,884,912,732,905,"5,657","724,714","293,281","4,679","446,018","180,497","1,230","151,731","61,403","1,114","126,965","51,381",18,562,227,163,"4,175","1,690",43,955,386
35,5,0,0,Northern Ont.  -  Nord de l'Ont.,"2,635","1,012,026","409,552","2,280","377,687","152,844",96,"2,513","1,017","1,061","94,481","38,235","1,580","225,179","91,127","2,244","312,166","126,329","2,280",55,71,631,552,256,228,293,114,46,26,5,3,114,"3,014,264","280,034",114,"3,004,219","279,101",88,"817,486","75,947",46,"80,561","7,484",23,"2,106,172","195,670",0,0,0,95,983,398,"1,248","167,085","67,617",540,"69,685","28,201",103,"3,478","1,407",51,"2,322",940,"1,352","59,661","24,144",10,789,319,164,"22,583","9,139",6,500,202,"1,227","1,100",48,68,26,280,205,244,223,"1,412","107,021","43,310","1,205","76,580","30,991",237,"23,308","9,432",104,"7,133","2,887",5,156,63,76,"1,704",690,18,653,264
46,0,0,0,Manitoba,"21,071","18,784,407","7,601,779","18,836","11,650,599","4,714,830","5,902","631,930","255,733","5,980","947,585","383,474","11,431","3,905,189","1,580,374","16,012","1,649,104","667,369","18,983",151,275,"2,045","1,989","1,590","1,194","2,832","2,012","1,812","1,995","1,362","1,726",235,"2,533,949","235,412",235,"2,486,846","231,036",204,"2,128,670","197,760",120,"165,465","15,372",19,"192,711","17,903",8,"325,502","30,240",361,"69,548","28,145","12,133","8,725,724","3,531,175","12,166","8,811,838","3,566,024","2,614","944,752","382,328","3,385","1,831,979","741,376","6,387","389,994","157,825",35,"5,156","2,087",901,"99,869","40,416",430,"94,254","38,143","13,344","7,207",783,798,294,"2,577","4,072",543,"1,327","14,876","9,693,855","3,922,964","10,250","5,280,248","2,136,840","4,682","3,163,890","1,280,381","1,996","1,249,717","505,742",850,"76,454","30,940","3,512","318,196","128,769","2,133","237,280","96,024"
46,10,1,0,Division No.  1,688,"446,663","180,758",609,"205,481","83,155",185,"19,797","8,012",162,"18,439","7,462",384,"136,397","55,198",572,"66,549","26,931",614,9,11,97,97,77,66,97,54,35,40,9,22,15,"45,046","4,185",15,"36,046","3,349",12,"19,300","1,793",10,x,x,3,x,x,0,0,0,12,480,194,289,"121,623","49,219",231,"99,408","40,229",92,"20,143","8,152",33,"9,364","3,789",171,"9,686","3,920",3,70,28,44,"6,536","2,645",11,"1,820",737,297,272,13,21,9,45,92,27,58,364,"113,338","45,866",289,"77,092","31,198",82,"27,809","11,254",23,"8,437","3,414",26,"2,851","1,154",112,"10,012","4,052",65,"6,934","2,806"
46,10,1,35,Stuartburn,208,"140,169","56,724",182,"41,686","16,870",35,"3,064","1,240",46,"7,321","2,963",172,"69,019","27,931",171,"19,079","7,721",183,0,0,32,33,33,19,37,14,6,7,1,1,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,87,"18,843","7,625",26,"3,572","1,446",7,322,130,2,x,x,62,"3,215","1,301",0,0,0,12,"1,095",443,1,x,x,56,104,3,5,0,6,19,6,7,94,"9,279","3,755",79,"7,393","2,992",15,x,x,2,x,x,6,x,x,24,"2,164",876,9,x,x
46,10,1,39,Piney,101,"67,362","27,260",96,"30,379","12,294",30,"2,967","1,201",33,"3,672","1,486",63,"14,624","5,918",93,"15,720","6,362",96,2,1,11,19,10,14,12,10,7,5,2,3,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,35,"15,036","6,085",38,"12,881","5,213",6,911,369,3,"2,300",931,34,"2,733","1,106",0,0,0,4,"1,040",421,1,x,x,43,69,7,4,2,11,18,4,11,63,"13,842","5,602",46,"6,532","2,643",17,"6,142","2,486",6,"1,168",473,2,x,x,20,"2,027",820,11,x,x
46,10,1,43,Reynolds,76,"30,226","12,232",66,"16,149","6,535",27,"2,191",887,23,"1,776",719,27,"4,837","1,957",60,"5,273","2,134",69,4,4,16,9,7,4,5,11,3,4,1,1,7,"11,516","1,070",7,"11,516","1,070",4,"1,070",99,4,x,x,3,x,x,0,0,0,6,77,31,33,"9,339","3,779",32,"9,915","4,012",15,"2,700","1,093",1,x,x,15,652,264,0,0,0,6,"1,811",733,2,x,x,33,28,1,1,0,5,12,4,9,34,"9,810","3,970",23,"5,750","2,327",11,"2,880","1,165",3,"1,180",478,6,356,144,14,666,270,7,"1,169",473
46,10,1,46,Whitemouth,127,"64,647","26,162",102,"43,312","17,528",34,"3,499","1,416",33,"2,693","1,090",51,"7,362","2,979",112,"7,781","3,149",102,2,2,17,14,9,11,14,8,4,13,2,6,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,3,41,17,63,"34,330","13,893",57,"31,349","12,686",28,"7,315","2,960",11,"1,857",752,38,"2,312",936,3,70,28,18,"2,350",951,6,"1,010",409,73,32,1,5,1,14,22,6,10,73,"32,280","13,063",63,"29,631","11,991",14,"2,374",961,3,275,111,5,804,325,21,"1,105",447,12,"1,590",643
46,10,1,57,Lac du Bonnet,106,"104,064","42,113",99,"52,008","21,047",39,"4,880","1,975",18,"1,736",703,42,"35,991","14,565",83,"9,449","3,824",100,1,2,12,13,10,12,16,7,8,8,2,9,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,51,"32,615","13,199",54,"32,572","13,181",27,"7,709","3,120",12,"4,280","1,732",17,642,260,0,0,0,2,x,x,1,x,x,60,25,1,4,3,7,19,3,19,67,"36,051","14,589",49,"18,096","7,323",20,"12,589","5,095",8,"5,366","2,172",4,597,242,21,"2,187",885,18,"2,096",848
46,10,1,71,Alexander,70,"40,195","16,266",64,"21,947","8,882",20,"3,196","1,293",9,"1,241",502,29,"4,564","1,847",53,"9,247","3,742",64,0,2,9,9,8,6,13,4,7,3,1,2,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,20,"11,460","4,638",24,"9,119","3,690",9,"1,186",480,4,576,233,5,132,53,0,0,0,2,x,x,0,0,0,32,14,0,2,3,2,2,4,2,33,"12,076","4,887",29,"9,690","3,921",5,x,x,1,x,x,3,552,223,12,"1,863",754,8,781,316
46,9,2,0,Division No.  2,"1,655","818,707","331,319","1,257","563,045","227,856",281,"34,459","13,945",248,"33,393","13,514",772,"122,335","49,507","1,281","65,475","26,497","1,274",18,36,239,183,118,83,190,119,78,76,60,74,34,"242,075","22,490",34,"226,724","21,063",28,x,x,15,x,x,1,x,x,1,x,x,35,995,403,770,"432,502","175,027",720,"423,088","171,218",122,"28,208","11,415",214,"100,032","40,482",432,"30,566","12,370",14,x,x,315,"38,274","15,489",123,"26,111","10,567",838,419,22,37,18,67,240,45,99,918,"466,579","188,818",699,"314,949","127,455",236,"129,159","52,269",67,"22,471","9,094",59,"6,364","2,575",146,"12,549","5,078",96,"15,546","6,291"
46,9,2,25,Franklin,219,"184,751","74,766",193,"122,663","49,640",51,"10,572","4,278",42,"8,110","3,282",141,"34,060","13,784",156,"9,346","3,782",194,1,3,19,34,19,13,32,16,13,10,8,26,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,122,"102,162","41,343",103,"102,652","41,542",24,"8,074","3,267",38,"30,356","12,285",72,"4,134","1,673",0,0,0,15,"2,245",909,7,"2,628","1,064",126,89,4,4,0,16,33,10,14,138,"104,058","42,111",91,"67,760","27,421",51,"28,958","11,719",12,"7,340","2,970",12,"1,573",637,27,"3,972","1,607",19,"5,027","2,034"
46,9,2,32,De Salaberry,203,"143,771","58,182",163,"109,750","44,414",27,"4,015","1,625",27,"3,904","1,580",87,"15,102","6,112",149,"11,000","4,452",163,1,4,29,26,10,4,22,15,8,16,10,18,5,x,x,5,"6,361",591,3,"2,261",210,4,"4,100",381,0,0,0,0,0,0,4,7,3,101,"89,431","36,191",105,"92,102","37,272",14,"4,807","1,945",33,"22,151","8,964",43,"2,146",868,3,870,352,24,"2,134",864,16,"3,902","1,579",121,41,6,6,2,8,29,4,13,125,"100,969","40,861",99,"72,447","29,318",33,"27,134","10,981",6,"1,388",562,5,332,134,16,"2,520","1,020",7,"1,163",471
46,9,2,41,Hanover,545,"181,100","73,289",357,"111,684","45,197",80,"7,963","3,223",72,"10,622","4,299",304,"33,842","13,695",438,"16,989","6,875",366,4,13,82,62,36,24,62,24,22,13,15,9,11,"126,360","11,739",11,"124,978","11,611",10,"87,310","8,111",3,x,x,1,x,x,0,0,0,6,37,15,201,"77,821","31,493",186,"70,722","28,620",29,"4,908","1,986",44,"15,404","6,234",161,"12,775","5,170",7,510,206,132,"15,032","6,083",49,"11,205","4,535",224,126,5,15,9,16,61,8,21,254,"80,849","32,718",202,"58,936","23,851",54,"19,763","7,998",13,"2,150",870,16,"1,841",745,40,"1,864",754,29,"4,258","1,723"
46,9,2,53,La Broquerie,157,"74,988","30,347",119,"30,189","12,217",25,"3,938","1,594",39,"6,857","2,775",90,"20,451","8,276",125,"13,553","5,485",120,1,1,29,17,16,9,20,12,5,6,2,2,3,"24,240","2,252",3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,2,x,x,62,"17,656","7,145",43,"11,422","4,622",3,560,227,7,"1,836",743,58,"5,163","2,089",1,x,x,38,"7,844","3,174",15,"1,595",645,67,53,1,2,3,7,23,6,9,75,"13,605","5,506",64,"11,121","4,501",12,"1,695",686,4,789,319,11,"1,609",651,10,314,127,5,"2,015",815
46,9,2,57,Ste. Anne,193,"71,929","29,109",141,"47,551","19,243",29,"2,895","1,172",27,"1,864",754,73,"12,882","5,213",163,"6,737","2,726",143,3,4,24,13,15,14,28,15,9,9,7,2,6,"15,025","1,396",6,"15,025","1,396",4,"5,169",480,4,"9,856",916,0,0,0,0,0,0,5,793,321,89,"32,211","13,035",87,"31,182","12,619",13,"3,155","1,277",26,"5,397","2,184",49,"3,427","1,387",0,0,0,67,"7,029","2,845",11,"2,138",865,97,46,2,3,1,9,27,5,9,108,"38,911","15,747",90,"26,164","10,588",20,"10,682","4,323",9,"2,065",836,4,660,267,14,878,355,11,"1,357",549
46,9,2,69,TachÇ,217,"96,042","38,867",179,"79,979","32,366",38,"3,120","1,263",28,"1,517",614,59,"5,489","2,221",162,"5,937","2,403",182,7,8,36,18,16,14,19,24,11,12,8,9,4,"50,700","4,710",4,x,x,4,x,x,2,x,x,0,0,0,0,0,0,6,26,11,118,"63,265","25,602",116,"62,381","25,245",15,"3,602","1,458",29,"10,177","4,118",33,"1,854",750,2,x,x,26,"2,900","1,174",10,"1,457",590,118,52,0,2,1,3,44,7,20,126,"69,121","27,972",91,"45,307","18,335",39,"21,341","8,636",9,"2,473","1,001",9,x,x,18,"1,800",728,13,x,x
46,9,2,75,Ritchot,121,"66,126","26,760",105,"61,229","24,778",31,"1,956",792,13,519,210,18,509,206,88,"1,913",774,106,1,3,20,13,6,5,7,13,10,10,10,8,4,"15,370","1,428",4,"14,870","1,381",3,x,x,2,x,x,0,0,0,1,x,x,10,111,45,77,"49,956","20,216",80,"52,627","21,297",24,"3,102","1,255",37,"14,711","5,953",16,"1,067",432,1,x,x,13,"1,090",441,15,"3,186","1,289",85,12,4,5,2,8,23,5,13,92,"59,066","23,903",62,"33,214","13,441",27,"19,586","7,926",14,"6,266","2,536",2,x,x,21,"1,201",486,12,x,x
46,8,3,0,Division No.  3,"1,830","1,242,252","502,721","1,655","1,107,310","448,112",361,"22,053","8,925",244,"17,924","7,254",488,"51,740","20,938","1,306","43,225","17,493","1,664",25,48,230,123,120,85,206,181,139,199,136,172,18,"522,764","48,566",18,"519,709","48,283",14,"488,612","45,394",9,x,x,1,x,x,0,0,0,46,"9,315","3,770","1,202","938,404","379,759","1,309","1,007,176","407,590",434,"156,130","63,184",618,"309,481","125,243",365,"16,090","6,511",6,x,x,120,"8,459","3,423",61,"9,911","4,011","1,370",310,52,106,34,203,528,43,227,"1,461","1,061,836","429,710","1,124","747,993","302,702",461,"287,870","116,497",89,"25,973","10,511",41,"1,848",748,219,"12,071","4,885",129,"8,134","3,292"
46,8,3,30,Montcalm,116,"117,886","47,707",111,"111,646","45,182",25,851,344,8,362,146,12,804,325,75,"4,223","1,709",111,0,0,8,10,5,2,7,15,5,21,16,22,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,96,"105,665","42,761",101,"107,098","43,341",33,"10,136","4,102",63,"36,847","14,911",7,215,87,0,0,0,4,140,57,3,620,251,102,7,1,3,1,7,26,2,12,109,"109,192","44,188",83,"79,368","32,119",36,"28,113","11,377",5,"1,711",692,0,0,0,17,486,197,9,365,148
46,8,3,36,Rhineland,423,"236,616","95,755",374,"226,767","91,769",70,"4,319","1,748",34,582,236,56,"1,280",518,296,"3,668","1,484",378,7,18,56,24,29,21,44,42,29,45,30,33,4,"22,741","2,113",4,"22,741","2,113",2,x,x,3,x,x,0,0,0,0,0,0,14,"1,969",797,272,"194,206","78,592",303,"209,136","84,634",100,"36,181","14,642",145,"61,392","24,844",71,"2,175",880,2,x,x,32,"2,505","1,014",20,"2,339",947,316,35,6,25,4,27,113,6,50,335,"223,027","90,256",279,"157,435","63,712",88,"60,020","24,289",21,"5,572","2,255",9,378,153,40,"2,798","1,132",24,"1,143",463
