areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
460100000,46,1,0,0,1,460100000,Agricultural Region 1 - (CAR),"2,095","1,625",475,295,"1,155",650,48.6,285,"1,815","2,010",90,345,465,"1,290","1,230",235,325,305
460105000,46,1,5,0,1,460105000,Division No.  5 - (CD),"2,100","1,620",475,295,"1,155",650,48.6,285,"1,815","2,010",85,350,460,"1,290","1,230",240,330,305
460105024,46,1,5,24,1,460105024,Turtle Mountain - (CCS),280,210,70,45,155,85,47.3,30,250,270,10,60,45,170,155,30,40,50
460105031,46,1,5,31,1,460105031,Morton - (CCS),255,200,55,40,140,80,48.3,35,220,245,5,30,75,145,135,35,40,35
460105037,46,1,5,37,1,460105037,Winchester - (CCS),205,150,50,35,120,55,47.1,30,175,195,10,20,45,140,135,15,25,25
460105043,46,1,5,43,1,460105043,Brenda - (CCS),200,150,50,25,110,65,48.6,35,175,195,5,25,40,140,130,25,25,25
460105050,46,1,5,50,1,460105050,Arthur - (CCS),215,175,40,30,105,75,49.1,45,170,210,5,50,40,130,135,15,40,30
460105055,46,1,5,55,1,460105055,Edward - (CCS),170,135,35,25,85,60,50.5,15,155,155,15,25,35,110,105,20,25,15
460105058,46,1,5,58,1,460105058,Albert - (CCS),170,135,35,30,85,60,50.6,20,150,160,10,30,35,105,90,30,25,25
460105061,46,1,5,61,1,460105061,Cameron - (CCS),175,140,35,25,95,60,49.0,30,145,165,10,30,45,100,100,20,25,30
460105067,46,1,5,67,1,460105067,Whitewater - (CCS),150,115,35,15,95,35,48.1,15,130,140,0,25,35,85,90,20,25,20
460105070,46,1,5,70,1,460105070,Riverside - (CCS),130,100,30,15,85,35,47.4,10,120,130,0,20,30,80,80,15,20,15
460105076,46,1,5,76,1,460105076,Strathcona - (CCS),150,115,40,15,85,50,49.1,15,135,145,0,25,40,85,80,10,35,25
460200000,46,2,0,0,2,460200000,Agricultural Region 2 - (CAR),"2,935","2,225",705,370,"1,665",900,48.8,325,"2,610","2,800",135,550,780,"1,600","1,565",290,595,480
460206000,46,2,6,0,2,460206000,Division No.  6 - (CD),"1,220",915,300,175,670,370,48.4,130,"1,090","1,150",65,225,310,685,645,125,235,215
460206015,46,2,6,15,2,460206015,Sifton - (CCS),245,180,65,35,130,80,48.4,20,225,225,15,40,60,145,125,30,55,35
460206023,46,2,6,23,2,460206023,Pipestone - (CCS),280,220,65,45,160,80,47.0,30,255,270,15,55,90,145,145,30,55,55
460206028,46,2,6,28,2,460206028,Wallace - (CCS),415,305,110,50,225,140,49.6,55,365,390,20,90,105,220,210,35,75,95
460206037,46,2,6,37,2,460206037,Woodworth - (CCS),280,210,60,40,155,75,47.8,25,255,260,15,40,60,180,160,35,50,30
460207000,46,2,7,0,2,460207000,Division No.  7 - (CD),"1,715","1,310",405,195,995,530,49.1,195,"1,520","1,645",75,325,470,915,925,165,365,265
460207038,46,2,7,38,2,460207038,South Cypress - (CCS),175,130,45,20,95,60,49.2,20,155,170,5,25,45,100,100,15,35,20
460207045,46,2,7,45,2,460207045,Oakland - (CCS),230,180,50,30,125,70,48.1,15,215,215,15,35,75,115,115,20,65,30
460207051,46,2,7,51,2,460207051,Glenwood - (CCS),165,135,30,20,95,40,48.9,35,135,160,5,35,40,90,85,20,35,25
460207057,46,2,7,57,2,460207057,Whitehead - (CCS),180,135,45,25,90,70,49.7,20,160,175,5,30,40,105,105,10,40,25
460207065,46,2,7,65,2,460207065,North Cypress - (CCS),370,275,95,45,235,90,47.3,40,330,355,15,65,100,205,200,35,70,60
460207071,46,2,7,71,2,460207071,Elton - (CCS),425,320,100,30,250,140,50.8,60,360,405,15,105,125,195,210,50,90,70
460207075,46,2,7,75,2,460207075,Daly - (CCS),175,140,40,20,100,60,49.3,10,165,175,10,30,45,100,105,20,30,20
460300000,46,3,0,0,3,460300000,Agricultural Region 3 - (CAR),"2,575","2,000",570,295,"1,445",830,49.5,310,"2,265","2,465",110,425,680,"1,470","1,400",290,485,400
460315000,46,3,15,0,3,460315000,Division No. 15 - (CD),"2,570","2,000",575,295,"1,450",835,49.5,310,"2,265","2,465",110,425,680,"1,470","1,395",290,485,400
460315018,46,3,15,18,3,460315018,Langford - (CCS),150,125,25,15,85,45,48.7,20,130,140,5,25,40,85,80,15,25,20
460315023,46,3,15,23,3,460315023,Odanah - (CCS),120,90,25,10,65,40,49.0,15,105,115,5,25,35,55,55,10,25,25
460315027,46,3,15,27,3,460315027,Saskatchewan - (CCS),215,150,65,25,130,65,49.0,20,195,205,10,45,60,110,115,35,35,30
460315033,46,3,15,33,3,460315033,Blanshard - (CCS),165,125,35,10,100,50,49.6,20,150,165,0,20,55,90,90,20,40,20
460315036,46,3,15,36,3,460315036,Hamiota - (CCS),170,140,25,30,100,40,45.9,15,150,160,10,25,60,85,75,15,50,30
460315041,46,3,15,41,3,460315041,Miniota - (CCS),225,180,50,20,135,75,50.0,35,195,220,10,30,45,150,145,30,30,20
460315046,46,3,15,46,3,460315046,Archie - (CCS),125,90,30,15,60,45,50.4,10,110,115,10,5,20,95,90,10,15,10
460315048,46,3,15,48,3,460315048,Ellice - (CCS),110,80,30,10,75,30,48.5,10,95,105,5,25,30,55,60,15,15,20
460315055,46,3,15,55,3,460315055,Birtle - (CCS),230,180,50,30,125,80,50.4,30,200,215,15,25,50,160,145,25,25,35
460315060,46,3,15,60,3,460315060,Shoal Lake - (CCS),130,100,30,20,80,35,48.4,10,115,130,5,25,20,90,60,10,30,25
460315064,46,3,15,64,3,460315064,Strathclair - (CCS),155,120,35,20,95,45,49.9,20,130,145,10,20,40,90,75,20,20,45
460315069,46,3,15,69,3,460315069,Harrison - (CCS),140,115,25,15,70,55,50.5,25,110,135,0,25,45,70,75,15,30,25
460315073,46,3,15,73,3,460315073,Minto - (CCS),140,110,35,10,85,40,49.3,20,125,140,5,20,45,75,80,15,25,25
460315078,46,3,15,78,3,460315078,Rosedale - (CCS),260,210,55,45,125,90,48.8,20,240,250,10,45,75,135,125,30,55,45
460315091,46,3,15,91,3,460315091,Clanwilliam - (CCS),110,85,25,10,55,40,51.0,10,95,100,10,15,35,55,60,15,20,15
460315095,46,3,15,95,3,460315095,Park (South) - (CCS),135,105,30,15,60,55,52.6,15,115,125,10,35,30,70,75,10,30,20
460400000,46,4,0,0,4,460400000,Agricultural Region 4 - (CAR),"1,265",975,295,185,655,420,49.0,160,"1,110","1,205",65,200,330,740,685,135,245,205
460416000,46,4,16,0,4,460416000,Division No. 16 - (CD),"1,265",970,295,185,660,420,49.0,155,"1,110","1,205",60,200,330,740,685,135,240,200
460416002,46,4,16,2,4,460416002,Rossburn - (CCS),220,165,55,35,95,85,49.5,35,185,205,15,35,50,130,125,20,45,30
460416019,46,4,16,19,4,460416019,Silver Creek - (CCS),170,125,35,35,75,60,48.4,30,140,155,10,30,40,100,95,15,30,30
460416024,46,4,16,24,4,460416024,Russell - (CCS),155,110,40,10,90,50,50.5,20,135,150,5,15,45,90,90,10,30,15
460416038,46,4,16,38,4,460416038,Shellmouth-Boulton - (CCS),280,215,65,45,150,90,48.3,20,260,265,15,40,80,165,145,30,60,45
460416045,46,4,16,45,4,460416045,Hillsburg - (CCS),145,115,30,25,90,35,47.8,10,130,140,5,25,35,85,75,20,30,25
460416049,46,4,16,49,4,460416049,Shell River - (CCS),250,195,60,40,130,85,49.2,40,210,235,15,45,60,140,130,35,40,40
460416063,46,4,16,63,4,460416063,Park (North) - (CCS),55,45,10,5,25,20,50.2,5,55,55,0,10,15,30,30,5,10,10
460500000,46,5,0,0,5,460500000,Agricultural Region 5 - (CAR),"1,120",900,215,140,565,405,50.2,155,965,"1,070",45,195,325,590,555,115,245,210
460520000,46,5,20,0,5,460520000,Division No. 20 - (CD),"1,115",905,215,140,570,405,50.2,155,965,"1,075",50,200,325,590,555,115,245,210
460520032,46,5,20,32,5,460520032,Mountain (South) - (CCS),160,120,40,10,80,65,53.0,10,150,155,5,25,45,90,95,15,30,20
460520037,46,5,20,37,5,460520037,Minitonas - (CCS),295,235,55,40,150,100,49.5,40,255,280,15,35,80,170,135,35,65,55
460520041,46,5,20,41,5,460520041,Swan River - (CCS),565,460,100,80,280,200,49.8,95,470,540,20,125,165,270,260,60,135,110
460520055,46,5,20,55,5,460520055,Mountain (North) - (CCS),105,80,25,10,55,40,50.3,15,90,95,10,15,30,60,65,5,15,20
460600000,46,6,0,0,6,460600000,Agricultural Region 6 - (CAR),"2,440","1,905",535,315,"1,240",885,50.1,265,"2,180","2,325",115,410,595,"1,435","1,335",275,485,350
460617000,46,6,17,0,6,460617000,Division No. 17 - (CD),"2,440","1,910",535,315,"1,245",885,50.1,260,"2,180","2,325",115,415,595,"1,435","1,335",275,485,350
460617026,46,6,17,26,6,460617026,Alonsa - (CCS),375,280,100,50,175,145,50.5,30,345,350,30,60,80,240,205,55,70,45
460617034,46,6,17,34,6,460617034,McCreary - (CCS),180,140,40,30,90,65,49.8,10,175,175,10,30,50,100,105,20,40,25
460617040,46,6,17,40,6,460617040,Ste. Rose - (CCS),160,130,30,20,85,55,49.6,15,145,150,10,25,45,90,90,15,30,20
460617045,46,6,17,45,6,460617045,Ochre River - (CCS),190,140,45,20,80,90,52.7,20,170,180,5,30,45,110,115,15,30,25
460617048,46,6,17,48,6,460617048,Dauphin - (CCS),455,350,110,45,250,165,50.8,55,400,450,10,90,125,245,225,40,110,75
460617053,46,6,17,53,6,460617053,Gilbert Plains - (CCS),275,220,55,45,145,85,47.4,45,230,270,10,45,65,170,155,25,55,45
460617057,46,6,17,57,6,460617057,Grandview - (CCS),290,240,50,40,145,100,49.9,30,260,275,15,45,80,165,160,35,55,40
460617063,46,6,17,63,6,460617063,Ethelbert - (CCS),170,130,35,20,85,65,49.8,20,150,155,10,35,35,100,80,25,40,25
460617071,46,6,17,71,6,460617071,Mossey River - (CCS),180,150,30,20,100,60,49.3,15,165,175,10,20,40,115,105,20,35,20
460617076,46,6,17,76,6,460617076,Lawrence - (CCS),165,125,40,20,85,65,50.3,20,145,160,5,30,30,105,100,15,25,25
460700000,46,7,0,0,7,460700000,Agricultural Region 7 - (CAR),"3,390","2,695",695,460,"1,840","1,090",48.8,420,"2,970","3,260",130,555,840,"1,995","1,965",365,565,495
460708000,46,7,8,0,7,460708000,Division No.  8 - (CD),"1,755","1,390",370,255,935,565,48.5,190,"1,570","1,695",60,275,400,"1,080","1,005",205,305,245
460708031,46,7,8,31,7,460708031,South Norfolk - (CCS),260,215,40,45,145,70,47.5,30,230,250,15,40,60,160,150,25,40,45
460708042,46,7,8,42,7,460708042,Victoria - (CCS),195,150,45,25,120,50,48.8,25,170,190,5,30,40,125,95,35,35,35
460708045,46,7,8,45,7,460708045,North Norfolk - (CCS),465,375,90,90,235,135,46.9,60,400,450,10,95,120,250,235,60,100,65
460708054,46,7,8,54,7,460708054,Lansdowne - (CCS),220,160,60,20,125,75,50.3,10,210,205,15,25,50,140,130,35,30,25
460708059,46,7,8,59,7,460708059,Westbourne - (CCS),400,315,90,50,205,145,49.1,35,365,380,20,60,90,250,255,35,60,45
460708066,46,7,8,66,7,460708066,Lakeview - (CCS),85,70,10,10,40,35,51.1,5,75,80,0,10,15,55,50,10,15,5
460708072,46,7,8,72,7,460708072,Glenella - (CCS),135,110,35,20,65,50,49.8,20,120,135,5,20,20,100,90,10,20,15
460709000,46,7,9,0,7,460709000,Division No.  9 - (CD),"1,010",825,185,130,550,325,49.1,140,870,970,40,150,260,595,615,60,170,160
460709017,46,7,9,17,7,460709017,Grey - (CCS),395,310,80,60,205,125,48.1,45,345,370,20,40,100,245,250,30,55,55
460709024,46,7,9,24,7,460709024,Portage la Prairie - (CCS),620,510,105,70,345,205,49.8,100,520,600,20,110,160,345,365,35,110,105
460710000,46,7,10,0,7,460710000,Division No. 10 - (CD),620,485,140,75,350,195,49.0,95,530,590,30,125,180,320,345,100,95,90
460710035,46,7,10,35,7,460710035,Macdonald - (CCS),410,315,90,60,230,120,48.3,60,355,390,20,90,110,210,215,75,65,60
460710043,46,7,10,43,7,460710043,Cartier - (CCS),150,120,30,10,80,60,51.2,20,130,145,10,20,40,85,100,15,15,25
460710052,46,7,10,52,7,460710052,St. Franáois Xavier - (CCS),60,45,15,5,35,20,48.1,15,45,60,5,10,30,20,30,10,15,10
460800000,46,8,0,0,8,460800000,Agricultural Region 8 - (CAR),"4,085","3,230",855,655,"2,200","1,230",47.7,515,"3,570","3,940",145,800,"1,055","2,225","2,315",505,715,550
460803000,46,8,3,0,8,460803000,Division No.  3 - (CD),"2,470","1,940",525,380,"1,340",750,47.6,325,"2,145","2,410",65,545,675,"1,250","1,335",325,450,360
460803030,46,8,3,30,8,460803030,Montcalm - (CCS),165,135,30,25,95,50,47.4,40,130,165,0,25,45,100,90,25,20,25
460803036,46,8,3,36,8,460803036,Rhineland - (CCS),575,445,130,95,320,160,46.9,80,495,565,10,130,175,270,285,90,115,80
460803047,46,8,3,47,8,460803047,Stanley - (CCS),570,465,110,90,335,145,46.6,80,490,560,10,160,145,260,300,55,110,105
460803058,46,8,3,58,8,460803058,Thompson - (CCS),185,145,40,20,95,75,50.4,10,175,185,5,30,45,110,105,30,25,25
460803062,46,8,3,62,8,460803062,Roland - (CCS),165,130,35,20,100,45,48.1,25,140,160,5,20,40,100,100,25,25,15
460803065,46,8,3,65,8,460803065,Morris - (CCS),400,310,85,70,200,130,47.8,50,345,385,10,95,110,200,220,55,70,50
460803072,46,8,3,72,8,460803072,Dufferin - (CCS),410,310,100,65,200,145,48.3,40,370,390,15,80,115,210,225,45,75,60
460804000,46,8,4,0,8,460804000,Division No.  4 - (CD),"1,615","1,285",330,275,860,480,47.8,190,"1,420","1,530",85,250,380,980,980,180,270,190
460804033,46,8,4,33,8,460804033,Pembina - (CCS),385,310,75,65,195,130,48.6,50,340,370,20,65,105,215,220,40,65,55
460804039,46,8,4,39,8,460804039,Louise - (CCS),315,255,60,35,180,100,49.7,40,275,300,15,45,85,190,185,50,55,30
460804051,46,8,4,51,8,460804051,Roblin - (CCS),220,185,40,35,130,65,48.2,30,195,215,10,40,55,125,125,25,40,25
460804057,46,8,4,57,8,460804057,Argyle - (CCS),255,190,60,50,140,65,46.5,25,235,245,10,45,55,160,160,25,50,20
460804063,46,8,4,63,8,460804063,Lorne - (CCS),435,340,90,90,220,120,46.3,50,380,400,35,55,90,295,290,35,60,45
460900000,46,9,0,0,9,460900000,Agricultural Region 9 - (CAR),"3,570","2,655",915,520,"1,995","1,060",48.0,440,"3,130","3,450",120,995,"1,010","1,565","1,825",335,720,690
460902000,46,9,2,0,9,460902000,Division No.  2 - (CD),"2,455","1,785",670,400,"1,415",645,46.7,280,"2,180","2,380",80,670,675,"1,115","1,300",250,475,435
460902025,46,9,2,25,9,460902025,Franklin - (CCS),325,240,85,60,175,85,46.6,30,295,310,10,70,90,165,165,25,75,55
460902032,46,9,2,32,9,460902032,De Salaberry - (CCS),285,215,70,45,175,65,46.3,25,260,275,10,75,80,135,155,30,55,45
460902041,46,9,2,41,9,460902041,Hanover - (CCS),820,585,235,150,475,195,45.6,105,715,795,30,235,215,375,450,95,150,130
460902053,46,9,2,53,9,460902053,La Broquerie - (CCS),240,160,80,45,150,50,45.3,35,205,235,5,85,65,100,120,25,45,50
460902057,46,9,2,57,9,460902057,Ste. Anne - (CCS),295,210,90,45,175,80,47.3,25,275,285,10,70,80,150,170,35,50,45
460902069,46,9,2,69,9,460902069,TachÇ - (CCS),310,240,75,35,170,100,48.6,30,280,300,10,90,100,115,150,25,65,70
460902075,46,9,2,75,9,460902075,Ritchot - (CCS),180,145,35,20,95,65,49.5,35,150,175,5,50,45,85,90,15,35,35
460911000,46,9,11,0,9,460911000,Division No. 11 - (CD),220,170,50,25,110,85,52.0,65,160,215,5,95,55,75,120,20,40,45
460911040,46,9,11,40,9,460911040,Winnipeg - (CCS),180,135,45,25,85,70,51.9,50,130,180,0,75,45,60,90,15,35,35
460911042,46,9,11,42,9,460911042,Headingley - (CCS),40,35,10,0,20,20,52.4,15,30,40,0,15,10,15,25,0,5,5
460912000,46,9,12,0,9,460912000,Division No. 12 - (CD),890,700,185,95,470,320,50.7,95,795,855,30,235,280,375,405,70,205,210
460912047,46,9,12,47,9,460912047,Springfield - (CCS),490,390,100,55,250,185,51.0,45,445,475,15,135,145,205,210,45,105,125
460912052,46,9,12,52,9,460912052,Brokenhead - (CCS),400,305,90,35,220,135,50.2,50,350,385,15,95,135,165,195,25,100,85
461000000,46,10,0,0,10,461000000,Agricultural Region 10 - (CAR),955,705,250,130,485,340,49.4,115,835,920,40,225,275,450,475,90,225,165
461001000,46,10,1,0,10,461001000,Division No.  1 - (CD),955,705,250,125,490,340,49.4,120,835,920,35,225,275,450,475,90,225,170
461001035,46,10,1,35,10,461001035,Stuartburn - (CCS),320,220,100,40,170,105,48.7,30,290,310,10,65,100,155,160,25,75,55
461001039,46,10,1,39,10,461001039,Piney - (CCS),140,110,30,10,70,60,52.4,15,125,130,10,45,45,55,65,15,30,30
461001043,46,10,1,43,10,461001043,Reynolds - (CCS),100,75,20,20,50,30,46.7,10,85,90,5,25,35,35,35,5,35,25
461001046,46,10,1,46,10,461001046,Whitemouth - (CCS),175,125,50,25,105,45,46.8,10,165,170,5,30,40,95,95,20,35,25
461001057,46,10,1,57,10,461001057,Lac du Bonnet - (CCS),130,105,25,15,55,60,52.2,30,105,125,5,25,40,65,70,15,30,15
461001071,46,10,1,71,10,461001071,Alexander - (CCS),90,75,20,10,40,35,51.4,20,70,90,0,35,20,35,45,15,20,20
461100000,46,11,0,0,11,461100000,Agricultural Region 11 - (CAR),"1,895","1,445",450,210,965,720,50.9,160,"1,730","1,840",60,495,525,880,970,175,375,375
461113000,46,11,13,0,11,461113000,Division No. 13 - (CD),750,585,165,80,365,305,51.6,80,670,730,20,225,205,315,385,60,145,160
461113032,46,11,13,32,11,461113032,East St. Paul - (CCS),25,20,5,0,15,10,53.6,5,15,25,0,10,10,5,10,0,5,10
461113037,46,11,13,37,11,461113037,West St. Paul - (CCS),40,35,5,5,15,25,55.4,10,35,35,0,10,15,15,20,5,5,5
461113043,46,11,13,43,11,461113043,St. Andrews - (CCS),355,270,80,40,175,140,50.9,35,320,345,10,110,90,150,185,35,65,75
461113056,46,11,13,56,11,461113056,St. Clements - (CCS),330,260,70,35,160,135,51.7,35,300,320,5,95,90,145,170,20,70,70
461114000,46,11,14,0,11,461114000,Division No. 14 - (CD),"1,150",865,280,135,605,410,50.5,85,"1,065","1,105",40,265,320,565,585,115,230,215
461114015,46,11,14,15,11,461114015,Rosser - (CCS),160,130,30,10,90,60,51.2,15,145,155,5,35,35,90,95,15,25,15
461114031,46,11,14,31,11,461114031,Woodlands - (CCS),410,305,110,45,215,155,50.9,35,375,395,10,85,120,205,205,55,80,70
461114036,46,11,14,36,11,461114036,Rockwood - (CCS),580,435,145,80,305,195,50.0,30,550,560,20,145,160,270,285,40,120,130
461200000,46,12,0,0,12,461200000,Agricultural Region 12 - (CAR),"2,470","1,910",560,280,"1,260",925,50.4,225,"2,240","2,370",100,505,635,"1,330","1,315",265,490,390
461218000,46,12,18,0,12,461218000,Division No. 18 - (CD),"2,145","1,660",490,260,"1,085",805,50.4,175,"1,975","2,060",85,435,550,"1,170","1,170",230,430,320
461218031,46,12,18,31,12,461218031,Gimli - (CCS),95,75,15,10,45,45,52.1,15,80,95,5,25,20,45,40,10,25,20
461218037,46,12,18,37,12,461218037,Armstrong - (CCS),360,265,100,40,180,145,51.1,20,345,355,10,60,110,185,190,35,75,60
461218040,46,12,18,40,12,461218040,St. Laurent - (CCS),70,50,20,10,35,25,48.7,5,70,65,5,15,20,45,40,10,15,10
461218044,46,12,18,44,12,461218044,Coldwell - (CCS),195,140,55,35,100,65,49.4,10,185,185,10,45,40,110,100,25,45,30
461218052,46,12,18,52,12,461218052,Eriksdale - (CCS),150,105,40,15,85,45,48.6,5,145,140,10,35,40,75,70,25,25,25
461218057,46,12,18,57,12,461218057,Siglunes - (CCS),185,135,55,20,85,80,52.3,10,180,185,5,35,45,110,110,25,35,20
461218060,46,12,18,60,12,461218060,Grahamdale - (CCS),300,215,85,25,155,115,51.8,15,280,280,15,50,75,175,155,45,65,35
461218068,46,12,18,68,12,461218068,Fisher - (CCS),335,270,65,25,200,110,49.8,45,285,320,15,65,70,195,195,25,75,40
461218071,46,12,18,71,12,461218071,Bifrost - (CCS),460,400,55,80,200,170,49.4,60,400,435,20,100,125,230,265,40,75,75
461219000,46,12,19,0,12,461219000,Division No. 19 - (CD),160,130,30,15,95,50,48.5,15,140,150,10,25,45,90,75,20,35,30
461219045,46,12,19,45,12,461219045,"Division No. 19, Unorganized - (CCS)",160,125,35,15,95,55,48.5,20,140,155,5,25,45,90,75,20,35,30
461221000,46,12,21,0,12,461221000,Division No. 21 - (CD),160,125,30,10,85,70,52.9,30,125,155,0,45,40,70,75,10,30,40
461221078,46,12,21,78,12,461221078,"Division No. 21, Unorganized - (CCS)",160,125,35,5,85,65,52.9,30,125,155,5,45,45,75,70,15,30,40
470000000,47,0,0,0,0,470000000,Saskatchewan,"66,275","51,525","14,750","8,135","33,850","24,290",50.5,"13,010","53,265","63,860","2,415","13,675","17,465","35,130","37,530","6,200","11,630","10,920"
471000000,47,10,0,0,10,471000000,Agricultural Region 1A - (CAR),"2,730","2,135",590,340,"1,400",990,50.5,540,"2,190","2,630",95,515,670,"1,545","1,525",245,425,535
471100000,47,11,0,0,11,471100000,Agricultural Region 1B - (CAR),"2,705","2,115",590,350,"1,370",985,50.5,445,"2,260","2,595",115,515,615,"1,575","1,610",240,445,410
472000000,47,20,0,0,20,472000000,Agricultural Region 2A - (CAR),"2,055","1,610",440,270,985,795,51.1,525,"1,525","1,985",70,420,565,"1,065","1,140",180,355,375
472100000,47,21,0,0,21,472100000,Agricultural Region 2B - (CAR),"3,625","2,705",920,355,"1,965","1,295",50.7,795,"2,835","3,490",130,870,"1,060","1,695","1,875",350,740,655
473000000,47,30,0,0,30,473000000,Agricultural Region 3AN - (CAR),"1,630","1,290",340,205,890,535,50.0,355,"1,275","1,570",60,275,400,955,955,165,270,240
473100000,47,31,0,0,31,473100000,Agricultural Region 3AS - (CAR),"3,050","2,355",690,435,"1,520","1,090",50.0,615,"2,430","2,920",130,555,715,"1,775","1,825",280,515,430
473200000,47,32,0,0,32,473200000,Agricultural Region 3BN - (CAR),"3,280","2,515",765,365,"1,645","1,270",51.4,700,"2,580","3,165",110,715,880,"1,690","1,865",345,580,490
473300000,47,33,0,0,33,473300000,Agricultural Region 3BS - (CAR),"1,850","1,430",415,260,950,635,50.0,380,"1,465","1,770",80,290,405,"1,150","1,195",185,260,210
474000000,47,40,0,0,40,474000000,Agricultural Region 4A - (CAR),"1,495","1,090",400,195,760,530,50.1,240,"1,250","1,440",50,230,310,945,975,155,195,170
474100000,47,41,0,0,41,474100000,Agricultural Region 4B - (CAR),"1,500","1,160",340,150,865,480,49.7,450,"1,050","1,455",45,285,390,825,905,140,245,210
475000000,47,50,0,0,50,475000000,Agricultural Region 5A - (CAR),"5,205","4,115","1,090",660,"2,585","1,955",50.6,"1,025","4,175","4,980",220,"1,035","1,430","2,740","2,845",435,970,955
475100000,47,51,0,0,51,475100000,Agricultural Region 5B - (CAR),"5,550","4,420","1,130",615,"2,685","2,255",51.7,"1,040","4,505","5,345",205,"1,035","1,480","3,040","3,225",445,935,945
476000000,47,60,0,0,60,476000000,Agricultural Region 6A - (CAR),"4,560","3,550","1,005",525,"2,415","1,620",50.5,"1,050","3,515","4,405",155,955,"1,240","2,365","2,610",405,805,740
476100000,47,61,0,0,61,476100000,Agricultural Region 6B - (CAR),"4,795","3,580","1,210",635,"2,545","1,615",49.6,920,"3,870","4,630",160,"1,280","1,320","2,190","2,565",435,960,830
477000000,47,70,0,0,70,477000000,Agricultural Region 7A - (CAR),"2,580","1,955",625,305,"1,345",935,50.8,630,"1,955","2,495",85,550,745,"1,295","1,525",300,405,355
477100000,47,71,0,0,71,477100000,Agricultural Region 7B - (CAR),"2,550","2,015",535,325,"1,340",895,50.0,545,"2,005","2,445",110,460,615,"1,470","1,515",260,390,385
478000000,47,80,0,0,80,478000000,Agricultural Region 8A - (CAR),"3,630","2,855",780,465,"1,735","1,425",50.9,670,"2,965","3,535",95,840,"1,060","1,730","1,970",315,685,660
478100000,47,81,0,0,81,478100000,Agricultural Region 8B - (CAR),"3,555","2,845",710,470,"1,725","1,360",50.6,705,"2,845","3,425",130,785,990,"1,780","1,985",320,640,610
479000000,47,90,0,0,90,479000000,Agricultural Region 9A - (CAR),"5,795","4,545","1,250",680,"2,925","2,190",50.9,890,"4,910","5,580",210,"1,260","1,495","3,040","3,140",565,"1,095","1,000"
479100000,47,91,0,0,91,479100000,Agricultural Region 9B - (CAR),"4,160","3,225",930,530,"2,190","1,435",49.7,490,"3,670","4,000",155,800,"1,090","2,265","2,270",435,720,730
