PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
46,2,7,38,South Cypress,128,11,"30,229",5,x,3,x,9,x,0,0,3,x,1,x,2,x,x,3,"353,104","778,461",0,0,86,"11,411",74,208,82,"4,553",7,248,81,"4,305",57,951,52,552,5,91,16,308,37,"1,342",81,"4,357",12,"26,213",6,69,8,"2,231",7,"9,285",12,"14,628",1,x,1,x,1,x,1,x,31,293,1,x,0,0,0,0,0,0,1,x,0,0,0,0,0,0,1,x,7,"5,425",122,438,x,x,"7,926,913",107,244,244,0,"1,794,681",74,117,117,0,"2,913,367",48,77,x,x,"3,218,865",122,371,x,x,"3,762,206",117,229,x,x,"2,274,313",79,142,142,0,"1,487,893",77,94,x,x,"1,007,510",77,97,x,x,"3,089,032",89,155,155,0,"1,369,021",78,100,100,0,"799,317",11,14,14,0,"91,322",98,348,x,x,"2,276,825",6,"1,215,000",106,"5,088,291"
46,2,7,45,Oakland,173,13,"20,819",6,x,1,x,8,x,0,0,2,x,3,23,4,x,x,1,x,x,0,0,93,"8,009",70,153,87,"3,519",1,x,86,x,56,626,53,548,0,0,11,78,18,402,88,"3,309",8,"9,738",5,35,6,x,4,x,8,"5,917",9,"1,026",7,14,9,484,6,528,22,300,3,123,1,x,0,0,0,0,0,0,0,0,0,0,1,x,1,x,4,"1,560",165,536,529,8,"10,201,483",143,329,x,x,"2,274,436",83,112,x,x,"2,332,790",75,96,91,5,"5,594,257",165,410,402,9,"4,163,406",160,242,237,5,"2,338,478",104,168,165,4,"1,824,928",102,117,114,3,"1,229,170",105,115,112,3,"5,768,637",128,193,x,x,"1,865,313",90,111,x,x,"788,521",7,8,8,0,"27,377",127,369,360,9,"3,546,695",10,"222,219",134,"3,057,674"
46,2,7,51,Glenwood,130,3,599,1,x,0,0,2,x,0,0,1,x,2,x,4,"8,564","18,880",1,x,x,0,0,74,"11,808",56,196,70,"4,513",4,x,69,x,54,"1,165",47,565,3,50,16,550,21,383,68,"5,551",3,x,1,x,1,x,2,x,1,x,5,684,4,10,4,x,5,x,31,477,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,123,422,x,x,"8,788,553",107,243,238,6,"1,723,331",72,96,91,5,"2,502,109",60,83,x,x,"4,563,113",125,322,315,7,"3,489,832",121,184,177,7,"2,080,488",77,138,138,0,"1,409,344",77,87,x,x,"916,993",79,97,90,7,"4,455,295",107,151,x,x,"1,851,182",69,86,x,x,"1,027,098",5,7,7,0,x,102,389,387,3,"3,264,427",2,x,108,"3,435,117"
46,2,7,57,Whitehead,122,9,x,6,850,2,x,7,x,0,0,4,67,3,23,5,"7,872","17,355",2,x,x,0,0,69,"7,694",56,154,63,"3,435",6,238,57,"3,197",45,718,38,550,6,96,12,72,20,343,63,"3,044",3,676,2,x,2,x,2,x,3,x,8,"1,213",8,17,8,684,7,512,23,409,3,x,0,0,0,0,0,0,3,214,0,0,0,0,1,x,0,0,1,x,114,445,438,7,"7,689,426",101,259,x,x,"1,718,106",64,98,x,x,"2,125,693",62,87,84,3,"3,845,627",110,327,x,x,"3,355,704",107,175,x,x,"1,843,559",74,152,x,x,"1,512,145",79,97,x,x,"966,142",78,83,x,x,"4,053,343",95,152,x,x,"1,486,231",71,94,x,x,"771,380",3,3,3,0,x,89,310,x,x,"2,628,833",3,x,98,"2,146,782"
46,2,7,65,North Cypress,253,15,"92,283",7,x,2,x,11,"31,525",1,x,2,x,5,x,5,"1,036,892","2,285,956",1,x,x,0,0,168,"24,328",128,366,149,"9,118",4,116,148,"9,002",102,"1,796",92,"1,242",5,47,28,507,64,"4,913",158,"8,135",20,"26,040",9,119,11,"2,748",12,"8,542",16,"14,631",5,637,4,12,5,343,5,282,64,"1,724",7,38,1,x,0,0,0,0,3,x,0,0,0,0,4,5,5,601,5,697,240,879,847,32,"20,977,835",211,533,524,9,"4,631,027",128,185,178,7,"5,390,870",89,161,145,16,"10,955,938",246,812,779,33,"10,883,608",241,427,399,28,"5,609,891",158,385,380,5,"5,273,717",133,166,153,13,"1,868,320",128,163,159,4,"7,412,621",176,264,x,x,"2,603,111",135,178,x,x,"1,482,878",19,22,x,x,"730,693",179,705,696,9,"6,051,564",42,"10,331,222",206,"10,959,226"
46,2,7,71,Elton,307,22,"80,840",11,"26,410",3,x,16,x,0,0,0,0,5,x,10,x,x,1,x,x,1,x,141,"15,969",109,304,131,"6,861",16,875,120,"5,986",90,"1,630",76,969,15,438,15,223,41,"1,659",129,"5,515",12,"15,610",6,65,8,"2,229",6,"6,864",10,"6,452",15,x,13,x,15,x,12,x,66,"1,216",5,269,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,15,"2,240",285,947,922,25,"16,620,204",246,572,565,8,"3,473,493",143,198,193,5,"4,251,694",111,177,165,12,"8,895,017",289,736,724,12,"8,269,687",278,431,x,x,"4,757,355",170,305,x,x,"3,512,332",169,195,189,6,"2,134,328",145,184,174,10,"8,434,024",203,310,304,6,"3,102,785",145,189,185,4,x,14,17,x,x,"157,313",200,630,617,13,"5,232,588",13,x,228,"6,545,376"
46,2,7,75,Daly,133,10,x,6,"1,053",1,x,7,x,0,0,1,x,3,x,5,"40,552","89,402",4,x,x,0,0,78,"8,464",60,183,74,"3,803",6,211,70,"3,592",64,963,58,602,5,103,16,258,26,343,76,"3,172",7,x,4,173,3,x,2,x,4,97,11,"1,650",9,24,11,731,10,895,26,183,2,x,1,x,0,0,0,0,2,x,0,0,0,0,4,6,0,0,2,x,126,442,428,15,"7,549,144",114,281,274,7,"2,027,658",74,101,98,4,"2,219,953",48,60,56,4,"3,301,533",130,338,327,11,"3,546,118",123,198,x,x,"2,063,162",90,140,x,x,"1,482,956",83,97,x,x,"1,020,296",84,111,106,5,"4,544,034",102,156,150,6,"1,442,856",85,105,x,x,x,14,14,x,x,x,106,346,x,x,"2,562,663",4,x,112,"2,790,582"
46,7,8,0,Division No.  8,"1,315",90,"238,317",42,"52,346",15,x,64,x,0,0,10,x,38,"22,113",34,"289,012","637,162",6,"772,972","1,704,112",1,x,864,"112,704",702,"1,940",808,"46,836",52,"1,735",782,"45,101",586,"13,426",518,"6,604",44,820,162,"6,002",277,"8,936",818,"41,566",109,"168,958",52,482,56,"17,210",49,"65,379",95,"85,887",47,"3,564",34,80,43,"1,654",40,"1,830",255,"3,827",33,888,4,x,1,x,1,x,1,x,1,x,1,x,4,9,7,72,18,"5,384","1,233","4,320","4,243",77,"79,046,146","1,067","2,521","2,498",23,"17,731,029",727,"1,056","1,035",21,"24,160,770",490,742,709,33,"37,154,347","1,260","3,558","3,492",66,"37,676,580","1,217","2,029","1,971",58,"22,521,057",850,"1,530","1,522",8,"15,155,523",800,942,x,x,"8,466,820",805,979,954,25,"33,944,932",973,"1,471","1,451",20,"14,446,625",750,930,921,9,"7,817,275",104,105,105,0,"868,191","1,023","3,902","3,868",34,"21,986,000",36,"4,304,985","1,048","34,107,698"
46,7,8,31,South Norfolk,199,7,x,4,499,3,x,4,x,0,0,2,x,2,x,3,x,x,1,x,x,0,0,112,"12,546",91,202,103,"6,252",10,529,95,"5,723",78,940,67,538,10,247,16,155,28,788,106,"4,364",19,"49,213",5,88,6,"6,165",6,"21,210",15,"21,750",9,982,7,13,9,448,8,521,28,392,5,x,0,0,0,0,0,0,0,0,1,x,1,x,0,0,2,x,2,x,190,677,665,12,"13,360,399",156,368,x,x,"2,567,004",119,159,x,x,"3,560,755",85,150,143,7,"7,232,640",193,533,528,5,"6,559,049",184,295,290,5,"3,752,875",132,238,238,0,"2,806,174",100,114,x,x,"1,195,835",117,137,132,5,"5,509,468",135,195,x,x,"2,151,258",96,117,x,x,"1,312,620",12,14,14,0,x,153,596,x,x,"3,549,443",8,x,165,"5,856,411"
46,7,8,42,Victoria,144,10,"20,790",5,x,2,x,6,x,0,0,2,x,3,x,7,"5,325","11,740",1,x,x,0,0,96,"11,955",76,220,91,"4,595",11,294,85,"4,301",68,"2,153",59,866,8,194,20,"1,093",34,877,91,"4,110",7,x,1,x,2,x,3,x,7,x,1,x,1,x,1,x,1,x,38,"1,241",3,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,3,40,136,472,469,3,"9,313,794",119,272,x,x,"2,151,031",83,115,115,0,"2,957,661",58,85,x,x,"4,205,102",138,367,x,x,"4,091,776",134,206,x,x,"2,268,292",92,161,161,0,"1,823,484",97,118,x,x,"1,171,140",83,102,102,0,"3,417,720",105,162,162,0,"1,742,462",83,107,107,0,x,22,22,22,0,"117,637",108,439,439,0,"2,756,130",2,x,107,"2,747,032"
46,7,8,45,North Norfolk,359,36,"88,399",21,x,3,x,21,"32,690",0,0,4,27,13,x,13,"245,651","541,568",4,x,x,1,x,225,"25,968",176,428,208,"10,065",15,437,199,"9,628",148,"2,796",129,"1,611",12,172,34,"1,013",67,"3,888",215,"8,791",24,"36,138",10,95,11,"3,063",9,"14,787",22,"18,193",15,"1,032",11,25,14,453,13,554,73,597,15,319,0,0,0,0,0,0,0,0,0,0,0,0,3,x,2,x,7,"2,502",335,"1,205","1,176",29,"19,616,087",303,746,735,11,"4,913,924",179,278,269,9,"5,345,061",113,182,173,9,"9,357,102",340,971,957,14,"9,935,260",329,555,x,x,"6,022,661",197,417,x,x,"3,912,599",215,248,x,x,"2,075,488",198,243,240,3,"7,143,273",252,366,x,x,"2,780,890",175,223,x,x,"1,662,002",19,19,19,0,"148,298",275,"1,083",x,x,"5,447,627",15,"2,468,467",282,"9,181,092"
46,7,8,54,Lansdowne,154,12,x,4,"2,357",3,x,11,x,0,0,0,0,5,x,6,"2,891","6,374",0,0,0,0,0,113,"17,499",93,281,104,"6,295",3,x,104,x,81,"2,993",76,x,3,x,26,"2,120",45,"1,064",106,"6,866",24,"15,506",16,47,17,"1,207",12,"4,214",19,"10,038",7,217,4,6,6,120,6,91,38,652,1,x,0,0,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,x,144,471,466,5,"8,125,973",122,271,x,x,"1,770,270",95,133,x,x,"3,199,502",51,67,67,0,"3,156,201",149,404,393,11,"3,735,432",144,231,x,x,"2,326,667",108,174,x,x,"1,408,765",106,131,x,x,"1,103,099",105,124,x,x,"3,815,286",124,182,x,x,"1,798,895",116,145,x,x,"1,066,024",14,15,15,0,x,121,434,424,10,"2,033,128",2,x,120,"3,392,808"
46,7,8,59,Westbourne,288,18,"79,756",7,x,3,x,15,x,0,0,0,0,12,x,4,x,x,0,0,0,0,0,191,"26,981",155,491,178,"11,970",9,233,176,"11,737",120,"2,745",105,"1,690",7,75,42,980,61,"1,438",179,"10,337",18,"51,487",8,206,9,"5,235",10,"17,349",16,"28,697",10,584,7,23,9,348,8,213,49,779,7,63,3,36,0,0,0,0,1,x,0,0,0,0,1,x,1,x,3,"1,525",267,933,x,x,"20,492,039",226,540,x,x,"4,070,059",162,235,231,4,"6,705,993",112,158,147,11,"9,715,987",276,842,823,19,"9,559,260",267,472,x,x,"5,586,128",201,370,x,x,"3,973,132",179,212,207,5,"1,987,431",184,230,218,12,"11,164,266",221,353,344,9,"4,162,645",170,205,201,4,"1,883,857",26,25,25,0,"327,569",224,917,899,18,"6,086,588",9,"686,012",234,"8,503,907"
46,7,8,66,Lakeview,69,3,693,1,x,1,x,3,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,48,"7,213",40,142,47,"3,109",0,0,47,"3,109",34,549,32,384,0,0,6,165,13,343,45,"3,070",1,x,1,x,1,x,1,x,1,x,3,x,2,x,2,x,3,x,10,54,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,236,x,x,"3,230,784",57,140,x,x,"924,521",33,56,x,x,"921,985",26,40,x,x,"1,384,278",67,178,x,x,"1,770,948",63,109,104,5,"1,188,884",47,69,x,x,"582,064",43,49,x,x,"483,108",42,49,46,3,"1,320,357",55,84,x,x,"881,373",41,50,50,0,x,2,x,x,0,x,53,149,149,0,"915,807",0,0,55,"812,348"
46,7,8,72,Glenella,102,4,x,0,0,0,0,4,x,0,0,1,x,3,20,1,x,x,0,0,0,0,0,79,"10,542",71,176,77,"4,550",4,x,76,x,57,"1,250",50,x,4,x,18,476,29,538,76,"4,028",16,"8,247",11,x,10,x,8,"4,141",15,"3,346",2,x,2,x,2,x,1,x,19,112,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,94,327,323,4,"4,907,070",84,185,185,0,"1,334,220",56,81,x,x,"1,469,813",45,61,x,x,"2,103,037",97,262,253,9,"2,024,855",96,161,x,x,"1,375,550",73,101,x,x,"649,305",60,72,x,x,"450,719",76,94,x,x,"1,574,562",81,131,x,x,"929,102",69,84,84,0,"550,235",9,x,x,0,"59,197",89,285,285,0,"1,197,277",0,0,85,"3,614,100"
46,7,9,0,Division No.  9,739,47,"347,902",19,"217,000",9,x,38,x,1,x,7,x,10,x,13,"1,708,272","3,766,095",7,"728,862","1,606,866",1,x,363,"41,782",239,701,333,"18,711",53,"3,881",303,"14,830",239,"5,121",196,"2,145",49,"1,713",53,"1,263",123,"2,306",334,"14,943",45,"96,604",23,285,25,"11,320",23,"31,572",38,"53,427",18,"3,219",12,74,17,"2,278",12,867,108,"2,796",17,311,1,x,0,0,0,0,0,0,0,0,2,x,2,x,1,x,9,"1,735",687,"2,761","2,694",67,"53,870,144",629,"1,721","1,692",29,"13,822,781",386,576,559,18,"13,021,293",290,464,443,21,"27,026,070",701,"2,321","2,288",33,"26,692,501",675,"1,265","1,238",26,"13,972,227",470,"1,056","1,049",7,"12,720,274",427,506,499,7,"5,154,583",394,512,497,16,"27,453,804",511,771,755,16,"10,056,876",303,388,384,4,"3,460,468",63,72,x,x,"988,113",548,"2,348","2,334",14,"17,088,173",56,"4,695,054",589,"22,950,513"
46,7,9,17,Grey,279,18,"42,005",7,x,4,x,13,"20,090",0,0,1,x,4,x,5,x,x,2,x,x,1,x,162,"21,147",108,268,148,"9,520",39,"3,436",127,"6,084",106,"3,147",78,848,39,"1,514",23,785,54,"1,235",151,"6,977",21,"28,375",9,61,10,"4,492",10,"8,197",19,"15,625",7,"2,158",6,62,7,"1,696",5,400,40,"1,998",4,15,1,x,0,0,0,0,0,0,0,0,2,x,1,x,1,x,3,875,259,992,967,26,"19,272,229",234,606,598,9,"5,110,563",149,227,218,9,"5,271,324",110,160,151,9,"8,890,342",267,777,763,14,"8,633,822",258,441,x,x,"4,754,730",173,336,x,x,"3,879,092",173,205,x,x,"2,201,596",144,180,174,7,"8,522,832",197,280,268,13,"3,818,611",133,171,x,x,"1,746,470",36,39,39,0,"725,377",208,796,791,5,"5,196,997",8,"376,300",217,"6,448,128"
46,7,9,24,Portage la Prairie,460,29,"305,897",12,x,5,x,25,x,1,x,6,"32,262",6,x,8,x,x,5,x,x,0,0,201,"20,635",131,433,185,"9,191",14,445,176,"8,746",133,"1,974",118,"1,297",10,199,30,478,69,"1,071",183,"7,966",24,"68,229",14,224,15,"6,828",13,"23,375",19,"37,802",11,"1,061",6,12,10,582,7,467,68,798,13,296,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,6,860,428,"1,769","1,727",42,"34,597,915",395,"1,115","1,094",21,"8,712,218",237,350,341,9,"7,749,969",180,305,292,12,"18,135,728",434,"1,544","1,524",20,"18,058,679",417,824,x,x,"9,217,497",297,721,x,x,"8,841,182",254,302,x,x,"2,952,987",250,332,323,9,"18,930,972",314,491,487,4,"6,238,265",170,218,x,x,"1,713,998",27,33,x,x,"262,736",340,"1,552","1,542",9,"11,891,176",48,"4,318,754",372,"16,502,385"
46,7,10,0,Division No. 10,455,29,"310,680",13,"85,276",10,"56,961",24,"168,443",0,0,5,"58,500",4,x,13,"680,762","1,500,823",7,"940,739","2,073,974",0,0,82,"9,796",40,94,69,"3,968",17,693,56,"3,275",54,"1,136",35,298,14,348,16,490,33,"1,563",77,"3,035",34,"130,877",22,386,21,"21,362",20,"45,960",29,"63,169",7,194,6,8,7,80,5,106,27,610,5,659,1,x,3,"21,694",0,0,0,0,0,0,0,0,1,x,1,x,8,"1,160",429,"1,587","1,555",32,"37,490,552",393,977,966,11,"7,322,074",203,239,233,6,"5,979,023",256,371,356,15,"24,189,455",427,"1,466","1,448",18,"19,082,790",409,795,783,12,"8,305,663",324,670,664,6,"10,777,127",261,327,x,x,"3,742,350",307,385,372,13,"26,686,035",326,440,434,6,"7,805,989",89,107,104,3,"916,623",15,19,19,0,"120,221",349,"1,016","1,007",9,"12,523,864",30,"785,811",379,"20,024,121"
46,7,10,35,Macdonald,304,14,x,6,x,3,x,12,x,0,0,2,x,4,x,10,"585,410","1,290,608",4,x,x,0,0,52,"6,973",29,x,44,"2,713",10,471,36,"2,242",36,879,26,x,9,268,4,x,16,x,49,"1,839",17,x,10,x,9,"14,227",8,x,12,x,3,29,3,x,3,12,3,x,11,79,3,x,0,0,3,"21,694",0,0,0,0,0,0,0,0,0,0,1,x,3,x,284,"1,029","1,005",25,"24,623,939",257,638,x,x,"4,697,904",134,153,x,x,"3,879,734",170,238,x,x,"16,046,301",285,920,x,x,"11,779,935",273,483,471,12,"5,129,615",214,436,x,x,"6,650,320",166,205,x,x,"2,222,126",205,248,x,x,"16,802,272",217,290,287,4,"5,006,715",59,70,67,3,"502,674",11,12,12,0,x,227,654,x,x,"7,940,738",19,x,251,"10,280,236"
46,7,10,43,Cartier,107,13,"123,849",6,"14,093",6,"33,901",10,"75,855",0,0,3,x,0,0,3,"95,352","210,215",3,x,x,0,0,21,"1,663",6,12,18,789,7,222,13,567,12,175,5,x,5,80,8,x,12,72,20,615,16,x,11,292,11,x,11,"28,398",16,"42,370",2,x,2,x,2,x,2,x,11,485,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,3,x,103,406,402,4,"9,308,659",97,233,233,0,"1,613,443",56,72,x,x,"1,822,420",66,101,x,x,"5,872,796",101,409,406,3,"5,433,673",98,236,236,0,"2,458,301",81,173,170,3,"2,975,372",68,91,x,x,"1,164,897",79,109,x,x,"7,491,946",82,119,x,x,"1,978,114",21,27,27,0,x,2,x,x,0,x,87,255,x,x,"3,341,678",5,x,88,"7,277,549"
46,7,10,52,St. Franáois Xavier,44,2,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"1,160",5,x,7,466,0,0,7,466,6,82,4,76,0,0,4,6,5,x,8,581,1,x,1,x,1,x,1,x,1,x,2,x,1,x,2,x,0,0,5,46,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,42,152,149,3,"3,557,954",39,106,x,x,"1,010,727",13,14,14,0,"276,869",20,32,x,x,"2,270,358",41,137,x,x,"1,869,182",38,76,76,0,"717,747",29,61,x,x,"1,151,435",27,31,31,0,"355,327",23,28,x,x,"2,391,817",27,31,x,x,"821,160",9,10,10,0,x,2,x,x,0,x,35,107,107,0,"1,241,448",6,x,40,"2,466,336"
46,9,11,0,Division No. 11,170,7,"1,069",5,980,1,x,4,x,0,0,1,x,3,16,4,"4,297","9,473",2,x,x,1,x,29,"1,966",21,31,28,964,4,100,26,864,18,173,14,79,3,x,6,x,10,85,27,713,8,"11,215",5,104,5,"1,621",4,"4,075",6,"5,415",5,215,4,14,4,x,2,x,23,239,4,24,1,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,16,"1,135",138,384,376,8,"5,626,608",123,283,279,4,"1,913,368",39,63,x,x,"1,698,664",31,38,x,x,"2,014,576",141,322,308,14,"3,120,556",134,209,x,x,"2,130,787",66,113,x,x,"989,769",70,79,x,x,"765,089",47,55,x,x,"2,245,355",58,78,78,0,"666,337",34,42,42,0,"287,247",5,7,7,0,"41,291",95,293,293,0,"1,580,299",14,"92,700",108,"4,885,183"
46,9,11,40,Winnipeg,140,7,"1,069",5,980,1,x,4,x,0,0,1,x,3,16,4,"4,297","9,473",2,x,x,1,x,24,"1,400",16,x,23,725,3,x,22,x,14,109,11,x,2,x,4,x,9,x,22,508,7,x,4,x,4,x,3,x,5,x,5,215,4,14,4,x,2,x,20,228,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,15,x,112,309,301,8,"4,094,038",101,234,230,4,"1,543,739",30,51,x,x,"1,398,664",21,24,x,x,"1,151,635",115,249,241,8,"2,396,177",110,166,x,x,"1,656,329",51,83,x,x,"739,848",56,64,x,x,"577,516",33,37,x,x,"1,108,981",41,54,54,0,"381,530",29,34,34,0,x,3,x,x,0,x,73,220,220,0,"903,686",13,x,88,"4,337,472"
46,9,11,42,Headingley,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,566,5,x,5,239,1,x,4,x,4,64,3,x,1,x,2,x,1,x,5,205,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,0,0,3,11,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,26,75,75,0,"1,532,570",22,49,49,0,"369,629",9,12,12,0,"300,000",10,14,14,0,"862,941",26,73,67,6,"724,379",24,43,37,6,"474,458",15,30,30,0,"249,921",14,15,15,0,"187,573",14,18,18,0,"1,136,374",17,24,24,0,"284,807",5,8,8,0,x,2,x,x,0,x,22,73,73,0,"676,613",1,x,20,"547,711"
46,9,12,0,Division No. 12,660,59,"78,685",30,"30,449",13,"6,328",48,"41,908",1,x,10,x,20,361,23,"263,481","580,876",4,x,x,0,0,242,"20,075",158,314,223,"10,190",27,"1,707",199,"8,483",167,"2,490",130,"1,178",26,903,30,409,74,"1,846",225,"5,235",45,"33,225",19,70,21,"2,292",22,"9,222",41,"21,641",16,"1,036",12,43,16,470,15,523,87,678,17,932,0,0,0,0,0,0,2,x,0,0,0,0,2,x,2,x,16,"2,151",632,"2,250","2,214",36,"26,666,041",589,"1,653","1,629",25,"9,509,480",266,357,x,x,"6,591,348",178,239,x,x,"10,565,213",613,"1,501","1,489",13,"12,107,143",574,877,x,x,"7,354,342",368,624,x,x,"4,752,801",335,411,405,6,"3,042,111",384,512,496,17,"12,196,693",465,657,649,8,"4,897,573",307,423,417,6,"2,029,232",36,41,x,x,"516,758",497,"1,837","1,823",14,"7,685,139",21,"211,063",480,"7,659,703"
46,9,12,47,Springfield,366,37,"76,016",18,"29,280",10,"6,229",32,"40,507",1,x,10,x,16,229,16,x,x,4,x,x,0,0,128,"9,779",86,171,116,"3,772",15,"1,039",102,"2,733",90,"1,534",72,697,14,544,13,293,39,"1,653",120,"2,649",22,"21,515",10,47,12,"1,834",12,"7,679",19,"11,955",6,363,5,23,6,152,6,188,62,499,11,659,0,0,0,0,0,0,1,x,0,0,0,0,1,x,2,x,12,"1,885",348,"1,288","1,269",19,"15,540,862",329,977,x,x,"5,344,978",139,184,184,0,"3,387,425",93,127,x,x,"6,808,459",340,848,842,6,"6,935,131",321,494,488,6,"4,283,622",195,354,354,0,"2,651,509",162,209,206,3,"1,597,054",196,263,251,12,"7,468,765",247,343,338,5,"3,036,875",174,250,x,x,"1,121,235",18,23,x,x,"353,000",268,979,x,x,"4,521,962",16,"192,308",266,"4,604,502"
46,9,12,52,Brokenhead,294,22,"2,669",12,"1,169",3,99,16,"1,401",0,0,0,0,4,132,7,x,x,0,0,0,0,0,114,"10,296",72,143,107,"6,418",12,668,97,"5,750",77,956,58,481,12,359,17,116,35,193,105,"2,586",23,"11,710",9,23,9,458,10,"1,543",22,"9,686",10,673,7,20,10,318,9,335,25,179,6,273,0,0,0,0,0,0,1,x,0,0,0,0,1,x,0,0,4,266,284,961,945,17,"11,125,179",260,676,x,x,"4,164,502",127,174,x,x,"3,203,923",85,112,x,x,"3,756,754",273,653,646,7,"5,172,012",253,383,x,x,"3,070,720",173,270,x,x,"2,101,292",173,202,199,3,"1,445,057",188,249,245,5,"4,727,928",218,314,311,3,"1,860,698",133,173,x,x,"907,997",18,18,x,x,"163,758",229,858,x,x,"3,163,177",5,"18,755",214,"3,055,201"
46,11,13,0,Division No. 13,539,47,"34,410",24,x,9,x,37,"31,296",0,0,8,72,23,x,14,"5,243","11,559",6,741,"1,634",0,0,158,"12,051",96,231,139,"5,265",22,"1,175",122,"4,090",113,"1,930",86,924,19,638,16,368,53,721,143,"3,904",25,"36,858",15,202,16,"4,525",11,"12,332",23,"19,799",18,"1,321",14,28,17,582,16,711,65,358,17,242,3,73,1,x,0,0,4,550,0,0,0,0,3,45,6,970,16,587,504,"1,664","1,644",20,"22,972,300",460,"1,217","1,205",12,"7,343,064",197,244,241,3,"5,233,108",148,203,198,5,"10,396,128",484,"1,261","1,230",31,"11,543,333",457,714,x,x,"6,460,249",284,547,x,x,"5,083,084",279,355,339,16,"3,164,014",277,383,374,9,"11,382,479",348,495,485,10,"4,165,979",208,279,x,x,"1,422,383",20,24,24,0,"234,343",387,"1,393",x,x,"7,022,639",27,"225,840",386,"6,592,643"
46,11,13,32,East St. Paul,19,1,x,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,1,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,43,0,"364,500",17,35,35,0,"224,500",2,x,x,0,x,2,x,x,0,x,10,20,20,0,"174,000",10,12,12,0,"96,000",3,8,8,0,"78,000",13,14,14,0,"159,003",4,6,6,0,"146,000",4,5,5,0,"21,400",2,x,x,0,x,0,0,0,0,0,11,26,26,0,"96,400",3,x,10,"155,500"
46,11,13,37,West St. Paul,30,4,x,2,x,1,x,2,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,7,968,4,15,7,466,3,x,6,x,5,230,3,x,2,x,0,0,5,64,7,193,0,0,0,0,0,0,0,0,0,0,4,425,3,3,4,157,4,265,4,x,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,26,79,79,0,"1,803,479",19,48,48,0,"215,329",14,x,x,0,x,9,x,x,0,x,28,68,x,x,"731,708",24,34,x,x,"318,811",18,34,34,0,"412,897",14,16,x,x,"166,150",15,21,21,0,"896,763",17,23,23,0,"268,488",11,x,x,0,x,2,x,x,0,x,20,74,74,0,"614,331",0,0,18,"269,031"
