PROV ,CAR,CD,CCS,GEO NAMES,ntotfcap,totfcap,nvalulb,valulb,nvlbown,vlbown,nvlbrnt,vlbrnt,nvallvsk,vallvsk,nvalmch,valmch,ncap1,ncap2,ncap3,ncap4,ncap5,ncap6,ncap7,ncap8,ncap9,ntotexp,totexp,nfertpd,fertpd,nchempd,chempd,nseedpd,seedpd,nfeedpd,feedpd,ncostfd,costfd,nlvstpd,lvstpd,nvetser,vetser,ncustwrk,custwrk,ntcshwge,tcshwge,ncshwgef,cshwgef,ncshwgnf,cshwgnf,nfuel,fuel,nrepmch,repmch,nrntmch,rntmch,nrepbldg,repbldg,nrntexp,rntexp,nutilexp,utilexp,ntotint,totint,nothexp,othexp,nsalesxfp,salesxfp,nsale1,nsale2,nsale3,nsale4,nsale5,nsale6,nsale7,nsale8,nsale9,ntype0,ntype1,ntype2,ntype3,ntype4,ntype5,ntype6,ntype7,ntype8,ntype9,ntype10,ntype11,ntype12,nnaic1,nnaic2,nnaic3,nnaic4,nnaic5,nnaic6,nnaic7,nnaic8,nnaic9,nnaic10,ntotlab,totlab,npdlbyr,pdlbyr,npdlbsl,pdlbsl
35,2,31,30,Perth East,956,"933,308,116",956,"749,780,132",919,"602,242,352",317,"147,537,780",778,"74,961,446",956,"108,566,538",1,7,40,108,160,348,130,66,96,956,"141,033,737",735,"4,267,660",647,"2,889,247",794,"4,196,167",745,"32,147,963",214,"2,328,384",558,"31,125,311",685,"4,070,349",756,"6,359,215",404,"9,019,040",300,"6,005,316",208,"3,013,724",900,"4,907,201",881,"5,534,427",142,"685,081",771,"3,477,402",311,"4,230,997",858,"3,661,168",671,"11,820,327",903,"12,642,182",956,171669535,18,28,56,160,125,148,221,125,75,938,204,141,169,43,3,213,29,0,65,56,3,12,340,170,43,26,82,218,3,0,13,43,404,"20,245",226,"16,766",228,"3,479"
35,2,31,40,North Perth,581,"614,694,578",581,"488,310,111",562,"389,065,891",191,"99,244,220",491,"53,817,863",581,"72,566,604",2,4,17,70,91,201,98,31,67,581,"134,849,627",466,"3,308,113",398,"2,090,830",476,"2,668,852",465,"32,663,133",140,"1,162,029",340,"35,068,705",445,"3,177,667",456,"9,759,398",267,"8,353,235",201,"4,433,613",138,"3,919,622",562,"4,076,136",552,"4,695,175",95,"607,250",500,"2,589,661",166,"2,131,277",551,"2,966,428",426,"10,221,527",552,"10,472,240",581,160896707,14,12,34,77,70,81,157,79,57,567,167,120,69,32,4,124,7,1,25,13,1,4,282,71,32,6,29,128,1,1,3,14,267,"19,527",156,"16,643",159,"2,884"
35,1,32,0,Oxford County,"2,104","2,703,747,784","2,104","2,236,012,256","2,022","1,718,872,698",793,"517,139,558","1,437","159,937,332","2,104","307,798,196",11,14,87,275,278,606,308,174,351,"2,104","471,255,831","1,693","19,307,230","1,478","14,117,327","1,667","15,336,882","1,368","89,392,305",392,"6,076,561",928,"63,920,472","1,320","11,298,030","1,543","24,310,780","1,098","55,044,099",810,"24,834,458",652,"30,209,641","2,015","18,292,270","1,967","20,903,178",487,"4,475,216","1,721","9,792,677",762,"16,017,389","1,950","14,736,449","1,441","38,851,407","1,995","55,460,120","2,104",556129845,77,54,125,292,225,243,492,344,252,2027,435,225,213,103,15,535,168,29,165,70,38,31,647,216,103,29,163,557,42,30,49,191,"1,098","119,469",638,"84,373",654,"35,096"
35,1,32,2,Norwich,536,"573,303,622",536,"468,417,285",504,"361,453,965",195,"106,963,320",305,"31,848,577",536,"73,037,760",2,4,39,77,79,158,72,38,67,536,"98,155,145",440,"5,382,960",376,"4,112,711",418,"3,779,987",281,"13,292,430",83,"1,873,860",194,"14,934,623",281,"1,866,539",385,"4,491,200",284,"14,312,237",193,"5,763,996",194,"8,548,241",523,"4,918,544",498,"4,526,122",123,"1,342,879",423,"2,203,158",186,"3,102,088",494,"2,511,641",355,"7,236,449",512,"10,141,577",536,117735471,20,13,41,71,53,53,139,96,50,516,78,55,48,13,2,125,107,7,53,20,8,0,128,49,13,8,45,128,9,7,24,105,284,"31,076",135,"14,908",205,"16,168"
35,1,32,12,South-West Oxford,377,"555,256,820",377,"459,890,913",365,"355,916,471",146,"103,974,442",271,"33,637,030",377,"61,728,877",0,2,19,50,52,99,40,33,82,377,"126,286,033",304,"3,881,067",254,"2,502,176",294,"2,899,504",271,"27,160,039",79,"1,239,549",185,"14,007,832",257,"2,885,078",276,"3,407,048",177,"14,984,880",132,"4,012,765",99,"10,972,115",357,"4,043,989",347,"5,870,439",98,"1,128,438",308,"2,333,519",151,"4,160,684",348,"5,717,300",268,"11,527,108",349,"19,776,932",377,142570300,18,9,17,54,41,50,76,62,50,359,88,36,39,16,4,100,17,7,28,14,6,4,123,39,16,5,35,105,7,7,1,21,177,"31,792",113,"28,814",92,"2,978"
35,1,32,27,Zorra,533,"733,204,031",533,"607,691,227",515,"467,507,051",214,"140,184,176",395,"45,421,787",533,"80,091,017",4,2,7,65,64,140,97,60,94,533,"114,061,982",437,"4,827,664",392,"3,408,360",443,"4,117,370",384,"22,068,744",106,"1,501,474",254,"17,575,291",369,"3,212,989",416,"4,984,815",304,"11,234,838",228,"6,862,978",179,"4,371,860",508,"4,192,598",504,"4,761,651",131,"958,110",449,"2,505,401",201,"4,060,782",504,"2,981,780",386,"9,998,164",512,"13,173,425",533,138868026,16,13,22,68,46,65,139,86,78,517,139,46,69,41,4,140,10,5,30,12,10,11,184,69,41,8,28,147,10,6,8,16,304,"24,413",200,"20,888",164,"3,525"
35,1,32,38,East Zorra-Tavistock,301,"423,179,618",301,"353,235,830",293,"283,436,560",105,"69,799,270",235,"26,825,846",301,"43,117,942",3,1,5,25,32,104,53,24,54,301,"73,310,764",243,"2,133,962",217,"1,529,512",242,"1,936,755",224,"17,883,411",62,"1,047,380",152,"8,040,118",216,"2,212,896",229,"9,335,149",164,"6,747,189",134,"4,457,264",87,"2,289,925",290,"2,390,294",287,"2,982,693",56,"369,348",256,"1,366,297",107,"2,061,474",281,"1,899,829",223,"6,056,345",282,"6,365,492",301,88730426,5,5,14,32,38,36,78,54,39,296,91,28,36,22,0,67,5,8,15,11,3,10,114,38,22,2,24,68,3,8,4,13,164,"15,055",102,"10,965",83,"4,090"
35,1,32,45,Blandford-Blenheim,357,"418,803,693",357,"346,777,001",345,"250,558,651",133,"96,218,350",231,"22,204,092",357,"49,822,600",2,5,17,58,51,105,46,19,54,357,"59,441,907",269,"3,081,577",239,"2,564,568",270,"2,603,266",208,"8,987,681",62,"414,298",143,"9,362,608",197,"1,120,528",237,"2,092,568",169,"7,764,955",123,"3,737,455",93,"4,027,500",337,"2,746,845",331,"2,762,273",79,"676,441",285,"1,384,302",117,"2,632,361",323,"1,625,899",209,"4,033,341",340,"6,002,694",357,68225622,18,14,31,67,47,39,60,46,35,339,39,60,21,11,5,103,29,2,39,13,11,6,98,21,11,6,31,109,13,2,12,36,169,"17,133",88,"8,798",110,"8,335"
35,1,34,0,Elgin County,"1,608","1,582,995,090","1,608","1,318,946,814","1,538","950,456,152",618,"368,490,662",778,"54,876,517","1,608","209,171,759",11,26,124,335,241,396,189,113,173,"1,608","219,852,482","1,300","17,526,605","1,169","12,319,565","1,269","12,114,944",736,"20,555,161",189,"1,327,265",486,"23,881,346",662,"3,368,130","1,029","8,585,929",727,"33,827,811",462,"12,942,063",482,"20,885,748","1,522","12,187,553","1,492","11,673,362",352,"1,799,735","1,173","4,904,359",518,"9,070,755","1,435","5,657,417","1,040","15,033,162","1,524","27,346,648","1,608",262605470,66,53,149,255,215,235,330,192,113,1542,118,138,51,26,13,684,192,41,141,42,60,36,245,52,27,21,122,704,66,41,45,219,727,"72,988",309,"31,660",548,"41,328"
35,1,34,5,Bayham,228,"191,953,432",228,"159,767,655",217,"108,969,455",71,"50,798,200",77,"3,903,311",228,"28,282,466",2,7,24,53,42,55,19,10,16,228,"26,404,742",189,"2,863,736",165,"1,602,812",176,"1,402,932",69,"739,332",18,"84,853",49,"1,103,254",75,"298,818",146,"1,243,240",107,"5,885,894",63,"1,941,320",81,"3,944,574",216,"1,863,273",212,"1,528,863",60,"220,597",169,"666,630",65,"1,191,591",198,"747,910",146,"1,869,463",213,"3,176,397",228,31213979,9,13,23,37,33,20,53,29,11,219,13,11,1,2,2,71,60,9,19,2,22,7,20,1,2,1,16,76,22,9,9,63,107,"13,261",35,"3,155",92,"10,106"
35,1,34,10,Malahide,419,"428,222,440",419,"348,756,857",396,"277,853,115",169,"70,903,742",223,"21,996,462",419,"57,469,121",4,2,22,85,57,110,64,29,46,419,"71,030,564",325,"4,098,399",289,"3,144,349",334,"2,401,064",218,"9,511,121",56,"536,737",156,"10,710,736",200,"1,302,218",273,"2,792,487",244,"10,998,991",157,"4,032,317",164,"6,966,674",404,"3,778,805",382,"3,499,607",95,"437,218",316,"1,568,784",139,"1,774,253",375,"1,880,241",267,"5,182,591",396,"7,949,700",419,86492688,11,9,18,63,43,60,107,73,35,408,61,30,21,10,2,120,76,10,33,20,15,10,89,22,10,9,32,122,17,10,12,85,244,"25,277",99,"10,441",191,"14,836"
35,1,34,20,Central Elgin,240,"271,600,503",240,"230,432,525",228,"153,560,825",112,"76,871,700",105,"5,250,087",240,"35,917,891",1,4,8,41,32,75,23,28,28,240,"35,791,433",198,"3,168,221",186,"2,352,909",195,"2,680,436",98,"1,756,682",20,"86,608",60,"1,813,826",85,"547,709",158,"1,229,070",125,"6,665,817",85,"2,821,530",84,"3,844,287",227,"2,153,111",221,"2,081,466",63,"450,042",179,"785,136",87,"2,391,791",216,"964,370",148,"2,089,248",230,"4,661,599",240,43043806,7,8,24,29,27,39,53,30,23,233,23,11,4,3,2,104,22,7,34,3,15,5,31,4,3,0,24,106,17,7,15,26,125,"13,950",63,"6,338",91,"7,612"
35,1,34,24,Southwold,238,"278,070,503",238,"236,178,574",228,"161,658,154",86,"74,520,420",133,"9,745,615",238,"32,146,314",2,4,15,45,49,47,22,20,34,238,"37,540,606",190,"2,455,308",172,"1,868,901",182,"2,499,464",129,"4,010,869",32,"202,899",65,"4,010,945",107,"621,831",165,"1,306,907",87,"5,599,550",55,"2,093,925",56,"3,505,625",227,"1,815,126",226,"1,901,362",47,"347,810",178,"761,858",82,"1,869,689",216,"832,314",157,"2,124,627",228,"5,514,045",238,44393391,11,9,25,46,39,32,37,20,19,227,17,31,7,4,2,124,4,7,21,3,1,6,47,7,4,3,18,127,2,7,4,8,87,"10,372",44,"6,188",59,"4,184"
35,1,34,30,Dutton/Dunwich,222,"203,204,923",222,"168,596,400",212,"114,995,700",96,"53,600,700",122,"9,131,453",222,"25,477,070",1,2,15,61,30,50,27,8,28,222,"23,313,915",183,"2,149,905",166,"1,441,644",176,"1,461,923",113,"2,218,849",29,"258,986",78,"3,746,637",104,"270,546",145,"1,151,635",75,"1,337,741",47,"662,241",43,"675,500",207,"1,127,922",203,"1,280,330",36,"139,538",161,"584,559",73,"1,006,154",194,"544,305",150,"1,874,599",214,"2,977,628",222,27171837,10,4,32,37,32,41,30,23,13,212,4,31,11,3,2,124,6,4,18,5,3,1,34,11,3,5,16,127,3,4,0,9,75,"3,036",29,"1,462",51,"1,574"
35,1,34,42,West Elgin,261,"209,943,289",261,"175,214,803",257,"133,418,903",84,"41,795,900",118,"4,849,589",261,"29,878,897",1,7,40,50,31,59,34,18,21,261,"25,771,222",215,"2,791,036",191,"1,908,950",206,"1,669,125",109,"2,318,308",34,"157,182",78,"2,495,948",91,"327,008",142,"862,590",89,"3,339,818",55,"1,390,730",54,"1,949,088",241,"1,449,316",248,"1,381,734",51,"204,530",170,"537,392",72,"837,277",236,"688,277",172,"1,892,634",243,"3,067,279",261,30289769,18,10,27,43,41,43,50,17,12,243,0,24,7,4,3,141,24,4,16,9,4,7,24,7,5,3,16,146,5,4,5,28,89,"7,092",39,"4,076",64,"3,016"
35,1,36,0,Chatham-Kent Division,"2,352","2,398,770,451","2,352","2,007,944,842","2,230","1,424,279,412","1,051","583,665,430",553,"39,344,920","2,352","351,480,689",17,29,179,408,296,647,329,139,308,"2,352","355,022,362","2,126","31,560,856","2,006","20,985,915","2,085","31,526,030",498,"24,245,933",106,"1,429,331",367,"34,034,225",452,"1,966,272","1,459","34,579,187",927,"40,888,141",645,"14,711,306",515,"26,176,835","2,222","16,840,301","2,184","18,763,901",490,"2,916,278","1,680","6,231,518",739,"17,203,355","2,144","7,452,917","1,554","24,094,225","2,217","41,733,308","2,352",439758272,53,48,127,414,446,448,462,210,144,2299,10,60,122,19,34,1651,78,27,71,13,145,69,71,126,19,3,40,1691,148,27,42,132,927,"82,992",383,"43,890",689,"39,102"
35,1,36,20,Chatham-Kent,"2,352","2,398,770,451","2,352","2,007,944,842","2,230","1,424,279,412","1,051","583,665,430",553,"39,344,920","2,352","351,480,689",17,29,179,408,296,647,329,139,308,"2,352","355,022,362","2,126","31,560,856","2,006","20,985,915","2,085","31,526,030",498,"24,245,933",106,"1,429,331",367,"34,034,225",452,"1,966,272","1,459","34,579,187",927,"40,888,141",645,"14,711,306",515,"26,176,835","2,222","16,840,301","2,184","18,763,901",490,"2,916,278","1,680","6,231,518",739,"17,203,355","2,144","7,452,917","1,554","24,094,225","2,217","41,733,308","2,352",439758272,53,48,127,414,446,448,462,210,144,2299,10,60,122,19,34,1651,78,27,71,13,145,69,71,126,19,3,40,1691,148,27,42,132,927,"82,992",383,"43,890",689,"39,102"
35,1,37,0,Essex County,"1,789","1,939,358,469","1,789","1,653,683,413","1,721","1,215,500,649",687,"438,182,764",338,"15,809,267","1,789","269,865,789",13,30,152,394,253,424,189,91,243,"1,789","408,578,213","1,534","26,675,630","1,496","17,395,897","1,510","33,619,280",283,"6,910,100",64,"385,562",170,"5,370,193",249,"1,147,108",936,"16,828,487",743,"98,066,461",521,"24,192,588",472,"73,873,873","1,708","55,239,456","1,636","17,693,336",382,"4,023,828","1,136","7,378,963",480,"10,386,179","1,568","11,934,062","1,037","22,993,365","1,660","72,915,868","1,789",470768851,72,79,187,362,296,227,231,139,196,1717,22,31,26,19,28,1070,28,96,273,6,105,13,52,27,19,4,51,1103,116,96,221,28,743,"195,657",384,"111,919",559,"83,738"
35,1,37,3,Leamington,379,"556,168,544",379,"481,103,557",364,"404,292,057",132,"76,811,500",54,"3,529,059",379,"71,535,928",3,9,18,65,48,77,52,24,83,379,"197,497,607",341,"10,510,896",315,"5,286,868",330,"16,638,821",45,"952,920",8,"121,088",29,"1,619,098",32,"118,546",200,"8,439,270",228,"53,883,110",160,"11,098,370",181,"42,784,740",368,"30,966,055",357,"7,825,932",117,"1,620,568",259,"3,598,472",94,"3,085,771",351,"6,082,295",254,"9,178,567",360,"37,690,418",379,228921989,10,11,28,48,44,40,48,40,110,369,2,4,10,3,2,129,9,19,138,3,47,3,6,10,3,0,8,131,55,19,131,6,228,"108,064",146,"64,542",181,"43,522"
35,1,37,13,Kingsville,345,"387,624,562",345,"336,076,736",333,"270,777,086",104,"65,299,650",61,"2,666,349",345,"48,881,477",3,7,43,83,50,67,32,14,46,345,"113,827,601",300,"7,296,943",297,"3,920,892",283,"9,447,897",47,"815,793",11,"24,151",34,"667,069",44,"115,152",175,"4,028,458",161,"29,162,067",106,"7,051,593",113,"22,110,474",332,"18,150,017",312,"3,548,269",69,"1,172,946",202,"1,937,402",85,"1,646,655",303,"3,336,564",199,"6,829,292",321,"21,752,185",345,129168261,12,22,41,66,60,27,40,35,42,333,3,9,6,0,7,167,5,47,68,1,17,3,12,6,0,0,9,175,18,47,60,6,161,"57,643",87,"32,248",119,"25,395"
35,1,37,16,Essex,256,"258,455,594",256,"220,426,085",244,"139,965,285",108,"80,460,800",63,"1,470,988",256,"36,558,521",0,5,20,59,41,67,19,13,32,256,"27,755,548",209,"2,510,519",206,"2,366,986",209,"2,110,453",59,"617,608",19,"45,610",28,"295,074",56,"300,566",135,"1,449,116",92,"4,962,957",56,"1,041,064",62,"3,921,893",246,"2,240,305",236,"1,926,717",38,"196,644",155,"474,949",79,"1,645,437",216,"656,140",141,"2,011,327",232,"3,990,750",256,32015188,15,9,26,55,46,36,35,16,18,241,7,5,2,2,5,154,5,16,24,0,19,2,11,2,2,2,12,161,21,16,10,4,92,"9,674",36,"2,916",75,"6,758"
35,1,37,28,Amherstburg,159,"139,106,159",159,"117,165,210",152,"68,511,000",67,"48,654,210",43,"1,567,471",159,"20,373,478",2,0,9,47,24,45,13,6,13,159,"17,636,337",131,"1,254,881",128,"1,014,274",130,"948,435",30,"1,316,160",9,"70,717",18,"1,070,401",28,"134,452",95,"633,499",54,"3,414,401",36,"1,364,383",28,"2,050,018",145,"732,131",146,"926,758",28,"161,524",102,"299,435",47,"1,172,188",133,"500,045",92,"1,007,498",151,"3,050,255",159,19184422,5,5,24,42,26,19,20,10,8,154,3,0,3,7,1,114,5,5,11,0,5,0,3,3,7,1,5,116,5,5,4,5,54,"7,001",23,"4,425",36,"2,576"
35,1,37,34,LaSalle,59,"44,629,787",59,"37,807,600",55,"21,066,000",24,"16,741,600",8,"439,836",59,"6,382,351",0,0,16,13,12,6,3,3,6,59,"5,406,672",46,"373,813",48,"387,246",52,"277,307",8,"52,125",2,x,5,"154,500",6,"53,117",20,"263,798",17,"1,931,972",10,x,12,x,55,"311,910",52,"346,562",9,"49,109",37,"114,026",14,"192,417",44,"112,481",20,"130,109",49,"656,180",59,5727668,9,7,9,13,5,6,6,2,2,50,0,1,0,0,0,31,1,3,7,0,6,1,1,0,0,0,2,31,6,3,5,2,17,"2,978",8,730,12,"2,248"
35,1,37,48,Tecumseh,90,"108,332,003",90,"89,997,357",86,"55,378,757",41,"34,618,600",25,"2,565,091",90,"15,769,555",0,3,8,18,6,25,12,4,14,90,"9,239,239",78,"849,062",78,"747,504",83,"614,866",19,"1,034,398",2,x,14,"498,600",20,"60,038",53,"430,692",31,"1,013,834",23,x,15,x,83,"523,565",77,"520,538",20,"207,896",56,"234,829",25,"549,548",79,"231,502",41,"413,134",80,"1,309,233",90,11264259,5,4,12,18,15,14,11,5,6,85,2,4,3,1,0,63,0,1,9,0,1,1,6,3,1,0,5,63,1,1,4,1,31,"1,823",14,"1,342",21,481
35,1,37,64,Lakeshore,501,"445,041,820",501,"371,106,868",487,"255,510,464",211,"115,596,404",84,"3,570,473",501,"70,364,479",5,6,38,109,72,137,58,27,49,501,"37,215,209",429,"3,879,516",424,"3,672,127",423,"3,581,501",75,"2,121,096",13,"46,796",42,"1,065,451",63,"365,237",258,"1,583,654",160,"3,698,120",130,"2,292,163",61,"1,405,957",479,"2,315,473",456,"2,598,560",101,"615,141",325,"719,850",136,"2,094,163",442,"1,015,035",290,"3,423,438",467,"4,466,847",501,44487064,16,21,47,120,100,85,71,31,10,485,5,8,2,6,13,412,3,5,16,2,10,3,13,3,6,1,10,426,10,5,7,4,160,"8,474",70,"5,716",115,"2,758"
35,1,38,0,Lambton County,"2,427","2,320,498,969","2,427","1,919,398,866","2,327","1,423,014,219","1,002","496,384,647","1,125","84,121,722","2,427","316,978,381",9,35,170,465,369,647,315,157,260,"2,427","271,785,557","2,058","18,892,361","1,950","16,207,706","2,011","14,279,757","1,028","37,013,024",273,"4,034,439",683,"42,831,363",916,"3,478,915","1,495","10,042,875",884,"21,777,364",654,"13,497,682",432,"8,279,682","2,316","13,102,701","2,252","14,128,814",438,"2,601,258","1,761","5,332,074",749,"11,737,185","2,212","6,930,331","1,627","23,985,703","2,274","29,444,126","2,427",321690461,81,66,205,460,476,356,466,186,131,2346,70,213,151,72,49,1518,29,24,133,31,23,33,279,152,72,23,113,1570,30,24,27,56,884,"45,015",434,"32,325",561,"12,690"
35,1,38,3,St. Clair,544,"432,405,088",544,"355,415,746",512,"247,449,866",233,"107,965,880",204,"10,519,988",544,"66,469,354",2,9,46,146,79,134,55,27,46,544,"43,794,508",461,"3,330,560",450,"3,027,825",447,"2,707,242",194,"4,119,886",52,"496,453",125,"7,885,943",170,"627,863",342,"1,902,815",147,"2,541,303",103,"1,650,037",75,"891,266",516,"2,224,999",508,"2,499,143",82,"596,582",365,"874,751",174,"1,998,259",482,"1,047,442",329,"3,501,550",509,"4,908,345",544,50586305,23,20,57,129,117,77,84,22,15,521,2,41,11,4,13,403,3,1,28,5,3,7,42,11,4,6,25,416,4,1,3,9,147,"5,429",57,"3,522",104,"1,907"
35,1,38,7,Dawn-Euphemia,321,"311,537,630",321,"262,087,237",309,"177,433,762",156,"84,653,475",147,"7,954,861",321,"41,495,532",1,4,19,56,64,83,47,21,26,321,"32,335,912",282,"3,588,072",257,"2,716,888",274,"1,712,025",134,"2,273,023",31,"455,582",88,"4,228,449",116,"224,106",207,"1,665,352",95,"1,311,027",68,"913,618",40,"397,409",312,"1,988,082",306,"2,204,429",61,"335,116",237,"587,988",89,"2,221,972",293,"777,177",230,"3,056,372",303,"3,445,834",321,36898762,5,3,26,52,71,55,78,23,8,316,2,32,14,4,6,218,9,0,14,7,3,7,34,14,4,0,18,224,3,0,3,16,95,"3,875",41,"2,580",64,"1,295"
35,1,38,15,Brooke-Alvinston,265,"279,720,317",265,"229,785,288",253,"174,306,688",117,"55,478,600",119,"11,002,020",265,"38,933,009",1,5,19,39,30,67,44,27,33,265,"31,408,573",225,"2,361,692",217,"1,890,338",230,"1,566,686",104,"4,892,174",29,"570,952",76,"5,722,755",95,"292,590",162,"1,239,415",98,"1,629,217",75,"946,393",42,"682,824",253,"1,500,925",238,"1,469,324",45,"291,790",188,"576,869",80,"1,359,237",243,"778,105",192,"2,691,883",239,"3,145,573",265,37626872,9,6,16,46,43,49,58,20,18,256,7,22,15,6,5,186,2,0,11,1,0,1,28,15,6,2,9,192,0,0,1,3,98,"4,062",51,"3,147",56,915
35,1,38,16,Enniskillen,338,"279,585,388",338,"230,447,783",329,"189,505,305",116,"40,942,478",150,"9,065,386",338,"40,072,219",1,3,20,70,52,104,47,13,28,338,"27,276,546",286,"1,844,156",263,"1,685,935",268,"1,186,271",145,"3,309,693",43,"573,527",87,"4,011,358",129,"333,711",203,"1,442,913",118,"2,188,472",87,"1,349,348",47,"839,124",323,"1,482,551",312,"1,626,137",62,"290,449",248,"562,679",77,"605,274",305,"758,754",218,"2,802,450",326,"3,145,743",338,31287281,10,12,26,81,79,61,45,13,11,328,5,46,10,5,5,228,1,0,20,4,0,4,50,10,5,3,17,233,0,0,3,7,118,"4,645",53,"3,313",75,"1,332"
35,1,38,30,Sarnia,119,"117,799,869",119,"100,561,224",116,"62,583,400",45,"37,977,824",48,"2,802,544",119,"14,436,101",0,2,12,24,19,36,8,5,13,119,"13,547,603",90,"673,331",89,"623,601",94,"920,905",48,"1,510,574",14,"298,780",30,"1,647,725",42,"173,629",64,"362,085",45,"2,470,737",37,"1,350,334",27,"1,120,403",109,"765,500",111,"575,565",26,"128,111",86,"283,753",43,"881,352",110,"319,721",63,"544,477",108,"1,666,537",119,15947889,7,4,15,25,16,20,13,12,7,112,5,4,4,2,7,66,1,1,16,1,1,4,9,4,2,1,9,73,2,1,7,4,45,"3,999",28,"3,363",26,636
35,1,38,35,Plympton-Wyoming,322,"293,576,021",322,"237,914,909",318,"196,630,509",108,"41,284,400",171,"16,685,797",322,"38,975,315",0,3,24,60,60,77,42,16,40,322,"38,863,143",278,"1,994,641",261,"1,622,191",269,"1,533,666",155,"6,232,653",42,"886,721",103,"9,345,731",147,"619,149",197,"982,530",148,"2,942,894",103,"1,911,756",73,"1,031,138",307,"1,578,093",297,"1,933,397",43,"154,267",241,"763,292",93,"837,570",294,"984,619",222,"3,631,912",305,"3,706,538",322,46970939,15,11,28,54,61,36,73,25,19,307,20,27,25,17,6,176,2,4,19,6,0,5,47,25,17,4,17,183,0,4,3,7,148,"6,401",73,"4,931",89,"1,470"
35,1,38,40,Lambton Shores,245,"318,113,438",245,"267,911,988",233,"191,395,888",105,"76,516,100",117,"11,107,784",245,"39,093,666",1,5,17,26,32,73,31,21,39,245,"41,555,759",205,"3,018,179",200,"2,823,866",206,"2,676,998",100,"5,566,906",23,"256,982",64,"3,442,082",87,"613,777",155,"1,190,217",120,"5,349,797",94,"3,284,238",73,"2,065,559",236,"1,808,569",225,"2,054,503",57,"599,667",186,"879,606",93,"2,322,753",226,"1,105,794",173,"3,666,105",230,"4,436,940",245,50973632,8,5,17,29,39,26,67,32,22,237,13,17,24,7,2,123,5,13,12,4,15,2,31,24,7,3,8,125,20,13,4,2,120,"9,458",71,"6,825",76,"2,633"
35,1,38,43,Warwick,273,"287,761,218",273,"235,274,691",257,"183,708,801",122,"51,565,890",169,"14,983,342",273,"37,503,185",3,4,13,44,33,73,41,27,35,273,"43,003,513",231,"2,081,730",213,"1,817,062",223,"1,975,964",148,"9,108,115",39,"495,442",110,"6,547,320",130,"594,090",165,"1,257,548",113,"3,343,917",87,"2,091,958",55,"1,251,959",260,"1,753,982",255,"1,766,316",62,"205,276",210,"803,136",100,"1,510,768",259,"1,158,719",200,"4,090,954",254,"4,988,616",273,51398781,4,5,20,44,50,32,48,39,31,269,16,24,48,27,5,118,6,5,13,3,1,3,38,49,27,4,10,124,1,5,3,8,113,"7,146",60,"4,644",71,"2,502"
35,1,39,0,Middlesex County,"2,640","2,922,927,721","2,640","2,447,139,405","2,515","1,783,604,302","1,009","663,535,103","1,563","139,621,867","2,640","336,166,449",12,40,144,477,419,671,319,194,364,"2,640","413,737,263","2,116","23,416,663","1,872","16,763,109","2,053","21,783,444","1,436","58,452,238",390,"5,683,360",931,"66,237,560","1,304","6,892,421","1,706","16,799,268","1,077","54,168,436",760,"18,759,366",625,"35,409,070","2,463","17,793,628","2,417","19,009,755",488,"3,234,252","2,012","7,980,320",900,"17,378,100","2,364","10,973,375","1,750","31,244,091","2,478","41,610,603","2,640",494456195,125,95,240,469,380,315,497,301,218,2515,170,328,179,95,32,1134,99,44,261,67,51,55,492,182,95,27,213,1177,55,44,87,143,"1,077","102,061",556,"75,037",714,"27,024"
35,1,39,5,Southwest Middlesex,334,"276,340,671",334,"226,773,495",321,"172,943,845",116,"53,829,650",186,"12,332,359",334,"37,234,817",0,4,33,85,51,76,33,23,29,334,"32,175,792",266,"3,007,111",244,"2,227,973",256,"2,049,897",173,"4,083,222",45,"367,560",112,"3,313,588",155,"412,688",216,"1,301,592",114,"2,870,321",74,"1,329,585",70,"1,540,736",306,"1,762,376",301,"1,890,647",55,"166,280",251,"743,691",103,"1,368,880",296,"865,918",220,"2,719,609",317,"3,391,999",334,39184604,21,11,29,69,58,42,55,32,17,313,8,42,13,11,3,175,11,4,25,10,5,6,50,13,11,3,23,179,5,4,8,17,114,"5,863",53,"4,065",76,"1,798"
