AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,VALMCH,NTOTTRC,TOTTRC,NTTRC20,TTRC20,VTRC20,NTTRC50,TTRC50,VTRC50,NTTRC100,TTRC100,VTRC100,NTTRC150,TTRC150,VTRC150,NTOTTRK,TOTTRK,TVALTRK,NTOTCOMB,TOTCOMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NSWTHER,SWTHER,NSPSWTH,SPSWTH,VSPSWTH,NPTSWTH,PTSWTH,VPTSWTH,NTOTBAL,TOTBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NAUTMBL,AUTMBL,VALATO,NVALOEQ,VALOEQ
350402031,35,4,2,31,3502031,NORTH PLANTAGENET,134,"6,510,175",123,256,73,88,"342,200",83,138,"1,250,875",20,23,"380,000",7,7,"235,500",86,107,"507,999",42,45,24,25,"427,500",19,20,x,37,39,14,14,"71,800",25,25,"57,800",77,80,76,79,"188,800",1,1,x,36,40,"284,400",103,127,"437,914",101,"2,254,387"
350403000,35,4,3,0,3503000,RUSSELL COUNTY,619,"31,796,733",568,"1,313",396,524,"1,747,700",384,642,"6,084,520",109,130,"2,868,500",15,17,"619,000",419,476,"1,756,417",167,173,85,86,"1,707,950",84,87,"193,950",158,172,85,87,"447,850",80,85,"192,400",388,398,381,387,"736,250",11,11,"46,350",195,204,"1,305,100",516,673,"2,445,215",529,"11,645,531"
350403001,35,4,3,1,3503001,CAMBRIDGE,171,"11,448,655",157,406,110,154,"573,100",114,202,"2,071,500",37,45,"933,500",4,5,"254,000",138,154,"585,450",65,68,36,36,"758,600",29,32,"96,450",58,60,34,35,"147,150",25,25,x,109,111,108,109,"239,650",2,2,x,63,67,"396,950",148,197,"800,800",151,"4,516,305"
350403006,35,4,3,6,3503006,RUSSELL,217,"11,348,452",197,465,134,177,"608,600",139,229,"2,158,020",42,53,"1,201,000",6,6,"205,000",138,162,"599,194",56,59,28,29,"627,350",30,30,"37,150",52,53,27,27,"138,000",26,26,x,140,142,136,137,"250,050",5,5,x,68,72,"465,200",182,234,"878,076",175,"4,100,212"
350403016,35,4,3,16,3503016,CLARENCE,231,"8,999,626",214,442,152,193,"566,000",131,211,"1,855,000",30,32,"734,000",5,6,"160,000",143,160,"571,773",46,46,21,21,"322,000",25,25,"60,350",48,59,24,25,"162,700",29,34,"74,000",139,145,137,141,"246,550",4,4,"8,950",64,65,"442,950",186,242,"766,339",203,"3,029,014"
350404000,35,4,4,0,3504000,STORMONT COUNTY,767,"30,592,118",710,"1,620",535,783,"2,015,175",442,728,"6,151,743",81,94,"1,813,733",14,15,"510,100",522,577,"1,855,083",205,210,80,84,"1,512,700",125,126,"207,500",104,109,53,53,"240,050",55,56,"132,200",499,512,490,500,"835,290",12,12,"64,800",200,217,"1,060,430",633,876,"2,937,272",662,"11,256,042"
350404001,35,4,4,1,3504001,CORNWALL,117,"3,352,415",108,228,85,122,"245,200",57,90,"685,300",10,14,x,2,2,x,73,78,"231,300",18,18,5,5,"110,500",13,13,x,17,19,4,4,"4,700",14,15,"29,550",72,74,70,72,"104,395",2,2,x,24,25,x,93,134,"432,230",90,"1,093,440"
350404002,35,4,4,2,3504002,CORNWALL,27,"431,190",20,42,17,22,"44,100",11,19,"74,600",1,1,x,0,0,0,14,15,"45,100",2,2,0,0,0,2,2,x,2,2,1,1,x,1,1,x,12,13,11,12,"12,050",1,1,x,4,4,x,19,27,"95,100",24,"108,840"
350404006,35,4,4,6,3504006,OSNABRUCK,185,"5,556,728",172,360,139,212,"458,975",92,135,"1,026,500",8,11,"238,000",1,2,x,122,132,"407,650",52,53,16,16,"271,500",36,37,"49,450",14,14,3,3,x,11,11,x,122,123,120,121,"192,875",2,2,x,35,37,"158,030",152,195,"608,170",166,"2,100,278"
350404009,35,4,4,9,3504009,FINCH,191,"10,700,753",178,464,121,168,"512,400",137,250,"2,264,100",38,42,"823,833",4,4,x,147,168,"621,900",77,80,30,33,"682,300",47,47,"83,150",38,39,20,20,"100,550",19,19,"51,800",137,143,136,141,"279,950",2,2,x,62,64,"393,000",167,250,"969,350",161,"3,723,420"
350404016,35,4,4,16,3504016,ROXBOROUGH,247,"10,551,032",232,526,173,259,"754,500",145,234,"2,101,243",24,26,"526,400",7,7,"261,100",166,184,"549,133",56,57,29,30,"448,400",27,27,"51,700",33,35,25,25,"96,500",10,10,"30,350",156,159,153,154,"246,020",5,5,"29,700",75,87,"393,500",202,270,"832,422",221,"4,230,064"
350405000,35,4,5,0,3505000,DUNDAS COUNTY,949,"47,279,511",881,"2,087",676,986,"3,153,492",567,948,"9,170,778",110,125,"2,674,110",28,28,"876,285",633,711,"2,488,239",319,322,124,127,"2,717,204",195,195,"296,500",122,125,56,56,"263,900",69,69,"218,100",655,670,650,663,"1,368,708",7,7,"29,600",267,289,"1,567,982",815,"1,108","4,128,147",823,"18,326,466"
350405001,35,4,5,1,3505001,WILLIAMSBURGH,181,"7,145,189",167,381,136,215,"658,250",96,146,"1,336,000",15,15,"295,600",5,5,"110,500",122,131,"416,400",52,52,12,12,"306,300",40,40,"52,550",11,12,4,4,"11,000",8,8,"24,875",134,136,134,136,"238,100",0,0,0,39,46,"200,800",162,210,"745,200",162,"2,749,614"
350405006,35,4,5,6,3505006,MATILDA,209,"10,181,282",197,462,149,224,"708,250",122,201,"1,967,450",27,31,"695,500",6,6,"178,500",134,148,"518,132",71,71,29,29,"586,500",42,42,"44,500",25,25,9,9,"41,800",16,16,x,149,152,149,151,"341,830",1,1,x,54,59,"353,100",183,247,"833,750",178,"3,841,970"
350405011,35,4,5,11,3505011,MOUNTAIN,248,"13,289,224",226,507,167,223,"850,511",145,242,"2,430,000",28,33,"793,979",9,9,"313,000",154,173,"580,000",74,75,24,25,"713,004",50,50,"90,850",34,34,13,13,"65,800",21,21,"68,900",155,159,152,155,"327,350",4,4,"16,100",76,80,"446,855",215,306,"1,181,400",216,"5,411,475"
350405016,35,4,5,16,3505016,WINCHESTER,311,"16,663,816",291,737,224,324,"936,481",204,359,"3,437,328",40,46,"889,031",8,8,"274,285",223,259,"973,707",122,124,59,61,"1,111,400",63,63,"108,600",52,54,30,30,"145,300",24,24,x,217,223,215,221,"461,428",2,2,x,98,104,"567,227",255,345,"1,367,797",267,"6,323,407"
350406000,35,4,6,0,3506000,OTTAWA-CARLETON REGIONAL MUNIC.,"2,002","76,074,016","1,776","3,835","1,345","1,989","6,089,606",996,"1,562","13,969,368",190,232,"5,074,159",43,52,"1,801,642","1,314","1,711","6,636,538",470,485,219,221,"3,711,825",256,264,"481,175",296,315,164,165,"774,200",144,150,"399,900","1,142","1,190","1,113","1,141","2,331,105",49,49,"311,980",428,467,"2,293,979","1,653","2,506","9,306,563","1,590","22,891,976"
350406001,35,4,6,1,3506001,OSGOODE,388,"14,253,882",350,733,262,377,"1,120,231",206,306,"2,901,435",34,41,"844,700",8,9,"309,300",237,277,"1,183,917",92,95,38,38,"559,700",56,57,"101,200",38,39,13,13,"66,600",25,26,"52,800",222,225,216,217,"419,836",8,8,"25,500",84,95,"379,775",331,507,"1,760,120",291,"4,528,768"
350406004,35,4,6,4,3506004,CUMBERLAND,273,"11,474,970",255,584,182,280,"817,350",156,256,"2,111,300",38,40,"796,700",8,8,"293,200",191,237,"862,142",62,64,39,39,"367,725",24,25,"66,000",66,73,56,56,"309,700",16,17,"49,000",171,176,165,168,"340,200",8,8,"26,050",80,83,"536,900",219,284,"964,752",224,"3,933,951"
350406006,35,4,6,6,3506006,GLOUCESTER,156,"5,507,367",143,309,119,188,"615,800",65,104,"932,400",10,13,"241,000",4,4,x,105,146,"554,900",35,36,21,21,x,15,15,x,27,28,20,20,"98,700",8,8,"25,500",77,83,75,77,"162,700",6,6,"49,000",30,32,"186,700",122,182,"709,825",139,"1,496,417"
350406012,35,4,6,12,3506012,NEPEAN,101,"6,834,607",88,230,58,83,"326,545",63,110,"1,143,103",21,32,"789,759",5,5,"147,842",71,117,"614,915",32,32,20,20,"314,500",12,12,"24,900",16,16,10,10,"25,400",6,6,"23,100",61,61,61,61,"168,870",0,0,0,26,27,"145,704",81,129,"680,618",76,"2,429,351"
350406014,35,4,6,14,3506014,OTTAWA,14,"756,500",9,36,5,17,"60,550",4,18,"152,000",1,1,x,0,0,0,8,32,"175,100",1,3,0,0,0,1,3,x,1,1,1,1,x,0,0,0,3,3,3,3,x,0,0,0,1,3,x,8,23,"105,350",8,"236,500"
350406018,35,4,6,18,3506018,RIDEAU,271,"10,684,672",224,499,175,245,"806,649",123,207,"1,803,525",29,43,"1,048,000",4,4,"187,000",183,219,"897,724",63,64,30,31,"525,600",33,33,"68,650",36,39,11,11,"24,000",25,28,"59,300",149,156,142,146,"278,550",10,10,"85,800",64,73,"295,500",219,331,"1,204,650",217,"3,399,724"
350406027,35,4,6,27,3506027,GOULBOURN,242,"7,378,606",213,419,167,236,"666,600",104,156,"1,278,300",21,23,"510,000",3,4,x,143,176,"602,950",60,64,25,25,"470,000",36,39,"49,550",34,37,11,11,"50,200",25,26,"68,900",135,144,133,141,"277,500",3,3,x,34,36,"150,750",204,317,"1,195,800",192,"2,031,556"
350406030,35,4,6,30,3506030,KANATA,87,"2,340,055",67,135,52,80,"243,050",35,47,"357,000",4,4,x,2,4,x,55,75,"264,200",9,9,3,3,x,6,6,x,7,8,3,3,x,5,5,"15,300",45,48,43,44,x,4,4,x,10,10,x,74,123,"508,500",64,"474,905"
350406042,35,4,6,42,3506042,WEST CARLETON,470,"16,843,357",427,890,325,483,"1,432,831",240,358,"3,290,305",32,35,"759,500",9,14,"616,000",321,432,"1,480,690",116,118,43,44,"1,109,000",73,74,"134,450",71,74,39,40,"192,700",34,34,"106,000",279,294,275,284,"579,649",10,10,"74,630",99,108,"529,850",395,610,"2,176,948",379,"4,360,804"
350407000,35,4,7,0,3507000,GRENVILLE COUNTY,720,"21,438,399",628,"1,267",496,730,"1,861,591",298,480,"4,367,050",36,42,"836,700",14,15,"520,900",460,539,"1,824,125",136,142,51,54,"684,100",87,88,"120,196",80,85,26,26,"105,050",56,59,"165,250",391,409,383,395,"667,286",14,14,"76,400",140,156,"623,185",594,853,"2,792,795",579,"6,793,771"
350407001,35,4,7,1,3507001,EDWARDSBURGH,200,"6,134,931",175,338,132,186,"444,199",86,138,"1,301,300",9,9,"209,500",4,5,x,122,147,"505,100",38,40,17,18,"296,300",22,22,"43,901",23,23,8,8,"42,250",15,15,"40,400",107,113,106,110,"187,621",3,3,x,39,41,"220,800",167,227,"787,350",161,"1,858,810"
350407006,35,4,7,6,3507006,AUGUSTA,181,"5,995,901",160,318,127,176,"479,600",70,125,"1,227,600",12,13,"308,500",4,4,"195,000",112,122,"441,050",29,29,14,14,"261,300",15,15,"24,450",23,25,6,6,"19,300",18,19,"62,500",91,94,87,89,"173,765",5,5,"20,500",36,41,"172,200",146,212,"660,095",145,"1,950,041"
350407011,35,4,7,11,3507011,WOLFORD,84,"2,596,567",76,162,57,89,"235,692",35,63,"510,400",7,8,x,2,2,x,61,76,"210,650",18,20,7,8,"34,000",12,12,"9,800",11,11,3,3,"10,400",8,8,x,55,56,54,55,"92,350",1,1,x,19,22,"60,185",71,106,"325,950",71,"946,440"
350407016,35,4,7,16,3507016,OXFORD (ON RIDEAU),181,"5,062,785",155,327,128,204,"539,050",69,109,"949,650",6,10,"178,800",4,4,"127,500",122,145,"519,825",37,39,10,11,"85,000",27,28,"31,020",17,20,5,5,x,13,15,"36,300",101,105,99,101,"152,250",4,4,x,35,41,"142,350",153,214,"698,400",147,"1,556,840"
350407021,35,4,7,21,3507021,SOUTH GOWER,74,"1,648,215",62,122,52,75,"163,050",38,45,"378,100",2,2,x,0,0,0,43,49,"147,500",14,14,3,3,"7,500",11,11,"11,025",6,6,4,4,x,2,2,x,37,41,37,40,"61,300",1,1,x,11,11,"27,650",57,94,"321,000",55,"481,640"
350408000,35,4,8,0,3508000,LEEDS COUNTY,"1,134","36,103,326","1,026","2,052",816,"1,182","3,241,359",508,803,"6,638,151",52,56,"989,500",9,11,"125,280",742,894,"2,992,255",250,257,85,89,"975,450",165,168,"270,610",133,138,39,39,"149,050",96,99,"240,944",746,763,740,753,"1,610,856",10,10,"28,450",270,299,"1,127,570",903,"1,226","4,066,784",927,"13,647,067"
350408001,35,4,8,1,3508001,ELIZABETHTOWN,197,"7,686,272",183,374,151,213,"550,350",87,146,"1,170,150",11,13,"226,000",2,2,x,126,151,"525,450",53,54,19,20,"286,000",34,34,"56,700",22,22,3,3,x,19,19,"35,744",125,128,125,128,"247,905",0,0,0,41,49,"167,500",160,220,"661,662",154,"3,692,431"
350408006,35,4,8,6,3508006,FRONT OF YONGE,64,"1,602,790",57,103,48,66,"173,800",22,35,"292,200",1,1,x,1,1,x,37,55,"113,400",9,9,2,2,x,7,7,"22,000",6,6,2,2,x,4,4,"18,000",42,42,41,41,"61,000",1,1,x,13,14,"43,650",46,65,"187,700",56,"578,740"
350408009,35,4,8,9,3508009,FRONT OF ESCOTT,53,"1,183,140",49,85,40,56,"153,800",20,27,"252,200",1,2,x,0,0,0,28,30,"99,400",9,10,4,5,"20,000",5,5,"9,900",7,8,3,3,x,4,5,"9,850",37,37,36,36,"69,050",1,1,x,13,13,"27,300",39,59,"180,200",45,"343,940"
350408012,35,4,8,12,3508012,FRONT OF LEEDS AND LANSDOWNE,165,"6,624,254",153,304,114,154,"517,205",84,140,"1,280,250",8,8,"206,900",1,2,x,120,151,"603,405",45,47,18,19,"266,550",27,28,x,32,33,11,11,"48,700",21,22,"75,175",117,119,116,117,"298,205",2,2,x,51,55,"223,300",127,167,"639,571",138,"2,402,118"
350408016,35,4,8,16,3508016,REAR OF LEEDS AND LANSDOWNE,109,"3,622,990",100,202,81,115,"310,975",54,80,"664,700",6,7,"136,000",0,0,0,74,84,"267,250",36,36,9,9,"61,500",27,27,"41,900",13,13,4,4,"13,800",9,9,"15,875",69,70,69,70,"158,060",0,0,0,33,37,"175,700",89,113,"356,300",93,"1,420,930"
350408019,35,4,8,19,3508019,REAR OF YONGE AND ESCOTT,76,"2,354,262",65,139,51,71,"162,750",39,62,"439,200",6,6,"146,000",0,0,0,45,55,"174,700",19,19,10,10,"60,000",9,9,"17,700",12,14,5,5,"29,300",8,9,"10,975",47,49,47,49,"92,800",0,0,0,17,18,"77,000",61,83,"263,200",63,"880,637"
350408024,35,4,8,24,3508024,KITLEY,135,"3,247,414",121,224,96,142,"383,400",56,80,"655,400",1,1,x,1,1,x,91,106,"378,400",21,23,7,8,"58,400",14,15,"25,500",10,10,4,4,"10,000",6,6,"7,525",88,90,86,88,"185,400",2,2,x,13,13,"71,000",114,151,"519,350",109,"915,039"
350408028,35,4,8,28,3508028,SOUTH ELMSLEY,55,"1,218,670",42,77,29,40,"125,800",22,32,"232,700",3,3,"34,000",1,2,x,29,34,"101,250",7,7,1,1,x,6,6,"7,500",4,4,0,0,0,4,4,x,33,34,33,33,"80,400",1,1,x,8,8,"14,920",41,55,"208,950",43,"365,650"
350408031,35,4,8,31,3508031,BASTARD AND SOUTH BURGESS,153,"5,259,509",141,300,115,177,"466,177",68,114,"1,006,500",8,8,"106,900",1,1,x,100,118,"395,250",35,36,10,10,"117,500",25,26,x,18,19,3,3,x,16,16,"49,100",100,101,100,101,"240,675",0,0,0,46,51,"190,750",129,191,"660,700",128,"1,963,522"
350408036,35,4,8,36,3508036,SOUTH CROSBY,64,"2,006,014",56,127,44,71,"195,600",32,52,"409,000",3,3,x,1,1,x,49,60,"174,499",12,12,3,3,x,9,9,"10,300",3,3,2,2,x,1,1,x,42,44,42,44,"101,250",0,0,0,26,30,"112,550",43,52,"166,150",47,"753,665"
350408039,35,4,8,39,3508039,NORTH CROSBY,63,"1,298,011",59,117,47,77,"201,502",24,35,"235,851",4,4,"23,000",1,1,x,43,50,"159,251",4,4,2,2,x,2,2,x,6,6,2,2,x,4,4,"3,200",46,49,45,46,"76,111",3,3,x,9,11,"23,900",54,70,"223,001",51,"330,395"
350409000,35,4,9,0,3509000,LANARK COUNTY,"1,203","37,559,198","1,081","2,188",857,"1,273","3,968,640",557,808,"7,055,165",80,94,"1,865,150",13,13,"400,350",836,"1,037","3,511,670",205,212,85,86,"1,207,000",123,126,"245,850",132,139,50,50,"209,850",84,89,"219,800",725,753,708,729,"1,527,720",24,24,"133,800",225,247,"1,133,460",962,"1,323","4,346,565","1,002","11,734,178"
350409001,35,4,9,1,3509001,MONTAGUE,105,"2,733,638",98,193,76,122,"368,550",47,66,"502,500",3,4,x,1,1,x,67,83,"282,520",10,10,2,2,x,8,8,"20,600",11,12,4,4,x,8,8,x,61,67,60,65,"135,600",2,2,x,14,15,"47,450",79,103,"368,050",97,"772,868"
350409008,35,4,9,8,3509008,NORTH ELMSLEY,69,"2,457,098",66,145,58,87,"242,600",32,51,"388,400",5,6,"159,000",1,1,x,50,60,"221,100",14,14,4,4,x,10,10,x,9,9,4,4,"18,000",5,5,"18,100",42,44,42,43,"97,250",1,1,x,20,24,"95,600",55,84,"298,200",55,"755,648"
350409011,35,4,9,11,3509011,NORTH BURGESS,43,"1,388,160",40,83,32,52,"165,900",23,30,"296,500",1,1,x,0,0,0,32,35,"125,000",4,4,0,0,0,4,4,x,7,7,1,1,x,6,6,x,28,30,28,30,"58,600",0,0,0,9,9,"52,000",34,42,"142,400",32,"497,460"
350409014,35,4,9,14,3509014,SOUTH SHERBROOKE,28,"430,625",24,38,19,27,"94,000",7,10,"65,000",1,1,x,0,0,0,19,21,"64,700",1,1,0,0,0,1,1,x,2,2,0,0,0,2,2,x,18,18,18,18,"25,300",0,0,0,4,4,x,21,28,"74,900",20,"99,625"
350409016,35,4,9,16,3509016,BATHURST,145,"4,550,260",130,249,97,138,"420,558",64,89,"809,800",17,19,"343,700",3,3,x,99,116,"385,000",11,12,6,6,"107,000",6,6,x,9,10,6,6,"27,300",4,4,"19,000",87,90,83,84,"184,700",6,6,"23,500",27,28,"193,400",112,163,"519,142",117,"1,462,860"
350409019,35,4,9,19,3509019,DRUMMOND,169,"5,735,620",150,304,120,169,"503,750",77,117,"1,057,965",15,17,"306,000",1,1,x,113,137,"474,450",24,25,9,9,"120,500",15,16,"32,000",14,14,5,5,x,9,9,"24,600",105,108,103,105,"224,660",3,3,"29,000",29,33,"144,900",141,188,"583,200",143,"2,170,345"
350409024,35,4,9,24,3509024,BECKWITH,104,"3,747,210",86,200,73,108,"337,600",49,74,"653,100",12,17,"332,000",1,1,x,75,89,"359,300",24,24,9,9,"124,500",15,15,x,16,16,7,7,"64,500",9,9,"23,400",57,59,53,55,"141,560",4,4,x,21,22,"166,050",89,128,"490,900",84,"960,400"
350409029,35,4,9,29,3509029,RAMSAY,195,"7,576,724",178,394,143,220,"708,107",98,148,"1,235,400",18,21,"444,450",5,5,"164,150",137,186,"613,700",47,50,23,24,"505,400",25,26,"60,650",23,28,9,9,"23,500",14,19,"42,700",126,129,122,124,"247,700",5,5,"21,300",53,56,"242,600",174,252,"865,973",169,"2,401,094"
350409034,35,4,9,34,3509034,LANARK,110,"2,712,045",97,184,75,116,"399,700",45,64,"587,500",3,3,"58,500",1,1,x,76,86,"255,300",22,23,9,9,"37,300",13,14,"25,350",13,13,4,4,x,9,9,"17,100",67,70,66,69,"150,250",1,1,x,14,20,"53,700",83,109,"297,450",90,"814,195"
350409040,35,4,9,40,3509040,"LAVANT, DALHOUSIE, ETC.",76,"1,403,705",70,112,58,82,"267,100",26,30,"248,500",0,0,0,0,0,0,56,71,"216,500",5,5,1,1,x,4,4,"5,550",2,2,0,0,0,2,2,x,47,48,47,48,"72,250",0,0,0,6,6,x,56,66,"203,100",64,"372,280"
350409044,35,4,9,44,3509044,DARLING,23,"472,450",20,35,14,19,"60,300",13,16,"123,300",0,0,0,0,0,0,14,23,"109,800",1,1,0,0,0,1,1,x,2,2,0,0,0,2,2,x,9,9,9,9,"16,550",0,0,0,1,1,x,15,18,"60,100",16,"96,300"
350409046,35,4,9,46,3509046,PAKENHAM,136,"4,351,663",122,251,92,133,"400,475",76,113,"1,087,200",5,5,"96,000",0,0,0,98,130,"404,300",42,43,22,22,"149,300",21,21,"50,400",24,24,10,10,x,14,14,"44,875",78,81,77,79,"173,300",2,2,x,27,29,"116,060",103,142,"443,150",115,"1,331,103"
350410000,35,4,10,0,3510000,FRONTENAC COUNTY,952,"26,457,388",846,"1,637",667,978,"2,731,855",385,597,"4,894,703",46,50,"799,479",10,12,"149,200",708,871,"2,775,392",221,226,83,86,"651,961",139,140,"192,670",123,133,37,40,"187,745",92,93,"210,180",637,663,627,645,"1,311,866",18,18,"84,400",191,217,"771,851",748,"1,067","3,561,310",751,"8,134,776"
350410001,35,4,10,1,3510001,WOLFE ISLAND,89,"3,523,575",82,206,64,106,"234,150",50,85,"659,100",10,11,"228,000",4,4,"100,700",70,99,"261,450",34,35,14,15,"191,500",20,20,"32,550",20,24,5,7,"16,600",17,17,"46,100",70,75,68,69,"151,000",6,6,"34,300",20,28,"125,000",74,100,"245,300",66,"1,197,825"
350410004,35,4,10,4,3510004,HOWE ISLAND,13,"416,300",11,25,9,12,"41,000",9,13,"109,000",0,0,0,0,0,0,8,10,"27,000",3,3,2,2,x,1,1,x,3,3,1,1,x,2,2,x,11,11,11,11,"31,700",0,0,0,3,3,"12,000",11,12,"40,900",9,"123,700"
350410006,35,4,10,6,3510006,PITTSBURGH,139,"5,697,926",127,278,99,150,"458,600",71,121,"1,153,170",6,7,"148,500",0,0,0,111,152,"541,600",47,48,20,20,"111,881",28,28,"45,800",27,27,9,9,"49,400",18,18,"54,000",100,104,97,99,"236,971",5,5,"26,300",43,48,"199,960",116,185,"798,700",112,"1,873,044"
350410009,35,4,10,9,3510009,KINGSTON,123,"2,685,165",103,195,78,119,"284,038",48,65,"422,515",8,10,"100,479",1,1,x,80,98,"434,400",28,29,7,7,"59,180",21,22,"32,100",7,9,4,4,"18,695",4,5,x,68,72,68,72,"137,900",0,0,0,18,20,"78,741",89,124,"411,900",102,"694,687"
350410014,35,4,10,14,3510014,STORRINGTON,117,"4,479,722",111,217,81,102,"343,550",64,107,"1,018,000",8,8,"143,800",0,0,0,95,114,"311,300",41,42,15,16,"150,500",26,26,"32,850",22,24,10,10,"55,400",14,14,x,88,91,87,90,"218,550",1,1,x,41,47,"170,650",100,137,"494,335",101,"1,511,787"
350410018,35,4,10,18,3510018,LOUGHBOROUGH,90,"1,873,549",77,138,66,91,"231,100",30,45,"364,000",2,2,x,0,0,0,61,75,"174,200",21,21,3,3,x,18,18,"19,200",11,12,2,3,x,9,9,"17,200",57,58,56,56,"105,310",2,2,x,17,22,"57,650",74,105,"328,275",69,"524,714"
350410022,35,4,10,22,3510022,PORTLAND,157,"4,007,409",140,256,106,153,"371,850",64,97,"735,650",5,5,"118,000",1,1,x,115,136,"443,839",31,32,17,18,"96,000",14,14,"16,870",18,18,3,3,x,15,15,"27,500",97,104,96,102,"193,235",2,2,x,32,32,"81,200",127,193,"598,676",119,"1,285,839"
350410026,35,4,10,26,3510026,HINCHINBROOKE,68,"1,076,649",57,91,49,71,"203,300",13,18,"88,800",1,1,x,1,1,x,50,53,"196,754",6,6,0,0,0,6,6,"6,300",4,4,1,1,x,3,3,x,43,43,42,42,"62,900",1,1,x,4,4,"10,000",48,60,"186,400",55,"297,295"
350410029,35,4,10,29,3510029,BEDFORD,53,"1,107,844",49,93,37,57,"120,067",19,28,"204,168",3,3,"10,000",3,5,x,39,45,"130,800",7,7,4,4,"17,500",3,3,x,7,8,1,1,x,7,7,"16,250",40,41,40,41,"87,450",0,0,0,7,7,"26,000",43,60,"171,124",42,"291,585"
350410032,35,4,10,32,3510032,OSO,27,"467,899",24,40,23,36,"150,900",3,4,"36,000",0,0,0,0,0,0,21,22,"53,299",3,3,1,1,x,2,2,x,1,1,0,0,0,1,1,x,19,19,18,18,x,1,1,x,2,2,x,22,29,"90,200",22,"99,400"
350410036,35,4,10,36,3510036,OLDEN,39,"675,400",35,56,30,46,"177,000",8,8,"51,500",2,2,x,0,0,0,33,38,"132,150",0,0,0,0,0,0,0,0,2,2,1,1,x,1,1,x,25,25,25,25,"38,100",0,0,0,3,3,x,23,28,"89,700",25,"165,850"
350410039,35,4,10,39,3510039,KENNEBEC,15,"155,500",12,18,8,14,"28,600",3,3,"25,800",1,1,x,0,0,0,12,14,"33,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,x,0,0,0,1,1,x,7,9,"28,000",9,"22,200"
350410046,35,4,10,46,3510046,CLARENDON AND MILLER,10,"132,225",10,11,9,10,"45,500",1,1,x,0,0,0,0,0,0,7,8,"20,000",0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,x,7,7,7,7,x,0,0,0,0,0,0,5,6,"31,500",8,"14,225"
350410049,35,4,10,49,3510049,"PALMERSTON, ETC.",12,"158,225",8,13,8,11,"42,200",2,2,x,0,0,0,0,0,0,6,7,"14,800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,x,0,0,0,0,0,0,9,19,"46,300",12,"32,625"
350411000,35,4,11,0,3511000,LENNOX AND ADDINGTON COUNTY,897,"26,259,887",814,"1,690",646,"1,020","2,582,050",375,571,"4,406,900",71,83,"1,590,100",14,16,"584,000",656,783,"2,444,750",266,274,97,102,"1,285,400",171,172,"238,090",111,119,36,37,"141,950",77,82,"214,000",571,593,560,576,"1,024,895",17,17,"106,050",156,179,"602,850",736,"1,007","3,093,535",764,"7,945,317"
350411001,35,4,11,1,3511001,AMHERST ISLAND,34,"1,189,320",32,79,29,46,"98,550",20,30,"201,000",2,2,x,1,1,x,31,38,"120,100",16,16,3,3,x,13,13,"15,700",8,8,4,4,"29,000",4,4,"14,400",21,24,21,22,"60,600",2,2,x,9,9,"43,500",27,35,"94,900",34,"425,570"
350411004,35,4,11,4,3511004,ERNESTOWN,195,"5,041,240",175,345,143,232,"574,850",71,97,"719,200",12,13,"226,200",3,3,x,136,155,"495,550",59,60,27,28,"234,500",32,32,"31,255",26,27,8,8,x,18,19,"40,950",124,126,124,126,"200,400",0,0,0,24,25,"105,050",148,202,"631,600",166,"1,654,185"
350411011,35,4,11,11,3511011,SOUTH FREDERICKSBURGH,69,"3,109,876",66,158,47,72,"177,550",44,74,"581,500",9,9,"200,500",3,3,"150,000",51,68,"214,850",33,33,15,15,"290,800",18,18,"36,200",10,10,4,4,x,6,6,"16,200",41,43,40,42,"75,350",1,1,x,24,31,"80,950",54,74,"238,500",64,"1,027,976"
350411014,35,4,11,14,3511014,ADOLPHUSTOWN,30,"1,508,015",28,73,25,38,"99,900",14,26,"237,000",4,7,"160,000",1,2,x,24,43,"111,600",10,11,5,6,x,5,5,x,2,2,0,0,0,2,2,x,17,18,16,16,"30,200",2,2,x,7,10,"35,900",22,37,"111,395",27,"528,820"
350411016,35,4,11,16,3511016,NORTH FREDERICKSBURGH,79,"3,176,700",73,154,59,83,"174,300",33,56,"524,500",9,13,"309,700",2,2,x,56,71,"252,850",17,18,7,8,"285,800",10,10,x,11,11,5,5,"43,300",6,6,x,53,53,53,53,"87,800",0,0,0,15,16,"66,650",72,106,"367,500",66,"927,550"
350411019,35,4,11,19,3511019,RICHMOND,153,"4,495,741",139,302,108,190,"474,550",61,94,"733,500",13,15,"292,500",2,3,x,122,141,"447,200",55,58,14,15,"126,700",42,43,"53,300",23,29,5,6,x,20,23,"57,750",98,100,96,98,"194,700",2,2,x,34,38,"139,550",134,166,"550,100",128,"1,312,291"
