AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
241143140,24,11,43,140,2443140,TROIS-RIVIERES,15,"2,088,335","1,619,310","262,850","206,175",0,1,4,2,6,1,1,9,4,0,0,0,0,0,0,3,0,2,1,0,1,0,0,5,"1,450",2,730,3,720,0,0,0,0,0,0,1,0,0,4
241143200,24,11,43,200,2443200,POINTE-DU-LAC,30,"6,724,589","4,697,882","1,079,400","947,307",1,0,2,10,8,5,4,23,6,2,1,5,0,0,2,3,3,1,1,0,0,0,1,7,"1,455",4,750,4,705,0,1,0,0,0,0,1,0,1,4
241143280,24,11,43,280,2443280,SAINTE-ANNE-D'YAMACHICHE,145,"29,980,029","19,664,855","4,865,066","5,450,108",1,5,12,30,35,52,10,116,55,4,21,14,0,10,4,2,2,4,1,0,3,0,0,43,"7,161",15,"1,974",32,"5,187",2,0,3,3,2,2,4,2,11,14
241143320,24,11,43,320,2443320,SAINT-SEVERE,47,"8,592,822","5,066,287","1,576,135","1,950,400",0,0,2,10,20,14,1,42,33,2,4,0,1,1,0,0,1,0,0,0,0,0,0,13,"1,652",2,23,11,"1,629",1,2,1,0,0,0,2,2,3,2
241143360,24,11,43,360,2443360,SAINT-BARNABE,83,"19,790,414","12,354,670","3,384,890","4,050,854",0,3,11,12,20,24,13,72,40,7,12,2,0,1,2,3,4,1,0,0,1,0,0,15,"2,488",6,722,12,"1,766",0,0,1,1,1,1,4,0,2,5
241143400,24,11,43,400,2443400,SAINT-ETIENNE-DES-GRES,75,"12,598,251","8,404,912","1,983,871","2,209,468",2,9,11,12,19,17,5,55,5,2,10,13,0,0,2,18,3,2,0,0,2,0,0,22,"3,919",7,"1,030",16,"2,889",2,0,1,0,1,0,2,0,8,8
241143440,24,11,43,440,2443440,CHARETTE,43,"5,959,358","4,009,981","870,035","1,079,342",0,3,12,11,9,6,2,32,16,6,6,0,0,0,1,0,2,1,0,0,1,0,0,17,"3,337",3,562,15,"2,775",0,0,1,0,1,1,1,3,4,6
241143480,24,11,43,480,2443480,SAINT-BONIFACE-DE-SHAWINIGAN,51,"9,302,726","6,023,292","1,548,275","1,731,159",0,2,6,15,11,13,4,38,20,4,3,7,0,0,0,0,2,2,1,0,1,0,0,15,"3,024",1,8,15,"3,016",0,0,0,1,0,2,0,0,6,6
241143560,24,11,43,560,2443560,SAINT-GERARD-DES-LAURENTIDES,13,"1,620,194","1,174,500","215,850","229,844",0,0,3,3,6,1,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,885,0,0,4,885,0,0,0,0,0,0,1,0,2,1
241147000,24,11,47,0,2447000,MASKINONGE,547,"112,343,430","70,913,223","18,713,239","22,716,968",7,10,38,110,175,174,33,468,303,23,69,13,0,20,7,10,14,9,8,0,1,1,5,119,"17,873",31,"3,003",96,"14,870",3,3,6,11,7,9,15,7,32,26
241147140,24,11,47,140,2447140,ST-ANTOINE-DE-LA-RIVIERE-DU-LOUP,79,"19,547,729","12,328,746","3,252,486","3,966,497",0,0,4,14,22,29,10,69,36,1,11,5,0,6,1,2,4,3,3,0,0,0,2,17,"2,473",5,370,12,"2,103",0,0,1,2,1,2,2,1,4,4
241147200,24,11,47,200,2447200,SAINT-JOSEPH-DE-MASKINONGE,84,"16,312,661","10,622,295","2,881,135","2,809,231",1,3,9,24,20,22,5,71,47,4,5,0,0,6,3,1,4,1,1,0,0,1,0,21,"3,954",6,855,18,"3,099",0,0,1,0,0,0,3,3,9,5
241147220,24,11,47,220,2447220,SAINT-LEON-LE-GRAND,100,"23,995,320","15,152,490","4,152,630","4,690,200",0,1,8,10,35,38,8,92,60,2,19,1,0,3,2,2,2,1,1,0,0,0,1,20,"2,923",7,911,14,"2,012",0,1,2,1,0,2,4,0,6,4
241147260,24,11,47,260,2447260,SAINTE-URSULE,79,"13,875,467","8,409,584","2,611,639","2,854,244",3,0,7,14,32,21,2,64,47,3,7,1,0,2,1,0,1,2,2,0,0,0,2,15,"2,069",3,50,13,"2,019",1,1,1,1,4,0,1,1,1,4
241147280,24,11,47,280,2447280,SAINT-JUSTIN,67,"13,822,057","8,550,588","2,632,759","2,638,710",0,2,4,15,20,23,3,59,48,2,3,2,0,3,0,1,0,0,0,0,0,0,0,18,"2,220",4,175,15,"2,045",0,0,0,5,0,4,2,0,6,1
241147320,24,11,47,320,2447320,SAINT-DIDACE,33,"5,735,029","3,809,000","811,225","1,114,804",0,0,1,10,11,10,1,26,17,2,3,1,0,0,0,0,2,1,1,0,0,0,0,9,"1,322",1,130,9,"1,192",0,0,0,2,1,0,2,1,1,2
241147360,24,11,47,360,2447360,SAINT-EDOUARD,12,"1,538,874","1,086,630","210,700","241,544",0,0,2,1,8,1,0,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,762,0,0,5,762,0,0,0,0,0,1,1,1,1,1
241147460,24,11,47,460,2447460,SAINT-PAULIN,59,"12,467,433","7,879,320","1,599,115","2,988,998",0,1,1,12,19,23,3,49,26,4,15,1,0,0,0,2,0,1,0,0,1,0,0,11,"1,712",5,512,7,"1,200",2,1,0,0,1,0,0,0,3,4
241147500,24,11,47,500,2447500,HUNTERSTOWN,17,"2,524,717","1,500,570","302,900","721,247",0,2,1,7,4,2,1,14,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,270,0,0,2,270,0,0,1,0,0,0,0,0,0,1
241147580,24,11,47,580,2447580,SAINT-ALEXIS,17,"2,524,143","1,574,000","258,650","691,493",3,1,1,3,4,5,0,15,5,1,4,2,0,0,0,2,1,0,0,0,0,0,0,1,168,0,0,1,168,0,0,0,0,0,0,0,0,1,0
241200000,24,12,0,0,2400000,SAGUENAY LAC-ST-JEAN,"2,015","373,026,356","225,681,117","74,444,931","72,900,308",12,60,167,424,623,656,73,"1,659","1,089",262,27,28,1,44,65,24,86,33,16,1,16,1,5,602,"91,403",121,"10,386",500,"81,017",27,17,34,36,47,41,73,45,143,139
241290000,24,12,90,0,2490000,LAC-SAINT-JEAN-OUEST,755,"134,936,471","76,730,440","28,177,150","30,028,881",3,26,59,175,237,232,23,637,439,104,8,11,1,12,19,10,22,11,4,1,6,0,1,227,"29,909",49,"2,873",187,"27,036",14,10,13,15,18,22,30,21,45,39
241290140,24,12,90,140,2490140,SAINT-ANDRE-DU-LAC-SAINT-JEAN,17,"2,180,245","1,046,730","435,100","698,415",0,1,1,5,7,3,0,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,1,4,2,130,1,0,0,0,1,1,0,0,0,0
241290150,24,12,90,150,2490150,SAINT-FRANCOIS-DE-SALES,12,"1,222,881","636,150","299,775","286,956",1,0,2,5,2,2,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,0,0,3,205,0,0,0,1,1,0,1,0,0,0
241290160,24,12,90,160,2490160,CHAMBORD,44,"6,616,170","4,125,650","1,177,380","1,313,140",1,1,2,9,21,9,1,39,32,2,1,1,0,0,1,0,1,1,0,0,1,0,0,8,"1,050",2,21,6,"1,029",1,0,1,0,0,2,1,1,0,2
241290170,24,12,90,170,2490170,ROBERVAL,46,"7,257,420","4,376,600","1,306,365","1,574,455",1,3,5,13,12,10,2,34,17,9,0,1,0,1,1,1,4,0,0,0,0,0,0,17,"3,220",2,112,15,"3,108",0,1,1,1,2,0,2,2,0,8
241290190,24,12,90,190,2490190,SAINT-PRIME,87,"19,609,422","11,690,620","3,727,700","4,191,102",0,1,4,16,22,40,4,82,59,8,4,4,0,2,3,1,0,1,1,0,0,0,0,26,"2,632",10,239,19,"2,393",5,0,3,2,2,3,2,0,7,2
241290240,24,12,90,240,2490240,SAINT-AUGUSTIN,22,"4,736,291","2,132,426","1,376,215","1,227,650",0,1,0,2,8,11,0,20,10,8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,"1,565",1,117,7,"1,448",0,0,0,0,1,0,1,0,1,5
241290260,24,12,90,260,2490260,SAINTE-JEANNE-D'ARC,28,"4,299,928","2,140,400","982,100","1,177,428",0,2,3,9,10,3,1,22,13,7,0,1,0,0,0,0,1,0,0,0,0,0,0,14,"1,622",4,235,11,"1,387",3,0,0,1,0,1,2,3,4,0
241290270,24,12,90,270,2490270,PERIBONKA,19,"3,319,379","1,859,688","1,005,046","454,645",0,2,1,4,3,9,0,17,6,1,1,0,0,0,7,0,2,0,0,0,0,0,0,3,434,0,0,3,434,0,0,0,0,0,0,0,3,0,0
241290275,24,12,90,275,2490275,MISTASSINI,35,"4,806,325","2,931,700","1,048,100","826,525",0,2,5,14,8,4,2,26,10,8,0,0,1,1,2,1,1,2,0,1,1,0,0,14,"2,819",1,140,13,"2,679",1,0,0,0,1,0,1,1,5,5
241290280,24,12,90,280,2490280,SAINT-METHODE,52,"9,813,243","5,723,384","1,991,078","2,098,781",0,1,4,9,17,20,1,43,36,2,0,0,0,3,0,1,1,0,0,0,0,0,0,15,"1,760",6,612,9,"1,148",0,1,2,0,3,2,1,1,4,1
241290300,24,12,90,300,2490300,SAINT-EUGENE,22,"2,722,875","1,641,900","400,925","680,050",0,1,2,11,6,1,1,18,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,10,"1,526",0,0,10,"1,526",0,0,0,0,1,0,3,1,5,0
241290320,24,12,90,320,2490320,ALBANEL,70,"10,530,077","5,930,846","2,289,062","2,310,169",0,3,5,21,20,20,1,57,44,7,0,0,0,1,1,0,2,2,1,0,1,0,1,20,"2,662",6,472,15,"2,190",0,1,2,0,2,4,2,3,2,4
241290340,24,12,90,340,2490340,NORMANDIN,113,"24,601,701","14,290,504","4,649,325","5,661,872",0,1,10,14,37,46,5,100,81,11,0,0,0,2,0,1,3,2,1,0,1,0,0,30,"4,527",5,446,26,"4,081",0,1,1,3,2,1,4,3,8,7
241290350,24,12,90,350,2490350,SAINT-FELICIEN,61,"13,091,964","8,101,460","2,443,784","2,546,720",0,1,3,11,21,21,4,53,40,4,2,1,0,1,1,2,2,0,0,0,0,0,0,19,"2,045",6,235,15,"1,810",1,3,0,3,0,4,1,0,5,2
241290360,24,12,90,360,2490360,NOTRE-DAME-DE-LA-DORE,22,"4,655,725","2,459,800","1,149,185","1,046,740",0,0,0,3,9,10,0,21,15,4,0,0,0,0,1,0,1,0,0,0,0,0,0,7,647,2,115,6,532,0,2,0,1,0,0,2,1,0,1
241290500,24,12,90,500,2490500,SAINT-STANISLAS,11,"1,880,444","941,000","472,900","466,544",0,1,1,4,1,4,0,11,6,1,0,0,0,1,1,0,1,1,0,0,1,0,0,2,207,0,0,2,207,0,0,0,1,0,0,0,0,1,0
241290520,24,12,90,520,2490520,NOTRE-DAME-DE-LORETTE,10,"1,019,776","437,000","274,400","308,376",0,0,3,4,2,1,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,226,1,15,3,211,1,0,1,0,1,0,0,1,0,0
241290540,24,12,90,540,2490540,GIRARDVILLE,26,"4,098,710","2,179,250","964,047","955,413",0,1,3,3,12,7,0,24,16,4,0,0,0,0,0,3,1,0,0,0,0,0,0,10,"1,054",2,110,8,944,0,1,1,1,0,2,3,0,1,1
241290560,24,12,90,560,2490560,SAINT-EDMOND,38,"6,488,784","2,993,942","1,763,710","1,731,132",0,3,1,8,15,10,1,33,28,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241290580,24,12,90,580,2490580,SAINT-THOMAS-DIDYME,20,"1,985,111","1,091,390","420,953","472,768",0,1,4,10,4,1,0,10,3,5,0,1,0,0,0,0,0,1,0,0,1,0,0,14,"1,574",0,0,14,"1,574",1,0,1,1,1,2,4,1,2,1
241293000,24,12,93,0,2493000,LAC-SAINT-JEAN-EST,523,"112,270,183","67,204,596","21,994,095","23,071,492",3,9,32,62,172,224,21,468,374,41,8,9,0,12,1,4,15,4,2,0,2,0,1,122,"19,514",33,"3,213",93,"16,301",5,2,12,12,9,4,10,8,28,32
241293200,24,12,93,200,2493200,HEBERTVILLE,104,"22,431,377","13,422,209","4,404,755","4,604,413",1,0,1,15,36,49,2,99,84,6,0,1,0,4,0,1,3,0,0,0,0,0,0,20,"2,596",6,313,14,"2,283",2,0,2,2,2,2,1,1,3,5
241293240,24,12,93,240,2493240,LAC-A-LA-CROIX,55,"12,467,902","7,354,181","2,234,719","2,879,002",0,1,1,3,19,29,2,52,47,1,1,1,0,0,0,1,0,1,1,0,0,0,0,8,669,1,24,8,645,1,0,1,3,1,0,0,1,0,1
241293320,24,12,93,320,2493320,METABETCHOUAN,63,"14,659,385","9,376,064","2,319,731","2,963,590",1,1,3,7,19,28,4,59,38,9,3,2,0,2,1,1,3,0,0,0,0,0,0,11,"1,866",2,310,10,"1,556",0,0,0,2,0,0,0,1,6,2
241293360,24,12,93,360,2493360,SAINT-GEDEON,62,"13,524,946","7,695,280","3,189,380","2,640,286",0,0,3,5,26,27,1,58,52,2,0,1,0,1,0,1,0,1,0,0,1,0,0,15,"2,046",5,339,11,"1,707",1,0,3,1,1,1,0,1,4,3
241293440,24,12,93,440,2493440,SAINT-BRUNO,66,"13,597,715","8,146,118","2,638,090","2,813,507",0,1,3,8,23,30,1,60,51,0,3,3,0,2,0,0,1,0,0,0,0,0,0,11,"1,877",4,450,7,"1,427",0,0,0,0,3,0,2,1,2,3
241293480,24,12,93,480,2493480,ALMA,53,"13,629,136","8,934,500","2,558,895","2,135,741",1,2,6,3,15,21,5,43,35,1,0,0,0,2,0,0,5,0,0,0,0,0,0,18,"4,426",6,873,12,"3,553",0,1,1,1,1,1,0,1,1,11
241293530,24,12,93,530,2493530,DELISLE,68,"13,595,005","7,497,700","2,822,522","3,274,783",0,3,6,9,22,24,4,60,46,9,0,1,0,1,0,0,1,2,1,0,1,0,1,14,"2,543",6,708,8,"1,835",1,0,2,0,0,0,1,1,5,4
241293600,24,12,93,600,2493600,SAINT-HENRI-DE-TAILLON,19,"4,556,189","2,535,000","998,165","1,023,024",0,0,1,2,3,12,1,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,590,1,21,4,569,0,0,1,1,0,0,1,0,2,0
241293700,24,12,93,700,2493700,L'ASCENSION-DE-NOTRE-SEIGNEUR,33,"3,808,528","2,243,544","827,838","737,146",0,1,8,10,9,4,1,20,8,9,1,0,0,0,0,0,2,0,0,0,0,0,0,20,"2,901",2,175,19,"2,726",0,1,2,2,1,0,5,1,5,3
241294000,24,12,94,0,2494000,CHICOUTIMI,647,"113,236,753","73,277,017","21,702,506","18,257,230",5,23,64,152,186,192,25,490,264,92,10,7,0,18,40,6,37,16,8,0,8,1,2,219,"36,761",34,"3,680",190,"33,081",7,3,8,9,19,12,27,14,59,61
241294110,24,12,94,110,2494110,PETIT-SAGUENAY,21,"2,354,637","1,380,226","500,666","473,745",0,1,3,5,9,3,0,14,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"1,470",1,12,13,"1,458",0,0,0,2,5,0,0,1,5,0
241294120,24,12,94,120,2494120,SAINT-JEAN,16,"1,241,458","812,910","220,700","207,848",0,2,4,4,5,1,0,10,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,8,"1,005",1,150,7,855,0,0,0,1,0,1,2,2,2,0
241294180,24,12,94,180,2494180,OTIS,10,"797,711","600,000","127,650","70,061",0,0,2,7,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,"1,272",0,0,6,"1,272",0,0,0,0,0,0,2,0,1,3
241294190,24,12,94,190,2494190,LA BAIE,88,"19,072,610","12,976,857","2,742,492","3,353,261",0,6,6,19,16,33,8,74,50,11,1,0,0,3,4,1,3,1,1,0,0,1,0,19,"2,713",1,15,19,"2,698",2,1,0,2,2,1,0,0,7,4
241294210,24,12,94,210,2494210,NOTRE-DAME-DE-LATERRIERE,59,"10,740,591","7,033,040","2,086,350","1,621,201",1,1,5,9,22,19,2,47,30,1,1,0,0,3,1,1,8,2,1,0,1,0,0,9,"1,695",4,600,6,"1,095",0,0,2,0,0,0,0,1,2,4
241294300,24,12,94,300,2494300,CHICOUTIMI,81,"16,382,896","10,406,430","3,228,882","2,747,584",1,1,7,14,21,33,4,66,47,5,0,1,0,5,0,0,5,3,0,0,3,0,0,18,"3,446",1,3,17,"3,443",1,0,1,0,1,1,3,0,3,8
241294420,24,12,94,420,2494420,JONQUIERE,97,"18,189,327","11,683,175","3,435,163","3,070,989",2,2,7,18,26,41,1,82,56,9,1,0,0,5,6,0,4,1,0,0,1,0,0,25,"2,937",4,312,21,"2,625",2,1,1,1,2,2,6,3,4,3
241294460,24,12,94,460,2494460,TACHE,35,"5,027,192","2,791,154","785,240","1,450,798",0,2,3,10,12,8,0,29,12,11,2,0,0,1,0,0,3,0,0,0,0,0,0,14,"2,456",2,320,12,"2,136",0,0,0,0,1,1,3,0,6,3
241294480,24,12,94,480,2494480,SAINT-AMBROISE,86,"14,687,597","9,990,300","3,296,850","1,400,447",1,2,18,25,20,15,5,53,13,14,2,2,0,0,19,0,1,2,1,0,1,0,0,33,"6,261",5,525,28,"5,736",1,0,0,2,2,2,2,2,9,13
241294490,24,12,94,490,2494490,SHIPSHAW,13,"3,278,407","2,095,000","684,250","499,157",0,0,0,4,4,3,2,10,4,0,1,2,0,0,1,0,1,1,1,0,0,0,0,5,"1,140",0,0,5,"1,140",0,0,0,0,0,0,0,1,3,1
241294500,24,12,94,500,2494500,TREMBLAY,44,"7,542,638","4,400,620","1,890,450","1,251,568",0,1,3,10,13,16,1,35,16,9,1,0,0,0,3,1,4,1,1,0,0,0,0,19,"3,362",2,70,17,"3,292",0,0,2,0,3,1,2,0,4,7
241294510,24,12,94,510,2494510,SAINT-HONORE,33,"4,991,394","3,085,305","969,468","936,621",0,0,2,8,15,8,0,27,12,11,1,1,0,0,0,0,2,0,0,0,0,0,0,15,"2,842",3,187,13,"2,655",0,0,1,1,0,1,0,0,8,4
241294520,24,12,94,520,2494520,SAINT-FULGENCE,26,"2,920,637","2,169,000","499,575","252,062",0,2,4,8,6,6,0,15,0,5,0,0,0,0,1,3,3,3,1,0,2,0,0,14,"2,723",7,"1,409",7,"1,314",1,0,0,0,1,0,4,2,1,5
241294610,24,12,94,610,2494610,BEGIN,23,"4,395,085","2,860,000","937,220","597,865",0,1,0,6,9,5,2,15,6,3,0,0,0,0,4,0,1,1,1,0,0,0,1,12,"2,087",2,65,11,"2,022",0,0,1,0,2,1,0,2,1,5
241294620,24,12,94,620,2494620,LABRECQUE,15,"1,614,573","993,000","297,550","324,023",0,2,0,5,7,1,0,11,8,1,0,0,0,0,0,0,1,1,1,0,0,0,1,9,"1,352",1,12,8,"1,340",0,1,0,0,0,1,3,0,3,1
241297000,24,12,97,0,2497000,SAGUENAY,90,"12,582,949","8,469,064","2,571,180","1,542,705",1,2,12,35,28,8,4,64,12,25,1,1,0,2,5,4,12,2,2,0,0,0,1,34,"5,219",5,620,30,"4,599",1,2,1,0,1,3,6,2,11,7
241297410,24,12,97,410,2497410,SEPT-CANTONS-UNIS-DU-SAGUENAY,29,"5,957,184","4,392,980","1,308,756","255,448",0,2,4,11,5,4,3,17,0,4,0,0,0,0,3,2,6,2,2,0,0,0,1,14,"2,626",0,0,14,"2,626",0,0,0,0,1,1,2,0,5,5
241297510,24,12,97,510,2497510,BERGERONNES,14,"1,487,505","861,800",x,x,0,0,1,5,7,1,0,9,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,937,3,565,4,372,0,1,1,0,0,1,1,0,2,1
241297540,24,12,97,540,2497540,SACRE-COEUR,37,"3,781,631","2,107,251","755,359","919,021",1,0,5,16,12,3,0,31,11,13,1,1,0,2,0,1,2,0,0,0,0,0,0,8,"1,237",1,50,8,"1,187",0,0,0,0,0,0,3,1,3,1
241297940,24,12,97,940,2497940,"SAGUENAY, PARTIE MANICOUAGAN",10,"1,356,629","1,107,033",x,x,0,0,2,3,4,0,1,7,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,5,419,1,5,4,414,1,1,0,0,0,1,0,1,1,0
350000000,35,0,0,0,3500000,ONTARIO,"82,448","31,283,174,736","25,298,785,035","3,462,134,526","2,522,255,175",194,662,"2,195","11,587","22,627","28,236","16,947","68,960","12,841","19,567","4,984","1,886",692,"14,016","3,190","4,335","3,768","3,681","2,406",163,"1,112",141,"1,385","36,406","6,863,814","8,260","885,875","30,183","5,977,939","1,232",960,"1,367","2,161","1,752","1,295","2,084","1,730","7,379","16,446"
350100000,35,1,0,0,3500000,SOUTHERN ONT. REGION SUD D'ONT.,"27,975","13,270,094,024","11,277,476,773","1,419,574,232","573,043,019",60,212,477,"2,710","6,191","9,669","8,656","25,053","2,414","2,653","1,722",747,397,"9,125","2,416","2,977","1,289","1,313",706,128,479,26,390,"11,522","2,176,385","3,090","359,718","9,121","1,816,667",342,307,453,760,597,422,633,528,"2,259","5,221"
350125000,35,1,25,0,3525000,HAMILTON-WENTWORTH REGIONAL MUN.,"1,553","559,404,155","476,398,153","55,622,040","27,383,962",5,8,16,160,512,585,267,"1,256",165,170,94,86,30,206,25,238,176,66,28,3,35,2,13,717,"153,177",133,"17,567",619,"135,610",13,15,11,19,31,29,29,27,149,394
350125003,35,1,25,3,3525003,STONEY CREEK,184,"62,547,278","56,814,600","4,608,445","1,124,233",2,1,0,25,62,64,30,143,5,12,1,3,1,11,0,77,26,7,3,0,4,0,1,85,"19,787",8,"1,112",78,"18,675",0,4,1,3,2,2,1,2,11,59
350125009,35,1,25,9,3525009,GLANBROOK,260,"105,930,879","88,769,612","11,133,353","6,027,914",2,1,3,26,75,97,56,220,43,30,21,13,12,55,2,16,22,6,4,0,2,0,2,122,"24,908",30,"3,320",100,"21,588",3,4,2,1,8,5,7,4,26,62
350125014,35,1,25,14,3525014,ANCASTER,273,"102,973,007","87,807,967","10,656,528","4,508,512",0,1,3,24,91,106,48,215,33,25,15,14,8,50,3,28,28,11,7,0,4,0,4,134,"27,737",24,"2,877",118,"24,860",5,1,3,1,1,6,8,6,36,67
350125018,35,1,25,18,3525018,HAMILTON,32,"23,613,840","22,237,740","1,297,033","79,067",0,1,1,7,9,10,4,19,0,0,1,2,2,3,0,8,3,0,0,0,0,0,0,15,"3,470",3,22,13,"3,448",1,1,0,0,1,0,0,0,1,11
350125030,35,1,25,30,3525030,FLAMBOROUGH,804,"264,339,151","220,768,234","27,926,681","15,644,236",1,4,9,78,275,308,129,659,84,103,56,54,7,87,20,109,97,42,14,3,25,2,6,361,"77,275",68,"10,236",310,"67,039",4,5,5,14,19,16,13,15,75,195
350126000,35,1,26,0,3526000,NIAGARA REGIONAL MUNICIPALITY,"3,512","1,007,346,232","850,422,424","107,196,820","49,726,988",8,30,77,610,"1,203","1,113",471,"2,788",264,185,123,199,49,210,16,"1,378",271,93,41,2,50,2,16,"1,749","382,127",345,"49,211","1,495","332,916",35,24,32,69,60,43,67,64,337,"1,018"
350126003,35,1,26,3,3526003,FORT ERIE,96,"26,617,066","21,411,500","3,321,295","1,884,271",0,0,3,20,35,26,12,61,10,9,1,7,1,15,2,3,10,3,2,0,1,0,1,44,"8,965",8,626,39,"8,339",0,0,0,1,5,2,2,3,3,28
350126011,35,1,26,11,3526011,PORT COLBORNE,118,"25,314,200","20,173,258","3,580,475","1,560,467",0,1,3,30,39,39,6,87,8,13,6,10,5,19,0,7,9,10,7,1,2,0,2,71,"15,499",8,601,68,"14,898",0,2,0,1,2,4,0,3,12,47
350126014,35,1,26,14,3526014,WAINFLEET,291,"76,962,429","59,245,823","11,210,927","6,505,679",2,1,13,76,80,73,46,213,47,20,25,19,11,46,2,18,14,11,6,1,4,0,2,139,"32,001",24,"3,779",121,"28,222",2,3,3,3,7,2,3,4,20,92
350126021,35,1,26,21,3526021,WEST LINCOLN,675,"192,337,978","147,667,710","21,834,632","22,835,636",0,9,13,107,222,221,103,551,144,87,55,70,21,60,6,36,38,34,17,0,17,1,8,336,"73,288",64,"7,598",285,"65,690",12,5,7,15,9,9,11,5,64,199
350126028,35,1,26,28,3526028,PELHAM,270,"63,449,307","53,816,035","7,264,568","2,368,704",1,2,6,43,109,86,23,190,13,12,8,9,0,13,0,94,29,12,5,0,7,0,2,145,"32,858",28,"3,772",125,"29,086",1,3,1,9,1,4,5,4,33,84
350126032,35,1,26,32,3526032,WELLAND,37,"9,455,734","8,091,500","1,032,110","332,124",0,1,2,6,12,12,4,27,5,1,0,0,4,10,1,0,5,1,0,0,1,0,0,22,"4,505",5,43,21,"4,462",1,0,0,0,0,2,0,2,6,11
350126037,35,1,26,37,3526037,THOROLD,70,"26,543,269","21,999,940","3,571,685","971,644",0,1,0,9,22,24,14,55,5,6,2,5,2,5,0,21,5,4,1,0,3,0,0,28,"6,685",4,522,25,"6,163",1,0,0,1,0,1,0,0,7,18
350126043,35,1,26,43,3526043,NIAGARA FALLS,116,"35,902,278","30,254,500","4,060,376","1,587,402",0,0,3,22,38,33,20,81,11,14,2,6,2,14,0,18,12,2,2,0,0,1,1,60,"12,393",8,624,53,"11,769",0,1,2,4,3,1,4,3,8,34
350126047,35,1,26,47,3526047,NIAGARA-ON-THE-LAKE,702,"198,253,740","176,744,419","18,849,909","2,659,412",2,6,12,142,270,180,90,576,4,6,9,16,1,5,2,487,42,4,0,0,4,0,0,383,"83,693",86,"14,734",323,"68,959",5,3,10,13,15,4,17,19,78,219
350126053,35,1,26,53,3526053,ST. CATHARINES,192,"55,301,151","50,312,086","4,796,284","192,781",0,2,6,31,72,54,27,158,0,0,2,1,0,1,0,118,36,0,0,0,0,0,0,90,"19,873",14,"1,973",79,"17,900",0,3,1,4,2,2,4,3,13,58
350126057,35,1,26,57,3526057,LINCOLN,717,"237,797,017","208,447,977","22,295,395","7,053,645",3,5,11,93,221,281,103,616,13,11,10,42,1,18,3,463,48,7,0,0,7,0,0,321,"67,020",74,"11,675",263,"55,345",10,3,6,15,12,10,18,14,75,158
350126065,35,1,26,65,3526065,GRIMSBY,228,"59,412,063","52,257,676","5,379,164","1,775,223",0,2,5,31,83,84,23,173,4,6,3,14,1,4,0,113,23,5,1,0,4,0,0,110,"25,347",22,"3,264",93,"22,083",3,1,2,3,4,2,3,4,18,70
350128000,35,1,28,0,3528000,HALDIMAND-NORFOLK REGIONAL MUN.,"3,899","1,820,973,614","1,567,224,697","200,247,690","53,501,227",5,21,71,466,870,"1,075","1,391","3,490",315,285,153,89,70,724,"1,264",258,153,179,98,14,67,5,55,"1,456","266,873",436,"54,662","1,111","212,211",27,43,61,117,91,58,83,71,269,636
350128002,35,1,28,2,3528002,DUNNVILLE,324,"88,296,310","67,884,910","13,023,212","7,388,188",0,5,16,61,118,74,50,260,48,29,25,10,7,78,3,21,22,17,10,1,6,1,3,151,"33,995",28,"3,652",133,"30,343",3,3,4,5,5,5,2,3,29,92
350128015,35,1,28,15,3528015,HALDIMAND,768,"220,776,578","171,043,659","29,466,127","20,266,792",2,6,15,113,263,256,113,643,143,141,46,25,33,166,7,5,29,48,41,0,7,2,27,363,"72,595",74,"6,896",309,"65,699",8,7,11,20,18,8,11,14,81,185
