AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NTOTIMP,TOTIMP,ETOTIMP,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NOTHIMP,OTHIMP,EOTHIMP,TOTUNIM,ETOTUNIM,NWDLAND,WDLAND,EWDLAND,NOUNIMP,OUNIMP,EOUNIMP,ILANDIST,ILANDIST_1,ILANDIST_2,ILANDIST_3,ILANDIST_4,ILANDIST_5,ILANDIST_6,ILANDIST_7,ILANDIST_8,ILANDIST_9,ILANDIST_10,ILANDIST_11,ILANDIST_12,ILANDIST_13,NFORAGE,FORAGE,EFORAGE,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NOFORGSD,OFORGSD,EOFORGSD,NTOTFER,TOTFER,ETOTFER,TOTTON,NFERCPA,FERCPA,EFERCPA,FERCPT,NFERTHA,FERTHA,EFERTHA,FERTHT,NFERIPA,FERIPA,EFERIPA,FERIPT,NSPRAY,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NIRGSSY,IRGSSY,EIRGSSY
241000000,24,10,0,0,2400000,N. DE MONTREAL - N. OF MONTREAL,"4,846","549,375","222,324","4,728","416,242","168,447","4,365","334,671","135,437",588,"12,567","5,086","1,657","49,989","20,230","2,119","19,015","7,695","133,219","53,912","2,265","90,817","36,752","1,434","42,402","17,159","4,728",118,246,456,"1,786","1,187",515,268,202,41,13,11,2,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,663","186,746","75,573","42,447","2,406","127,823","51,728","33,040",844,"41,989","16,992","6,550",638,"16,934","6,853","2,857","2,411","1,938","100,811","40,797","1,305","42,739","17,296",..,..,..,220,"5,625","2,276"
241049000,24,10,49,0,2449000,BERTHIER,721,"106,256","43,000",702,"77,547","31,382",648,"60,850","24,625",102,"3,061","1,239",325,"9,817","3,973",281,"3,819","1,545","28,709","11,618",394,"20,911","8,462",231,"7,798","3,156",702,19,19,40,213,184,129,68,40,6,2,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,334,"27,329","11,060","7,211",289,"18,242","7,382","5,972",114,"6,228","2,520",862,100,"2,859","1,157",377,300,257,"14,986","6,065",104,"5,857","2,370",..,..,..,41,"1,846",747
241049140,24,10,49,140,2449140,SAINT-ANTOINE-DE-LAVALTRIE,82,"8,976","3,632",79,"6,487","2,625",76,"5,009","2,027",20,590,239,14,385,156,29,503,204,"2,491","1,008",42,"1,830",741,24,661,267,79,3,5,6,32,16,10,8,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48,"2,953","1,195","1,511",47,"2,576","1,042","1,455",5,102,41,16,5,275,111,40,47,32,"1,494",605,39,"1,872",758,..,..,..,18,783,317
241049200,24,10,49,200,2449200,LANORAIE-D'AUTRAY,72,"10,969","4,439",72,"7,078","2,864",67,"4,443","1,798",36,"1,801",729,10,245,99,37,589,238,"3,889","1,574",50,"3,154","1,276",20,735,297,72,0,0,7,28,15,14,4,3,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,"4,080","1,651","2,365",52,"3,744","1,515","2,341",2,230,93,12,4,106,43,12,50,28,"1,513",612,41,"2,335",945,..,..,..,19,"1,037",420
241049240,24,10,49,240,2449240,SAINTE-GENEVIEVE-DE-BERTHIER,81,"11,170","4,520",79,"9,442","3,821",75,"8,258","3,342",5,79,32,31,839,340,25,266,108,"1,727",699,44,"1,432",580,19,295,119,79,2,3,3,26,16,18,7,4,1,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,"4,368","1,768",654,37,"3,371","1,364",498,13,581,235,115,14,416,168,41,38,37,"3,294","1,333",7,856,346,..,..,..,2,10,4
241049270,24,10,49,270,2449270,SAINT-IGNACE-DE-LOYOLA,29,"3,269","1,323",29,"2,741","1,109",27,"2,216",897,2,16,6,19,471,191,4,38,15,528,214,13,289,117,8,239,97,29,0,1,1,7,12,6,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,250,101,23,5,79,32,10,2,68,28,6,3,103,42,7,0,0,0,0,0,0,0,..,..,..,0,0,0
241049280,24,10,49,280,2449280,LA VISITATION-DE-LA-STE-VIERGE,27,"4,069","1,647",27,"3,639","1,473",26,"3,118","1,262",3,21,8,13,457,185,10,43,17,425,172,10,130,53,11,295,119,27,0,1,0,7,9,3,4,2,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,"1,111",450,115,14,667,270,77,4,210,85,17,8,234,95,21,14,13,829,335,3,37,15,..,..,..,0,0,0
241049320,24,10,49,320,2449320,SAINT-BARTHELEMI,97,"15,383","6,225",95,"12,659","5,123",90,"10,149","4,107",9,111,45,67,"2,245",909,23,154,62,"2,728","1,104",44,"2,019",817,22,709,287,95,2,2,1,18,31,20,13,10,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,"5,116","2,070",680,45,"2,978","1,205",503,26,"1,666",674,141,13,472,191,36,50,50,"2,779","1,125",3,229,93,..,..,..,0,0,0
241049360,24,10,49,360,2449360,SAINT-CUTHBERT,126,"20,392","8,252",122,"15,813","6,399",117,"13,267","5,369",16,231,93,73,"1,941",785,56,374,151,"4,584","1,855",58,"3,601","1,457",25,983,398,122,4,1,4,27,35,25,19,8,3,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67,"5,745","2,325","1,140",52,"3,272","1,324",777,35,"1,857",752,213,28,616,249,150,56,55,"3,458","1,399",3,35,14,..,..,..,1,8,3
241049380,24,10,49,380,2449380,SAINT-NORBERT,71,"11,527","4,665",67,"8,215","3,324",62,"7,045","2,851",4,42,17,32,810,328,27,318,129,"3,309","1,339",52,"2,562","1,037",28,747,302,67,4,0,4,20,16,13,8,5,0,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,"2,684","1,086",401,24,"1,234",499,242,18,"1,020",413,109,19,430,174,50,26,24,"1,085",439,5,382,155,..,..,..,0,0,0
241049450,24,10,49,450,2449450,SAINT-GABRIEL-DE-BRANDON,86,"10,362","4,193",85,"6,500","2,630",66,"4,403","1,782",4,61,25,41,"1,526",618,47,510,206,"3,864","1,564",52,"2,525","1,022",45,"1,339",542,85,1,4,13,28,25,11,2,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,844,342,293,10,173,70,41,8,464,188,232,6,207,84,20,13,12,252,102,2,11,4,..,..,..,1,8,3
241049500,24,10,49,500,2449500,SAINT-CHARLES-DE-MANDEVILLE,15,"2,784","1,127",14,"1,332",539,13,946,383,1,80,32,7,255,103,3,51,21,"1,451",587,10,989,400,10,462,187,14,1,0,1,6,3,2,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,42,17,14,2,42,17,14,0,0,0,0,0,0,0,0,3,3,55,22,0,0,0,..,..,..,0,0,0
241049540,24,10,49,540,2449540,SAINT-DAMIEN,35,"7,355","2,976",33,"3,641","1,473",29,"1,996",808,2,29,12,18,643,260,20,973,394,"3,713","1,503",19,"2,380",963,19,"1,333",539,33,2,2,0,14,6,7,1,2,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,136,55,15,1,106,43,14,1,30,12,1,0,0,0,0,3,3,227,92,1,100,40,..,..,..,0,0,0
241058000,24,10,58,0,2458000,JOLIETTE,934,"115,792","46,859",905,"86,445","34,983",776,"67,845","27,456",78,"2,024",819,385,"12,713","5,145",446,"3,863","1,563","29,358","11,881",488,"19,956","8,076",305,"9,402","3,805",905,29,48,78,275,250,131,80,33,8,0,2,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,415,"33,975","13,749","9,368",349,"22,532","9,118","7,399",162,"7,615","3,082","1,226",135,"3,828","1,549",743,357,305,"15,631","6,326",122,"6,458","2,613",..,..,..,41,"2,014",815
241058110,24,10,58,110,2458110,SAINT-THOMAS,126,"19,331","7,823",125,"15,732","6,367",119,"12,847","5,199",15,536,217,44,"1,416",573,52,933,378,"3,598","1,456",63,"2,392",968,36,"1,206",488,125,1,1,6,26,32,38,11,9,2,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,"7,696","3,114","3,028",79,"6,657","2,694","2,884",14,737,298,106,15,302,122,38,80,59,"3,513","1,422",50,"3,172","1,284",..,..,..,19,"1,022",414
241058240,24,10,58,240,2458240,JOLIETTE,174,"19,502","7,892",171,"15,245","6,169",157,"12,230","4,949",15,306,124,66,"2,267",917,88,442,179,"4,257","1,723",92,"2,903","1,175",50,"1,354",548,171,3,12,11,62,42,22,16,3,3,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88,"6,241","2,526","1,459",70,"4,078","1,650","1,200",31,"1,339",542,151,26,824,333,108,68,58,"2,931","1,186",26,"1,081",437,..,..,..,7,245,99
241058310,24,10,58,310,2458310,SAINT-AMBROISE-DE-KILDARE,117,"12,618","5,106",114,"9,781","3,958",103,"7,334","2,968",9,197,80,59,"1,852",749,57,398,161,"2,842","1,150",60,"1,852",749,43,990,401,114,3,6,5,40,43,10,6,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,"4,100","1,659",541,43,"1,841",745,333,32,"1,508",610,141,24,751,304,67,36,34,"1,176",476,8,417,169,..,..,..,0,0,0
241058350,24,10,58,350,2458350,SAINTE-MARCELLINE-DE-KILDARE,18,"2,557","1,035",17,"1,345",544,15,880,356,0,0,0,10,443,179,6,22,9,"1,212",490,13,993,402,6,219,89,17,1,2,2,5,5,1,1,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,189,76,16,2,42,17,4,3,117,47,9,1,30,12,3,3,3,50,20,0,0,0,..,..,..,1,3,1
241058370,24,10,58,370,2458370,SAINTE-MELANIE,53,"8,873","3,591",52,"6,393","2,587",50,"5,109","2,068",8,356,144,25,861,348,9,67,27,"2,478","1,003",30,"1,824",738,16,654,265,52,1,1,1,12,17,12,4,4,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,"2,276",921,750,25,"1,412",571,523,14,640,259,130,7,224,91,97,24,16,829,335,14,687,278,..,..,..,5,291,118
241058400,24,10,58,400,2458400,NOTRE-DAME-DE-LOURDES,41,"5,240","2,121",41,"4,137","1,674",39,"3,375","1,366",6,177,72,20,460,186,17,125,51,"1,102",446,26,901,365,7,201,81,41,0,5,3,5,15,8,3,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,"1,821",737,900,25,"1,488",602,807,5,117,47,14,6,216,87,79,24,15,423,171,13,724,293,..,..,..,7,451,183
241058420,24,10,58,420,2458420,SAINTE-ELIZABETH,124,"17,824","7,213",122,"16,023","6,484",105,"14,047","5,685",7,61,25,55,"1,506",609,54,409,166,"1,806",731,47,"1,106",448,33,700,283,122,2,5,6,22,41,21,18,5,2,0,2,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72,"8,372","3,388","1,761",66,"5,530","2,238","1,221",39,"1,953",790,330,33,889,360,210,75,73,"5,209","2,108",5,264,107,..,..,..,0,0,0
241058480,24,10,58,480,2458480,SAINT-FELIX-DE-VALOIS,173,"14,191","5,743",163,"9,922","4,015",110,"7,218","2,921",5,75,30,57,"1,830",741,95,799,323,"4,270","1,728",77,"2,534","1,025",59,"1,736",703,163,10,10,32,68,28,9,15,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,"1,850",749,337,23,945,382,222,12,670,271,89,11,235,95,26,30,30,"1,089",441,0,0,0,..,..,..,0,0,0
241058510,24,10,58,510,2458510,SAINT-JEAN-DE-MATHA,71,"9,680","3,917",67,"4,808","1,946",52,"3,228","1,306",3,66,27,30,"1,130",457,48,384,155,"4,876","1,973",52,"3,653","1,478",33,"1,223",495,67,4,6,8,20,23,6,3,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,583,236,232,9,195,79,70,8,254,103,143,4,134,54,19,11,11,203,82,5,13,5,..,..,..,1,1,0
241058550,24,10,58,550,2458550,SAINTE-BEATRIX,23,"3,891","1,575",21,"2,245",909,18,"1,268",513,3,80,32,12,649,263,13,248,100,"1,649",667,16,"1,062",430,12,587,238,21,2,0,4,7,2,3,2,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,790,320,335,6,331,134,133,4,280,113,113,5,179,72,89,6,6,208,84,1,100,40,..,..,..,0,0,0
241058640,24,10,58,640,2458640,SAINTE-EMELIE-DE-L'ENERGIE,14,"2,085",844,12,814,329,8,309,125,7,170,69,7,299,121,7,36,15,"1,268",513,12,736,298,10,532,215,12,2,0,0,8,2,1,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,57,23,9,1,13,5,2,0,0,0,0,3,44,18,7,0,0,0,0,0,0,0,..,..,..,1,1,0
241061000,24,10,61,0,2461000,MONTCALM,568,"65,066","26,331",552,"51,568","20,869",525,"42,752","17,301",64,"1,010",409,231,"6,152","2,490",264,"1,654",669,"13,511","5,468",322,"11,049","4,471",127,"2,462",996,552,16,26,46,211,164,49,27,15,4,5,4,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,345,"29,642","11,996","6,406",310,"19,815","8,019","4,955",156,"6,488","2,626",928,132,"3,339","1,351",523,310,284,"18,746","7,586",160,"5,377","2,176",..,..,..,16,204,83
241061110,24,10,61,110,2461110,SAINTE-MARIE-SALOME,46,"5,498","2,225",46,"4,448","1,800",45,"3,907","1,581",7,156,63,14,258,104,16,127,51,"1,051",425,27,752,304,19,299,121,46,0,0,6,22,12,2,1,0,1,1,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,"2,529","1,023",777,24,"1,815",735,632,13,462,187,95,9,252,102,50,20,18,"1,796",727,11,643,260,..,..,..,0,0,0
241061200,24,10,61,200,2461200,SAINT-ESPRIT,110,"11,843","4,793",103,"9,999","4,046",98,"8,709","3,524",8,62,25,38,971,393,43,257,104,"1,847",747,63,"1,639",663,12,208,84,103,7,3,10,40,26,16,3,1,1,2,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,"5,692","2,303","1,217",72,"3,875","1,568",811,28,"1,172",474,238,24,645,261,168,75,69,"3,805","1,540",45,"1,154",467,..,..,..,3,3,1
241061240,24,10,61,240,2461240,SAINT-ALEXIS,103,"10,075","4,077",103,"8,899","3,601",100,"7,342","2,971",15,159,64,46,"1,138",461,57,260,105,"1,182",478,52,981,397,20,201,81,103,0,2,11,40,36,5,2,5,1,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,"5,443","2,203","1,151",67,"3,716","1,504",938,33,"1,062",430,133,26,665,269,80,67,61,"3,657","1,480",43,"1,212",490,..,..,..,3,53,21
241061300,24,10,61,300,2461300,SAINT-JACQUES,130,"15,298","6,191",128,"13,566","5,490",115,"11,782","4,768",9,102,41,51,"1,418",574,61,264,107,"1,733",701,66,"1,254",507,25,479,194,128,2,13,13,45,29,8,9,6,1,2,1,0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71,"8,618","3,488","1,796",62,"7,026","2,843","1,608",28,"1,136",460,121,22,456,185,67,67,60,"6,803","2,753",35,"1,807",731,..,..,..,6,137,55
241061340,24,10,61,340,2461340,SAINT-LIGUORI,76,"7,475","3,025",74,"6,281","2,542",72,"4,850","1,963",15,386,156,29,719,291,30,326,132,"1,193",483,44,858,347,19,335,136,74,2,1,4,31,23,9,5,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,"2,956","1,196",648,42,"1,753",709,503,17,843,341,101,15,360,146,44,43,39,"1,559",631,17,405,164,..,..,..,2,3,1
241061380,24,10,61,380,2461380,RAWDON,51,"8,285","3,353",51,"4,663","1,887",49,"3,301","1,336",3,46,19,29,"1,163",471,31,153,62,"3,626","1,467",30,"2,923","1,183",21,703,284,51,0,7,0,12,21,3,6,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,"2,509","1,015",446,16,802,325,240,21,"1,103",446,147,18,604,244,59,19,18,450,182,5,133,54,..,..,..,2,8,3
241061400,24,10,61,400,2461400,SAINTE-JULIENNE,42,"5,038","2,039",41,"3,400","1,376",40,"2,632","1,065",7,99,40,21,416,168,23,253,102,"1,637",662,32,"1,458",590,8,179,72,41,1,0,1,18,15,6,1,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,"1,845",747,318,25,785,318,172,16,710,287,93,16,350,142,53,19,19,676,274,4,23,9,..,..,..,0,0,0
241061460,24,10,61,460,2461460,CHERTSEY,10,"1,554",629,6,312,126,6,229,93,0,0,0,3,69,28,3,14,6,"1,242",503,8,"1,184",479,3,58,23,6,4,0,1,3,2,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,50,20,53,2,43,17,51,0,0,0,0,2,7,3,2,0,0,0,0,0,0,0,..,..,..,0,0,0
241062000,24,10,62,0,2462000,L'ASSOMPTION,769,"84,640","34,253",754,"69,612","28,171",719,"59,417","24,045",93,"1,701",688,228,"6,259","2,533",251,"2,235",904,"15,034","6,084",311,"9,558","3,868",190,"5,476","2,216",754,15,30,47,260,266,77,30,33,7,3,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,476,"36,163","14,635","8,144",441,"25,491","10,316","6,148",161,"7,290","2,950","1,373",132,"3,382","1,369",623,424,390,"21,355","8,642",208,"8,998","3,641",..,..,..,21,542,219
241062110,24,10,62,110,2462110,SAINT-SULPICE,32,"5,180","2,096",31,"4,726","1,913",31,"4,149","1,679",5,104,42,7,303,123,21,170,69,455,184,11,108,44,10,347,140,31,1,0,0,13,5,2,3,5,3,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,"1,888",764,291,18,"1,773",718,276,3,64,26,8,1,51,21,7,17,16,"1,351",547,11,944,382,..,..,..,0,0,0
241062180,24,10,62,180,2462180,L'ASSOMPTION,77,"10,355","4,191",77,"8,724","3,530",75,"7,442","3,012",13,258,104,28,854,346,30,170,69,"1,628",659,28,671,272,23,957,387,77,0,7,6,14,28,10,5,4,2,0,1,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,"6,525","2,641","1,297",57,"4,265","1,726",990,32,"1,639",663,190,20,621,251,117,55,48,"3,382","1,369",27,"1,687",683,..,..,..,3,103,42
241062240,24,10,62,240,2462240,LE GARDEUR,53,"5,535","2,240",48,"4,621","1,870",44,"3,818","1,545",4,44,18,15,559,226,19,200,81,915,370,22,479,194,14,436,176,48,5,2,6,9,21,5,1,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,"1,536",622,448,23,"1,021",413,155,6,347,140,186,7,168,68,107,23,20,889,360,7,174,70,..,..,..,0,0,0
241062280,24,10,62,280,2462280,LACHENAIE,21,"2,382",964,21,"2,204",892,21,"1,818",736,1,9,4,7,320,129,4,57,23,179,72,3,81,33,4,98,40,21,0,1,1,6,7,3,0,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,693,280,109,8,484,196,74,3,126,51,29,3,83,34,6,9,9,471,191,3,56,23,..,..,..,1,1,0
241062310,24,10,62,310,2462310,MASCOUCHE,85,"9,595","3,883",82,"7,887","3,192",80,"6,951","2,813",11,232,94,23,567,229,22,137,55,"1,707",691,32,878,355,32,829,335,82,3,5,3,31,28,9,2,2,0,2,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,"3,736","1,512",971,37,"2,908","1,177",774,13,568,230,152,9,260,105,45,34,33,"2,526","1,022",14,779,315,..,..,..,3,28,11
241062400,24,10,62,400,2462400,L'EPIPHANIE,70,"8,298","3,358",70,"7,585","3,070",66,"6,181","2,501",8,263,106,34,787,318,20,354,143,713,289,28,503,204,11,210,85,70,0,1,3,17,32,10,2,3,1,1,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,"2,974","1,204",450,38,"1,695",686,291,21,708,287,95,22,571,231,64,32,32,"1,538",622,5,94,38,..,..,..,1,36,15
241062420,24,10,62,420,2462420,SAINT-GERARD-MAGELLA,52,"5,480","2,218",52,"4,043","1,636",50,"3,074","1,244",10,155,63,14,492,199,24,322,130,"1,435",581,29,"1,134",459,14,301,122,52,0,3,6,15,20,5,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,"2,423",981,548,31,"1,497",606,273,12,626,253,170,13,300,121,105,35,34,"1,242",503,17,593,240,..,..,..,1,43,17
241062480,24,10,62,480,2462480,SAINT-ROCH-DE-L'ACHIGAN,181,"18,328","7,417",180,"15,401","6,233",173,"13,644","5,522",21,315,127,47,"1,116",452,59,326,132,"2,937","1,189",79,"2,207",893,35,730,295,180,1,5,11,65,65,17,12,4,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,"9,743","3,943","2,541",129,"7,212","2,919","2,116",40,"1,687",683,307,36,844,342,118,125,114,"6,081","2,461",73,"3,011","1,219",..,..,..,6,185,75
241062510,24,10,62,510,2462510,LA PLAINE,45,"5,508","2,229",45,"3,893","1,575",43,"3,387","1,371",1,19,8,12,472,191,7,15,6,"1,616",654,29,"1,418",574,4,198,80,45,0,0,2,20,15,4,1,3,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22,"1,185",480,162,17,551,223,93,8,473,191,48,9,161,65,21,16,12,350,142,7,87,35,..,..,..,2,46,19
241062780,24,10,62,780,2462780,SAINT-LIN,153,"13,979","5,657",148,"10,528","4,261",136,"8,953","3,623",19,302,122,41,789,319,45,484,196,"3,449","1,396",50,"2,079",841,43,"1,370",554,148,5,6,9,70,45,12,2,4,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86,"5,460","2,210","1,327",83,"4,085","1,653","1,106",23,"1,052",426,188,12,323,131,33,78,72,"3,525","1,427",44,"1,573",637,..,..,..,4,100,40
241063000,24,10,63,0,2463000,TERREBONNE,481,"48,796","19,747",455,"29,996","12,139",380,"21,811","8,827",50,"1,238",501,148,"3,971","1,607",219,"2,976","1,204","18,815","7,614",248,"13,367","5,409",165,"5,448","2,205",455,26,37,59,200,106,27,10,10,5,0,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199,"9,745","3,944","1,916",167,"6,581","2,663","1,456",51,"2,330",943,324,41,834,338,136,156,118,"5,102","2,065",102,"2,233",904,..,..,..,24,274,111
241063110,24,10,63,110,2463110,BOISBRIAND,25,"2,147",869,24,"1,870",757,23,"1,469",594,3,41,17,8,196,79,17,164,66,276,112,11,177,72,5,99,40,24,1,1,0,14,4,2,2,1,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,629,255,91,14,537,217,80,2,59,24,7,2,33,13,4,12,10,208,84,5,245,99,..,..,..,0,0,0
241063190,24,10,63,190,2463190,BLAINVILLE,32,"1,262",511,32,"1,040",421,32,773,313,0,0,0,1,1,0,22,266,108,224,91,7,186,75,4,38,15,32,0,5,8,14,4,1,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,645,261,241,25,611,247,235,2,34,14,6,0,0,0,0,22,5,14,6,20,635,257,..,..,..,4,53,21
241063230,24,10,63,230,2463230,SAINT-LOUIS-DE-TERREBONNE,65,"5,277","2,136",63,"3,071","1,243",58,"2,308",934,7,202,82,15,349,141,20,212,86,"2,212",895,31,"1,540",623,22,672,272,63,2,10,7,33,8,3,1,0,1,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,"1,105",447,272,18,854,346,253,6,176,71,12,5,75,30,7,21,18,535,217,16,166,67,..,..,..,7,126,51
241063250,24,10,63,250,2463250,SAINTE-ANNE-DES-PLAINES,149,"16,782","6,791",146,"12,986","5,255",133,"11,440","4,630",16,258,104,35,850,344,63,438,177,"3,804","1,539",89,"3,272","1,324",28,532,215,146,3,6,16,52,51,8,3,7,2,0,0,1,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,"4,609","1,865",837,70,"3,230","1,307",588,19,"1,043",422,182,8,336,136,67,70,58,"3,273","1,325",50,909,368,..,..,..,8,86,35
241063280,24,10,63,280,2463280,SAINTE-SOPHIE,64,"5,737","2,322",60,"3,598","1,456",40,"1,924",779,8,141,57,22,625,253,35,908,367,"2,139",866,25,"1,342",543,21,797,323,60,4,6,8,28,11,2,3,2,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,872,353,214,14,642,260,178,3,190,77,29,5,40,16,7,10,9,546,221,5,201,81,..,..,..,3,6,2
