AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
350138023,35,1,38,23,3538023,MOORE,303,45,"24,724",12,"4,495",37,"7,337",27,"12,892",3,x,10,171,13,x,7,66,138,"7,771",44,68,84,"1,641",16,496,71,"1,145",93,"1,271",17,270,50,280,51,721,80,"2,784",88,"2,007",95,"4,165",30,"2,777",17,24,17,407,29,"2,346",17,"1,202",17,644,14,500,20,"1,185",20,564,20,621,53,262,16,158,8,125,0,0,0,0,0,0,2
350138028,35,1,38,28,3538028,SARNIA,191,32,"45,944",9,x,26,x,18,x,4,x,10,205,11,x,3,x,51,"2,123",7,8,31,699,15,500,17,199,31,529,15,348,6,24,13,157,27,440,36,447,30,743,35,"10,212",23,65,23,"1,222",35,"8,925",26,"3,602",24,"3,041",23,"2,282",6,163,5,100,4,63,23,236,8,50,3,x,0,0,0,0,0,0,1
350138034,35,1,38,34,3538034,PLYMPTON,444,94,"183,971",16,x,70,"101,097",38,x,9,"111,251",8,91,13,x,3,x,155,"13,105",43,57,101,"2,486",51,"1,426",60,"1,060",113,"2,528",42,670,40,200,56,"1,658",91,"5,916",109,"2,118",106,"7,395",95,"34,428",67,235,69,"4,252",94,"29,941",72,"11,417",68,"10,249",66,"8,275",14,"1,545",14,934,14,611,59,236,8,59,13,744,0,0,0,0,0,0,5
350138041,35,1,38,41,3538041,WARWICK,347,69,"542,811",12,"324,640",59,"217,453",15,718,6,"74,478",7,85,10,x,0,0,140,"8,913",53,89,81,"2,418",35,"1,621",50,797,88,"2,306",34,853,28,153,50,"1,300",65,"2,114",93,"1,986",91,"3,227",123,"54,408",85,346,88,"6,385",123,"47,677",95,"16,334",99,"17,707",89,"13,636",15,"1,124",14,622,15,502,42,158,10,145,8,50,1,x,0,0,1,x,7
350138046,35,1,38,46,3538046,BOSANQUET,332,68,"107,720",11,"46,145",53,"57,848",31,"3,727",2,x,9,112,22,x,4,x,115,"7,515",50,69,82,"2,354",40,"1,391",54,963,86,"1,579",32,534,29,224,45,821,56,"1,815",81,"1,698",56,"2,555",80,"39,243",46,282,52,"4,297",78,"34,664",56,"12,721",60,"11,954",51,"9,989",9,677,9,338,9,339,32,137,10,86,15,"1,306",0,0,0,0,0,0,4
350139000,35,1,39,0,3539000,MIDDLESEX COUNTY,"3,520",772,"1,909,080",148,"471,241",598,"960,940",367,"476,899",40,"646,614",136,"1,862",189,x,59,x,"1,827","134,791",569,"1,186","1,203","31,363",577,"19,844",697,"11,519","1,307","38,606",523,"9,555",424,"3,205",649,"25,846",888,"41,945","1,218","21,691","1,060","62,442",822,"261,916",522,"1,897",573,"31,886",793,"228,133",547,"87,669",562,"73,519",468,"66,945",179,"10,575",173,"6,075",166,"4,500",608,"3,719",124,"1,704",145,"5,813",2,x,2,x,3,20,72
350139001,35,1,39,1,3539001,MOSA,185,45,"57,796",9,x,34,"39,565",20,x,4,x,9,160,13,x,3,x,82,"5,273",33,49,57,946,11,141,50,805,53,"1,393",5,x,27,x,34,"1,110",55,"2,235",53,650,46,"2,538",39,"7,405",21,79,23,765,37,"6,561",22,"2,001",24,"2,376",26,"2,184",4,90,4,57,3,33,22,72,4,30,5,62,0,0,0,0,0,0,2
350139006,35,1,39,6,3539006,EKFRID,243,49,"132,908",12,x,35,x,24,x,5,x,11,219,18,x,2,x,141,"9,494",49,74,91,"1,764",25,673,71,"1,091",100,"2,992",20,344,43,190,59,"2,458",78,"3,310",85,"1,354",92,"5,222",55,"17,632",32,124,39,"2,458",51,"15,050",37,"6,145",28,"4,746",26,"4,159",22,"1,429",21,703,21,726,32,110,10,83,7,37,0,0,1,x,1,x,2
350139011,35,1,39,11,3539011,METCALFE,145,22,x,3,x,19,x,12,x,1,x,8,38,9,x,2,x,76,"4,667",22,69,39,977,12,484,28,493,51,"1,643",7,216,18,85,35,"1,342",43,"1,248",46,730,52,"2,221",38,"12,413",24,75,27,"1,426",36,"10,912",26,"3,311",28,"3,640",20,"3,961",12,908,11,683,11,225,22,64,5,78,4,30,0,0,0,0,0,0,1
350139014,35,1,39,14,3539014,CARADOC,368,71,"147,956",15,"68,820",55,"77,424",32,"1,712",4,x,15,346,15,x,9,x,136,"7,491",43,59,93,"1,658",17,275,78,"1,383",90,"2,030",10,91,46,204,52,"1,735",75,"2,353",91,"1,391",84,"3,543",57,"11,247",34,82,40,"1,407",55,"9,758",32,"3,805",36,"3,237",38,"2,716",16,580,16,353,15,227,58,450,16,310,8,x,1,x,0,0,0,0,4
350139019,35,1,39,19,3539019,DELAWARE,110,20,x,2,x,18,x,9,x,1,x,3,x,5,x,1,x,43,x,10,x,29,638,16,x,16,x,28,747,13,412,10,x,14,x,26,x,27,x,24,x,15,x,9,x,9,x,15,x,11,x,8,x,8,x,4,227,4,127,4,100,21,155,6,25,2,x,0,0,0,0,0,0,2
350139022,35,1,39,22,3539022,WESTMINSTER,256,46,x,7,x,40,x,21,x,3,97,8,39,9,x,5,x,132,"8,053",37,77,102,"2,392",53,"1,670",56,722,99,"2,303",54,"1,081",28,161,41,"1,061",49,"1,413",100,"1,868",72,"2,740",29,"5,679",15,37,20,758,26,"4,884",18,"1,716",17,x,13,x,10,906,10,527,10,379,54,529,6,135,15,"1,459",1,x,0,0,0,0,11
350139026,35,1,39,26,3539026,NORTH DORCHESTER,276,64,"90,771",19,x,53,"19,465",34,x,4,x,4,x,16,x,5,x,157,"9,542",70,86,130,"3,737",98,"3,281",35,456,126,"2,280",93,"1,537",24,135,30,608,49,"1,217",133,"2,222",64,"1,898",73,"21,485",48,135,53,"2,505",71,"18,845",54,"7,265",52,"5,874",39,"5,706",15,763,14,454,13,309,53,270,6,46,12,283,0,0,0,0,0,0,7
350139031,35,1,39,31,3539031,WEST NISSOURI,263,62,"112,026",6,x,53,x,19,x,2,x,7,143,10,x,5,x,170,"11,193",45,x,124,"3,801",84,"3,032",48,769,132,"3,855",82,"1,518",30,273,55,"2,064",64,x,134,"2,412",87,"3,157",82,"19,937",50,111,56,"1,905",78,"17,921",49,"5,205",52,"6,188",42,"6,528",12,883,12,481,10,402,41,175,11,136,16,944,0,0,1,x,0,0,3
350139034,35,1,39,34,3539034,LONDON,378,83,"452,636",14,x,60,"221,135",46,x,5,x,17,259,23,x,4,x,186,"14,567",51,129,130,"3,960",81,"3,129",60,831,147,"4,192",75,"1,420",36,328,65,"2,444",97,"4,148",127,"2,138",111,"5,656",88,"42,886",53,383,57,"5,456",86,"37,047",55,"18,845",62,"10,005",52,"8,197",23,"1,892",23,"1,101",20,791,80,509,14,147,10,39,0,0,0,0,1,x,13
350139036,35,1,39,36,3539036,LONDON,37,4,x,1,x,3,x,2,x,2,x,0,0,0,0,0,0,8,x,4,x,6,304,1,x,5,x,6,366,2,x,4,x,3,x,4,x,6,x,6,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,0,0,0,0,0,0,4,25,1,x,1,x,0,0,0,0,0,0,1
350139039,35,1,39,39,3539039,LOBO,250,69,"171,512",18,x,54,"41,116",28,x,2,x,13,105,14,x,5,x,132,"6,755",30,38,85,"1,585",23,623,68,962,94,"1,839",24,354,43,184,46,"1,301",58,"2,132",82,"1,161",69,"2,618",50,"8,142",27,56,30,992,48,"7,094",27,"2,731",31,"2,277",25,"2,086",14,728,13,368,13,360,48,324,13,322,11,198,0,0,0,0,0,0,6
350139042,35,1,39,42,3539042,EAST WILLIAMS,148,24,"76,347",5,x,19,"38,304",13,x,1,x,6,45,5,x,2,x,84,"7,571",28,36,45,"1,555",20,859,26,696,49,"1,501",19,368,15,163,26,970,46,"3,582",46,897,48,"3,374",40,"19,551",26,108,29,"2,262",39,"17,181",31,"6,927",31,"4,404",28,"5,850",7,215,6,129,7,86,20,76,5,176,10,288,0,0,0,0,0,0,2
350139046,35,1,39,46,3539046,ADELAIDE,220,56,"368,287",8,"44,233",41,"196,042",24,"128,012",3,x,5,15,10,x,3,x,113,"9,111",40,115,81,"2,509",43,"1,699",43,810,79,"2,953",31,618,29,303,35,"2,032",47,"1,938",78,"1,596",58,"3,892",55,"28,882",50,261,51,"4,063",55,"24,558",49,"10,185",53,"9,127",38,"5,246",6,95,6,55,5,40,33,142,7,x,13,120,0,0,0,0,0,0,6
350139049,35,1,39,49,3539049,WEST WILLIAMS,137,30,x,6,x,17,x,17,x,2,x,10,284,13,x,3,x,69,"5,831",24,76,39,"1,664",21,"1,281",19,383,51,"1,016",22,529,15,155,23,332,30,"2,000",46,"1,075",40,"2,608",53,"20,616",36,136,39,"2,682",52,"17,798",38,"6,719",40,"6,519",34,"4,560",5,258,5,147,5,111,26,108,6,91,4,125,0,0,0,0,1,x,2
350139054,35,1,39,54,3539054,MCGILLIVRAY,285,81,"37,065",18,"4,976",58,"29,911",48,"2,178",0,0,13,82,19,x,3,x,171,"18,948",49,107,81,"2,313",38,"1,355",50,958,108,"4,756",33,495,31,248,73,"4,013",106,"9,519",91,"2,253",119,"12,390",82,"23,725",56,146,57,"2,436",79,"21,143",56,"6,767",56,"7,057",44,"7,319",12,640,12,355,12,285,47,359,5,60,16,562,0,0,0,0,0,0,6
350139058,35,1,39,58,3539058,BIDDULPH,219,46,x,5,x,39,x,18,x,1,x,7,53,10,x,7,x,127,"11,402",34,125,71,"1,560",34,824,44,736,94,"4,740",33,503,25,208,58,"4,029",61,"3,535",73,"1,442",88,"7,975",65,"10,544",40,73,42,"1,135",64,"9,336",41,"3,411",43,"3,116",34,"2,809",17,961,16,535,17,426,47,351,9,50,11,715,0,0,0,0,0,0,4
350200000,35,2,0,0,3500000,WESTERN ONT. REGION OUEST D'ONT.,"25,151","7,074","12,253,421","1,112","1,670,100","5,796","2,893,857","3,038","7,689,464",373,"898,825","1,059","23,007","1,540","34,238",535,"28,425","16,780","1,232,641","6,779","11,635","12,450","316,585","6,070","177,459","7,449","139,126","12,309","304,585","5,345","89,066","4,772","34,994","5,324","180,525","9,073","353,915","12,802","245,921","9,195","446,524","8,339","1,572,982","5,145","11,169","5,769","175,505","8,038","1,386,308","5,469","498,308","5,721","508,892","4,778","379,108","1,688","105,365","1,598","62,520","1,552","42,845","5,067","27,049","1,465","16,806","1,250","67,820",28,"4,243",102,"460,183",22,"1,561",677
350221000,35,2,21,0,3521000,PEEL REGIONAL MUNICIPALITY,942,238,"72,323",61,x,198,x,126,"42,542",14,x,49,"2,102",72,"6,892",27,"3,258",506,"28,527",180,354,393,"11,080",192,"7,579",218,"3,501",373,"7,055",191,"4,313",143,"1,026",109,"1,716",208,"3,725",404,"6,313",246,"5,106",100,"8,264",50,80,55,877,92,"7,307",55,"3,025",55,"2,779",37,"1,503",63,"2,987",55,"1,944",56,"1,043",210,"2,268",70,811,63,"3,876",3,946,1,x,0,0,47
350221005,35,2,21,5,3521005,MISSISSAUGA,110,27,"22,171",5,x,21,x,16,x,1,x,6,x,7,x,3,x,30,"1,133",13,18,20,340,6,133,15,207,17,159,5,65,10,43,7,51,18,390,23,226,20,277,13,273,5,5,6,30,11,238,6,152,4,51,4,35,6,287,5,199,6,88,24,199,10,92,8,172,1,x,0,0,0,0,5
350221010,35,2,21,10,3521010,BRAMPTON,206,36,"6,816",13,x,31,x,19,x,0,0,7,x,15,x,4,x,91,"5,421",27,86,76,"2,190",45,"1,698",33,492,70,"1,455",48,989,16,92,20,374,32,560,71,"1,130",47,907,9,184,3,3,3,11,7,170,3,50,5,102,3,18,10,640,10,475,8,165,36,415,11,75,12,745,1,x,0,0,0,0,8
350221024,35,2,21,24,3521024,CALEDON,626,175,"43,336",43,x,146,"15,903",91,x,13,x,36,x,50,x,20,x,385,"21,973",140,250,297,"8,550",141,"5,748",170,"2,802",286,"5,441",138,"3,259",117,891,82,"1,291",158,"2,775",310,"4,957",179,"3,922",78,"7,807",42,72,46,836,74,"6,899",46,"2,823",46,"2,626",30,"1,450",47,"2,060",40,"1,270",42,790,150,"1,654",49,644,43,"2,959",1,x,1,x,0,0,34
350222000,35,2,22,0,3522000,DUFFERIN COUNTY,"1,208",309,"133,776",68,"6,467",260,"40,396",146,"86,913",9,x,51,534,72,"1,003",27,210,866,"54,886",370,548,667,"15,279",223,"5,798",506,"9,481",643,"13,759",193,"3,228",339,"2,303",274,"8,228",470,"13,444",673,"11,856",441,"19,222",336,"41,831",213,359,250,"4,855",315,"36,617",229,"15,175",198,"13,634",169,"7,808",109,"5,486",106,"3,379",100,"2,107",276,"1,406",91,"1,325",46,"6,520",1,x,3,x,1,x,45
350222001,35,2,22,1,3522001,EAST GARAFRAXA,174,42,"58,703",10,x,35,x,19,x,1,x,4,17,5,65,0,0,117,"9,296",41,66,84,"2,141",38,"1,188",56,953,80,"1,697",31,628,32,156,36,913,74,"3,556",86,"1,836",66,"3,995",55,"14,162",34,87,37,"1,549",54,"12,526",37,"4,456",41,"5,737",33,"2,333",17,575,17,310,16,265,36,145,15,189,6,x,0,0,0,0,0,0,6
350222004,35,2,22,4,3522004,EAST LUTHER,138,37,"3,344",7,x,32,"2,278",22,x,1,x,4,17,11,81,3,x,93,"6,210",40,68,67,"1,877",39,"1,159",35,718,64,"1,223",36,724,28,257,17,242,40,"1,541",74,"1,501",41,"1,718",37,"3,944",26,38,32,465,36,"3,441",28,"1,674",25,"1,018",20,749,14,"1,216",14,791,14,425,36,176,10,325,7,x,0,0,0,0,0,0,1
350222008,35,2,22,8,3522008,AMARANTH,258,77,"34,939",20,"3,439",64,"29,930",36,"1,570",3,x,15,83,16,116,9,108,187,"11,152",65,78,142,"3,344",60,"1,724",99,"1,620",135,"3,102",51,838,64,391,59,"1,873",97,"2,329",143,"2,299",100,"4,038",80,"8,182",52,84,64,"1,153",73,"6,945",55,"3,930",39,"1,631",34,"1,384",23,"1,297",22,779,22,518,66,371,18,272,16,303,0,0,2,x,1,x,11
350222012,35,2,22,12,3522012,MONO,228,59,"4,789",11,"1,245",47,"2,017",25,"1,527",1,x,12,217,15,428,5,43,162,"8,097",74,86,125,"2,439",18,355,112,"2,084",122,"2,397",15,273,80,564,44,"1,560",81,"1,174",123,"2,001",74,"2,329",36,"2,862",23,31,26,324,31,"2,507",21,827,19,971,15,709,16,631,15,355,15,276,57,263,13,133,9,x,0,0,0,0,0,0,11
350222016,35,2,22,16,3522016,MULMUR,160,32,x,8,x,27,x,14,x,1,x,5,76,7,188,3,x,122,"7,939",56,103,92,"2,110",15,319,86,"1,791",95,"2,547",17,200,52,436,54,"1,911",76,"1,483",91,"1,696",65,"2,788",39,"4,389",28,40,32,445,39,"3,904",33,"1,482",27,"1,354",25,"1,068",18,585,17,368,15,217,35,219,11,112,0,0,0,0,0,0,0,0,7
350222019,35,2,22,19,3522019,MELANCTHON,250,62,x,12,x,55,x,30,x,2,x,11,124,18,125,7,25,185,"12,192",94,147,157,"3,368",53,"1,053",118,"2,315",147,"2,793",43,565,83,499,64,"1,729",102,"3,361",156,"2,523",95,"4,354",89,"8,292",50,79,59,919,82,"7,294",55,"2,806",47,"2,923",42,"1,565",21,"1,182",21,776,18,406,46,232,24,294,8,x,1,x,1,x,0,0,9
350223000,35,2,23,0,3523000,WELLINGTON COUNTY,"3,219",961,"2,474,164",136,"248,366",776,"422,111",405,"1,803,687",60,"76,533",159,"7,611",189,"7,254",81,"2,021","2,122","145,300",819,"1,557","1,611","42,139",899,"27,903",834,"14,236","1,559","33,989",797,"14,547",542,"3,674",596,"15,768","1,071","36,748","1,653","30,867","1,198","49,446","1,255","295,855",858,"2,060",935,"34,730","1,211","259,065",887,"98,099",861,"94,521",761,"66,445",207,"13,623",196,"8,112",191,"5,511",748,"3,833",205,"2,955",180,"12,063",2,x,34,"125,423",6,219,96
350223001,35,2,23,1,3523001,PUSLINCH,261,86,"109,953",13,x,68,x,38,"88,334",8,53,15,x,15,x,5,54,140,"5,957",44,95,103,"1,993",26,647,81,"1,346",100,"1,280",25,331,62,393,31,556,69,880,109,"1,709",86,"1,480",58,"9,758",35,104,42,"1,214",55,"8,440",37,"3,050",33,"3,021",30,"2,369",28,"1,856",28,"1,157",25,699,68,440,18,122,18,386,0,0,1,x,0,0,14
350223006,35,2,23,6,3523006,GUELPH,152,34,"77,751",4,x,29,"42,679",12,x,5,x,8,x,7,x,6,67,82,"8,136",34,256,64,"2,636",32,"1,398",38,"1,238",68,"1,807",31,683,26,332,25,792,35,807,65,"2,630",35,"1,948",28,"6,131",16,67,18,762,25,"5,302",18,"2,235",15,"1,642",15,"1,425",10,792,9,416,7,376,33,284,9,35,4,x,0,0,7,"23,750",0,0,6
350223011,35,2,23,11,3523011,ERAMOSA,253,65,x,8,x,57,x,25,"1,062",2,x,19,x,19,692,3,x,155,"10,481",64,91,119,"2,724",43,"1,218",83,"1,506",113,"2,393",43,550,53,372,49,"1,471",74,"3,245",123,"2,028",96,"4,340",64,"19,791",42,116,45,"1,900",62,"17,775",47,"5,892",40,"6,498",43,"5,385",25,"1,879",23,"1,105",25,774,65,502,15,749,11,x,0,0,12,"35,527",2,x,9
350223016,35,2,23,16,3523016,ERIN,359,103,"145,607",25,x,78,x,69,"133,152",5,104,24,248,32,304,14,430,207,"10,025",68,160,158,"2,878",52,"1,288",119,"1,590",146,"2,086",48,731,81,424,67,931,107,"3,018",156,"1,883",128,"3,641",77,"11,151",52,96,57,"1,406",71,"9,649",55,"3,950",40,"3,539",36,"2,160",30,"2,480",28,"1,517",28,963,111,784,37,619,18,x,0,0,1,x,0,0,19
350223021,35,2,23,21,3523021,WEST GARAFRAXA,205,60,"88,628",3,x,47,x,24,"77,623",2,x,8,x,12,200,6,76,125,"9,656",49,73,91,"2,572",35,"1,461",61,"1,111",86,"2,023",33,689,36,231,33,"1,103",57,"3,298",95,"1,690",63,"4,116",85,"30,263",54,159,61,"3,198",84,"26,906",58,"10,886",61,"8,976",52,"7,044",24,"1,904",24,"1,074",23,830,43,104,15,102,15,230,0,0,2,x,2,x,5
350223024,35,2,23,24,3523024,NICHOL,152,33,x,8,x,29,"6,237",15,x,4,x,7,x,4,x,3,x,88,"6,667",25,30,58,"1,683",28,"1,147",34,536,61,"1,169",26,602,24,174,20,393,51,"2,692",59,"1,093",51,"2,978",44,"9,714",30,52,30,918,44,"8,744",28,"2,661",34,"3,707",28,"2,376",13,480,12,285,13,195,32,141,4,11,5,x,1,x,5,"19,556",0,0,8
350223029,35,2,23,29,3523029,PILKINGTON,161,33,"36,017",5,x,29,"34,604",14,x,1,x,8,x,9,x,5,x,104,"10,840",38,59,65,"2,321",31,"1,550",39,771,64,"2,335",28,809,25,156,28,"1,370",73,"4,406",71,"1,719",74,"5,804",71,"26,759",52,138,56,"2,848",70,"23,773",52,"8,006",54,"9,916",49,"5,851",8,335,8,170,8,165,31,113,11,474,10,393,1,x,2,x,0,0,6
350223032,35,2,23,32,3523032,PEEL,470,176,"443,195",18,x,151,x,48,"379,453",4,149,14,x,19,x,8,54,369,"27,593",142,179,290,"7,777",221,"6,367",86,"1,410",260,"6,170",186,"3,396",44,301,90,"2,473",217,"8,107",287,"5,360",231,"9,879",294,"81,880",213,529,225,"9,706",289,"71,645",217,"27,063",235,"26,096",199,"18,486",14,"1,069",12,683,12,386,156,807,20,165,35,"1,093",0,0,0,0,1,x,6
350223036,35,2,23,36,3523036,MARYBOROUGH,323,84,"904,932",6,x,56,x,35,"610,499",3,x,6,x,17,252,5,25,217,"16,868",86,191,157,"5,834",123,"5,210",44,624,176,"4,766",128,"3,057",35,232,52,"1,477",78,"2,736",169,"3,341",92,"4,035",153,"45,255",105,286,114,"5,262",151,"39,707",113,"14,192",109,"14,487",99,"11,028",15,945,15,537,13,408,52,140,23,194,17,327,0,0,0,0,0,0,7
350223041,35,2,23,41,3523041,MINTO,357,114,"203,782",14,x,94,x,48,"179,800",11,x,28,296,31,413,14,132,258,"17,869",116,171,211,"5,196",129,"3,508",106,"1,688",202,"4,772",105,"1,560",59,432,90,"2,780",133,"3,827",215,"3,903",142,"5,845",146,"23,754",101,241,113,"3,446",138,"20,067",105,"9,731",92,"5,674",93,"4,662",13,318,13,177,12,141,66,229,31,252,19,"1,056",0,0,2,x,1,x,6
350223048,35,2,23,48,3523048,ARTHUR,343,119,"301,711",20,"53,386",94,"30,970",50,"217,355",10,938,16,x,15,x,11,x,241,"13,769",103,119,196,"4,398",130,"3,076",82,"1,322",188,"3,299",104,"1,703",59,390,64,"1,206",113,"2,353",204,"3,600",126,"3,320",159,"23,005",102,178,113,"2,670",152,"20,157",107,"7,117",102,"8,668",78,"4,372",15,979,13,691,14,288,64,220,14,161,14,632,0,0,2,x,0,0,5
350223054,35,2,23,54,3523054,WEST LUTHER,183,54,x,12,x,44,"11,072",27,x,5,51,6,x,9,x,1,x,136,"7,439",50,133,99,"2,127",49,"1,033",61,"1,094",95,"1,889",40,436,38,237,47,"1,216",64,"1,379",100,"1,911",74,"2,060",76,"8,394",56,94,61,"1,400",70,"6,900",50,"3,316",46,"2,297",39,"1,287",12,586,11,300,11,286,27,69,8,71,14,511,0,0,0,0,0,0,5
350224000,35,2,24,0,3524000,HALTON REGIONAL MUNICIPALITY,969,239,"690,607",50,x,179,x,129,"587,323",10,x,45,"1,187",70,"1,771",23,"5,044",404,"18,324",147,297,330,"6,879",126,"3,557",223,"3,322",291,"3,713",119,"1,849",144,974,71,890,165,"3,244",328,"4,191",201,"4,686",118,"17,005",69,140,87,"2,157",106,"14,708",76,"5,510",74,"5,629",52,"3,569",87,"4,805",83,"2,972",75,"1,833",290,"2,445",62,806,51,"1,938",3,"1,281",1,x,0,0,44
350224001,35,2,24,1,3524001,OAKVILLE,57,13,x,4,x,9,x,8,x,3,x,4,55,2,x,1,x,19,742,7,17,12,345,5,76,8,269,9,128,4,37,5,x,1,x,10,83,14,169,7,99,7,"2,741",2,x,3,x,7,x,4,x,5,622,5,x,3,x,3,x,1,x,13,100,5,42,2,x,0,0,0,0,0,0,3
350224002,35,2,24,2,3524002,BURLINGTON,160,21,"104,149",5,x,15,x,11,"103,173",0,0,4,594,5,x,0,0,48,"3,069",17,33,41,887,14,391,30,496,33,672,13,160,14,166,8,346,20,924,39,553,28,"1,571",18,"1,773",13,x,16,x,16,x,13,x,11,645,4,x,12,x,11,x,11,x,43,392,5,50,3,x,0,0,0,0,0,0,6
350224009,35,2,24,9,3524009,MILTON,426,112,"372,527",21,x,86,x,66,"321,527",3,x,23,390,35,830,13,"4,643",169,"5,167",55,102,138,"2,137",54,"1,112",91,"1,025",119,"1,049",50,601,57,x,30,x,61,447,137,"1,432",75,725,48,"5,833",30,49,38,749,41,"5,035",33,"1,978",28,"1,946",24,"1,111",41,"1,864",40,"1,009",35,855,134,"1,147",32,290,22,418,3,"1,281",1,x,0,0,25
350224015,35,2,24,15,3524015,HALTON HILLS,326,93,x,20,x,69,"49,681",44,x,4,x,14,148,28,x,9,x,168,"9,346",68,145,139,"3,510",53,"1,978",94,"1,532",130,"1,864",52,"1,051",68,405,32,408,74,"1,790",138,"2,037",91,"2,291",45,"6,658",24,49,30,775,42,"5,834",26,"1,982",30,"2,416",19,"1,436",31,"2,432",29,"1,624",28,808,100,806,20,424,24,"1,458",0,0,0,0,0,0,10
350230000,35,2,30,0,3530000,WATERLOO REGIONAL MUNICIPALITY,"1,823",774,"1,660,080",106,"314,870",655,"363,165",233,"982,045",31,"315,718",72,"3,075",96,"3,510",60,"1,857","1,251","91,240",467,842,973,"21,621",736,"16,337",310,"5,284",878,"19,489",566,"9,576",196,"1,503",279,"8,410",698,"32,487",940,"16,801",785,"41,471",922,"223,402",596,"1,341",634,"22,475",913,"199,586",620,"62,377",747,"79,017",644,"58,192",74,"3,527",68,"2,166",72,"1,361",653,"3,389",115,"1,260",147,"10,322",1,x,7,"44,920",1,x,59
350230004,35,2,30,4,3530004,NORTH DUMFRIES,209,48,"446,023",6,x,34,x,26,"294,722",2,x,7,x,9,x,8,224,128,"11,569",47,80,92,"2,941",35,"1,750",62,"1,191",89,"2,066",35,896,37,214,25,956,64,"4,577",89,"1,905",70,"5,668",43,"11,723",20,58,20,899,43,"10,766",20,"3,051",36,"4,244",27,"3,471",16,"1,400",15,859,16,541,38,292,15,132,7,x,1,x,0,0,0,0,11
350230010,35,2,30,10,3530010,CAMBRIDGE,56,20,"65,898",5,x,15,x,11,x,2,x,8,x,5,x,4,95,32,"1,518",9,12,19,547,10,416,10,131,24,401,12,221,10,60,9,120,11,228,23,330,19,352,12,"1,086",6,9,6,152,12,925,6,171,10,654,4,100,1,x,1,x,1,x,13,116,3,x,3,x,0,0,1,x,1,x,5
350230013,35,2,30,13,3530013,KITCHENER,60,14,562,1,x,12,x,6,x,2,x,6,x,9,297,3,x,21,"1,887",9,12,18,504,12,283,11,221,14,593,8,102,7,x,7,x,13,511,16,267,11,902,14,"1,815",9,19,10,280,14,"1,516",10,938,8,330,9,248,1,x,1,x,1,x,14,131,4,x,3,x,0,0,1,x,0,0,1
350230016,35,2,30,16,3530016,WATERLOO,27,5,277,1,x,5,x,1,x,0,0,1,x,0,0,1,x,13,539,5,7,8,115,6,73,4,42,11,186,6,45,3,x,6,x,5,89,7,142,9,209,8,"1,230",6,9,6,133,8,"1,088",6,436,6,320,6,332,2,x,2,x,2,x,7,34,0,0,2,x,0,0,0,0,0,0,1
350230020,35,2,30,20,3530020,WILMOT,386,148,"368,959",34,"65,764",110,"59,596",65,"243,599",10,"62,787",19,196,22,x,8,x,234,"19,932",81,134,173,"5,013",112,"3,720",69,"1,293",172,"6,547",100,"2,789",50,344,54,"3,414",100,"5,173",180,"3,065",116,"8,501",142,"40,632",78,231,85,"3,484",140,"36,917",87,"9,878",101,"14,470",81,"12,569",17,752,16,489,16,263,69,274,29,332,33,x,0,0,3,x,0,0,16
350230027,35,2,30,27,3530027,WELLESLEY,509,284,"218,194",27,x,253,"63,776",64,x,4,x,11,757,25,256,14,840,419,"26,900",152,259,337,"5,499",284,"4,416",75,"1,083",281,"4,762",202,"2,544",50,464,82,"1,754",251,"10,862",310,"5,518",277,"12,913",378,"92,958",282,597,297,"10,550",374,"81,811",284,"27,782",326,"33,168",270,"20,861",14,354,13,193,13,161,251,"1,417",34,297,41,x,0,0,1,x,0,0,9
350230035,35,2,30,35,3530035,WOOLWICH,576,255,"560,167",32,"134,133",226,"156,143",60,"269,891",11,x,20,639,26,641,22,237,404,"28,895",164,338,326,"7,002",277,"5,679",79,"1,323",287,"4,934",203,"2,979",39,320,96,"1,635",254,"11,047",315,"5,574",283,"12,926",325,"73,958",195,418,210,"6,977",322,"66,563",207,"20,121",260,"25,831",247,"20,611",23,949,20,579,23,370,261,"1,125",30,426,58,"1,714",0,0,1,x,0,0,16
